
[00:00:00.000 --> 00:00:02.760]  羅馬書第四十章
[00:00:02.760 --> 00:00:05.560]  今天我們要講羅馬書第十六章
[00:00:05.560 --> 00:00:08.240]  我們知道羅馬書只有十六章的經文
[00:00:08.240 --> 00:00:10.680]  所以今天是最後的一章
[00:00:10.680 --> 00:00:13.120]  每講到每一個系列最後一章
[00:00:13.120 --> 00:00:14.480]  我都很不捨得
[00:00:14.480 --> 00:00:17.640]  羅馬書亦都不例外
[00:00:17.640 --> 00:00:20.280]  今日的題目叫做甚麼
[00:00:20.280 --> 00:00:24.120]  「堅固人心的福音奧秘」
[00:00:24.120 --> 00:00:27.440]  其實我在找題目的時候
[00:00:27.440 --> 00:00:30.880]  我很多時候想避免甚麼字
[00:00:30.880 --> 00:00:33.320]  奧秘、密碼
[00:00:33.320 --> 00:00:37.920]  有很多牧師、傳道人都希望放上這些字
[00:00:37.920 --> 00:00:40.520]  來引你去聽他的篇道
[00:00:40.520 --> 00:00:42.440]  其實我們不應該這樣做
[00:00:42.440 --> 00:00:45.320]  今日為何用到奧秘這個字
[00:00:45.320 --> 00:00:48.440]  就是在羅馬書裏自己講的
[00:00:48.440 --> 00:00:51.240]  保羅在羅馬書第十六章二十五節
[00:00:51.240 --> 00:00:54.960]  他說要照永古隱藏不言的奧秘
[00:00:54.960 --> 00:00:57.560]  堅固你們的心
[00:00:57.560 --> 00:01:01.200]  神的話語就是能夠堅固我們的心
[00:01:01.200 --> 00:01:05.120]  幫助我們能夠活出那美好的見證
[00:01:05.120 --> 00:01:09.440]  講到這裏又要稍為做一些廣告
[00:01:09.440 --> 00:01:10.920]  我講這麼多的系列
[00:01:10.920 --> 00:01:13.480]  都是希望跟大家一齊來讀經
[00:01:13.480 --> 00:01:14.680]  我經常都說
[00:01:14.680 --> 00:01:17.440]  你一個星期聽我五篇道
[00:01:17.440 --> 00:01:19.040]  然後讀相關的經文
[00:01:19.040 --> 00:01:22.080]  你可以兩年半讀完整部聖經
[00:01:22.080 --> 00:01:26.120]  而且對聖經是有很認識的了解
[00:01:26.120 --> 00:01:30.080]  因為我在每一個系列第一篇道
[00:01:30.080 --> 00:01:32.560]  叫做為何要讀這部書
[00:01:32.560 --> 00:01:36.560]  就是講到有很多的背景、很多的資料
[00:01:36.560 --> 00:01:40.160]  所以能夠幫助你認識這部書
[00:01:40.160 --> 00:01:43.200]  這樣讀經法還有甚麼好處
[00:01:43.200 --> 00:01:45.200]  是用字面來解經
[00:01:45.200 --> 00:01:47.840]  是用聖經來解釋聖經
[00:01:47.840 --> 00:01:50.640]  所以你會發覺是一致性的
[00:01:50.640 --> 00:01:52.160]  你有沒有讀聖經的時候
[00:01:52.160 --> 00:01:54.160]  你會發覺有很多矛盾
[00:01:54.160 --> 00:01:57.120]  但是當你用聖經來解釋聖經
[00:01:57.120 --> 00:01:58.880]  字面來解釋聖經
[00:01:58.880 --> 00:02:02.480]  你會發覺所有的矛盾迎刃而解
[00:02:02.480 --> 00:02:06.720]  我從來沒有發覺有任何的矛盾在聖經裏面
[00:02:06.720 --> 00:02:10.320]  很多人認為聖經裏面有很多的寓意
[00:02:10.320 --> 00:02:11.600]  很多的靈異
[00:02:11.600 --> 00:02:16.240]  他們甚至會引用保羅在《多倫多後書》的三章六節
[00:02:16.240 --> 00:02:20.480]  說「字句叫人死,精義叫人活」
[00:02:20.480 --> 00:02:23.840]  但是你不要將這本經文推得太遠
[00:02:23.840 --> 00:02:26.400]  你要看三章三節
[00:02:26.400 --> 00:02:29.120]  三章七節是在說甚麼
[00:02:29.120 --> 00:02:33.280]  那些刻在石板上的文字是在說甚麼
[00:02:33.280 --> 00:02:35.680]  是在說律法
[00:02:35.680 --> 00:02:38.880]  如果你是守著律法的字面
[00:02:38.880 --> 00:02:40.480]  死路一條
[00:02:40.480 --> 00:02:42.880]  我們要守律法的精義
[00:02:42.880 --> 00:02:45.840]  我們要透過新約接受耶穌基督
[00:02:45.840 --> 00:02:51.760]  我們這樣才能真正得到永生的盼望
[00:02:51.760 --> 00:02:56.880]  如果這個世上真的有形意、寓意解經的話
[00:02:56.880 --> 00:02:58.640]  那我就要問
[00:02:58.640 --> 00:03:01.760]  何時一節經文你是看它的實意
[00:03:01.760 --> 00:03:05.440]  何時一節經文你又看它的寓意呢
[00:03:05.440 --> 00:03:07.760]  有人說永遠都是指著將來
[00:03:07.760 --> 00:03:09.520]  是耶穌基督的救贖
[00:03:09.520 --> 00:03:10.720]  我同意
[00:03:10.720 --> 00:03:15.520]  但是不等於那節經文沒有了實質的意義
[00:03:15.520 --> 00:03:18.560]  我們的聖經和可蘭經
[00:03:18.560 --> 00:03:22.880]  和佛教的經書有甚麼不同的地方
[00:03:22.880 --> 00:03:24.960]  我們的聖經都是歷史
[00:03:24.960 --> 00:03:27.440]  是有考古學的印證
[00:03:27.440 --> 00:03:30.720]  我們的聖經是有神實實在在
[00:03:30.720 --> 00:03:34.000]  實質上的應許是應驗了
[00:03:34.000 --> 00:03:38.560]  是預言這是真真正正的神蹟奇事
[00:03:38.560 --> 00:03:40.400]  如果沒有了這些的話
[00:03:40.400 --> 00:03:42.400]  沒有了實質的應許
[00:03:42.400 --> 00:03:46.560]  我們這部聖經就是和其他宗教一模一樣
[00:03:46.560 --> 00:03:48.800]  沒有甚麼分別
[00:03:48.800 --> 00:03:50.080]  還有一個問題
[00:03:50.080 --> 00:03:52.880]  十個形意解經加寓意解經加
[00:03:52.880 --> 00:03:55.840]  同一節的經文解出來都不同的
[00:03:55.840 --> 00:03:59.120]  我們相信誰所說的
[00:03:59.120 --> 00:04:01.120]  我聽過有人說
[00:04:01.120 --> 00:04:02.320]  不是的牧師
[00:04:02.320 --> 00:04:06.720]  是有系統性來教我們怎樣解經
[00:04:06.720 --> 00:04:08.480]  我的問題就是
[00:04:08.480 --> 00:04:10.800]  如果真的有系統性的話
[00:04:10.800 --> 00:04:13.840]  那就不是每個人都懂得自己解經
[00:04:13.840 --> 00:04:16.800]  你是需要有神學的訓練
[00:04:16.800 --> 00:04:18.400]  聖經說甚麼
[00:04:18.400 --> 00:04:21.280]  每個人自己都能夠解經
[00:04:21.280 --> 00:04:23.520]  透過聖靈的光照
[00:04:23.520 --> 00:04:26.640]  所以我們真的要學習用字面解經
[00:04:26.640 --> 00:04:29.600]  用聖經來解釋聖經
[00:04:29.600 --> 00:04:32.720]  今天我們要講羅馬書的第十六章
[00:04:32.720 --> 00:04:34.800]  首先有少少的背景
[00:04:34.800 --> 00:04:38.800]  我講過羅馬書的第一章到第十五章的頭
[00:04:38.800 --> 00:04:42.480]  保羅講出恩信稱義的神學觀
[00:04:42.480 --> 00:04:46.240]  然後在羅馬書的第十五章尾
[00:04:46.240 --> 00:04:48.160]  他用他自己的事工
[00:04:48.160 --> 00:04:52.880]  用他的行動來活出恩信稱義的道理
[00:04:52.880 --> 00:04:54.800]  今天第十六章
[00:04:54.800 --> 00:04:57.040]  亦都是有關保羅的事工
[00:04:57.040 --> 00:05:02.320]  但他講到和羅馬教會弟兄姊妹的關係
[00:05:02.320 --> 00:05:05.040]  他講出了有很多人的名字
[00:05:05.040 --> 00:05:07.120]  他是問他們的安
[00:05:07.120 --> 00:05:12.880]  這些人都有參與保羅的生活和保羅的事工的人
[00:05:12.880 --> 00:05:14.640]  他向他們問安
[00:05:14.640 --> 00:05:19.040]  這張書給我們見到保羅對羅馬教會的愛
[00:05:19.040 --> 00:05:21.040]  彼此的信任
[00:05:21.040 --> 00:05:23.520]  亦都講出了很多的人名
[00:05:23.520 --> 00:05:26.320]  有人會說牧師
[00:05:26.320 --> 00:05:28.080]  人名你又講一篇道
[00:05:28.080 --> 00:05:30.160]  問安你又講一篇道
[00:05:30.160 --> 00:05:31.040]  是呀
[00:05:31.040 --> 00:05:33.600]  我要鼓勵大家來讀經
[00:05:33.600 --> 00:05:37.760]  你不要以為有名字有問安的東西
[00:05:37.760 --> 00:05:40.480]  你覺得很悶你就不去讀
[00:05:40.480 --> 00:05:44.320]  其實今日的經文好像禾稈冚珍珠一樣
[00:05:44.320 --> 00:05:48.400]  在人名當中亦都有很多精彩的神學
[00:05:48.400 --> 00:05:49.520]  我們需要學習
[00:05:49.520 --> 00:05:52.400]  有很多精彩的教導
[00:05:52.400 --> 00:05:56.240]  記不記得曾幾何時我講過一篇道
[00:05:56.240 --> 00:05:58.960]  是大衛勇士的名單
[00:05:58.960 --> 00:06:02.720]  勇士的名單人名都可以講一篇道
[00:06:02.720 --> 00:06:04.000]  我當時講過
[00:06:04.000 --> 00:06:06.560]  若果你們聽了不覺得悶的話
[00:06:06.560 --> 00:06:07.840]  我就成功了
[00:06:07.840 --> 00:06:10.400]  今日這一篇道又是一樣
[00:06:10.400 --> 00:06:13.200]  若果你們聽了不覺得悶的話
[00:06:13.200 --> 00:06:15.520]  我又成功了
[00:06:15.520 --> 00:06:20.400]  其實羅馬書第十六章都有一個結構
[00:06:20.400 --> 00:06:24.480]  你們認識我的人就知道我很喜歡首尾結構
[00:06:24.480 --> 00:06:28.080]  首尾結構是ABCCBA
[00:06:28.080 --> 00:06:33.440]  就好像箭咀一樣指著中間的經文是最重要的
[00:06:33.440 --> 00:06:37.680]  今日羅馬書十六章就是一個平衡結構
[00:06:37.680 --> 00:06:42.240]  平衡結構是ABCABC
[00:06:42.240 --> 00:06:44.480]  A和A有連帶關係
[00:06:44.480 --> 00:06:46.560]  B和B有連帶關係
[00:06:46.560 --> 00:06:49.200]  C和C又有連帶關係
[00:06:49.200 --> 00:06:52.160]  今日我們十六章就是ABAB
[00:06:52.160 --> 00:06:53.440]  A是講甚麼
[00:06:53.440 --> 00:06:54.960]  是問安
[00:06:54.960 --> 00:06:57.520]  羅馬書十六章一至六十六節
[00:06:57.520 --> 00:07:00.080]  保羅問羅馬教會的安
[00:07:00.080 --> 00:07:02.880]  這些人名是有關羅馬教會
[00:07:02.880 --> 00:07:04.960]  然後到下面的A
[00:07:04.960 --> 00:07:08.400]  羅馬書十六章二十一至二十四節
[00:07:08.400 --> 00:07:09.840]  是問安的人
[00:07:09.840 --> 00:07:12.080]  這些是保羅的同工
[00:07:12.080 --> 00:07:13.920]  這些人名是保羅的同工
[00:07:13.920 --> 00:07:16.080]  不再是羅馬教會
[00:07:16.080 --> 00:07:19.280]  B的部分有兩點
[00:07:19.280 --> 00:07:21.840]  在十六章的十七至二十節
[00:07:21.840 --> 00:07:24.640]  是保羅給羅馬教會的忠告
[00:07:24.640 --> 00:07:28.240]  剛剛才問完安對這些人
[00:07:28.240 --> 00:07:30.720]  表示了大家的愛意
[00:07:30.720 --> 00:07:33.760]  保羅就馬上講真理
[00:07:33.760 --> 00:07:36.400]  如果你只是講愛沒有真理的話
[00:07:36.400 --> 00:07:38.080]  這些是假的
[00:07:38.080 --> 00:07:40.000]  所以我們見到很重要
[00:07:40.000 --> 00:07:44.080]  這裡忠告羅馬書十六章十七至二十節
[00:07:44.080 --> 00:07:46.560]  保羅給羅馬教會的忠告
[00:07:46.560 --> 00:07:48.480]  下面最後呢
[00:07:48.480 --> 00:07:51.360]  羅馬書十六章二十五至二十七節
[00:07:51.360 --> 00:07:54.720]  是最後給羅馬教會的祝福
[00:07:54.720 --> 00:07:56.800]  我們一起來先看看
[00:07:56.800 --> 00:07:59.600]  A問安的部分
[00:07:59.600 --> 00:08:02.640]  羅馬書的十六章一至到十六節
[00:08:02.640 --> 00:08:05.280]  一開始一章一節保羅說
[00:08:05.280 --> 00:08:09.520]  我對你們舉薦我們的姊妹菲比
[00:08:09.520 --> 00:08:13.360]  她是堅格理教會中的女執事
[00:08:13.360 --> 00:08:15.840]  菲比這個名字的意思
[00:08:15.840 --> 00:08:18.480]  就是明亮輝煌
[00:08:18.480 --> 00:08:19.920]  我時時都說
[00:08:19.920 --> 00:08:23.360]  在聖經裡的人名和她的性格
[00:08:23.360 --> 00:08:25.200]  是有連帶的關係
[00:08:25.200 --> 00:08:27.040]  我相信這個姊妹菲比
[00:08:27.040 --> 00:08:29.360]  她真的有外向的性格
[00:08:29.360 --> 00:08:32.320]  她真是一個人很明亮很開心
[00:08:32.320 --> 00:08:37.200]  保羅叫她把羅馬書帶到羅馬
[00:08:37.200 --> 00:08:40.720]  保羅在哥林多寫羅馬書
[00:08:40.720 --> 00:08:42.320]  哥林多在哪裡
[00:08:42.320 --> 00:08:44.080]  在現在的希臘
[00:08:44.080 --> 00:08:47.440]  羅馬在現在的意大利
[00:08:47.440 --> 00:08:51.600]  保羅在這封書上介紹了菲比
[00:08:51.600 --> 00:08:55.280]  這是早期教會一個很普遍的現象
[00:08:55.280 --> 00:08:57.360]  當一個弟兄或姊妹
[00:08:57.360 --> 00:08:59.760]  由一個城市到另一個城市
[00:08:59.760 --> 00:09:02.080]  來定居或工作的時候
[00:09:02.080 --> 00:09:04.800]  他時時都會帶一封介紹信
[00:09:04.800 --> 00:09:08.160]  證明自己是一個真正的基督徒
[00:09:08.160 --> 00:09:10.720]  在使徒行傳的十八章
[00:09:10.720 --> 00:09:14.880]  阿波羅就是有一封介紹信給他
[00:09:14.880 --> 00:09:18.240]  在哥林多後書的八章十八節
[00:09:18.240 --> 00:09:22.080]  提到有一個同行的弟兄
[00:09:22.080 --> 00:09:24.880]  也有一封介紹信
[00:09:24.880 --> 00:09:30.080]  其實在埃及沙漠裡有一個叫沙丘的地方
[00:09:30.080 --> 00:09:34.720]  考古學家發現了有很多這樣的介紹信在那裡
[00:09:34.720 --> 00:09:37.920]  看起來好像一個垃圾堆
[00:09:37.920 --> 00:09:41.760]  但居然找到有很多很有價值的文獻
[00:09:41.760 --> 00:09:44.640]  就在埃及的沙丘
[00:09:44.640 --> 00:09:46.480]  在羅馬書的一章二節
[00:09:46.480 --> 00:09:49.840]  保羅說:請你們為主接待他
[00:09:49.840 --> 00:09:52.560]  合乎聖徒的體統
[00:09:52.560 --> 00:09:55.600]  他在何事上要你們幫助
[00:09:55.600 --> 00:09:58.160]  你們就幫助他
[00:09:58.160 --> 00:10:01.040]  保羅叫羅馬教會的弟兄姊妹
[00:10:01.040 --> 00:10:03.680]  要幫助這位菲比姊妹
[00:10:03.680 --> 00:10:04.480]  為什麼?
[00:10:04.480 --> 00:10:06.720]  保羅說了有四個理由
[00:10:06.720 --> 00:10:08.880]  第一,她是一位姊妹
[00:10:08.880 --> 00:10:11.440]  是主內的好姊妹
[00:10:11.440 --> 00:10:16.000]  當有一個主內的弟兄或者姊妹來到我們當中
[00:10:16.000 --> 00:10:16.880]  我們怎樣?
[00:10:16.880 --> 00:10:18.240]  是不是趕人走?
[00:10:18.240 --> 00:10:19.200]  當然不是
[00:10:19.200 --> 00:10:20.560]  我們要招待她
[00:10:20.560 --> 00:10:23.120]  這是聖經的教導
[00:10:23.120 --> 00:10:24.720]  第二個原因
[00:10:24.720 --> 00:10:26.240]  她是一個執事
[00:10:26.240 --> 00:10:27.920]  她不單只是一個姊妹
[00:10:27.920 --> 00:10:29.520]  還是執事
[00:10:29.520 --> 00:10:33.120]  是堅格理教會的女執事
[00:10:33.120 --> 00:10:36.800]  保羅在哥林多寫羅馬書
[00:10:36.800 --> 00:10:41.760]  哥林多距離堅格理大概八至九里
[00:10:41.760 --> 00:10:45.360]  堅格理是哥林多的一個港口
[00:10:45.360 --> 00:10:48.400]  如果你要從哥林多出發到別處
[00:10:48.400 --> 00:10:52.640]  你就要從堅格理上船出發
[00:10:52.640 --> 00:10:58.960]  堅格理教會很可能是哥林多教會所建立的教會
[00:10:58.960 --> 00:11:01.520]  就好像我們CCAC
[00:11:01.520 --> 00:11:03.840]  我們在New Life
[00:11:03.840 --> 00:11:05.680]  就是我們的籍堂
[00:11:05.680 --> 00:11:12.480]  所以堅格理教會可能也是哥林多教會籍堂出去的教會
[00:11:12.480 --> 00:11:15.920]  她是一個女執事
[00:11:15.920 --> 00:11:17.600]  執事這個字
[00:11:17.600 --> 00:11:20.960]  Diakonos這個原文的希臘文
[00:11:20.960 --> 00:11:22.400]  就是執事
[00:11:22.400 --> 00:11:26.640]  慢慢演變成我們英文Deacon這個字
[00:11:26.640 --> 00:11:28.800]  這個字是沒有性別的
[00:11:28.800 --> 00:11:30.080]  沒有男沒有女
[00:11:30.080 --> 00:11:32.400]  是中性的一個字
[00:11:32.400 --> 00:11:37.520]  在福音書《使徒行傳》和《新約》的書信
[00:11:37.520 --> 00:11:41.360]  都有講到很多在教會服侍人的人
[00:11:41.360 --> 00:11:45.200]  但是在提摩泰前書三章八節之前
[00:11:45.200 --> 00:11:48.960]  沒有具體地講出這些人是需要有什麼資格
[00:11:48.960 --> 00:11:50.560]  有什麼質素
[00:11:50.560 --> 00:11:56.720]  在提摩泰前書的三章八節就有講到執事的資格
[00:11:56.720 --> 00:11:59.920]  而在提摩泰前書的三章十一節
[00:11:59.920 --> 00:12:02.720]  就有講到有女執事的資格
[00:12:02.720 --> 00:12:07.280]  有很多人說不是女執事
[00:12:07.280 --> 00:12:09.840]  這裡是執事太太的資格
[00:12:09.840 --> 00:12:17.200]  但是你有沒有發現在《新約》的書信裡面有講到長老太的資格
[00:12:17.200 --> 00:12:20.160]  我們這裡也有很多長老太
[00:12:20.160 --> 00:12:24.000]  你們有沒有見過聖經裡面有長老太的資格
[00:12:24.000 --> 00:12:25.520]  沒有的
[00:12:25.520 --> 00:12:29.840]  所以這裡絕對不是執事太太的資格
[00:12:29.840 --> 00:12:33.040]  這裡是女執事的資格
