
[00:00:00.000 --> 00:00:02.000]  我們一起來同心禱告
[00:00:02.000 --> 00:00:06.000]  親愛的天父上帝
[00:00:06.000 --> 00:00:09.000]  我們在你的面前打開你的話語
[00:00:09.000 --> 00:00:10.000]  我們也祈求天父
[00:00:10.000 --> 00:00:12.000]  打開我們每一位弟兄姊妹
[00:00:12.000 --> 00:00:13.000]  我們的眼睛
[00:00:13.000 --> 00:00:14.000]  我們的耳朵
[00:00:14.000 --> 00:00:15.000]  還有我們的心
[00:00:15.000 --> 00:00:16.000]  讓我們能夠聽得清楚
[00:00:16.000 --> 00:00:17.000]  看得清楚
[00:00:17.000 --> 00:00:20.000]  我們的心也被你的話語所觸動改變
[00:00:20.000 --> 00:00:23.000]  這樣的禱告靠耶穌基督的名求
[00:00:23.000 --> 00:00:24.000]  阿們
[00:00:24.000 --> 00:00:27.000]  我們剛剛讀到的是
[00:00:27.000 --> 00:00:31.000]  羅馬書其中的一段的經文
[00:00:31.000 --> 00:00:35.000]  是保羅寫給在羅馬的弟兄姊妹
[00:00:35.000 --> 00:00:37.000]  那麼羅馬呢
[00:00:37.000 --> 00:00:39.000]  在那個時候是一個大都會
[00:00:39.000 --> 00:00:42.000]  有一點點像今天我們熟悉的
[00:00:42.000 --> 00:00:43.000]  比方說香港啊
[00:00:43.000 --> 00:00:46.000]  或是說台北啊
[00:00:46.000 --> 00:00:47.000]  北京啊
[00:00:47.000 --> 00:00:48.000]  上海啊
[00:00:48.000 --> 00:00:50.000]  甚至新加坡等等
[00:00:50.000 --> 00:00:52.000]  是大都會大城市
[00:00:52.000 --> 00:00:55.000]  那麼我想無論是古今
[00:00:55.000 --> 00:00:57.000]  城市裡面的婦女呢
[00:00:57.000 --> 00:00:59.000]  她們的角色都很多元的
[00:00:59.000 --> 00:01:02.000]  就是她們都在不同的崗位裡面
[00:01:02.000 --> 00:01:04.000]  是挺重要的
[00:01:04.000 --> 00:01:08.000]  而這不僅僅是社會裡面的情況
[00:01:08.000 --> 00:01:10.000]  應該是信仰群體
[00:01:10.000 --> 00:01:12.000]  就是說教會裡面呢
[00:01:12.000 --> 00:01:15.000]  婦女們也是在一個很重要的位置裡面
[00:01:15.000 --> 00:01:17.000]  像我們剛剛讀到那段經文
[00:01:17.000 --> 00:01:19.000]  不知道大家在讀的時候
[00:01:19.000 --> 00:01:21.000]  會不會有一點感覺納悶
[00:01:21.000 --> 00:01:24.000]  就是一直在問安問安
[00:01:24.000 --> 00:01:26.000]  那麼今天的大會怎麼講呢
[00:01:26.000 --> 00:01:29.000]  這些名字裡面大概我們看過什麼東西呢
[00:01:29.000 --> 00:01:31.000]  我想大家讀的時候
[00:01:31.000 --> 00:01:32.000]  不知道大家知不知道
[00:01:32.000 --> 00:01:35.000]  就有26個名字
[00:01:35.000 --> 00:01:38.000]  你們數一數看有26個名字
[00:01:38.000 --> 00:01:40.000]  那麼26個名字裡面呢
[00:01:40.000 --> 00:01:44.000]  其中有10個是女性的名字
[00:01:44.000 --> 00:01:46.000]  當我們在讀中文的時候呢
[00:01:46.000 --> 00:01:48.000]  我們大概沒有辦法分出
[00:01:48.000 --> 00:01:50.000]  究竟是男還是女
[00:01:50.000 --> 00:01:52.000]  就算我們說用中文可以分出來
[00:01:52.000 --> 00:01:55.000]  也不見得一定就對
[00:01:55.000 --> 00:01:59.000]  孫寶玲你說是男還是女的
[00:01:59.000 --> 00:02:02.000]  那就甭說我們完全不知道的
[00:02:02.000 --> 00:02:04.000]  翻譯過來的名字了
[00:02:04.000 --> 00:02:06.000]  我要告訴你呢
[00:02:06.000 --> 00:02:08.000]  這26個名字裡面呢
[00:02:08.000 --> 00:02:11.000]  有10個是女的
[00:02:11.000 --> 00:02:15.000]  那你說10個是女的怎麼了不起
[00:02:15.000 --> 00:02:21.000]  如果說一個是以男性為中心的一個社會
[00:02:21.000 --> 00:02:28.000]  就26個名單裡面有幾乎有一半是女的名字的話呢
[00:02:28.000 --> 00:02:30.000]  大概你可以看得到呢
[00:02:30.000 --> 00:02:33.000]  大概女的在那個時候的教會裡面
