
[00:00:00.000 --> 00:00:01.340]  各位親愛的朋友
[00:00:01.340 --> 00:00:02.800]  弟兄姊妹早安
[00:00:02.800 --> 00:00:05.860]  很開心可以在今天的早上
[00:00:05.860 --> 00:00:09.040]  在香港浸信教會的崇拜當中
[00:00:09.040 --> 00:00:10.940]  與大家一起見面
[00:00:10.940 --> 00:00:13.740]  能夠透過神的話語彼此激勵
[00:00:13.740 --> 00:00:16.740]  是一件很值得我們興奮的事
[00:00:16.740 --> 00:00:20.880]  但今天我心裡有一個很強烈的感動
[00:00:20.880 --> 00:00:21.960]  弟兄姊妹
[00:00:21.960 --> 00:00:25.780]  你身邊有沒有一些你記掛著
[00:00:25.780 --> 00:00:28.080]  你所愛的朋友
[00:00:28.080 --> 00:00:33.660]  是的,我鼓勵你立即拿起你的手機
[00:00:33.660 --> 00:00:40.680]  將香港浸信教會現場轉播的YouTube連結送給他
[00:00:40.680 --> 00:00:42.200]  你鼓勵他
[00:00:42.200 --> 00:00:44.300]  你帶著祈禱的心
[00:00:44.300 --> 00:00:46.400]  參加教會的崇拜
[00:00:46.400 --> 00:00:48.720]  可能今天主的救恩
[00:00:48.720 --> 00:00:50.580]  祂的拯救
[00:00:50.580 --> 00:00:54.960]  就會臨到在你所愛的朋友身上
[00:00:54.960 --> 00:01:01.380]  當我們這段時間去研讀有關十誡的經文的時候
[00:01:01.380 --> 00:01:05.580]  我不知道你心裡會覺得怎樣
[00:01:05.580 --> 00:01:09.540]  其實《出海及記》是一卷
[00:01:09.540 --> 00:01:17.040]  豐富地表達了上帝對以色列民族那種愛的關係
[00:01:17.040 --> 00:01:21.500]  在當中刻畫了神與人之間立約
[00:01:21.500 --> 00:01:25.340]  信諾和愛的一個書卷
[00:01:25.340 --> 00:01:28.220]  特別在第十九章
[00:01:28.220 --> 00:01:31.060]  我截錄了一至八節的經文
[00:01:31.060 --> 00:01:33.520]  很想和大家一起去看看
[00:01:33.520 --> 00:01:37.900]  「以色列人出埃及地以後滿了三個月的那一天
[00:01:37.900 --> 00:01:39.820]  摩西到神那裡
[00:01:39.820 --> 00:01:43.200]  耶和華從山上呼喚他說
[00:01:43.200 --> 00:01:45.700]  你要這樣告訴亞國家
[00:01:45.700 --> 00:01:47.420]  曉遇以色列人說
[00:01:47.420 --> 00:01:49.480]  我向埃及人所行的事
[00:01:49.480 --> 00:01:51.180]  你們都看見了
[00:01:51.180 --> 00:01:55.860]  且看見我如鷹將你們背在翅膀上
[00:01:55.860 --> 00:01:57.380]  帶來歸我
[00:01:57.380 --> 00:02:00.140]  你們要歸我作祭司的國度
[00:02:00.140 --> 00:02:01.780]  為聖潔的國民
[00:02:01.780 --> 00:02:04.260]  百姓都同聲回答說
[00:02:04.260 --> 00:02:06.340]  凡耶和華所說的
[00:02:06.340 --> 00:02:09.260]  我們都要進行」
[00:02:09.260 --> 00:02:11.660]  這裡告訴我們
[00:02:11.660 --> 00:02:15.300]  原來神的心意是怎樣的呢?
[00:02:15.300 --> 00:02:17.300]  原來十誡的出現
[00:02:17.300 --> 00:02:20.260]  不是一些盲目的條例
[00:02:20.260 --> 00:02:26.060]  而是基於愛和拯救下出現的順樂條款
[00:02:26.060 --> 00:02:29.140]  在十九章裡面充分表達了
[00:02:29.140 --> 00:02:35.940]  耶和華神是怎樣救這些以色列人離開埃及地
[00:02:35.940 --> 00:02:39.540]  埃及是當時的一個超級大國
[00:02:39.540 --> 00:02:44.420]  神沒有說就這樣帶他們離開埃及就撇棄他們
[00:02:44.420 --> 00:02:46.060]  反而跟他們說
[00:02:46.060 --> 00:02:52.060]  你現在要歸入神這個偉大榮耀的國度當中
[00:02:52.060 --> 00:02:54.940]  所以你看見以色列民的反應
[00:02:54.940 --> 00:02:56.220]  是很欣喜
[00:02:56.220 --> 00:03:00.500]  很能夠接受這個新的安排
[00:03:00.500 --> 00:03:03.620]  百姓的反應是很積極的
[00:03:03.620 --> 00:03:08.060]  今天我們講到十誡當中的第四誡
[00:03:08.060 --> 00:03:11.060]  如果你有記起的話
[00:03:11.060 --> 00:03:14.060]  其實陳牧師在第一誡的時候
[00:03:14.060 --> 00:03:15.540]  在悼論的時候
[00:03:15.540 --> 00:03:17.020]  都跟我們講到
[00:03:17.020 --> 00:03:20.260]  十誡當中裡頭的四誡
[00:03:20.260 --> 00:03:22.860]  我們一般的分類會看到
[00:03:22.860 --> 00:03:27.660]  主要的教導就是神和人之間的關係
[00:03:27.660 --> 00:03:30.060]  接著第五到第十誡
[00:03:30.060 --> 00:03:35.620]  就講述到人和人之間的誡命的吩咐
[00:03:35.620 --> 00:03:40.540]  但是當我們今天再仔細去看第四誡的話
[00:03:40.540 --> 00:03:42.020]  可能你會發現到
[00:03:42.020 --> 00:03:48.900]  沒錯,它的焦點是放在人和神之間的關係上
[00:03:48.900 --> 00:03:54.660]  但是實踐的形態卻是在人的身上
[00:03:54.660 --> 00:03:56.220]  它鼓勵我們怎樣呢?
[00:03:56.220 --> 00:03:58.220]  那一天
[00:03:58.220 --> 00:04:00.260]  你和你的兒女
[00:04:00.260 --> 00:04:01.620]  瀑被生畜
[00:04:01.620 --> 00:04:04.060]  並你城裡面寄居的客女
[00:04:04.060 --> 00:04:07.260]  無論何功都不可做
[00:04:07.260 --> 00:04:10.540]  這是一個非常具體的實踐方法
[00:04:10.540 --> 00:04:12.540]  正因為這麼具體的緣故
[00:04:12.540 --> 00:04:15.820]  守安息日這個習慣
[00:04:15.820 --> 00:04:17.660]  這個做法
[00:04:17.660 --> 00:04:22.820]  在猶太教到今天這個世代當中裡
[00:04:22.820 --> 00:04:27.820]  他們都非常重視在這個日子為一個標記
[00:04:27.820 --> 00:04:31.940]  一個代表著他們信仰的代號
[00:04:31.940 --> 00:04:33.260]  當然了
[00:04:33.260 --> 00:04:34.540]  親愛的弟兄姊妹
[00:04:34.540 --> 00:04:38.060]  或者剛剛進來這個頻道的朋友
[00:04:38.060 --> 00:04:39.980]  可能你都會這樣想
[00:04:39.980 --> 00:04:44.460]  明明你們基督徒說十誡的內容
[00:04:44.460 --> 00:04:47.980]  是有超越時空永恆價值的
[00:04:47.980 --> 00:04:52.100]  但是我看到你們基督徒其實沒有守安息日
[00:04:52.100 --> 00:04:53.980]  為什麼這麼說呢?
[00:04:53.980 --> 00:04:55.460]  其實安息日
[00:04:55.460 --> 00:04:59.500]  不就是星期五日落的時候
[00:04:59.500 --> 00:05:03.380]  到星期六日落之前
[00:05:03.380 --> 00:05:05.580]  那個時間是安息日
[00:05:05.580 --> 00:05:08.380]  我都不見你們基督徒守安息日
[00:05:08.380 --> 00:05:11.100]  你們只是說說而已
[00:05:11.100 --> 00:05:14.020]  怎麼說遵行神的旨意
[00:05:14.020 --> 00:05:16.180]  我不知道你會不會這樣想
[00:05:16.180 --> 00:05:20.380]  今天我就試試簡單一點回應一下這個觀點
[00:05:20.380 --> 00:05:23.900]  其實安息日的重點的確是
[00:05:23.900 --> 00:05:25.420]  那一天
[00:05:25.420 --> 00:05:28.260]  基督徒要分別出來
[00:05:28.260 --> 00:05:30.420]  神教導我們要分別出來
[00:05:30.420 --> 00:05:35.060]  我們單單專注在這位創造天地萬物
[00:05:35.060 --> 00:05:38.340]  賜予生命的神的身上
[00:05:38.340 --> 00:05:44.540]  我們並且享受和祂一起的那種愉悅
[00:05:44.540 --> 00:05:47.860]  在第四誡裡面
[00:05:47.860 --> 00:05:51.780]  神很清楚祂主動提出我們要休息
[00:05:51.780 --> 00:05:55.460]  而這個休息的標準也很具體
[00:05:55.460 --> 00:05:58.780]  就是告訴我們無論何工都不可做
[00:05:58.780 --> 00:06:01.540]  所以講得很清楚
[00:06:01.540 --> 00:06:04.140]  相比起以色列民族
[00:06:04.140 --> 00:06:10.660]  當時他們剛剛三個月之前還在埃及圍爐
[00:06:10.660 --> 00:06:12.980]  現在三個月之後出來了
[00:06:12.980 --> 00:06:16.140]  剛剛過了三個月的期限
[00:06:16.140 --> 00:06:20.460]  神跟他們講一個很暫新
[00:06:20.460 --> 00:06:23.060]  一個很重要的觀念
[00:06:23.060 --> 00:06:24.700]  就是你們有假放
[00:06:24.700 --> 00:06:26.700]  你們有安息日守
[00:06:26.700 --> 00:06:29.980]  跟以前天天工作又工作
[00:06:29.980 --> 00:06:33.220]  一年三百六十五天都是這樣做苦工
[00:06:33.220 --> 00:06:35.420]  到現在不是
[00:06:35.420 --> 00:06:37.620]  可以休息
[00:06:37.620 --> 00:06:41.140]  是多麼美好的邀請
[00:06:41.140 --> 00:06:44.580]  還有在猶太人心目中
[00:06:44.580 --> 00:06:47.220]  安息日、割禮等等
[00:06:47.220 --> 00:06:50.580]  都是具體的外顯行為
[00:06:50.580 --> 00:06:52.660]  在誡命的執行上
[00:06:52.660 --> 00:06:54.940]  比起先前的三誡
[00:06:54.940 --> 00:06:58.500]  那些不可妄稱神、不可雕作偶像
[00:06:58.500 --> 00:07:02.220]  那些誡命其實來得容易執行
[00:07:02.220 --> 00:07:05.220]  總之在安息日那天我不工作
[00:07:05.220 --> 00:07:07.220]  這樣就可以了
[00:07:07.220 --> 00:07:10.580]  所以對於猶太人來說
[00:07:10.580 --> 00:07:13.540]  到了先知的時期
[00:07:13.540 --> 00:07:15.980]  安息日和割禮
[00:07:15.980 --> 00:07:19.820]  也許成為了百姓的例行公事
[00:07:19.820 --> 00:07:22.260]  有些人是真心的
[00:07:22.260 --> 00:07:25.260]  但更多的人是假意的
[00:07:25.260 --> 00:07:27.620]  安息日就變成了活動
[00:07:27.620 --> 00:07:29.620]  變成了社交的文化
[00:07:29.620 --> 00:07:34.700]  更加極端的就變成了教條
[00:07:34.700 --> 00:07:37.060]  被那些權貴所利用
[00:07:37.060 --> 00:07:40.660]  反而成為了別人的壓榨
[00:07:40.660 --> 00:07:42.660]  到了耶穌的時代
[00:07:42.660 --> 00:07:44.660]  你如果讀福音書的話
[00:07:44.660 --> 00:07:48.100]  你會發現耶穌行的神蹟
[00:07:48.100 --> 00:07:49.780]  祂的治病
[00:07:49.780 --> 00:07:51.500]  甚至是講論
[00:07:51.500 --> 00:07:54.740]  很多時候都和安息日有關係
[00:07:54.740 --> 00:07:56.820]  在《馬太福音》第十二章
[00:07:56.820 --> 00:07:59.140]  《路加福音》第六章
[00:07:59.140 --> 00:08:01.380]  又或者我現在想讀給大家聽的
[00:08:01.380 --> 00:08:04.660]  《馬可福音》第二章的二十七節
[00:08:04.660 --> 00:08:06.260]  耶穌是怎麼說的
[00:08:06.260 --> 00:08:07.940]  祂說「猶對他們說
[00:08:07.940 --> 00:08:12.100]  安息日是為人設立的
[00:08:12.100 --> 00:08:15.420]  人不是為安息日設立的
[00:08:15.420 --> 00:08:20.420]  所以人子也是安息日的主」
[00:08:20.420 --> 00:08:22.820]  耶穌很清楚地表達了
[00:08:22.820 --> 00:08:24.820]  安息日的主
[00:08:24.820 --> 00:08:27.620]  是祂自己
[00:08:27.620 --> 00:08:31.060]  所以重點不是放在安息日
[00:08:31.060 --> 00:08:33.540]  在一個禮拜當中的哪一天
[00:08:33.540 --> 00:08:35.140]  哪一個時段
[00:08:35.140 --> 00:08:37.140]  而是人的焦點
[00:08:37.140 --> 00:08:39.860]  要放在上帝的身上
[00:08:39.860 --> 00:08:41.620]  上主的身上
[00:08:41.620 --> 00:08:42.860]  我們要竭力地
[00:08:42.860 --> 00:08:46.980]  將榮耀、重讚、生命的主權交回給神
[00:08:46.980 --> 00:08:51.140]  人才能夠得到安息
[00:08:51.140 --> 00:08:54.140]  這樣可能在螢光幕的你
[00:08:54.140 --> 00:08:55.340]  你都會覺得
[00:08:55.340 --> 00:08:58.700]  「頌遠,你這樣說也挺虛假的」
[00:08:58.700 --> 00:09:02.780]  「怎樣將榮耀歸還給主呢?」
[00:09:02.780 --> 00:09:04.940]  「人才能得到安息呢?」
[00:09:04.940 --> 00:09:06.740]  「可不可以具體一點呢?」
[00:09:06.740 --> 00:09:12.380]  「聽說你們的人死了就會舉行安息禮拜」
[00:09:12.380 --> 00:09:14.380]  「是不是真的死了才有安息呢?」
[00:09:14.380 --> 00:09:16.900]  繼續聽
[00:09:16.900 --> 00:09:18.500]  應該會有出路的
[00:09:18.500 --> 00:09:20.500]  我們繼續看
[00:09:20.500 --> 00:09:25.980]  這個場景是在安息日發生的
[00:09:25.980 --> 00:09:29.780]  耶穌在路教福音講了一番這樣的說話
[00:09:29.780 --> 00:09:33.700]  「耶穌來到拿撒勒自己長大的地方」
[00:09:33.700 --> 00:09:37.020]  「照著習慣在安息日進入會堂」
[00:09:37.020 --> 00:09:38.540]  「站起來要讀經」
[00:09:38.540 --> 00:09:41.340]  「有人把以賽亞先知的書遞給他」
[00:09:41.340 --> 00:09:43.620]  「他剪開書卷找到一處」
[00:09:43.620 --> 00:09:46.620]  「上面寫著主的靈在我身上」
[00:09:46.620 --> 00:09:50.100]  「因為祂告我去傳福音給貧窮的人」
[00:09:50.100 --> 00:09:52.980]  「差遣我去宣告秘魯的得釋放」
[00:09:52.980 --> 00:09:54.580]  「乞眼的得漢賢」
[00:09:54.580 --> 00:09:56.260]  「受壓制的得自由」
[00:09:56.260 --> 00:10:00.660]  「又宣告主月立人的氣年」
[00:10:00.660 --> 00:10:01.940]  在這裡
[00:10:01.940 --> 00:10:04.940]  耶穌在安息日裡面
[00:10:04.940 --> 00:10:07.460]  宣告了一個重要的訊息
[00:10:07.460 --> 00:10:09.460]  祂要告訴世人
[00:10:09.460 --> 00:10:11.700]  你們是要得到自由的
[00:10:11.700 --> 00:10:15.020]  要得到真正的安息
[00:10:15.020 --> 00:10:17.500]  我試試具體一點說
[00:10:17.500 --> 00:10:22.380]  耶穌在這裡表述了很多當時的人
[00:10:22.380 --> 00:10:23.980]  需要安息
[00:10:23.980 --> 00:10:27.460]  需要得到自由的一些訓誨
[00:10:27.460 --> 00:10:28.820]  一些教導
[00:10:28.820 --> 00:10:33.220]  但是今天在香港這個處境當中
[00:10:33.220 --> 00:10:36.340]  我體會到有一些範疇
[00:10:36.340 --> 00:10:38.340]  很想大家一起思考
[00:10:38.340 --> 00:10:42.220]  我深信我們需要在這些範疇裡得到自由
[00:10:42.220 --> 00:10:43.580]  得到釋放
[00:10:43.580 --> 00:10:47.180]  第一件事就是我們的身體要得到休息
[00:10:47.180 --> 00:10:49.180]  得到自由
[00:10:49.180 --> 00:10:52.500]  我不知道大家想起家庭
[00:10:52.500 --> 00:10:54.180]  你的家庭
[00:10:54.180 --> 00:10:57.060]  你會想起些什麼
[00:10:57.060 --> 00:11:00.620]  我體會到香港人的家庭
[00:11:00.620 --> 00:11:05.060]  家庭就是一個睡覺的地方
[00:11:05.060 --> 00:11:07.740]  你會回家睡覺
[00:11:07.740 --> 00:11:10.580]  堆放雜物的地方
[00:11:10.580 --> 00:11:14.260]  擺放了你一堆衣服的地方
[00:11:14.260 --> 00:11:17.460]  當然你家裡可能有一些小學
[00:11:17.460 --> 00:11:20.780]  以下年級的朋友
[00:11:20.780 --> 00:11:26.060]  你的家庭也可能會成為了一個補習中心
[00:11:26.060 --> 00:11:31.500]  又或者更甚成為了一個教仔的殺戮戰場
[00:11:31.500 --> 00:11:34.700]  在疫症爆發之前
[00:11:34.700 --> 00:11:37.300]  我更加看到很多家庭
[00:11:37.300 --> 00:11:39.980]  其實都是無飯家庭
[00:11:39.980 --> 00:11:41.780]  一個星期七天
[00:11:41.780 --> 00:11:44.940]  都沒什麼會回家煮一頓飯吃的
[00:11:44.940 --> 00:11:46.140]  開飯
[00:11:46.140 --> 00:11:49.460]  就在那些快餐店處理
[00:11:49.460 --> 00:11:50.780]  做功課
[00:11:50.780 --> 00:11:51.700]  溫書
[00:11:51.700 --> 00:11:53.220]  談生意
[00:11:53.220 --> 00:11:54.220]  拍拖
[00:11:54.220 --> 00:11:55.020]  求婚
[00:11:55.020 --> 00:11:59.140]  都在餐廳裡發生
[00:11:59.140 --> 00:12:00.380]  但是呢
[00:12:00.380 --> 00:12:02.660]  在這段時間怎麼樣呢
[00:12:02.660 --> 00:12:04.900]  所謂要work from home
[00:12:04.900 --> 00:12:06.500]  在家工作
[00:12:06.500 --> 00:12:08.300]  對很多人來說
[00:12:08.300 --> 00:12:11.700]  家庭就會變成一個災難的地方
[00:12:11.700 --> 00:12:15.620]  明明我兒女平時會上學的
[00:12:15.620 --> 00:12:17.660]  我會有機會喘息一下
[00:12:17.660 --> 00:12:19.140]  可以睡一下覺
[00:12:19.140 --> 00:12:22.260]  誰知道現在他又在那裡凍了
[00:12:22.260 --> 00:12:23.900]  家裡很擠迫的
[00:12:23.900 --> 00:12:27.660]  我怎麼敢開鏡頭讓別人看到
[00:12:27.660 --> 00:12:29.220]  那種壓迫感
[00:12:29.220 --> 00:12:32.060]  那種沒休息一天24小時
