
[00:00:00.000 --> 00:00:02.000]  各位精英姐妹早晨
[00:00:02.000 --> 00:00:02.500]  早晨
[00:00:02.500 --> 00:00:04.000]  睡醒了嗎
[00:00:04.000 --> 00:00:05.000]  睡醒了
[00:00:05.000 --> 00:00:07.000]  我挺喜歡睡醒這個詞
[00:00:07.000 --> 00:00:10.000]  原本英文awaken就是覺醒都可以的
[00:00:10.000 --> 00:00:11.000]  現在用覺醒
[00:00:11.000 --> 00:00:14.000]  但我想睡醒更加跳合我的style
[00:00:14.000 --> 00:00:16.000]  所以大家睡醒了嗎
[00:00:16.000 --> 00:00:18.000]  睡醒系列一開始的時候
[00:00:18.000 --> 00:00:19.000]  如果你睡醒
[00:00:19.000 --> 00:00:21.000]  我想問你一條問題
[00:00:21.000 --> 00:00:29.000]  你心目中的理想教會是怎樣的呢
[00:00:29.000 --> 00:00:34.000]  你心目中理想的教會是怎樣的呢
[00:00:34.000 --> 00:00:38.000]  想好了嗎
[00:00:38.000 --> 00:00:42.000]  在前幾天24號
[00:00:42.000 --> 00:00:44.000]  我們這裡有Christmas Carol
[00:00:44.000 --> 00:00:45.000]  很熱鬧
[00:00:45.000 --> 00:00:46.000]  25號
[00:00:46.000 --> 00:00:48.000]  我們今年教會因為24號搞了25號
[00:00:48.000 --> 00:00:50.000]  我們就沒有搞聖誕崇拜
[00:00:50.000 --> 00:00:53.000]  我和師母早上就去了另外一間
[00:00:53.000 --> 00:00:54.000]  這間教會
[00:00:54.000 --> 00:00:55.000]  一間西人的教會
[00:00:55.000 --> 00:00:58.000]  因為這間教會都是我很喜歡的
[00:00:58.000 --> 00:01:00.000]  因為它的場地都是我理想的
[00:01:00.000 --> 00:01:01.000]  一間教會的場地
[00:01:01.000 --> 00:01:02.000]  很大
[00:01:02.000 --> 00:01:03.000]  冷氣很涼
[00:01:03.000 --> 00:01:05.000]  椅子很舒服
[00:01:05.000 --> 00:01:08.000]  還有我很喜歡周圍黑漆漆
[00:01:08.000 --> 00:01:10.000]  台子是黑漆漆的
[00:01:10.000 --> 00:01:12.000]  還有一樣東西很棒的就是
[00:01:12.000 --> 00:01:13.000]  一唱詩歌
[00:01:13.000 --> 00:01:15.000]  他唱Joy to the world的時候
[00:01:15.000 --> 00:01:17.000]  你見到上面其實
[00:01:17.000 --> 00:01:19.000]  現在還有幾盞大的燈
[00:01:19.000 --> 00:01:20.000]  射燈
[00:01:20.000 --> 00:01:21.000]  是射下來的
[00:01:21.000 --> 00:01:22.000]  你想想多興奮
[00:01:22.000 --> 00:01:23.000]  Joy to the world
[00:01:23.000 --> 00:01:24.000]  Joy to the world
[00:01:24.000 --> 00:01:28.000]  是不斷照下來的
[00:01:28.000 --> 00:01:33.000]  被他照到我都覺得很開心很興奮
[00:01:33.000 --> 00:01:35.000]  理想的教會
[00:01:35.000 --> 00:01:37.000]  你心目中理想的教會是怎樣呢
[00:01:37.000 --> 00:01:38.000]  可能你會說
[00:01:38.000 --> 00:01:39.000]  牧師
[00:01:39.000 --> 00:01:40.000]  我不是那麼膚淺的
[00:01:40.000 --> 00:01:42.000]  只是看這些東西
[00:01:42.000 --> 00:01:45.000]  我更加看看回來這間教會
[00:01:45.000 --> 00:01:46.000]  那些人是怎樣的
[00:01:46.000 --> 00:01:48.000]  那些人的心是怎樣的
[00:01:48.000 --> 00:01:50.000]  那些人的心是怎樣的
[00:01:50.000 --> 00:01:51.000]  來這裡一起敬拜
[00:01:51.000 --> 00:01:53.000]  一起小組生活是怎樣的
[00:01:53.000 --> 00:01:54.000]  是不是
[00:01:54.000 --> 00:01:56.000]  我相信這很自然
[00:01:56.000 --> 00:01:57.000]  我們都會這樣想的
[00:01:57.000 --> 00:02:01.000]  我很小的時候
[00:02:01.000 --> 00:02:03.000]  我十幾二十歲的時候
[00:02:03.000 --> 00:02:05.000]  就有一本書
[00:02:05.000 --> 00:02:07.000]  基督教的小說
[00:02:07.000 --> 00:02:08.000]  小說
[00:02:08.000 --> 00:02:10.000]  小說裡面說的東西
[00:02:10.000 --> 00:02:11.000]  不是真的發生的東西
[00:02:11.000 --> 00:02:13.000]  這本小說裡面說什麼呢
[00:02:13.000 --> 00:02:16.000]  就是那個作者突然間有一天
[00:02:16.000 --> 00:02:18.000]  他能夠飄飄下
[00:02:18.000 --> 00:02:19.000]  還沒死的
[00:02:19.000 --> 00:02:21.000]  飄飄飄下就飛到上空
[00:02:21.000 --> 00:02:23.000]  到處在上空
[00:02:23.000 --> 00:02:24.000]  不停地飛
[00:02:24.000 --> 00:02:25.000]  不停地飛
[00:02:25.000 --> 00:02:26.000]  有異能的
[00:02:26.000 --> 00:02:27.000]  不停地飛
[00:02:27.000 --> 00:02:29.000]  不停地在上空飛做什麼呢
[00:02:29.000 --> 00:02:30.000]  從一個新的角度
[00:02:30.000 --> 00:02:31.000]  從天上的角度
[00:02:31.000 --> 00:02:32.000]  看回地下
[00:02:32.000 --> 00:02:35.000]  究竟這幫地下的人在做什麼
[00:02:35.000 --> 00:02:37.000]  看看去到不同的地方
[00:02:37.000 --> 00:02:39.000]  不同基督的教會
[00:02:39.000 --> 00:02:41.000]  接著他看看
[00:02:41.000 --> 00:02:42.000]  看到這一間教會
[00:02:42.000 --> 00:02:44.000]  這裡的人
[00:02:44.000 --> 00:02:45.000]  在教會裡面說話
[00:02:45.000 --> 00:02:47.000]  說得很正的
[00:02:47.000 --> 00:02:49.000]  說到這樣又可以那樣又可以
[00:02:49.000 --> 00:02:52.000]  講話一樣樣都讚美
[00:02:52.000 --> 00:02:54.000]  但是一離開教會
[00:02:54.000 --> 00:02:56.000]  就做另外一樣東西
[00:02:56.000 --> 00:02:58.000]  所以他就覺得這一群的人
[00:02:58.000 --> 00:02:59.000]  看上去的時候
[00:02:59.000 --> 00:03:01.000]  他們就很假的
[00:03:01.000 --> 00:03:04.000]  接著他再飛去另外一間再看看
[00:03:04.000 --> 00:03:06.000]  嘩
[00:03:06.000 --> 00:03:08.000]  這間教會正在上演
[00:03:08.000 --> 00:03:11.000]  是這個宮廷鬥爭
[00:03:11.000 --> 00:03:13.000]  牧師和牧師鬥爭
[00:03:13.000 --> 00:03:14.000]  牧師和執事鬥爭
[00:03:14.000 --> 00:03:16.000]  執事和弟兄姊妹鬥爭
[00:03:16.000 --> 00:03:18.000]  內部是很多鬥爭的
[00:03:18.000 --> 00:03:19.000]  不行了
[00:03:19.000 --> 00:03:20.000]  這個宮廷戲不看了
[00:03:20.000 --> 00:03:21.000]  走去另一間
[00:03:21.000 --> 00:03:23.000]  再看看另一間的時候
[00:03:23.000 --> 00:03:25.000]  這間更厲害
[00:03:25.000 --> 00:03:27.000]  是華爾街不斷需要錢
[00:03:27.000 --> 00:03:29.000]  錢錢錢
[00:03:29.000 --> 00:03:31.000]  原來他們不斷說
[00:03:31.000 --> 00:03:32.000]  我們需要多少錢
[00:03:32.000 --> 00:03:33.000]  做些什麼
[00:03:33.000 --> 00:03:34.000]  多少錢做些什麼
[00:03:34.000 --> 00:03:37.000]  他們以錢為最重要
[00:03:37.000 --> 00:03:40.000]  再飛到另一間看看
[00:03:40.000 --> 00:03:43.000]  嘩這間亂七八糟
[00:03:43.000 --> 00:03:45.000]  這間教會不單是地方亂七八糟
[00:03:45.000 --> 00:03:47.000]  行政亂七八糟
[00:03:47.000 --> 00:03:50.000]  整間教會所有管理的事都亂七八糟
[00:03:50.000 --> 00:03:52.000]  出現了很多的問題
[00:03:52.000 --> 00:03:56.000]  繼續他一直飛一直飛的時候
[00:03:56.000 --> 00:03:58.000]  他發現有一件事就是
[00:03:58.000 --> 00:04:00.000]  他竟然找不到一間教會
[00:04:00.000 --> 00:04:04.000]  是符合他心裡的要求
[00:04:04.000 --> 00:04:09.000]  弟兄姊妹
[00:04:09.000 --> 00:04:11.000]  以前我聽到別人說一個字
[00:04:11.000 --> 00:04:13.000]  我覺得很奇怪或者很煩
[00:04:13.000 --> 00:04:14.000]  不知道你們有沒有聽過
[00:04:14.000 --> 00:04:17.000]  牧師我們一起去犯罪
[00:04:17.000 --> 00:04:19.000]  那時候我說犯什麼罪
[00:04:19.000 --> 00:04:20.000]  基督徒犯罪
[00:04:20.000 --> 00:04:22.000]  叫別人去犯罪
[00:04:22.000 --> 00:04:23.000]  原來他們說
[00:04:23.000 --> 00:04:24.000]  我們一起吃飯聚會
[00:04:24.000 --> 00:04:27.000]  一起吃飯聚會
[00:04:27.000 --> 00:04:29.000]  這樣有多有趣
[00:04:29.000 --> 00:04:30.000]  所以其實在我們
[00:04:30.000 --> 00:04:31.000]  特別是我們華人的文化
[00:04:31.000 --> 00:04:32.000]  Chinese的文化
[00:04:32.000 --> 00:04:34.000]  其實吃東西
[00:04:34.000 --> 00:04:35.000]  一起吃東西
[00:04:35.000 --> 00:04:37.000]  建立關係是很重要很多
[00:04:37.000 --> 00:04:38.000]  是很好的
[00:04:38.000 --> 00:04:40.000]  特別最近聖誕新年
[00:04:40.000 --> 00:04:42.000]  我們有很多不同的
[00:04:42.000 --> 00:04:45.000]  犯罪的機會
[00:04:45.000 --> 00:04:47.000]  但另一方面我想一下
[00:04:47.000 --> 00:04:50.000]  一起吃飯一起聚在一起
[00:04:50.000 --> 00:04:53.000]  我們基督徒有一個隱有試探
[00:04:53.000 --> 00:04:55.000]  就是我們經常很容易吃飯
[00:04:55.000 --> 00:04:56.000]  茶餘飯後
[00:04:56.000 --> 00:04:57.000]  那些話題就是
[00:04:57.000 --> 00:04:58.000]  廣東廣西
[00:04:58.000 --> 00:04:59.000]  講這個人是非
[00:04:59.000 --> 00:05:01.000]  講那個人是非
[00:05:01.000 --> 00:05:03.000]  所以吃飯聚在一起的時候
[00:05:03.000 --> 00:05:05.000]  我們就會一起犯罪
[00:05:05.000 --> 00:05:07.000]  會不會啊
[00:05:07.000 --> 00:05:10.000]  所以這也是我們一個提醒
[00:05:10.000 --> 00:05:12.000]  為什麼講這麼多這些東西呢
[00:05:12.000 --> 00:05:15.000]  就是哥倫多教會
[00:05:15.000 --> 00:05:17.000]  特別是哥倫多前書
[00:05:17.000 --> 00:05:18.000]  講到裡面
[00:05:18.000 --> 00:05:22.000]  哥倫多教會問題天天都多
[00:05:22.000 --> 00:05:24.000]  哥倫多本身是一個
[00:05:24.000 --> 00:05:25.000]  之前Iris傳導
[00:05:25.000 --> 00:05:26.000]  和我們分享的時候
[00:05:26.000 --> 00:05:28.000]  哥倫多是一個很重要的
[00:05:28.000 --> 00:05:29.000]  港口城市來的
[00:05:29.000 --> 00:05:31.000]  是一個經濟的中心
[00:05:31.000 --> 00:05:32.000]  也是我們留意到
[00:05:32.000 --> 00:05:33.000]  在當時來說
[00:05:33.000 --> 00:05:35.000]  羅馬希臘很多那些
[00:05:35.000 --> 00:05:36.000]  他們那些偶像
[00:05:36.000 --> 00:05:37.000]  那些神明那些寺廟
[00:05:37.000 --> 00:05:39.000]  裡面有很多
[00:05:39.000 --> 00:05:41.000]  保羅在哥倫多教會
[00:05:41.000 --> 00:05:43.000]  這裡住了一年半的時間
[00:05:43.000 --> 00:05:44.000]  在哥倫多
[00:05:44.000 --> 00:05:45.000]  他傳福音
[00:05:45.000 --> 00:05:46.000]  帶領人信主
[00:05:46.000 --> 00:05:47.000]  造就門徒
[00:05:47.000 --> 00:05:49.000]  建立教會
[00:05:49.000 --> 00:05:50.000]  哇 真的很棒
[00:05:50.000 --> 00:05:51.000]  如果你認識保羅
[00:05:51.000 --> 00:05:53.000]  他不會在一個地方停留很久
[00:05:53.000 --> 00:05:54.000]  搞定了
[00:05:54.000 --> 00:05:55.000]  穩定了
[00:05:55.000 --> 00:05:57.000]  他就轉去另外一個地方
[00:05:57.000 --> 00:05:58.000]  再傳福音
[00:05:58.000 --> 00:05:59.000]  再建立教會
[00:05:59.000 --> 00:06:00.000]  是不是
[00:06:00.000 --> 00:06:04.000]  但是當保羅離開哥倫多之後
[00:06:04.000 --> 00:06:05.000]  陸陸續續
[00:06:05.000 --> 00:06:06.000]  保羅就聽到
[00:06:06.000 --> 00:06:07.000]  有不同的人
[00:06:07.000 --> 00:06:08.000]  跟他打報告
[00:06:08.000 --> 00:06:09.000]  這些不是小報告
[00:06:09.000 --> 00:06:11.000]  是真實的報告
[00:06:11.000 --> 00:06:12.000]  保羅說
[00:06:12.000 --> 00:06:15.000]  哥倫多教會出現很多問題
[00:06:15.000 --> 00:06:16.000]  哇 這樣又有問題
[00:06:16.000 --> 00:06:18.000]  那樣又有問題
[00:06:18.000 --> 00:06:19.000]  真的
[00:06:19.000 --> 00:06:23.000]  於是保羅就寫信給哥倫多教會的弟兄姊妹
[00:06:23.000 --> 00:06:24.000]  告訴他們
[00:06:24.000 --> 00:06:26.000]  究竟他們現在有什麼問題
[00:06:26.000 --> 00:06:28.000]  以及告訴他們
[00:06:28.000 --> 00:06:29.000]  我們信了耶穌
[00:06:29.000 --> 00:06:31.000]  我們已經不是一個舊的人了
[00:06:31.000 --> 00:06:33.000]  我們如何能夠重新
