
[00:00:00.000 --> 00:00:06.340]  今天我們會探討是怎樣能夠成為聖徒
[00:00:06.340 --> 00:00:09.700]  如果問大家,你是不是基督徒呢?
[00:00:09.700 --> 00:00:12.960]  大家都很有把握,我是基督徒
[00:00:12.960 --> 00:00:14.400]  你是不是神的兒女呢?
[00:00:14.400 --> 00:00:16.960]  我們都很有把握,我們是神的兒女
[00:00:16.960 --> 00:00:20.200]  接著我會問你,你是不是聖徒呢?
[00:00:20.200 --> 00:00:23.200]  很可能你就會有點害怕
[00:00:23.200 --> 00:00:26.200]  我未必是
[00:00:26.200 --> 00:00:30.160]  因為有時候我都會做一些不好的事情
[00:00:30.160 --> 00:00:32.840]  但是如果你留意到
[00:00:32.840 --> 00:00:36.960]  保羅特別寫信給哥倫多前書的時候
[00:00:36.960 --> 00:00:41.100]  他說保羅寫信給哥倫多的聖徒
[00:00:41.100 --> 00:00:45.500]  但是如果那些是聖徒,你比他們好很多
[00:00:45.500 --> 00:00:47.800]  哥倫多教會出現了多少問題?
[00:00:47.800 --> 00:00:51.800]  如果你留意到哥倫多教會裡面竟然有人
[00:00:51.800 --> 00:00:55.060]  可以跟繼母發生關係,但是他們是信了耶穌的
[00:00:55.060 --> 00:00:57.360]  是受到外邦人的影響
[00:00:57.360 --> 00:01:03.960]  他們走到那些廟裡面參與那個拜完偶像的飲宴
[00:01:03.960 --> 00:01:06.200]  但是接著就放縱了
[00:01:06.200 --> 00:01:09.000]  他們又分黨分派
[00:01:09.000 --> 00:01:11.500]  甚至在教會裡面互相比拼
[00:01:11.500 --> 00:01:13.200]  我的恩賜強過你
[00:01:13.200 --> 00:01:17.200]  那幫嘮嘮叨叨的人竟然是聖徒,有沒有搞錯?
[00:01:17.200 --> 00:01:21.400]  但是保羅仍然提醒他們,你們是聖徒
[00:01:21.400 --> 00:01:25.600]  為什麼呢?原來聖徒是分開兩部分
[00:01:25.600 --> 00:01:29.000]  第一,就是地位上的成聖
[00:01:29.000 --> 00:01:34.100]  我經常這樣說,一個皇帝和皇后生了一個嬰兒
[00:01:34.100 --> 00:01:36.400]  他的什麼地位?
[00:01:36.400 --> 00:01:39.400]  可能你心裡面就想,是不是皇子?
[00:01:39.400 --> 00:01:43.200]  不要只想男孩子,我說的是女孩子,就是公主
[00:01:43.200 --> 00:01:47.000]  皇子或者公主不一定是白馬王子
[00:01:47.000 --> 00:01:50.000]  我自己很喜歡那套叫《史力加》
[00:01:50.000 --> 00:01:55.100]  那套電影是將傳統的卡通人物
[00:01:55.100 --> 00:01:57.400]  童話故事扭轉了過來
[00:01:57.400 --> 00:01:59.100]  那個公主是很醜陋的
[00:01:59.100 --> 00:02:02.300]  史力加的樣子很醜陋,但是又很善良
[00:02:02.300 --> 00:02:05.000]  不是每個皇子都是這麼好的
[00:02:05.000 --> 00:02:06.800]  但是不要忘記
[00:02:06.800 --> 00:02:10.400]  因為他爸爸媽媽是皇帝和皇后
[00:02:10.400 --> 00:02:13.300]  所有的身份仍然是皇子
[00:02:13.300 --> 00:02:15.000]  今天我們一信了主的時候
[00:02:15.000 --> 00:02:18.600]  我們的地位上面,我們就是聖徒了
[00:02:18.600 --> 00:02:21.800]  但是我們不可以只有地位上的聖徒
[00:02:21.800 --> 00:02:25.800]  成聖需要用功夫,我們就需要有一個聖潔的生活
[00:02:25.800 --> 00:02:29.200]  我們怎樣去過聖潔的生活呢?
[00:02:29.200 --> 00:02:38.200]  在新約裡面,成聖和成為聖潔出現了至少278次
[00:02:38.200 --> 00:02:40.400]  所以是一個很重要的課題
[00:02:40.400 --> 00:02:44.400]  但是今天這個社會講聖潔
[00:02:44.400 --> 00:02:48.800]  我想似乎這個字已經消失於無形了
[00:02:48.800 --> 00:02:54.400]  好,我們先來看一些炮炮
[00:02:54.400 --> 00:03:04.400]  好了,我們先來讀今天的經文
[00:03:04.400 --> 00:03:08.800]  就是《秘書前書》第一章的13到21節
[00:03:08.800 --> 00:03:13.400]  我們要求弟兄姊妹心裡面跟著讀
[00:03:13.400 --> 00:03:16.400]  或者你可以的話,你開聲細聲讀
[00:03:16.400 --> 00:03:19.800]  我請二汪去帶領我們讀出
[00:03:19.800 --> 00:03:22.000]  《秘書前書》就是今天我們要查經文
[00:03:22.000 --> 00:03:24.000]  第一章的13到21節
[00:03:24.000 --> 00:03:28.000]  所以要約束你們的心,謹慎自守
[00:03:28.000 --> 00:03:33.000]  專心盼望耶穌基督顯現的時候所帶來給你們的恩
[00:03:33.000 --> 00:03:35.200]  你們寄作信領的兒女
[00:03:35.200 --> 00:03:39.000]  就不要效法從前,無媒無知的時候
[00:03:39.000 --> 00:03:41.000]  那放縱私慾的樣子
[00:03:41.000 --> 00:03:43.400]  那照你們的既是聖潔
[00:03:43.400 --> 00:03:47.200]  你們在一切所行的事上也要聖潔
[00:03:47.200 --> 00:03:49.200]  因為經上記著說
[00:03:49.200 --> 00:03:52.200]  你們要聖潔,因為我是聖潔的
[00:03:52.200 --> 00:03:54.600]  你們既稱那不偏袒人
[00:03:54.600 --> 00:03:57.800]  按各人行為審判人的主為父
[00:03:57.800 --> 00:04:02.000]  就當全敬畏的心到你們在世寄居的日子
[00:04:02.000 --> 00:04:03.600]  至到你們得熟
[00:04:03.600 --> 00:04:07.000]  脫去你們祖宗所存留虛妄的行為
[00:04:07.000 --> 00:04:10.800]  不是憑著能壞的金銀等物
[00:04:10.800 --> 00:04:13.000]  乃是憑著基督的保血
[00:04:13.000 --> 00:04:16.600]  如同無瑕疵,無沾污的羔羊之血
[00:04:16.600 --> 00:04:20.400]  基督在創世以前是預先被神知道的
[00:04:20.400 --> 00:04:23.400]  卻在這末世才為你們顯現
[00:04:23.400 --> 00:04:27.200]  你們也因著祂,信那叫祂從死裡復活
[00:04:27.200 --> 00:04:29.000]  又給他榮耀的神
[00:04:29.000 --> 00:04:33.000]  叫你們的信心和盼望都在於神
[00:04:33.000 --> 00:04:35.800]  剛才我說在這個世界裡面
[00:04:35.800 --> 00:04:39.000]  已經不是怎樣來講聖潔的事了
[00:04:39.000 --> 00:04:42.800]  這個世界其實很多時候都會放縱的
[00:04:42.800 --> 00:04:46.600]  在英國裡面就已經有一個調查
[00:04:46.600 --> 00:04:49.000]  16歲以上
[00:04:49.000 --> 00:04:54.000]  有三分一以上的青少年人
[00:04:54.000 --> 00:04:57.800]  16歲之前就已經有性行為了
[00:04:57.800 --> 00:04:59.200]  很放縱
[00:04:59.200 --> 00:05:03.600]  甚至他們可以未婚而懷孕
[00:05:03.600 --> 00:05:05.600]  香港也不忘多樣
[00:05:05.600 --> 00:05:07.600]  當年興起了一些年毛
[00:05:07.600 --> 00:05:12.400]  甚至他們會放棄自己的操守
[00:05:12.400 --> 00:05:16.200]  賺快錢來出賣自己
[00:05:16.200 --> 00:05:19.800]  連男孩子都想做援交
[00:05:19.800 --> 00:05:23.400]  所以情況是非常嚴重的
[00:05:23.400 --> 00:05:26.600]  如果你留意到在現在這個社會裡面
[00:05:26.600 --> 00:05:32.400]  往往是沒有人去辭出那些問題的
[00:05:32.400 --> 00:05:39.400]  譬如我們盡量去防止愛滋病的傳染
[00:05:39.400 --> 00:05:42.200]  大家如果發生性行為的時候
[00:05:42.200 --> 00:05:44.200]  就應該有防禦功夫
[00:05:44.200 --> 00:05:47.200]  做好防止感染
[00:05:47.200 --> 00:05:48.400]  或者用避孕套
[00:05:48.400 --> 00:05:52.400]  但就不會講出你亂來放縱的時候
[00:05:52.400 --> 00:05:56.400]  其實是一個令到你身心靈都可能受傷害的
[00:05:56.400 --> 00:06:00.400]  如果你留意到現在只是說他有犯法
[00:06:00.400 --> 00:06:02.400]  觸犯了法例
[00:06:02.400 --> 00:06:04.400]  但沒有說他犯罪
[00:06:04.400 --> 00:06:07.400]  譬如你跟那些未成年少女發生性行為
[00:06:07.400 --> 00:06:09.400]  那你就觸犯了法例
[00:06:09.400 --> 00:06:12.400]  但不會說其實就算成年都好
[00:06:12.400 --> 00:06:15.400]  你隨便的跟他們發生性行為
[00:06:15.400 --> 00:06:17.400]  這個就已經是不道德的了
[00:06:17.400 --> 00:06:20.400]  只會承認這些是病態
[00:06:20.400 --> 00:06:22.400]  是需要有輔導的
[00:06:22.400 --> 00:06:25.400]  就沒有講到這個簡直就是生命的問題
[00:06:25.400 --> 00:06:29.400]  人只會有稍微的罪疚感
[00:06:29.400 --> 00:06:31.400]  但就不會直認他所犯的罪
[00:06:31.400 --> 00:06:35.400]  很可惜今天不少的信徒
[00:06:35.400 --> 00:06:37.400]  甚至因為這樣的緣故
[00:06:37.400 --> 00:06:39.400]  這個社會被同化
[00:06:39.400 --> 00:06:41.400]  教會裏面的道德
[00:06:41.400 --> 00:06:45.400]  都有時候會日趨下放
[00:06:45.400 --> 00:06:48.400]  包括有時候牧者都會犯錯
[00:06:48.400 --> 00:06:50.400]  我記得我剛出來做傳道人的時候
[00:06:50.400 --> 00:06:53.400]  教洗禮班是不用
[00:06:53.400 --> 00:06:55.400]  或者沒有這樣的需要
[00:06:55.400 --> 00:06:58.400]  用一堂的時間來教教會的Discipline
[00:06:58.400 --> 00:07:00.400]  教會的紀律
[00:07:00.400 --> 00:07:02.400]  但是過去那十幾年
[00:07:02.400 --> 00:07:04.400]  我教洗禮班特別有一堂
[00:07:04.400 --> 00:07:06.400]  是要跟大家看
[00:07:06.400 --> 00:07:11.400]  在聖經裏面教會應該要怎樣執行紀律
[00:07:11.400 --> 00:07:13.400]  如果有人犯錯的時候
[00:07:13.400 --> 00:07:15.400]  特別是很嚴重的道德的罪
[00:07:15.400 --> 00:07:17.400]  教會應該是怎樣呢
[00:07:17.400 --> 00:07:20.400]  有時候很可悲的一件事
[00:07:20.400 --> 00:07:22.400]  教會一直都很講求什麼呢
[00:07:22.400 --> 00:07:25.400]  愛心 接納 包容
[00:07:25.400 --> 00:07:30.400]  甚至掩蓋了或者隱藏了一些的錯
[00:07:30.400 --> 00:07:32.400]  而沒有聽到
[00:07:32.400 --> 00:07:34.400]  其實這是一個罪
[00:07:34.400 --> 00:07:36.400]  我們要認罪悔改
[00:07:36.400 --> 00:07:39.400]  有依治 但是沒有責備
[00:07:39.400 --> 00:07:43.400]  有圈套 但是沒有篤責
[00:07:43.400 --> 00:07:45.400]  甚至有時候有認同
[00:07:45.400 --> 00:07:47.400]  而沒有了分別
[00:07:47.400 --> 00:07:50.400]  最可悲的就是和世界去認同
[00:07:50.400 --> 00:07:53.400]  但是不肯和神去認同
[00:07:53.400 --> 00:07:58.400]  所以今天我們很特別的看到什麼是聖潔
[00:07:58.400 --> 00:08:00.400]  聖潔的意義在哪裏呢
[00:08:00.400 --> 00:08:02.400]  我們再看《彼得前書》
[00:08:02.400 --> 00:08:05.400]  第一章16、17兩節
[00:08:05.400 --> 00:08:08.400]  好 大家仍然在心裏面跟著來讀
[00:08:08.400 --> 00:08:10.400]  我們請二汪和我們讀出
[00:08:24.400 --> 00:08:27.400]  我們要知道聖潔並不是神
[00:08:27.400 --> 00:08:31.400]  特別喜歡聖潔有這個嗜好
[00:08:31.400 --> 00:08:34.400]  於是我們又要討神的歡喜
[00:08:34.400 --> 00:08:36.400]  那就要作出相應的行動
[00:08:36.400 --> 00:08:40.400]  也都不是單單是神有這個要求
[00:08:40.400 --> 00:08:41.400]  這個是事實來的
[00:08:41.400 --> 00:08:44.400]  但是不單單是因為神有這個要求
[00:08:44.400 --> 00:08:46.400]  而設定了這個聖潔的標準
[00:08:46.400 --> 00:08:51.400]  因為神祂自己本身就是聖潔
[00:08:51.400 --> 00:08:54.400]  所以聖潔說到你們要聖潔
[00:08:54.400 --> 00:08:57.400]  因為我是聖潔的
[00:08:57.400 --> 00:09:00.400]  聖潔就是神自己的自身
[00:09:00.400 --> 00:09:02.400]  神既然是神 也就是聖潔
[00:09:02.400 --> 00:09:04.400]  沒有打出來的《河西亞書》
[00:09:04.400 --> 00:09:07.400]  第十一章第九節上半段就說到
[00:09:07.400 --> 00:09:10.400]  因我是神 並非世人
[00:09:10.400 --> 00:09:14.400]  聖潔原來的意思不只是道德高尚
[00:09:14.400 --> 00:09:17.400]  聖潔的意思就是指分別都出來
[00:09:17.400 --> 00:09:20.400]  所以我們在中文裏面有說
[00:09:20.400 --> 00:09:22.400]  分別為聖
[00:09:22.400 --> 00:09:24.400]  分別都出來就是與眾不同
[00:09:24.400 --> 00:09:27.400]  我們基督徒應該和其他世人有不同的地方
[00:09:27.400 --> 00:09:29.400]  我們信主之後
[00:09:29.400 --> 00:09:31.400]  剛才我已經說了 我們屬於神
[00:09:31.400 --> 00:09:33.400]  我們一信主的時候立刻重生
[00:09:33.400 --> 00:09:35.400]  我們立刻成為神的兒女
[00:09:35.400 --> 00:09:38.400]  我們立刻成為聖徒
[00:09:38.400 --> 00:09:39.400]  身份上是聖徒
[00:09:39.400 --> 00:09:42.400]  我們要有一個很強的意識
