
[00:00:00.000 --> 00:00:02.800]  我們再次來到「低頭同心祈禱」
[00:00:02.800 --> 00:00:09.080]  多謝您的恩典
[00:00:09.080 --> 00:00:13.080]  我們在今天來到一同慶祝基督的誕降
[00:00:13.080 --> 00:00:15.560]  願意基督的生命
[00:00:15.560 --> 00:00:18.800]  在我們每一個人的身上顯大
[00:00:18.800 --> 00:00:21.040]  也來充滿我們
[00:00:21.040 --> 00:00:24.320]  使我們都經歷改變和更生
[00:00:24.320 --> 00:00:26.600]  願僕人口中的言語
[00:00:26.600 --> 00:00:28.920]  弟兄姊妹的心思意念
[00:00:29.080 --> 00:00:30.480]  蒙聖靈的啟迪
[00:00:30.480 --> 00:00:31.680]  蒙主的悅立
[00:00:31.680 --> 00:00:34.240]  普告藉主耶穌基督的聖名而求
[00:00:34.240 --> 00:00:35.240]  阿們
[00:00:35.240 --> 00:00:43.200]  在我們日常的飲食當中
[00:00:43.200 --> 00:00:45.680]  有些食材或者飲品
[00:00:45.680 --> 00:00:48.200]  經過一些時間
[00:00:48.200 --> 00:00:52.720]  才可以發揮到它的好效果或者味道
[00:00:52.720 --> 00:00:55.120]  譬如有些人喜歡喝酒
[00:00:55.120 --> 00:00:56.400]  我們知道
[00:00:56.400 --> 00:00:58.080]  所謂陳年佳釀
[00:00:58.240 --> 00:01:00.840]  越擺就越有味道
[00:01:00.840 --> 00:01:02.920]  當然是要擺得對才行
[00:01:02.920 --> 00:01:04.080]  如果擺得不對
[00:01:04.080 --> 00:01:05.200]  是會破壞的
[00:01:05.200 --> 00:01:07.280]  另外
[00:01:07.280 --> 00:01:11.040]  我們在當中也有不少弟兄姊妹喜歡喝茶
[00:01:11.040 --> 00:01:12.560]  大家知道
[00:01:12.560 --> 00:01:13.480]  普洱
[00:01:13.480 --> 00:01:16.440]  要用二十年計算
[00:01:16.440 --> 00:01:18.040]  就越來歷史
[00:01:18.040 --> 00:01:20.240]  當然價值就越高
[00:01:20.240 --> 00:01:24.960]  另外還有我們廣東人很熟悉的陳皮
[00:01:25.120 --> 00:01:28.440]  當然也需要擺放一段相當的時間
[00:01:28.440 --> 00:01:30.560]  或者是很多的家庭
[00:01:30.560 --> 00:01:32.200]  就算是現代的家庭
[00:01:32.200 --> 00:01:33.560]  也可能會
[00:01:33.560 --> 00:01:35.600]  有些叫做看門口的
[00:01:35.600 --> 00:01:37.160]  就是那些鹹柑桔
[00:01:37.160 --> 00:01:39.720]  當你的喉嚨不太好的時候
[00:01:39.720 --> 00:01:41.360]  就非常有幫助了
[00:01:41.360 --> 00:01:42.760]  這些全部
[00:01:42.760 --> 00:01:44.880]  都需要時間
[00:01:44.880 --> 00:01:46.760]  來準備
[00:01:46.760 --> 00:01:49.360]  不是突然之間可以出來的
[00:01:49.360 --> 00:01:53.200]  而這種等待的過程
[00:01:53.480 --> 00:01:56.560]  使得我們得到的那些飲品
[00:01:56.560 --> 00:01:58.280]  或者是食品的時候
[00:01:58.280 --> 00:01:59.680]  更加重視
[00:01:59.680 --> 00:02:01.160]  更加珍惜
[00:02:01.160 --> 00:02:02.440]  因為知道
[00:02:02.440 --> 00:02:03.880]  不來是不易的
[00:02:03.880 --> 00:02:08.800]  猶太人他們等了很多很多代
[00:02:08.800 --> 00:02:11.120]  他們去期待一位
[00:02:11.120 --> 00:02:12.880]  在寓言裡面
[00:02:12.880 --> 00:02:15.720]  是上帝所差派的僕人
[00:02:15.720 --> 00:02:17.000]  救主
[00:02:17.000 --> 00:02:18.800]  去到他們當中
[00:02:18.800 --> 00:02:20.800]  來拯救他們
[00:02:20.800 --> 00:02:22.680]  離開一個羞辱
[00:02:23.040 --> 00:02:23.920]  困境
[00:02:23.920 --> 00:02:26.240]  不再成為亡國奴
[00:02:26.240 --> 00:02:28.400]  這個期待
[00:02:28.400 --> 00:02:31.280]  讓你知道是非常重要
[00:02:31.280 --> 00:02:33.440]  也要來珍惜
[00:02:33.440 --> 00:02:35.120]  可以預見的機會
[00:02:35.120 --> 00:02:37.520]  這個寓言
[00:02:37.520 --> 00:02:39.160]  在《舊約聖經》裡面
[00:02:39.160 --> 00:02:40.840]  是一早已經預告了
[00:02:40.840 --> 00:02:42.560]  以賽亞
[00:02:42.560 --> 00:02:44.960]  是其中一位的先知
[00:02:44.960 --> 00:02:48.000]  先知就是上帝的代言人
[00:02:48.000 --> 00:02:49.520]  上帝的訊息
[00:02:49.520 --> 00:02:50.880]  透過這些人
[00:02:50.880 --> 00:02:53.240]  來傳遞到百姓的當中
[00:02:53.240 --> 00:02:56.200]  這個預告
[00:02:56.200 --> 00:02:58.120]  在很久很久之前
[00:02:58.120 --> 00:02:59.400]  已經出現了
[00:02:59.400 --> 00:03:03.880]  當猶太人他們聽到
[00:03:03.880 --> 00:03:07.520]  將會有一位這樣的救主出現的時候
[00:03:07.520 --> 00:03:08.840]  可以這麼說
[00:03:08.840 --> 00:03:10.520]  是萬眾期待
[00:03:10.520 --> 00:03:12.280]  今天
[00:03:12.280 --> 00:03:14.920]  我們也期待這位救主
[00:03:14.920 --> 00:03:17.680]  再次的來到我們的當中
[00:03:17.680 --> 00:03:19.720]  如果那一天
[00:03:19.840 --> 00:03:21.320]  真的來到的時候
[00:03:21.320 --> 00:03:22.760]  你的反應
[00:03:22.760 --> 00:03:24.120]  是會怎麼樣的呢?
[00:03:24.120 --> 00:03:27.480]  我就相信跟那些期待世界末日的人
[00:03:27.480 --> 00:03:28.360]  是很不一樣的
[00:03:28.360 --> 00:03:30.280]  期待世界末日的那些人
[00:03:30.280 --> 00:03:32.120]  就是走上山
[00:03:32.120 --> 00:03:33.080]  躲起來
[00:03:33.080 --> 00:03:35.320]  或者賣掉房子
[00:03:35.320 --> 00:03:36.960]  去等所謂世界末日
[00:03:36.960 --> 00:03:40.120]  我們基督徒來到去等待救主
[00:03:40.120 --> 00:03:43.240]  或者昔日的猶太人去等待救主
[00:03:43.240 --> 00:03:45.200]  是帶著一個
[00:03:45.200 --> 00:03:46.080]  嚮往
[00:03:46.080 --> 00:03:47.680]  帶著一個
[00:03:47.680 --> 00:03:49.120]  喜樂的心
[00:03:49.400 --> 00:03:50.760]  不是驚慌
[00:03:50.760 --> 00:03:52.120]  不是害怕
[00:03:52.120 --> 00:03:56.920]  今天我們讀的這段經文耳塞書第五十二章
[00:03:56.920 --> 00:03:58.760]  第七至第十節
[00:03:58.760 --> 00:04:01.080]  是讓我們去想像一下
[00:04:01.080 --> 00:04:04.040]  當一個值得我們去期待
[00:04:04.040 --> 00:04:05.320]  高興的消息
[00:04:05.320 --> 00:04:06.880]  去傳開的時候
[00:04:06.880 --> 00:04:09.560]  大家的反應是會怎麼樣的呢?
[00:04:09.560 --> 00:04:11.760]  剛才我說
[00:04:11.760 --> 00:04:14.400]  猶太人等了很多很多代
[00:04:14.400 --> 00:04:17.040]  等了幾百年的時間
[00:04:17.680 --> 00:04:21.120]  當這位預言的當中救主來到的時候
[00:04:21.120 --> 00:04:23.560]  他們是不是真的很歡喜雀躍
[00:04:23.560 --> 00:04:25.000]  來迎接他呢?
[00:04:25.000 --> 00:04:28.040]  讓我們先讀一讀這段經文
[00:04:28.040 --> 00:04:29.920]  在這段經文
[00:04:29.920 --> 00:04:32.480]  讓我們看到一開始就說
[00:04:32.480 --> 00:04:35.440]  在山上報佳音傳平安
[00:04:35.440 --> 00:04:37.760]  報好信息傳揚救恩
[00:04:37.760 --> 00:04:39.920]  那個人的腳踵是怎麼樣的?
[00:04:39.920 --> 00:04:40.640]  佳美
[00:04:40.640 --> 00:04:42.840]  他說了什麼消息呢?
[00:04:42.840 --> 00:04:45.280]  消息就在第七節
[00:04:45.280 --> 00:04:46.800]  最後那一句說了
[00:04:47.000 --> 00:04:48.520]  他對石安說
[00:04:48.520 --> 00:04:51.200]  你的上帝作王了
[00:04:51.200 --> 00:04:54.040]  這是一個什麼樣的喜訊呢?
[00:04:54.040 --> 00:04:55.760]  上帝作王了
[00:04:55.760 --> 00:04:58.040]  就好像一位君王
[00:04:58.040 --> 00:05:01.840]  帶領著他自己的軍隊來打仗
[00:05:01.840 --> 00:05:03.880]  而且是打勝仗
[00:05:03.880 --> 00:05:05.720]  敵人要投降了
[00:05:05.720 --> 00:05:08.760]  君王和他的將士
[00:05:08.760 --> 00:05:10.240]  海船歸來
[00:05:10.240 --> 00:05:13.480]  這是大家都期待的消息
[00:05:13.480 --> 00:05:16.560]  因為終於等到戰爭結束
[00:05:16.800 --> 00:05:19.280]  而且這場戰爭的勝利者
[00:05:19.280 --> 00:05:20.440]  就是我方
[00:05:20.440 --> 00:05:22.480]  就是我們的國王
