
[00:00:00.000 --> 00:00:02.360]  大家好,又來讀聖經
[00:00:02.360 --> 00:00:05.480]  生命樹為你準備的聖經人物
[00:00:05.480 --> 00:00:07.600]  聖經故事又來了
[00:00:07.600 --> 00:00:10.760]  這次仍然是約書亞記
[00:00:10.760 --> 00:00:13.120]  約書亞背景之下
[00:00:13.120 --> 00:00:18.400]  這次以色列人被人陷害
[00:00:18.400 --> 00:00:19.640]  被騙了
[00:00:19.640 --> 00:00:23.920]  吃了西瓜皮、香蕉皮,被香蕉皮陷害
[00:00:23.920 --> 00:00:28.960]  入世未深的以色列人與領袖陷害
[00:00:28.960 --> 00:00:30.960]  這是什麼呢?
[00:00:30.960 --> 00:00:35.240]  就是自己吃虧也不改世
[00:00:35.240 --> 00:00:37.240]  哇,厲害
[00:00:37.240 --> 00:00:40.640]  看看約書亞記第九章
[00:00:40.640 --> 00:00:43.480]  約書亞記第九章第一節
[00:00:43.480 --> 00:00:48.680]  約旦河西住山地高原
[00:00:48.680 --> 00:00:52.480]  並對住黎巴嫩山原大海一帶的諸王
[00:00:52.480 --> 00:00:56.680]  包括了黑人、阿摩利人、加南人、比利西人
[00:00:56.680 --> 00:00:59.800]  希美人、耶布斯人的諸王
[00:00:59.800 --> 00:01:01.240]  聽見什麼呢?
[00:01:01.240 --> 00:01:04.720]  哇,聽見以色列人厲害
[00:01:04.720 --> 00:01:08.840]  百萬民族搖擁善戰
[00:01:08.840 --> 00:01:15.120]  經過了曠野打敗巴山王岳等等
[00:01:15.120 --> 00:01:18.160]  接著進來一叫,耶利哥城倒塌了
[00:01:18.160 --> 00:01:20.840]  接著叫城倒塌了
[00:01:20.840 --> 00:01:25.560]  前後夾擊,又有辦法,又好打
[00:01:25.560 --> 00:01:28.080]  糟糕了,現在繼續來了
[00:01:28.080 --> 00:01:32.480]  約旦河由北部黑門山一直流下來
[00:01:32.480 --> 00:01:35.920]  去到加里里湖,然後再下去死海
[00:01:35.920 --> 00:01:39.240]  然後這個約旦河這樣下來
[00:01:39.240 --> 00:01:41.680]  然後一片土地
[00:01:41.680 --> 00:01:45.000]  山地高,然後平地,然後去到海邊
[00:01:45.000 --> 00:01:48.000]  海邊就是地中海
[00:01:48.000 --> 00:01:53.440]  在加南地來說,最北的就是黎巴嫩
[00:01:53.440 --> 00:01:56.400]  最南的就是接近埃及
[00:01:56.400 --> 00:01:59.120]  其實你說大不大,又說小不小
[00:01:59.120 --> 00:02:02.920]  因為由最北,如果是今天的以色列
[00:02:02.920 --> 00:02:05.560]  高速公路,高速公路很漂亮的
[00:02:05.560 --> 00:02:08.920]  高速公路,一百一十公里
[00:02:08.920 --> 00:02:12.320]  由北部一直踩車去到南部
[00:02:12.320 --> 00:02:16.920]  兩個邊界,我想是十五小時左右
[00:02:16.920 --> 00:02:19.000]  十多小時
[00:02:19.000 --> 00:02:23.440]  在車行,都幾遠,人行固然遠
[00:02:23.440 --> 00:02:26.800]  但又不是很大,不過很多民族住在那裡
[00:02:26.800 --> 00:02:32.400]  所以約旦河這邊是東,約旦河這邊是西
[00:02:32.400 --> 00:02:36.880]  所以約旦河西是一個山地,然後是海,地中海
[00:02:36.880 --> 00:02:40.000]  北部是黎巴嫩的山區,一直直南面
[00:02:40.000 --> 00:02:42.800]  約旦河西住在山地高原
[00:02:42.800 --> 00:02:47.560]  並且對著黎巴嫩山沿著大海一帶的珠黃
[00:02:47.560 --> 00:02:51.320]  因為這一片以色列土地,以前叫加南地
[00:02:51.320 --> 00:02:54.240]  住了黑人、阿摩利人、加南人、比利時人
[00:02:54.240 --> 00:02:57.000]  希美人、耶布斯人等等
[00:02:57.000 --> 00:03:01.360]  聽見以色列人來,那怎麼辦?
[00:03:01.360 --> 00:03:07.360]  他們進入我們的地區,不如我們一起圍堵他們
[00:03:07.360 --> 00:03:09.400]  因為沒有一個單獨自己救打
[00:03:09.400 --> 00:03:14.800]  於是珠黃聽見這事,就都聚集
[00:03:14.800 --> 00:03:19.880]  大家同心合意地要與約書亞和以色列人爭戰
[00:03:19.880 --> 00:03:26.320]  同心合意一起開集團的峰會
[00:03:26.320 --> 00:03:35.520]  欺騙的居民,其中有希美人
[00:03:35.520 --> 00:03:40.200]  希美人居住的地方,其中一個地方叫做基片
[00:03:40.200 --> 00:03:42.600]  基片的居民聽見約書亞
[00:03:42.600 --> 00:03:47.360]  向耶利哥和艾成所行的事,嘩不得了
[00:03:47.360 --> 00:03:54.440]  他們就設詭計,為何要設詭計?
[00:03:54.440 --> 00:04:00.000]  因為上面珠黃就想,不是的,我們要夾在一起對抗
[00:04:00.000 --> 00:04:03.400]  否則我們單打獨鬥,我們沒有一個人救他鬥
[00:04:03.400 --> 00:04:09.440]  你看看耶利哥這麼大的城,艾成都被他搞成這樣
[00:04:09.440 --> 00:04:20.360]  百姓被他搶走,佔領了耶利哥和艾成的王都被殺
[00:04:20.360 --> 00:04:27.200]  艾成的王還被掛在樹上,被人看見,嘩死了
[00:04:27.200 --> 00:04:33.240]  其實很簡單,將王殺死掛在樹上,全世界都是這樣做
[00:04:33.240 --> 00:04:39.400]  就是示眾被人看見害怕,最害怕是誰呢?
[00:04:39.400 --> 00:04:44.320]  就是在做其他珠黃的王就害怕,因為怕自己有這樣一天
[00:04:44.320 --> 00:04:46.640]  於是不行,要跟他打
[00:04:46.640 --> 00:04:51.560]  希美人欺騙整個希美的王就去了開會
[00:04:51.560 --> 00:04:54.480]  國際峰會就要跟他打,跟以色列打
[00:04:54.480 --> 00:05:01.480]  但是這個小城市的欺騙這個地方,這個地區的居民
[00:05:01.480 --> 00:05:08.480]  我們希美王怎麼做,我們不管了,我們先保留性命,那怎麼做呢?
[00:05:08.480 --> 00:05:11.840]  這麼多人都不敢跟他打,又怕要一起
[00:05:11.840 --> 00:05:15.560]  難道我們在一個小地方派兵嗎?更加不行
[00:05:15.560 --> 00:05:21.800]  但是我們有辦法,這裡有辦法,就設詭計
[00:05:21.800 --> 00:05:27.720]  那個詭計是什麼呢?就派幾個戲子出去演戲
[00:05:27.720 --> 00:05:34.040]  冒假充事者拿著舊口袋,舊口袋就是背著一個袋子
[00:05:34.040 --> 00:05:40.720]  拿著舊爛袋和破裂蓬佈的舊皮酒袋
[00:05:40.720 --> 00:05:45.280]  酒袋呢?新酒就要裝新皮袋,為什麼呢?
[00:05:45.280 --> 00:05:50.360]  因為新酒未發酵完畢,容易繼續有氣體膨脹
[00:05:50.360 --> 00:05:55.080]  所以要用新皮袋,新皮袋是新的皮,還有韌性
[00:05:55.080 --> 00:05:58.240]  可以頂得住那些氣,脹了的氣
[00:05:58.240 --> 00:06:03.640]  舊皮袋因為已經是進了、大了、脆了、老化了
[00:06:03.640 --> 00:06:08.960]  如果你放新酒進去,它再發酵一下,多一點氣就會推爆舊皮袋
[00:06:08.960 --> 00:06:12.520]  所以新酒放在新皮袋,舊酒放在舊皮袋
[00:06:12.520 --> 00:06:18.360]  舊皮袋就會穿,磨損,各樣硬化、老化
[00:06:18.360 --> 00:06:24.000]  所以一穿了怎麼辦?就要補了,把皮製成舊的,然後縫起來
[00:06:24.000 --> 00:06:29.680]  蓬蓬補補的舊皮袋,放在爐上面
[00:06:29.680 --> 00:06:37.320]  然後把穿過的舊鞋,舊鞋補過的舊鞋,穿了補的舊鞋
[00:06:37.320 --> 00:06:44.440]  穿在腳上,穿著舊衣服在身上,戴的餅乾的,還要發露
[00:06:44.440 --> 00:06:55.120]  以色列地很乾,所以如果你的餅放久了就會乾
[00:06:55.120 --> 00:07:01.320]  但是應該不會發露,應該不會發露,然後就會很乾
[00:07:01.320 --> 00:07:06.320]  如果放久了也發露,就已經很舊了,超超超舊了
[00:07:06.320 --> 00:07:12.160]  已經很久不值得了,長了露,長了霉
[00:07:12.160 --> 00:07:18.200]  他們到了吉甲營,就直接去找約書亞,跟以色列人說
[00:07:18.200 --> 00:07:23.120]  我們從很遠來的,現在求你跟我們納藥
[00:07:23.120 --> 00:07:31.400]  很遠來的嗎?納藥?納什麼藥?大家想有什麼藥?和藥
[00:07:31.400 --> 00:07:38.800]  以色列對這些希味人說,我又不認識你,又說來跟我們納藥
[00:07:38.800 --> 00:07:45.560]  我怕你原來就是住在附近,你不要扮遠行離道,我不認識你
[00:07:45.560 --> 00:07:49.920]  只怕你門是住在我們中間的,即是附近
[00:07:49.920 --> 00:07:54.760]  如果是這樣,我怎樣跟你納和藥?
[00:07:54.760 --> 00:08:01.440]  他們就跟約書亞說,其實我們是你的僕人,這句紅色字特別
[00:08:01.440 --> 00:08:10.840]  我們是你的僕人,我們來是要投靠你,是想做你的僕人
[00:08:10.840 --> 00:08:16.040]  我們想做你的僕人,所以和藥就是你不要殺我們
[00:08:16.040 --> 00:08:21.440]  我們想做你的僕人,而且我住到很遠,很有誠意來的
[00:08:21.440 --> 00:08:24.640]  你看我們破破爛爛,這樣就不行了
[00:08:24.640 --> 00:08:32.840]  所以我們來是想跟你搵啖茶飯,想跟你執條命仔,羞辱我們
[00:08:32.840 --> 00:08:37.640]  約書亞就問他們,你們是什麼人?在哪裏來的?
[00:08:37.640 --> 00:08:43.440]  他們就回答,我們是從極遠之地而來
[00:08:43.440 --> 00:08:50.440]  你想想,如果你是約書亞,你是那些領袖,你會怎樣想呢?
[00:08:50.440 --> 00:08:57.640]  你在哪裏來的?哦,我在黑龍江走來的,衣服都爛了,鞋都爛了
[00:08:57.640 --> 00:09:01.840]  哦,那你有個地方,你在哪裏來的?
[00:09:01.840 --> 00:09:08.640]  哎,我們很遠來的,都不講出地方名的,都恐防有詐
[00:09:08.640 --> 00:09:18.640]  不過當日的約書亞和領袖都說得很老實,又不懷疑的,很單純的
[00:09:18.640 --> 00:09:23.040]  哎呀,我們是從極遠之地來的,難道我在北極嗎?
[00:09:23.040 --> 00:09:29.440]  沒有問他,總之我們很遠,是因為聽到耶和華,你神的明星
[00:09:29.440 --> 00:09:35.840]  他就在埃及地,已經這樣過蘆葦海了,跟著抗野了
[00:09:35.840 --> 00:09:38.440]  然後耶利哥艾城,我們聽到這些
[00:09:38.440 --> 00:09:44.240]  然後聽到他在約旦河東,在阿摩利王,希什本王,西王
[00:09:44.240 --> 00:09:50.240]  還有在阿斯他祿他們,巴山王,鄂一切所做的事
[00:09:50.240 --> 00:09:58.240]  這些全部都是在未入迦南地,抗野擊敗西王和鄂
[00:09:58.240 --> 00:10:04.040]  哇,這些很出名的皇帝,之前的更出名的就是埃及法老
[00:10:04.040 --> 00:10:07.440]  都搞他不行,還淹死了,還在蘆葦海
[00:10:07.440 --> 00:10:10.640]  然後還在抗野殺死了這兩個王
[00:10:10.640 --> 00:10:15.040]  然後再來毀滅了耶利哥,毀滅了艾城
[00:10:15.040 --> 00:10:19.840]  我們聽到你們的神真厲害,我們從極遠之地來
[00:10:19.840 --> 00:10:27.040]  就是想做你的僕人,可能這樣說,我真的很崇拜你們
[00:10:27.040 --> 00:10:33.240]  所以我們一聽到就跑來,路遠跑來,遠到哪裡?很遠
[00:10:33.240 --> 00:10:39.440]  可能約書亞和他的眾守領同伴聽到之後
[00:10:39.440 --> 00:10:45.240]  哇,眉飛色舞,可能一下子就沒有小心了
