
[00:00:00.000 --> 00:00:06.380]  大家好,這段經文在撒格拉亞書的這幾個星期
[00:00:06.380 --> 00:00:09.920]  這段時間我們都一直在講小仙之書
[00:00:09.920 --> 00:00:15.120]  想講一點點有關小仙之、大仙之的背景資料
[00:00:15.120 --> 00:00:19.160]  有些大英姐妹知道的,不過都聽我講多一次
[00:00:19.160 --> 00:00:25.480]  大仙之怎麼知道是小仙之
[00:00:25.480 --> 00:00:27.480]  不是說他偉大還是不偉大
[00:00:27.480 --> 00:00:30.140]  有時間中有些人說大牧師
[00:00:30.140 --> 00:00:33.220]  其實從來沒有人這樣跟我說過
[00:00:33.220 --> 00:00:35.220]  我有時聽到別人跟另一個牧師這樣講
[00:00:35.220 --> 00:00:38.220]  大牧師,牧師有沒有大小
[00:00:38.220 --> 00:00:40.220]  沒有的,牧師就是牧師
[00:00:40.220 --> 00:00:42.220]  沒有大牧師小牧師
[00:00:42.220 --> 00:00:45.080]  這些人安出來講
[00:00:45.080 --> 00:00:47.080]  仙之怎麼分大小
[00:00:47.080 --> 00:00:49.080]  知不知道怎麼分
[00:00:49.080 --> 00:00:51.080]  分大仙之小仙之
[00:00:51.080 --> 00:00:53.080]  其實長氣還是不長氣
[00:00:53.080 --> 00:00:56.280]  他寫一卷書很長氣的
[00:00:56.280 --> 00:00:58.280]  六十章四十章就是大仙之
[00:00:58.280 --> 00:01:00.280]  以賽亞書
[00:01:00.280 --> 00:01:02.280]  以西傑書
[00:01:02.280 --> 00:01:04.280]  很長氣的就是大仙之
[00:01:04.280 --> 00:01:06.280]  所以大仙之自己都不知道自己做了大仙之
[00:01:06.280 --> 00:01:10.280]  因為我們這樣分類才分出來
[00:01:10.280 --> 00:01:12.280]  有些仙之不寫書
[00:01:12.280 --> 00:01:14.280]  是不是更小呢
[00:01:14.280 --> 00:01:16.280]  是不是更小
[00:01:16.280 --> 00:01:18.280]  我沒有寫書
[00:01:18.280 --> 00:01:20.280]  是小牧師,又沒有關係
[00:01:20.280 --> 00:01:22.280]  沒有寫就是沒有寫
[00:01:22.280 --> 00:01:24.280]  上帝派那個人做那件事就做那件事
[00:01:24.280 --> 00:01:26.280]  寫東西就是做那些說話仙之
[00:01:26.280 --> 00:01:28.280]  派他寫東西多於說話
[00:01:28.280 --> 00:01:30.280]  就是寫東西仙之
[00:01:30.280 --> 00:01:32.280]  所以有些很偉大的仙之都沒有寫書
[00:01:32.280 --> 00:01:34.280]  誰呢?
[00:01:34.280 --> 00:01:36.280]  以賽亞,不是,以賽亞講錯了
[00:01:36.280 --> 00:01:38.280]  以利亞那些沒有寫書
[00:01:38.280 --> 00:01:40.280]  以利亞偉不偉大?
[00:01:40.280 --> 00:01:42.280]  都很厲害,對付巴力仙之
[00:01:42.280 --> 00:01:44.280]  又叫天閉塞不下雨
[00:01:44.280 --> 00:01:46.280]  他的徒弟以利沙更厲害
[00:01:46.280 --> 00:01:48.280]  神一靈加倍感動他
[00:01:48.280 --> 00:01:50.280]  有沒有寫書?
[00:01:50.280 --> 00:01:52.280]  又是沒有寫書,沒有以利沙書
[00:01:52.280 --> 00:01:54.280]  所以和他大小偉大沒有關係
[00:01:54.280 --> 00:01:56.280]  不過我們這樣分類
[00:01:56.280 --> 00:01:58.280]  分了那些大仙之,小仙之
[00:01:58.280 --> 00:02:00.280]  有些沒有寫作仙之
[00:02:00.280 --> 00:02:02.280]  好了,說完一件事
[00:02:02.280 --> 00:02:04.280]  仙之分類
[00:02:04.280 --> 00:02:06.280]  有寫書的有時都分
[00:02:06.280 --> 00:02:08.280]  南國仙之,北國仙之
[00:02:08.280 --> 00:02:10.280]  北國不是North Point
[00:02:10.280 --> 00:02:12.280]  北邊那個國,以色列國
[00:02:12.280 --> 00:02:14.280]  南國呢,猶大國
[00:02:14.280 --> 00:02:16.280]  兩個不同的
[00:02:16.280 --> 00:02:18.280]  南國,北國分了
[00:02:18.280 --> 00:02:20.280]  還有,秘魯回歸後仙之
[00:02:20.280 --> 00:02:22.280]  好了,薩加里亞
[00:02:22.280 --> 00:02:24.280]  你猜猜是屬於哪一期的呢?
[00:02:24.280 --> 00:02:26.280]  薩加里亞,這個才知道
[00:02:26.280 --> 00:02:28.280]  薩加里亞書
[00:02:28.280 --> 00:02:30.280]  哪一期?
[00:02:30.280 --> 00:02:32.280]  對了,終於有人猜
[00:02:32.280 --> 00:02:34.280]  我早前沒有人猜
[00:02:34.280 --> 00:02:36.280]  讓我自言自語
[00:02:36.280 --> 00:02:38.280]  謝謝
[00:02:38.280 --> 00:02:40.280]  薩加里亞屬於
[00:02:40.280 --> 00:02:42.280]  秘魯回歸仙之
[00:02:42.280 --> 00:02:44.280]  秘魯回歸是什麼期呢?
[00:02:44.280 --> 00:02:46.280]  什麼時期呢?
[00:02:46.280 --> 00:02:48.280]  同期作品或同期人物
[00:02:48.280 --> 00:02:50.280]  不是無線穿越劇
[00:02:50.280 --> 00:02:52.280]  不同年代的作品
[00:02:52.280 --> 00:02:54.280]  同期人才會見到同期人
[00:02:54.280 --> 00:02:56.280]  什麼是同期人呢?
[00:02:56.280 --> 00:02:58.280]  以斯拉
[00:02:58.280 --> 00:03:00.280]  以斯拉是男人
[00:03:00.280 --> 00:03:02.280]  以斯拉不一定是女人
[00:03:02.280 --> 00:03:04.280]  以斯拉是一個男人,是文士
[00:03:04.280 --> 00:03:06.280]  還有呢,同一期的人物
[00:03:06.280 --> 00:03:08.280]  還有誰呢?
[00:03:08.280 --> 00:03:10.280]  尼希米,都是差不多同期
[00:03:10.280 --> 00:03:12.280]  都是秘魯回歸
[00:03:12.280 --> 00:03:14.280]  重建城牆,重建聖殿
[00:03:14.280 --> 00:03:16.280]  還有薩加里亞
[00:03:16.280 --> 00:03:18.280]  哈蓋,都是這一期人物
[00:03:18.280 --> 00:03:20.280]  應該是在街上碰到的
[00:03:20.280 --> 00:03:22.280]  這群人會在街上碰到
[00:03:22.280 --> 00:03:24.280]  薩加里亞,你好嗎?
[00:03:24.280 --> 00:03:26.280]  會見到面
[00:03:26.280 --> 00:03:28.280]  這些同期人物
[00:03:28.280 --> 00:03:30.280]  秘魯回歸後的人物
[00:03:30.280 --> 00:03:32.280]  順便說說
[00:03:32.280 --> 00:03:36.280]  秘魯是一個慘的事情
[00:03:36.280 --> 00:03:38.280]  秘魯是公元586年
[00:03:38.280 --> 00:03:40.280]  說說年代
[00:03:40.280 --> 00:03:42.280]  不同的年代有不同的人
[00:03:42.280 --> 00:03:44.280]  不同的霸權
[00:03:44.280 --> 00:03:46.280]  秘區霸權
[00:03:46.280 --> 00:03:48.280]  北角滅的時候是722
[00:03:48.280 --> 00:03:50.280]  北角是被亞述滅亡的
[00:03:50.280 --> 00:03:52.280]  亞述那時最強大
[00:03:52.280 --> 00:03:54.280]  所以滅了北角
[00:03:54.280 --> 00:03:56.280]  以色列國
[00:03:56.280 --> 00:03:58.280]  586,586很容易記
[00:03:58.280 --> 00:04:00.280]  因為第一部電腦
[00:04:00.280 --> 00:04:02.280]  沒有人用586嗎?
[00:04:02.280 --> 00:04:04.280]  一買就email
[00:04:04.280 --> 00:04:06.280]  無論如何
[00:04:06.280 --> 00:04:08.280]  年輕人應該沒理由知道
[00:04:08.280 --> 00:04:10.280]  有沒有用過586?
[00:04:10.280 --> 00:04:12.280]  聽都沒聽過
[00:04:12.280 --> 00:04:14.280]  沒有電腦
[00:04:14.280 --> 00:04:16.280]  586公元前
[00:04:16.280 --> 00:04:18.280]  南角
[00:04:18.280 --> 00:04:20.280]  亡國,秘魯
