
[00:00:00.000 --> 00:00:05.000]  神聖節祝你平安,我們一起祈禱
[00:00:05.000 --> 00:00:11.000]  神父,我們感謝您的恩典,讓我們在祝一的清晨可以一起來敬拜您
[00:00:11.000 --> 00:00:15.000]  祝您是我們的上帝,我們是您的子民
[00:00:15.000 --> 00:00:22.000]  感謝您給我們有這麼好的福氣,可以一同來敬拜,一同思想您的話語
[00:00:22.000 --> 00:00:31.000]  我們求聖靈幫助我們聽得明白,知道怎樣去成為聖潔,成為合乎主的心意
[00:00:31.000 --> 00:00:36.000]  奉耶穌基督的名祈禱,阿彌
[00:00:36.000 --> 00:00:42.000]  我不知道大家對人生有什麼看法,或者是願景
[00:00:42.000 --> 00:00:50.000]  不過一般人都喜歡有些知名度,正所謂人死留名
[00:00:50.000 --> 00:00:59.000]  隨著科技發達,很多人不需要成為有大權的人,或者有什麼豐功偉績
[00:00:59.000 --> 00:01:04.000]  都很容易出名,很容易可以成為網紅
[00:01:04.000 --> 00:01:13.000]  或者有些人喜歡有優質的生活,不想經濟太拮据,過得太貧窮
[00:01:13.000 --> 00:01:17.000]  時時都要為下一餐而憂慮
[00:01:17.000 --> 00:01:26.000]  可能有更多的人喜歡平安的生活,一家人齊齊整整,那就很開心了
[00:01:26.000 --> 00:01:36.000]  主耶穌基督曾經答應跟隨祂的人,道策內無非要偷竊,殺害,毀壞
[00:01:36.000 --> 00:01:44.000]  我來了,是要讓人得生命,並且得的更豐盛
[00:01:44.000 --> 00:01:47.000]  在約翰福音十章十節
[00:01:47.000 --> 00:01:52.000]  有沒有人想過要得更豐盛的人生呢?
[00:01:52.000 --> 00:01:57.000]  我也想啊,人生豐盛多好啊
[00:01:57.000 --> 00:02:01.000]  我上次講哥倫多後書第五章的時候
[00:02:01.000 --> 00:02:08.000]  保羅是講到信了主的人,不是單單有一些基督教的知識就可以
[00:02:08.000 --> 00:02:14.000]  真正信主的人是會成為一個新造的人
[00:02:14.000 --> 00:02:20.000]  有新的眼界,也對人生的意義有新的認識
[00:02:20.000 --> 00:02:26.000]  所以他就勸勉信徒要明白自己的身份
[00:02:26.000 --> 00:02:30.000]  已經改變成為基督的特使
[00:02:30.000 --> 00:02:38.000]  並且以自己為例分享他如何在各種困難中到存福音
[00:02:38.000 --> 00:02:40.000]  勸人與基督和好
[00:02:40.000 --> 00:02:45.000]  因為那是人生最有意義的工作
[00:02:45.000 --> 00:02:50.000]  很刺激,也充滿了表面矛盾的工作
[00:02:50.000 --> 00:02:52.000]  怎麼說呢?
[00:02:52.000 --> 00:02:55.000]  我們最好看看保羅他自己怎麼說
[00:02:55.000 --> 00:03:01.000]  哥倫多後書六章八節到十節,有很多「似乎」「卻是」
[00:03:01.000 --> 00:03:06.000]  我將它列出來排一個表給大家看
[00:03:06.000 --> 00:03:09.000]  他一共講了七樣東西
[00:03:09.000 --> 00:03:16.000]  他開始說:「我們似乎是誘惑人的,卻是誠實的」
[00:03:16.000 --> 00:03:23.000]  「似乎不為人所知,卻是人所共知」
[00:03:23.000 --> 00:03:26.000]  即是有些名氣的
[00:03:26.000 --> 00:03:29.000]  「似乎是死了,卻是活著」
[00:03:29.000 --> 00:03:33.000]  「似乎受懲罰,卻沒有被處死」
[00:03:33.000 --> 00:03:37.000]  「似乎憂愁,卻常常喜樂」
[00:03:37.000 --> 00:03:42.000]  「似乎貧窮,卻使許多人富足」
[00:03:42.000 --> 00:03:48.000]  「似乎一無所有,卻樣樣都有」
[00:03:48.000 --> 00:03:53.000]  是不是有很多表面矛盾?
[00:03:53.000 --> 00:03:58.000]  似乎那些東西不是很多人想渴望的
[00:03:58.000 --> 00:04:02.000]  我們不想死,不想貧窮
[00:04:02.000 --> 00:04:06.000]  但假如我們有新的眼界
[00:04:06.000 --> 00:04:09.000]  我們就會看到「卻是」那一面
[00:04:09.000 --> 00:04:12.000]  有表面的矛盾,就不是真正的矛盾
[00:04:12.000 --> 00:04:18.000]  「又活著,又人所共知」
[00:04:18.000 --> 00:04:21.000]  「又是知名人士,又是樣樣都有」
[00:04:21.000 --> 00:04:24.000]  還有不僅樣樣都有
[00:04:24.000 --> 00:04:28.000]  「有多到可以被人,使許多人富足」
[00:04:28.000 --> 00:04:35.000]  這樣的人生,大家認為可不可以算是豐盛的人生?
[00:04:35.000 --> 00:04:38.000]  不是很平淡的
[00:04:38.000 --> 00:04:41.000]  充滿了許多困難,許多挑戰
[00:04:41.000 --> 00:04:47.000]  所以我說他的人生又刺激,又有表面矛盾
[00:04:47.000 --> 00:04:52.000]  今天經文,保羅似乎話鋒一轉
[00:04:52.000 --> 00:04:55.000]  講了另一個話題
[00:04:55.000 --> 00:05:01.000]  總體來說,基督徒要活出誠信的生活
[00:05:01.000 --> 00:05:08.000]  誠信的生活,也可以說是要有豐盛人生的秘訣
[00:05:08.000 --> 00:05:12.000]  我們中間有些初信主的弟兄姊妹
[00:05:12.000 --> 00:05:16.000]  可能是第一次聽到要誠信
[00:05:16.000 --> 00:05:20.000]  可能以為誠信的人都要成為聖人
[00:05:20.000 --> 00:05:24.000]  不過,聖經中所說的聖人
[00:05:24.000 --> 00:05:29.000]  跟中國人對聖人的了解是有些差異的
[00:05:29.000 --> 00:05:34.000]  中國人一般形容一些人是聖人
[00:05:34.000 --> 00:05:37.000]  是指那些品德高尚
[00:05:37.000 --> 00:05:39.000]  智慧高超的人
[00:05:39.000 --> 00:05:44.000]  像孔子那類,才算得上是聖人
[00:05:44.000 --> 00:05:47.000]  但聖經中所說的誠信
[00:05:47.000 --> 00:05:52.000]  只是要我們從世界分別出來的意思
[00:05:52.000 --> 00:05:55.000]  不是說我們不需要有高尚的品德
[00:05:55.000 --> 00:06:00.000]  但肯定就不需要有高超的智慧
[00:06:00.000 --> 00:06:06.000]  誠信是要我們的生活跟這個世界有分別
[00:06:06.000 --> 00:06:11.000]  我們要活出一個上帝子民的樣式
[00:06:11.000 --> 00:06:14.000]  那怎樣誠信呢?
[00:06:14.000 --> 00:06:18.000]  我們一起來看今天的經文
[00:06:18.000 --> 00:06:21.000]  在六章十四節一開始就說
[00:06:21.000 --> 00:06:26.000]  「你們不要和不信的人同赴一丫」
[00:06:26.000 --> 00:06:29.000]  我們留意到寶羅不是說
[00:06:29.000 --> 00:06:33.000]  「你們不要和不信的人互相往來」
[00:06:33.000 --> 00:06:36.000]  其實在我們朋友圈裡面
[00:06:36.000 --> 00:06:38.000]  最好多一些非信徒
[00:06:38.000 --> 00:06:40.000]  讓我們可以做天國的特使
[00:06:40.000 --> 00:06:43.000]  跟他們分享福音
[00:06:43.000 --> 00:06:45.000]  但寶羅在這裡是說
[00:06:45.000 --> 00:06:48.000]  「你們不要和不信的人同赴一丫」
[00:06:48.000 --> 00:06:51.000]  那「同赴一丫」是甚麼意思呢?
[00:06:51.000 --> 00:06:54.000]  我們先看一節舊約經文
[00:06:54.000 --> 00:06:57.000]  在生命記二十二章十節
[00:06:57.000 --> 00:07:03.000]  很簡單的說「不可並用牛和驢來耕地」
[00:07:03.000 --> 00:07:05.000]  原來在摩西的時代
[00:07:05.000 --> 00:07:11.000]  已經懂得用動物來幫助農夫耕地
[00:07:11.000 --> 00:07:15.000]  當我們要用兩隻動物一起耕地的話
[00:07:15.000 --> 00:07:18.000]  可以快一點、拉得大力一點
[00:07:18.000 --> 00:07:21.000]  這兩隻動物要配合得好
[00:07:21.000 --> 00:07:27.000]  就要用一個木架來將這兩隻動物一起
[00:07:27.000 --> 00:07:31.000]  平排地可以牽著一個棒
