
[00:00:00.000 --> 00:00:01.000]  各位電視姊妹早安
[00:00:01.000 --> 00:00:04.000]  讓我們一齊禱告
[00:00:04.000 --> 00:00:05.000]  主我們感謝祢
[00:00:05.000 --> 00:00:07.000]  讓我們一齊有敬拜主的機會
[00:00:07.000 --> 00:00:10.000]  主我們那個習慣
[00:00:10.000 --> 00:00:14.000]  是我們沒有一個像或者十字架
[00:00:14.000 --> 00:00:16.000]  讓我們去集中去看
[00:00:16.000 --> 00:00:18.000]  但是這個是考我們
[00:00:18.000 --> 00:00:21.000]  因為祢是與我們同在
[00:00:21.000 --> 00:00:23.000]  我們知道祢在我們中間
[00:00:23.000 --> 00:00:26.000]  但是我們要用一個信心來和祢接觸
[00:00:26.000 --> 00:00:30.000]  我們也要專心去敬拜我們的神
[00:00:30.000 --> 00:00:33.000]  主我們是透過祢的話語
[00:00:33.000 --> 00:00:35.000]  我們去讀我們去明白
[00:00:35.000 --> 00:00:37.000]  以致我們去認識神
[00:00:37.000 --> 00:00:39.000]  我們去敬拜神
[00:00:39.000 --> 00:00:41.000]  所以主求祢幫助我們
[00:00:41.000 --> 00:00:44.000]  讓我們在我們講和聽的孩子
[00:00:44.000 --> 00:00:47.000]  去講道聽道的眾人
[00:00:47.000 --> 00:00:49.000]  透過祢的聖言的緣故
[00:00:49.000 --> 00:00:53.000]  使我們專心去敬拜祢
[00:00:53.000 --> 00:00:56.000]  主求祢將祢的話語
[00:00:56.000 --> 00:01:01.000]  透過孩子可能都是很多限制的口
[00:01:01.000 --> 00:01:02.000]  去講出來的時候
[00:01:02.000 --> 00:01:06.000]  願聖靈幫助我們每個人去明白祢的話語
[00:01:06.000 --> 00:01:08.000]  去反映到我們內心的狀況
[00:01:08.000 --> 00:01:12.000]  也都來接合到我們在生活上的應用
[00:01:12.000 --> 00:01:14.000]  我們也都更加的
[00:01:14.000 --> 00:01:16.000]  不單止是頭腦
[00:01:16.000 --> 00:01:18.000]  更加是我們真正去認識
[00:01:18.000 --> 00:01:20.000]  我們的主耶穌基督
[00:01:20.000 --> 00:01:21.000]  我們的神是怎樣
[00:01:21.000 --> 00:01:23.000]  主我們這樣禱告交託
[00:01:23.000 --> 00:01:24.000]  奉耶穌基督明智
[00:01:24.000 --> 00:01:25.000]  阿們
[00:01:51.000 --> 00:01:53.000]  或者你手機的聖經
[00:01:53.000 --> 00:01:54.000]  或者周刊
[00:01:54.000 --> 00:01:55.000]  看一看聖經
[00:01:55.000 --> 00:01:57.000]  其實提一提大家
[00:01:57.000 --> 00:02:00.000]  其實在第八章
[00:02:00.000 --> 00:02:02.000]  二十二節打後
[00:02:02.000 --> 00:02:04.000]  到最後的時間
[00:02:04.000 --> 00:02:07.000]  耶穌選了門徒
[00:02:07.000 --> 00:02:09.000]  然後有四個神蹟
[00:02:09.000 --> 00:02:11.000]  他在四個神蹟裏面
[00:02:11.000 --> 00:02:13.000]  其實是表達到耶穌
[00:02:13.000 --> 00:02:17.000]  四方面的身份
[00:02:17.000 --> 00:02:18.000]  或者能力
[00:02:18.000 --> 00:02:20.000]  或者權柄
[00:02:20.000 --> 00:02:22.000]  很快的說
[00:02:22.000 --> 00:02:24.000]  這次是第三第四個
[00:02:24.000 --> 00:02:26.000]  連在一起
[00:02:26.000 --> 00:02:27.000]  前面有誰呢
[00:02:27.000 --> 00:02:29.000]  就是平靜風浪
[00:02:29.000 --> 00:02:32.000]  來講到耶穌是大自然的主宰
[00:02:32.000 --> 00:02:34.000]  接著就是鬼入豬群
[00:02:34.000 --> 00:02:36.000]  趕了鬼入豬群
[00:02:36.000 --> 00:02:37.000]  那個人痊癒了
[00:02:37.000 --> 00:02:40.000]  這個就是第二個神蹟
[00:02:40.000 --> 00:02:43.000]  耶穌是什麼身份呢
[00:02:43.000 --> 00:02:45.000]  他就是靈界的主宰
[00:02:45.000 --> 00:02:47.000]  真的很厲害
[00:02:47.000 --> 00:02:48.000]  沒有人能夠做這件事
[00:02:48.000 --> 00:02:50.000]  第三和第四
[00:02:50.000 --> 00:02:52.000]  就是醫治血流的婦人
[00:02:52.000 --> 00:02:54.000]  和復活的危老女兒
[00:02:54.000 --> 00:02:56.000]  其實這兩件事
[00:02:56.000 --> 00:02:58.000]  講到耶穌是醫治的主
[00:02:58.000 --> 00:03:00.000]  也是復活的主
[00:03:00.000 --> 00:03:02.000]  當作者
[00:03:02.000 --> 00:03:04.000]  尤其是路加夫的作者
[00:03:04.000 --> 00:03:06.000]  他把耶穌的事蹟
[00:03:06.000 --> 00:03:08.000]  放在一起的時候
[00:03:08.000 --> 00:03:10.000]  他要各方面證明
[00:03:10.000 --> 00:03:12.000]  耶穌的能力和身份
[00:03:12.000 --> 00:03:14.000]  真是一位
[00:03:14.000 --> 00:03:16.000]  他的神蹟背後
[00:03:16.000 --> 00:03:19.000]  耶穌是那位大能的主
