
[00:00:00.000 --> 00:00:02.260]  星期日早上你們有沒有地方去呢?
[00:00:02.260 --> 00:00:05.680]  對呀,沒有地方去,就是來這裡
[00:00:05.680 --> 00:00:10.280]  因為神保守了我們整整一個星期的生活
[00:00:10.280 --> 00:00:14.360]  我們只不過在星期日抽出一個多小時的時間去敬拜祂
[00:00:14.360 --> 00:00:15.560]  是理所當然的
[00:00:15.560 --> 00:00:17.880]  在這裏感謝讚美我們的上帝,感謝
[00:00:17.880 --> 00:00:23.320]  今天都很多人
[00:00:23.320 --> 00:00:27.560]  好,早上,我做很多次的分享見證
[00:00:27.560 --> 00:00:31.040]  我印象記得,我從來沒有試過這麼早的
[00:00:31.040 --> 00:00:35.040]  不是說我懶,而是說我每次去教會
[00:00:35.040 --> 00:00:37.120]  通常他們早課都可能是十一點多
[00:00:37.120 --> 00:00:40.480]  有些甚至乎是過了午飯時間點幾鐘開始的
[00:00:40.480 --> 00:00:42.640]  今天我不怕和你們鬥早
[00:00:42.640 --> 00:00:44.760]  我們做這一行半夜起床都可以的
[00:00:44.760 --> 00:00:47.800]  你們很多人平時回教會這個時候
[00:00:47.800 --> 00:00:49.960]  都是會起床回來敬拜的
[00:00:49.960 --> 00:00:52.240]  很多新朋友未必這麼習慣
[00:00:52.240 --> 00:00:55.040]  但都特別感謝你們的到來
[00:00:55.040 --> 00:00:56.640]  多謝,多謝,多謝
[00:00:56.640 --> 00:01:00.560]  好,剛才牧師說牧師是很記性的
[00:01:00.560 --> 00:01:02.160]  又很有眼力的
[00:01:02.160 --> 00:01:05.760]  見到誰都會說「誰啊,你很久沒回來了」
[00:01:05.760 --> 00:01:08.480]  「這個就是Ada,旁邊那個是誰啊」
[00:01:08.480 --> 00:01:10.400]  他記得所有人,我就很差
[00:01:10.400 --> 00:01:11.840]  大家不要見怪
[00:01:11.840 --> 00:01:14.720]  就算今天見過你和我打個招呼,聊個天也好
[00:01:14.720 --> 00:01:17.920]  不用一年後,一個月後我都不知道你是誰了
[00:01:17.920 --> 00:01:20.000]  我是過目即忘的人
[00:01:20.000 --> 00:01:22.640]  除了一件事不會忘記的就是我看劇本
[00:01:22.640 --> 00:01:24.200]  看完我就一直記的
[00:01:24.200 --> 00:01:26.360]  其他的事情我是什麼都沒有記性的
[00:01:26.360 --> 00:01:27.640]  所以大家不要見怪
[00:01:27.640 --> 00:01:29.240]  這次回到洛杉磯
[00:01:29.240 --> 00:01:32.320]  我上一次來洛杉磯已經是2017年的事了
[00:01:32.320 --> 00:01:35.640]  「嘩,很久了,時光飛逝」
[00:01:35.640 --> 00:01:38.560]  沒變過,樣子都是這樣而已
[00:01:38.560 --> 00:01:41.840]  所以很多朋友說「你記不記得我上一次」
[00:01:41.840 --> 00:01:43.960]  我心想「誰記得你這麼多名」
[00:01:43.960 --> 00:01:45.800]  「我一天見這麼多人」
[00:01:45.800 --> 00:01:47.960]  其實說笑的,大家很有心
[00:01:47.960 --> 00:01:49.680]  好,在座見到這麼多位
[00:01:49.680 --> 00:01:55.720]  尤其是給個Greeting to our former mayor Yvonne
[00:01:55.720 --> 00:01:57.280]  今天我剛才很開心
[00:01:57.280 --> 00:02:01.800]  為什麼有美美小姐特地說今天來看我
[00:02:01.800 --> 00:02:03.960]  真的很開心
[00:02:03.960 --> 00:02:05.640]  不單止是她
[00:02:05.640 --> 00:02:07.280]  我相信在座見到你們的樣子
[00:02:07.280 --> 00:02:10.160]  尤其是第一位這位女士
[00:02:10.160 --> 00:02:12.960]  你一定是從小看到我長大的,是不是
[00:02:12.960 --> 00:02:13.760]  看我不少
[00:02:13.760 --> 00:02:16.640]  好,我們先做一些甩手操
[00:02:16.640 --> 00:02:19.440]  有誰從小看到我長大的,舉手
[00:02:19.440 --> 00:02:21.240]  沒有,只有1個,2個,3個
[00:02:21.240 --> 00:02:25.360]  這麼少,行了,我可以走了,拜拜
[00:02:25.360 --> 00:02:28.120]  不要緊,不認識更好
[00:02:28.120 --> 00:02:31.120]  今天只是第一次聽我說話
[00:02:31.120 --> 00:02:33.280]  也好,先認識一下
[00:02:33.280 --> 00:02:37.880]  今天我借助福音主日
[00:02:37.880 --> 00:02:40.320]  浪費了你們貴教會的時間
[00:02:40.320 --> 00:02:41.480]  也感謝你們牧師
[00:02:41.480 --> 00:02:43.920]  犧牲了去講道
[00:02:43.920 --> 00:02:46.600]  每個星期回來聽牧師講道是非常重要的
[00:02:46.600 --> 00:02:48.240]  一會兒我就會告訴你
[00:02:48.240 --> 00:02:50.640]  牧師的講道對我來說
[00:02:50.640 --> 00:02:53.440]  是足以改變我一生命運的一件事
[00:02:53.440 --> 00:02:55.000]  一會兒我會講的
[00:02:55.000 --> 00:02:57.000]  所以今天就用了福音主日
[00:02:57.000 --> 00:02:59.800]  很感謝牧師,很感謝你們教會
[00:02:59.800 --> 00:03:01.200]  給了我這麼好的機會
[00:03:01.200 --> 00:03:03.080]  去分享我一些個人的見證
[00:03:03.080 --> 00:03:05.600]  今天我的見證跟普通的見證有少許不同
[00:03:05.600 --> 00:03:07.280]  不只是純粹講我自己的
[00:03:07.280 --> 00:03:09.280]  當然一會兒我會有很多東西分享
[00:03:09.280 --> 00:03:10.960]  就是我們今天的題目
[00:03:10.960 --> 00:03:12.560]  「這樣才是破地獄」
[00:03:12.560 --> 00:03:14.360]  好,這個就是一個破地獄
[00:03:14.360 --> 00:03:17.520]  近這一年來在華人社區
[00:03:17.520 --> 00:03:18.760]  非常出名的一件事
[00:03:18.760 --> 00:03:19.760]  為什麼會這麼出名
[00:03:19.760 --> 00:03:21.440]  因為香港有一套電影
[00:03:21.440 --> 00:03:23.640]  過億的票房,很難得的
[00:03:23.640 --> 00:03:26.000]  而且這套不是什麼特別的商業片
[00:03:26.000 --> 00:03:27.160]  沒有爆破
[00:03:27.160 --> 00:03:28.600]  沒有打鬥的場面
[00:03:28.600 --> 00:03:30.160]  沒有污言穢語
[00:03:30.160 --> 00:03:31.520]  但是一套劇情片
[00:03:31.520 --> 00:03:32.720]  都這麼受歡迎
[00:03:32.720 --> 00:03:34.360]  引起很多人的共鳴
[00:03:34.360 --> 00:03:35.480]  我相信在北美社區
[00:03:35.480 --> 00:03:37.040]  尤其是我在溫哥華的時候
[00:03:37.040 --> 00:03:40.080]  我都竟然是輪了幾天都無法派票
[00:03:40.080 --> 00:03:42.000]  我是沒見過這個景象的
[00:03:42.000 --> 00:03:45.040]  在座有哪一位在南加州
[00:03:45.040 --> 00:03:46.360]  有看過破地獄這套電影
[00:03:46.360 --> 00:03:47.560]  舉手給我看看
[00:03:47.560 --> 00:03:49.160]  我不怪得這麼受歡迎
[00:03:49.160 --> 00:03:50.280]  這麼多人看過
[00:03:50.280 --> 00:03:51.120]  還沒看過的
[00:03:51.120 --> 00:03:52.440]  今天是不是不適合在這裡聽
[00:03:52.440 --> 00:03:53.320]  是不是可以離開
[00:03:53.320 --> 00:03:54.920]  千萬不要離開
[00:03:54.920 --> 00:03:57.040]  沒看過不是問題的
[00:03:57.040 --> 00:03:58.280]  分為兩件事
[00:03:58.280 --> 00:04:00.200]  破地獄第一,我講到電影
[00:04:00.200 --> 00:04:02.400]  第二,破地獄是一個儀式
[00:04:02.400 --> 00:04:05.520]  當然不是我們基督教的儀式
[00:04:05.520 --> 00:04:06.520]  但是不要緊
[00:04:06.520 --> 00:04:10.600]  我們今天的信仰很包容
[00:04:10.600 --> 00:04:12.200]  我們可以接納很多東西
[00:04:12.200 --> 00:04:14.360]  因為我們知道神是一種大愛
[00:04:14.360 --> 00:04:17.320]  我們可以打破很多封建的迷信
[00:04:17.320 --> 00:04:19.720]  我們真的講真實的信仰
[00:04:19.720 --> 00:04:21.000]  所以我們也可以講一下
[00:04:21.000 --> 00:04:23.440]  涉及到其他宗教的信仰
[00:04:23.440 --> 00:04:24.560]  都還可以
[00:04:24.560 --> 00:04:25.480]  這個破地獄
[00:04:25.480 --> 00:04:30.640]  眾所周知是一個中國道教裡面的儀式
[00:04:30.640 --> 00:04:32.280]  你沒看過也不要緊
[00:04:32.280 --> 00:04:33.840]  有聽過破地獄
[00:04:33.840 --> 00:04:36.440]  或者見過破地獄這個儀式的
[00:04:36.440 --> 00:04:37.840]  又舉手給我看看
[00:04:37.840 --> 00:04:39.160]  又多些人了
[00:04:39.160 --> 00:04:41.680]  所以我都說今天這個話題真的可以講
[00:04:41.680 --> 00:04:44.520]  知不知道破地獄是用來做什麼的
[00:04:44.520 --> 00:04:45.600]  (破地獄是用來做喪禮)
[00:04:45.600 --> 00:04:48.120]  啊!厲害
[00:04:48.120 --> 00:04:51.640]  一大早說不說你就跟我說喪禮
[00:04:51.640 --> 00:04:52.880]  沒錯
[00:04:52.880 --> 00:04:56.040]  破地獄是真的在喪禮裡面出現的
[00:04:56.040 --> 00:04:58.120]  就是說我們白無禁忌
[00:04:58.120 --> 00:04:59.080]  我們基督徒真的
[00:04:59.080 --> 00:05:00.880]  做基督徒有一樣東西很好
[00:05:00.880 --> 00:05:01.880]  我做了基督徒之後
[00:05:01.880 --> 00:05:03.880]  我真的白無禁忌
[00:05:03.880 --> 00:05:07.320]  我從小到大在我的家族裡面就很迷信
[00:05:07.320 --> 00:05:09.200]  我入行之後
[00:05:09.200 --> 00:05:12.880]  在我們影視圈裡面更加迷信
[00:05:12.880 --> 00:05:14.200]  但是我做了基督徒之後
[00:05:14.200 --> 00:05:15.080]  我真的發覺
[00:05:15.080 --> 00:05:19.920]  一得到真正的自由就是白無禁忌
[00:05:19.920 --> 00:05:21.680]  最大的那個在後面支持著我們
[00:05:21.680 --> 00:05:23.440]  我們有什麼要顧忌的
[00:05:23.440 --> 00:05:24.120]  是不是
[00:05:24.120 --> 00:05:25.240]  好了
[00:05:25.240 --> 00:05:27.000]  大家聽到了
[00:05:27.000 --> 00:05:30.320]  破地獄是在喪禮裡面的一個儀式
[00:05:30.320 --> 00:05:31.760]  用意是什麼呢
[00:05:31.760 --> 00:05:33.400]  當然是道教的儀式
[00:05:33.400 --> 00:05:36.440]  就是扶著先人的靈位
[00:05:36.440 --> 00:05:38.120]  然後做了一些儀式
[00:05:38.120 --> 00:05:39.280]  跨越地獄
[00:05:39.280 --> 00:05:40.160]  讓先人
[00:05:40.160 --> 00:05:41.360]  也就是逝者
[00:05:41.360 --> 00:05:42.800]  就不需要受苦了
[00:05:42.800 --> 00:05:45.400]  簡單來說就是這樣說完了
[00:05:45.400 --> 00:05:49.600]  但是這個儀式裡面很複雜
[00:05:49.600 --> 00:05:52.240]  也都說真的
[00:05:52.240 --> 00:05:53.240]  蠻好看的
[00:05:53.240 --> 00:05:54.360]  是啊
[00:05:54.360 --> 00:05:55.080]  蠻好看的
[00:05:55.080 --> 00:05:55.640]  我小時候
[00:05:55.640 --> 00:05:56.320]  我說真的
[00:05:56.320 --> 00:05:57.200]  我小時候
[00:05:57.200 --> 00:05:58.480]  因為我家族很多人
[00:05:58.480 --> 00:05:59.320]  很多親戚
[00:05:59.320 --> 00:06:00.480]  你知道很多親戚
[00:06:00.480 --> 00:06:03.000]  少不免都會遇到這些儀式
[00:06:03.000 --> 00:06:03.520]  是不是
[00:06:03.520 --> 00:06:05.720]  我就經常都會跟家人說
[00:06:05.720 --> 00:06:08.040]  有沒有破地獄體的
[00:06:08.040 --> 00:06:09.360]  甚至乎他們說
[00:06:09.360 --> 00:06:10.160]  去啊
[00:06:10.160 --> 00:06:10.920]  去啊
[00:06:10.920 --> 00:06:13.520]  今天去一去那個地方
[00:06:13.520 --> 00:06:15.360]  為什麼今天有破地獄體
[00:06:15.360 --> 00:06:16.680]  我就很開心了
[00:06:16.680 --> 00:06:18.880]  破地獄怎麼好看呢
[00:06:18.880 --> 00:06:20.080]  首先什麼叫做破地獄呢
[00:06:20.080 --> 00:06:21.840]  有一些東西是必須要的
[00:06:21.840 --> 00:06:22.840]  首先就是人
[00:06:22.840 --> 00:06:24.680]  人就是有道士
[00:06:24.680 --> 00:06:27.320]  就是執行那個儀式的道士
[00:06:27.320 --> 00:06:28.640]  看你有多少錢
[00:06:28.640 --> 00:06:31.360]  以及看你需要的規模有多大
[00:06:31.360 --> 00:06:33.880]  大的可以有十幾個道士
[00:06:33.880 --> 00:06:35.400]  現在一般來說
[00:06:35.400 --> 00:06:37.400]  經濟環境許可底下
[00:06:37.400 --> 00:06:39.240]  以及地方的許可底下
[00:06:39.240 --> 00:06:41.200]  通常現在只有一個道士
[00:06:41.200 --> 00:06:43.520]  現在香港減少了很多
[00:06:43.520 --> 00:06:45.440]  如果我們說成大一點的
[00:06:45.440 --> 00:06:46.320]  那要做什麼呢
[00:06:46.320 --> 00:06:47.320]  什麼叫做地獄呢
[00:06:47.320 --> 00:06:49.960]  都要有一個意象式的地獄在這裡
[00:06:49.960 --> 00:06:51.000]  地獄就是說
[00:06:51.000 --> 00:06:51.720]  用瓦片
[00:06:51.720 --> 00:06:53.000]  大家知道瓦片是什麼了
[00:06:53.000 --> 00:06:53.400]  是不是
[00:06:53.400 --> 00:06:54.080]  知道了
[00:06:54.080 --> 00:06:55.640]  用瓦片搭了一條橋
