
[00:00:00.000 --> 00:00:02.000]  各位頂層媒體平安
[00:00:02.000 --> 00:00:05.000]  大家知道今天是甚麼主日?
[00:00:05.000 --> 00:00:07.000]  是家庭主日
[00:00:07.000 --> 00:00:10.000]  我們一年可能只是一次的機會
[00:00:10.000 --> 00:00:12.000]  大家可以跟家人一起
[00:00:12.000 --> 00:00:15.000]  大大小小一起來教會裡一起崇拜
[00:00:15.000 --> 00:00:19.000]  今天在禮堂裡有很多歡樂的聲音
[00:00:19.000 --> 00:00:22.000]  很多小朋友一起可以參與崇拜
[00:00:22.000 --> 00:00:26.000]  我知道很多家庭可以坐在一起來崇拜神
[00:00:27.000 --> 00:00:31.000]  或者你也讓我知道有哪些是和你的家人一起坐在一起
[00:00:31.000 --> 00:00:33.000]  你舉手讓我知道
[00:00:33.000 --> 00:00:39.000]  感謝神讓我們家庭一起敬拜上帝
[00:00:39.000 --> 00:00:41.000]  在今天第二堂詩班
[00:00:41.000 --> 00:00:44.000]  有媽媽加上一個兒子一個女兒
[00:00:44.000 --> 00:00:46.000]  坐在一起獻詩
[00:00:46.000 --> 00:00:48.000]  也一起來去敬拜上帝
[00:00:48.000 --> 00:00:51.000]  大家知道在我們的傳統
[00:00:51.000 --> 00:00:54.000]  家庭主日會先講一個故事
[00:00:56.000 --> 00:00:59.000]  當中有很多小朋友和大朋友
[00:00:59.000 --> 00:01:01.000]  我講故事是講給你們聽的
[00:01:01.000 --> 00:01:03.000]  小朋友你在哪裡告訴我?
[00:01:03.000 --> 00:01:05.000]  先看看
[00:01:05.000 --> 00:01:08.000]  很多很多小朋友
[00:01:08.000 --> 00:01:12.000]  我講故事你們就留心聽
[00:01:12.000 --> 00:01:15.000]  講故事先有個平台
[00:01:15.000 --> 00:01:24.000]  這個故事是講到一個家庭
[00:01:25.000 --> 00:01:27.000]  有兔子爸爸和兔子媽媽
[00:01:27.000 --> 00:01:29.000]  他們在聊天
[00:01:29.000 --> 00:01:31.000]  你想不想見一下他們?
[00:01:31.000 --> 00:01:34.000]  好呀!見一下兔子爸爸和媽媽好不好?
[00:01:34.000 --> 00:01:47.000]  兔子爸爸和媽媽出來了
[00:01:47.000 --> 00:01:49.000]  原來他們在聊天
[00:01:49.000 --> 00:01:53.000]  在聊什麼呢?原來在聊他們的兒子小白
[00:01:54.000 --> 00:01:55.000]  兔子媽媽就說
[00:01:55.000 --> 00:01:58.000]  小白爸爸你有沒有見過小白?
[00:01:58.000 --> 00:02:00.000]  不見了
[00:02:00.000 --> 00:02:02.000]  整個早上都不見他
[00:02:02.000 --> 00:02:04.000]  不知道去了哪裡
[00:02:04.000 --> 00:02:06.000]  奇怪了快點找找他
[00:02:06.000 --> 00:02:08.000]  整個早上都見不到他
[00:02:08.000 --> 00:02:10.000]  爸爸就說讓我找找他
[00:02:10.000 --> 00:02:12.000]  媽媽你先坐下
[00:02:12.000 --> 00:02:21.000]  找到了找到了
[00:02:21.000 --> 00:02:23.000]  找到了?
[00:02:24.000 --> 00:02:28.000]  原來小白躲在大黑色帽子裡
[00:02:28.000 --> 00:02:30.000]  他不肯出來
[00:02:30.000 --> 00:02:32.000]  快點出來吧
[00:02:32.000 --> 00:02:34.000]  爸爸媽媽就走過來跟他說
[00:02:34.000 --> 00:02:37.000]  你為什麼躲在帽子裡?
[00:02:37.000 --> 00:02:39.000]  小白就說
[00:02:39.000 --> 00:02:41.000]  我很不開心
[00:02:41.000 --> 00:02:44.000]  爸爸就問他為什麼這麼不開心?
[00:02:44.000 --> 00:02:46.000]  小白就說
[00:02:46.000 --> 00:02:49.000]  Miss Chan都不喜歡我
[00:02:49.000 --> 00:02:52.000]  她說我唱歌不好聽
[00:02:53.000 --> 00:02:55.000]  不讓我進去合唱團
[00:02:55.000 --> 00:02:58.000]  我很想去合唱團唱歌
[00:02:58.000 --> 00:03:00.000]  媽媽就說
[00:03:00.000 --> 00:03:02.000]  不用不開心
[00:03:02.000 --> 00:03:05.000]  小小事情快點出來吧
[00:03:05.000 --> 00:03:07.000]  小白還是不肯出來
[00:03:07.000 --> 00:03:09.000]  媽媽就說
[00:03:09.000 --> 00:03:11.000]  我拿些好東西給你吃
[00:03:11.000 --> 00:03:13.000]  你一定開心出來
[00:03:13.000 --> 00:03:15.000]  今天爸爸先坐下
[00:03:15.000 --> 00:03:19.000]  要躺下
[00:03:24.000 --> 00:03:25.000]  看到嗎?
[00:03:25.000 --> 00:03:28.000]  你最喜歡吃的紅蘿蔔
[00:03:28.000 --> 00:03:30.000]  快點出來吃吧
[00:03:30.000 --> 00:03:32.000]  我給你吃很開心
[00:03:32.000 --> 00:03:35.000]  吃完之後保證你不會這麼不開心
[00:03:35.000 --> 00:03:39.000]  但小白還是不肯出來
[00:03:39.000 --> 00:03:41.000]  媽媽就想了一想
[00:03:41.000 --> 00:03:43.000]  好了
[00:03:43.000 --> 00:03:45.000]  好,拿些好東西給你吧
[00:03:45.000 --> 00:03:52.000]  有個火車頭玩具
[00:03:53.000 --> 00:03:54.000]  你最喜歡玩的
[00:03:54.000 --> 00:03:56.000]  出來和你一起玩火車頭吧
[00:03:56.000 --> 00:04:01.000]  小白還是不肯出來
[00:04:01.000 --> 00:04:04.000]  還是很不開心地躲在帽子裡
[00:04:04.000 --> 00:04:06.000]  媽媽也沒辦法
[00:04:06.000 --> 00:04:08.000]  她就回答
[00:04:08.000 --> 00:04:12.000]  我想起來了
[00:04:12.000 --> 00:04:16.000]  這個時候媽媽就想起一件事
[00:04:16.000 --> 00:04:19.000]  小白小白你記不記得
[00:04:20.000 --> 00:04:23.000]  你以前想讀小學
[00:04:23.000 --> 00:04:25.000]  有幾間學校你想進去讀書
[00:04:25.000 --> 00:04:28.000]  但每次都不接受
[00:04:28.000 --> 00:04:30.000]  你記不記得
[00:04:30.000 --> 00:04:32.000]  小白就不停地動
[00:04:32.000 --> 00:04:34.000]  我記得
[00:04:34.000 --> 00:04:36.000]  媽媽就問你記不記得
[00:04:36.000 --> 00:04:39.000]  那時候我們爸爸媽媽和你
[00:04:39.000 --> 00:04:42.000]  圍在床邊一起祈禱
[00:04:42.000 --> 00:04:45.000]  求天父為你預備一間好學校
[00:04:45.000 --> 00:04:47.000]  你記不記得
[00:04:47.000 --> 00:04:49.000]  她說我記得
[00:04:50.000 --> 00:04:51.000]  隔了兩天之後
[00:04:51.000 --> 00:04:53.000]  學校校長打電話來
[00:04:53.000 --> 00:04:55.000]  那間我們很想進去的學校
[00:04:55.000 --> 00:04:57.000]  告訴我們
[00:04:57.000 --> 00:04:59.000]  有個同學退學了
[00:04:59.000 --> 00:05:02.000]  問我們去不去他們學校讀書
[00:05:02.000 --> 00:05:04.000]  我們多開心
[00:05:04.000 --> 00:05:07.000]  我們就知道天父愛惜你
[00:05:07.000 --> 00:05:10.000]  為你預備一間好的學校
[00:05:10.000 --> 00:05:12.000]  你記得嗎
[00:05:12.000 --> 00:05:16.000]  小白就說我也記得
[00:05:16.000 --> 00:05:18.000]  我也記得
[00:05:19.000 --> 00:05:20.000]  不過也不太開心
[00:05:20.000 --> 00:05:24.000]  不開心就躲在地上
[00:05:24.000 --> 00:05:26.000]  媽媽也沒辦法
[00:05:26.000 --> 00:05:28.000]  這時候爸爸就走過來
[00:05:28.000 --> 00:05:30.000]  他說媽媽你先坐下
[00:05:30.000 --> 00:05:35.000]  爸爸就說
[00:05:35.000 --> 00:05:37.000]  小白還有你記不記得
[00:05:37.000 --> 00:05:40.000]  天父給我們很多恩惠
[00:05:40.000 --> 00:05:42.000]  你記得以前爸爸有一段時間
[00:05:42.000 --> 00:05:44.000]  沒有工作我們失業
[00:05:44.000 --> 00:05:46.000]  沒有錢交租
[00:05:46.000 --> 00:05:48.000]  要租一個小地方住
[00:05:49.000 --> 00:05:50.000]  你記不記得
[00:05:50.000 --> 00:05:52.000]  以前你很喜歡打乒乓球
[00:05:52.000 --> 00:05:54.000]  打乒乓球的時候
[00:05:54.000 --> 00:05:56.000]  你很想學乒乓球
[00:05:56.000 --> 00:05:58.000]  我就讓你跟著老師學
[00:05:58.000 --> 00:06:00.000]  不過後來都沒錢了
[00:06:00.000 --> 00:06:02.000]  就要停了
[00:06:02.000 --> 00:06:04.000]  後來我們記得
[00:06:04.000 --> 00:06:06.000]  很不開心的時候
[00:06:06.000 --> 00:06:08.000]  一起家庭崇拜
[00:06:08.000 --> 00:06:10.000]  家庭崇拜的時候我們讀聖經
[00:06:10.000 --> 00:06:12.000]  就讀到詩篇23篇
[00:06:12.000 --> 00:06:14.000]  耶和華是我的目者
[00:06:14.000 --> 00:06:16.000]  我必不自缺乏
[00:06:16.000 --> 00:06:18.000]  你記不記得
[00:06:19.000 --> 00:06:21.000]  我們知道上帝會祝福我們
[00:06:21.000 --> 00:06:23.000]  我們沒有缺乏
[00:06:23.000 --> 00:06:25.000]  所以我們一起祈禱
[00:06:25.000 --> 00:06:27.000]  你記不記得
[00:06:27.000 --> 00:06:29.000]  後來有個同學告訴我們
[00:06:29.000 --> 00:06:31.000]  他高年級的
[00:06:31.000 --> 00:06:33.000]  他又會打乒乓球
[00:06:33.000 --> 00:06:35.000]  看見你那麼喜歡打乒乓球
[00:06:35.000 --> 00:06:37.000]  他說我免費教你打乒乓球
[00:06:37.000 --> 00:06:40.000]  你記得那時候你很開心嗎
[00:06:40.000 --> 00:06:42.000]  小白說是呀
[00:06:42.000 --> 00:06:44.000]  我也很開心
[00:06:44.000 --> 00:06:46.000]  還有天父很恩待你
[00:06:47.000 --> 00:06:49.000]  後來學校有個班制的比賽
[00:06:49.000 --> 00:06:52.000]  你拿了乒乓球第一名
[00:06:52.000 --> 00:06:54.000]  你記不記得
[00:06:54.000 --> 00:06:56.000]  神很恩待你
[00:06:56.000 --> 00:06:58.000]  小白想著想著
[00:06:58.000 --> 00:07:00.000]  想著想著
[00:07:00.000 --> 00:07:02.000]  是呀
[00:07:02.000 --> 00:07:04.000]  天父那麼疼我
[00:07:04.000 --> 00:07:06.000]  他又那麼恩待我
[00:07:06.000 --> 00:07:08.000]  我不用躲起來了
[00:07:08.000 --> 00:07:10.000]  我不用躲起來
