
[00:00:00.000 --> 00:00:04.000]  今日是父親節主日
[00:00:04.000 --> 00:00:07.000]  我們的題目就是
[00:00:07.000 --> 00:00:10.000]  慈父憑信見神蹟
[00:00:10.000 --> 00:00:13.000]  得人間三寶
[00:00:13.000 --> 00:00:16.000]  這個題目我會說什麼呢?
[00:00:16.000 --> 00:00:18.000]  第一個重點我會說
[00:00:18.000 --> 00:00:21.000]  憑信會見到神蹟
[00:00:21.000 --> 00:00:24.000]  接著會說人間有三個寶
[00:00:24.000 --> 00:00:27.000]  這三個寶是什麼呢?
[00:00:27.000 --> 00:00:30.000]  現在先不說,一說就很長了
[00:00:30.000 --> 00:00:35.000]  這一篇道是很適合今天洗禮的
[00:00:35.000 --> 00:00:40.000]  幫你去知道你到底信耶穌是信什麼
[00:00:40.000 --> 00:00:43.000]  或者你說我知道許牧師
[00:00:43.000 --> 00:00:45.000]  你知道的幫你重溫
[00:00:45.000 --> 00:00:49.000]  福音主日也不單止是對未信
[00:00:49.000 --> 00:00:52.000]  或者是已經信、初信的
[00:00:52.000 --> 00:00:55.000]  對每一個信徒都會有提醒
[00:00:55.000 --> 00:00:58.000]  到底我們是不是有憑信見神蹟
[00:00:58.000 --> 00:01:00.000]  得人間的三寶
[00:01:00.000 --> 00:01:03.000]  我們講道之前一起禱告
[00:01:03.000 --> 00:01:07.000]  主耶穌我們來到要敬拜祢、讚美祢
[00:01:07.000 --> 00:01:11.000]  之後我們要來聆聽主祢的話語
[00:01:11.000 --> 00:01:15.000]  願祢幫助我們能夠聽到祢的道
[00:01:15.000 --> 00:01:17.000]  明白祢的道
[00:01:17.000 --> 00:01:19.000]  也都跟到祢的道
[00:01:19.000 --> 00:01:22.000]  以致我們的生命得到成長
[00:01:22.000 --> 00:01:24.000]  奉主名求,阿們
[00:01:24.000 --> 00:01:29.000]  今天的經文
[00:01:29.000 --> 00:01:40.000]  就是在約翰福音四章四十三到五十四節
[00:01:40.000 --> 00:01:43.000]  經文我不讀了
[00:01:43.000 --> 00:01:46.000]  因為四章四十三到五十四節
[00:01:46.000 --> 00:01:50.000]  Benny牧師好像跟我同感一靈
[00:01:50.000 --> 00:01:55.000]  他五月講了,叫做信心的建立
[00:01:55.000 --> 00:01:56.000]  如果我沒有記錯
[00:01:56.000 --> 00:01:59.000]  所以這段經文大部份人看了
[00:01:59.000 --> 00:02:02.000]  我只是想大家讀跟著那裡
[00:02:02.000 --> 00:02:07.000]  請退一章,第五章
[00:02:07.000 --> 00:02:09.000]  第五章
[00:02:09.000 --> 00:02:21.000]  第四章十四到六至七節
[00:02:21.000 --> 00:02:22.000]  我們一起讀
[00:02:22.000 --> 00:02:29.000]  耶穌對他說,我就是道路,真理生命
[00:02:29.000 --> 00:02:34.000]  若不直著我,沒有人能道負那兩句
[00:02:34.000 --> 00:02:37.000]  今天我們比較重點是這一句
[00:02:37.000 --> 00:02:40.000]  好,我們跟著
[00:02:40.000 --> 00:02:43.000]  憑信見神跡
[00:02:43.000 --> 00:02:47.000]  意思是從神跡認識主耶穌
[00:02:47.000 --> 00:02:49.000]  自古到今
[00:02:49.000 --> 00:02:53.000]  都是有很多人認為
[00:02:53.000 --> 00:02:55.000]  要看到神跡才信
[00:02:55.000 --> 00:02:59.000]  證明神的存在才接受
[00:02:59.000 --> 00:03:02.000]  但是聖經的回應是什麼呢
[00:03:02.000 --> 00:03:04.000]  我們信了神
[00:03:04.000 --> 00:03:08.000]  就先看到,見到神跡
[00:03:08.000 --> 00:03:10.000]  如果你未信神
[00:03:10.000 --> 00:03:12.000]  你是見不到神跡的
[00:03:12.000 --> 00:03:15.000]  你需要先信了神
[00:03:15.000 --> 00:03:18.000]  所以不信神的人
[00:03:18.000 --> 00:03:20.000]  你是看不到神跡的
[00:03:20.000 --> 00:03:23.000]  這句說話背後
[00:03:23.000 --> 00:03:25.000]  可能大家都有點懷疑
[00:03:25.000 --> 00:03:28.000]  到底耶穌想說什麼呢
[00:03:28.000 --> 00:03:29.000]  你聽不明白
[00:03:29.000 --> 00:03:32.000]  一會兒希望你明白
[00:03:32.000 --> 00:03:34.000]  這一段經文的背景
[00:03:34.000 --> 00:03:38.000]  就是大臣的人生困境
[00:03:38.000 --> 00:03:41.000]  這位大臣,聖經告訴我們
[00:03:41.000 --> 00:03:45.000]  這個大臣的兒子在加伯隆患了病
[00:03:45.000 --> 00:03:48.000]  這個大臣不是普通人
[00:03:48.000 --> 00:03:53.000]  他可能是希律王下面的官員
[00:03:53.000 --> 00:03:56.000]  甚至可能是分封的王
[00:03:56.000 --> 00:03:59.000]  他掌握有軍權和政權
[00:03:59.000 --> 00:04:01.000]  所以他是一品大官
[00:04:01.000 --> 00:04:04.000]  他有地位、有權力、有財富
[00:04:04.000 --> 00:04:07.000]  但是當他的兒子有病的時候
[00:04:07.000 --> 00:04:09.000]  病得快要死了
[00:04:09.000 --> 00:04:12.000]  他的權力沒辦法救到兒子
[00:04:12.000 --> 00:04:17.000]  他的財富也不能買到兒子的生命
[00:04:17.000 --> 00:04:21.000]  他在束手無策的時候
[00:04:21.000 --> 00:04:24.000]  找耶穌
[00:04:24.000 --> 00:04:27.000]  人生最大的問題
[00:04:27.000 --> 00:04:29.000]  往往不是因為你沒有資源
[00:04:29.000 --> 00:04:32.000]  或者沒有地位、沒有身份
[00:04:32.000 --> 00:04:34.000]  人的生命的問題
[00:04:34.000 --> 00:04:36.000]  是你生命有限
[00:04:36.000 --> 00:04:40.000]  你的生命會面對很多很多的限制
[00:04:40.000 --> 00:04:41.000]  今天英國社會
[00:04:41.000 --> 00:04:44.000]  你看它好像科技都進步
[00:04:44.000 --> 00:04:46.000]  醫療發達
[00:04:46.000 --> 00:04:48.000]  但是英國
[00:04:48.000 --> 00:04:51.000]  我們又發現它經濟衰退
[00:04:51.000 --> 00:04:52.000]  失業率偏高
[00:04:52.000 --> 00:04:55.000]  政府管治能力越來越薄弱
[00:04:55.000 --> 00:04:58.000]  種族主義興起
[00:04:58.000 --> 00:05:00.000]  在英國焦慮增加
[00:05:00.000 --> 00:05:01.000]  抑鬱增加
[00:05:01.000 --> 00:05:03.000]  孤獨增加
[00:05:03.000 --> 00:05:05.000]  家庭破碎又增加
[00:05:05.000 --> 00:05:07.000]  人生終極的問題
[00:05:07.000 --> 00:05:11.000]  是有關個人生命的問題
[00:05:11.000 --> 00:05:14.000]  「憑信見神蹟」
[00:05:14.000 --> 00:05:16.000]  這句說話是誰說的呢?
[00:05:16.000 --> 00:05:18.000]  是耶穌說的
[00:05:18.000 --> 00:05:20.000]  在這段經文裡面
[00:05:20.000 --> 00:05:21.000]  四十八節
[00:05:21.000 --> 00:05:23.000]  耶穌對他們說
[00:05:23.000 --> 00:05:25.000]  「若不看見其事
[00:05:25.000 --> 00:05:28.000]  你們總是不信」
[00:05:28.000 --> 00:05:32.000]  這句說話是當大神要求耶穌
[00:05:32.000 --> 00:05:35.000]  你快點下去救我的兒子
[00:05:35.000 --> 00:05:37.000]  耶穌就對他說
[00:05:37.000 --> 00:05:39.000]  其實不只是對他
[00:05:39.000 --> 00:05:42.000]  因為耶穌是用你們的
[00:05:42.000 --> 00:05:43.000]  若不看見神蹟
[00:05:43.000 --> 00:05:46.000]  你們那裡那麼多位
[00:05:46.000 --> 00:05:49.000]  總是不信
[00:05:49.000 --> 00:05:52.000]  神蹟其事到底是什麼呢?
[00:05:52.000 --> 00:05:55.000]  神蹟在《約翰福音》的了解
[00:05:55.000 --> 00:05:57.000]  是一個「Sign」
[00:05:57.000 --> 00:05:59.000]  「Sign」的意思是什麼呢?
[00:05:59.000 --> 00:06:02.000]  就是神的蹤跡
[00:06:02.000 --> 00:06:06.000]  就是說透過一些神蹟
[00:06:06.000 --> 00:06:08.000]  神蹟一般人理解
[00:06:08.000 --> 00:06:10.000]  就是「奇事」
[00:06:10.000 --> 00:06:11.000]  「Miracle」
[00:06:11.000 --> 00:06:13.000]  令人驚訝的
[00:06:13.000 --> 00:06:15.000]  但是《約翰福音》的重點是
[00:06:15.000 --> 00:06:18.000]  神蹟是要顯示有神
[00:06:18.000 --> 00:06:21.000]  和神的大能作為
[00:06:21.000 --> 00:06:24.000]  這樣去理解神蹟才是對的
[00:06:24.000 --> 00:06:25.000]  因為「奇事」、「大能」
[00:06:25.000 --> 00:06:27.000]  有些術士都做到的
[00:06:27.000 --> 00:06:30.000]  先知也可以做到的
[00:06:30.000 --> 00:06:34.000]  但是神蹟就不是他們可以做到的
[00:06:34.000 --> 00:06:36.000]  因為這個大神能夠
[00:06:36.000 --> 00:06:38.000]  「兒子得醫治」
[00:06:38.000 --> 00:06:40.000]  不是普通的
[00:06:40.000 --> 00:06:42.000]  我們深入去看他
[00:06:42.000 --> 00:06:45.000]  耶穌是要透過大神
[00:06:45.000 --> 00:06:46.000]  信他
[00:06:46.000 --> 00:06:48.000]  如果他沒有信他
[00:06:48.000 --> 00:06:50.000]  這個神蹟就不會出現了
[00:06:50.000 --> 00:06:52.000]  要信了耶穌
[00:06:52.000 --> 00:06:55.000]  他才會見到這個神蹟
[00:06:55.000 --> 00:07:02.000]  「因信」是可以得到三種的寶
[00:07:02.000 --> 00:07:04.000]  人生的三寶
[00:07:04.000 --> 00:07:06.000]  是什麼呢?
[00:07:06.000 --> 00:07:08.000]  道路、真理、生命
[00:07:08.000 --> 00:07:09.000]  我們一起說
[00:07:09.000 --> 00:07:12.000]  道路、真理、生命
[00:07:12.000 --> 00:07:16.000]  這三個我們先來看第一個
[00:07:16.000 --> 00:07:18.000]  耶穌說「我是道路」
[00:07:18.000 --> 00:07:21.000]  意思是憑相信有位神
[00:07:21.000 --> 00:07:22.000]  有位主
[00:07:22.000 --> 00:07:25.000]  你就會見到神蹟
[00:07:25.000 --> 00:07:27.000]  這個神蹟就是要讓你看到
[00:07:27.000 --> 00:07:28.000]  第一樣
[00:07:28.000 --> 00:07:31.000]  耶穌不是一般的人
[00:07:31.000 --> 00:07:33.000]  耶穌是神來的
[00:07:33.000 --> 00:07:37.000]  各位,時至今日有很多人都說信耶穌
[00:07:37.000 --> 00:07:39.000]  但他不是信耶穌是神的
[00:07:39.000 --> 00:07:42.000]  摩門教那個耶穌不是神來的
[00:07:42.000 --> 00:07:45.000]  是先知來的
[00:07:45.000 --> 00:07:49.000]  甚至法輪功那個
[00:07:49.000 --> 00:07:51.000]  就算是神
[00:07:51.000 --> 00:07:53.000]  都是其中一個
[00:07:53.000 --> 00:07:56.000]  而且好像說是假的神
[00:07:56.000 --> 00:07:58.000]  不是一個真的神
[00:07:58.000 --> 00:08:00.000]  基督教那個的神
[00:08:00.000 --> 00:08:03.000]  你信了有神之後
[00:08:03.000 --> 00:08:05.000]  你的人生有出路
[00:08:05.000 --> 00:08:08.000]  這個是聖經說我們知道的
[00:08:08.000 --> 00:08:10.000]  耶穌說他是道路
[00:08:10.000 --> 00:08:12.000]  道路是什麼?
[00:08:12.000 --> 00:08:13.000]  道路就是出路
[00:08:13.000 --> 00:08:17.000]  而且能夠去到神那裡
[00:08:17.000 --> 00:08:20.000]  當人生是無路可走的時候
[00:08:20.000 --> 00:08:23.000]  耶穌就是你的道路
[00:08:23.000 --> 00:08:26.000]  留意英文或者原文
[00:08:26.000 --> 00:08:28.000]  The way, the way
[00:08:28.000 --> 00:08:31.000]  唯一,唯一的路
[00:08:31.000 --> 00:08:35.000]  各位很多人是要求神拜佛
[00:08:35.000 --> 00:08:38.000]  很多時候都是去遇到人生
[00:08:38.000 --> 00:08:41.000]  已經去到束手無策
[00:08:41.000 --> 00:08:43.000]  無路可走的時候
