
[00:00:00.000 --> 00:00:01.360]  正如我剛剛所問
[00:00:01.360 --> 00:00:05.580]  當你想起2020年的時候
[00:00:05.580 --> 00:00:07.280]  你會想起什麼經文呢?
[00:00:07.280 --> 00:00:10.300]  想起什麼聖經裡面的說話
[00:00:10.300 --> 00:00:14.200]  2020年相信一定是我們人生當中
[00:00:14.200 --> 00:00:15.620]  在世界的歷史裡面
[00:00:15.620 --> 00:00:19.160]  一個很大的 turning point(轉折點)
[00:00:19.160 --> 00:00:20.400]  一個很大的轉折點
[00:00:20.400 --> 00:00:22.280]  就是天翻地覆
[00:00:22.280 --> 00:00:24.800]  搞得我們民不聊生
[00:00:24.800 --> 00:00:27.960]  搞得我們很混亂
[00:00:27.960 --> 00:00:29.720]  所以呢
[00:00:29.720 --> 00:00:33.460]  你想起聖經的歷史
[00:00:33.460 --> 00:00:36.120]  其實你要想起不同的年代
[00:00:36.120 --> 00:00:40.900]  對於舊約的神的子民
[00:00:40.900 --> 00:00:42.960]  舊約的所謂教會
[00:00:42.960 --> 00:00:45.360]  都有很大的衝擊
[00:00:45.360 --> 00:00:49.660]  其中一年就是主前586年了
[00:00:49.660 --> 00:00:51.480]  這一年
[00:00:51.480 --> 00:00:55.080]  是對舊約的神的子民
[00:00:55.080 --> 00:00:56.920]  一個最大的轉折點
[00:00:56.920 --> 00:01:00.760]  因為巴比倫軍隊來到耶路撒冷
[00:01:00.760 --> 00:01:02.040]  將耶路撒冷毀滅
[00:01:02.040 --> 00:01:03.760]  以及燒了聖殿
[00:01:03.760 --> 00:01:05.160]  神的子民
[00:01:05.160 --> 00:01:06.280]  當時是猶大國
[00:01:06.280 --> 00:01:06.880]  Judas
[00:01:06.880 --> 00:01:10.200]  就被擄到異鄉
[00:01:10.200 --> 00:01:12.320]  在異鄉那裡流亡
[00:01:12.320 --> 00:01:14.200]  然後我們知道舊約的歷史
[00:01:14.200 --> 00:01:15.640]  流亡了大概70年左右
[00:01:15.640 --> 00:01:18.080]  然後又改朝換代
[00:01:18.080 --> 00:01:20.000]  整個天下
[00:01:20.000 --> 00:01:24.360]  巴比倫的帝國瓦解
[00:01:24.600 --> 00:01:29.520]  然後波斯帝國就統治了當時的天下
[00:01:29.520 --> 00:01:30.560]  當時的墾東
[00:01:30.560 --> 00:01:34.440]  在舊約的歷史裡面
[00:01:34.440 --> 00:01:36.360]  公元前586年
[00:01:36.360 --> 00:01:38.320]  確實是一個最 decisive(決定性)
[00:01:38.320 --> 00:01:40.640]  以及最決定性的一年
[00:01:40.640 --> 00:01:42.560]  連今天猶太人
[00:01:42.560 --> 00:01:44.640]  都在紀念這一天
[00:01:44.640 --> 00:01:46.160]  就是第一聖殿
[00:01:46.160 --> 00:01:47.680]  耶路撒冷的聖殿
[00:01:47.680 --> 00:01:48.720]  被毀
[00:01:48.720 --> 00:01:52.160]  那麼我就想起這段經文
[00:01:52.680 --> 00:01:54.720]  就是《歷代志》三十六章
[00:01:54.720 --> 00:01:56.880]  《歷代志》下三十六章
[00:01:56.880 --> 00:02:03.000]  就是記載舊約歷史最末段的時間
[00:02:03.000 --> 00:02:05.200]  第十七節開始
[00:02:05.200 --> 00:02:08.200]  他說所以耶和華使巴比倫人
[00:02:08.200 --> 00:02:10.800]  就是迦勒底人的王來攻擊他們
[00:02:10.800 --> 00:02:14.440]  在他們的聖殿裡面用刀殺了他們的壯士
[00:02:14.440 --> 00:02:17.880]  誤連戳他們的少男處女老人白手
[00:02:18.720 --> 00:02:23.280]  耶和華將他們都交在迦勒底王的手裡面
[00:02:23.280 --> 00:02:27.240]  迦勒底王就將上帝殿裡面大小的器皿
[00:02:27.240 --> 00:02:29.040]  耶和華殿裡面的財寶
[00:02:29.040 --> 00:02:31.160]  王和眾首領的財寶
[00:02:31.160 --> 00:02:32.720]  都帶到巴比倫去了
[00:02:32.720 --> 00:02:34.720]  然後巴比倫人呢
[00:02:34.720 --> 00:02:38.200]  迦勒底人就燒了上帝的聖殿
[00:02:38.200 --> 00:02:40.160]  毀壞了
[00:02:40.160 --> 00:02:42.920]  拆毀了耶路撒冷的城牆
[00:02:42.920 --> 00:02:45.080]  用火燒了宮殿
[00:02:45.080 --> 00:02:48.840]  或者裡面的財寶裡面的器皿
[00:02:48.840 --> 00:02:50.200]  然後呢
[00:02:50.200 --> 00:02:52.320]  犯脫離刀劍的
[00:02:52.320 --> 00:02:56.120]  迦勒底王都擄到巴比倫
[00:02:56.120 --> 00:02:59.840]  作他和他子孫的瀑被
[00:02:59.840 --> 00:03:03.000]  直到波斯帝國興起
[00:03:03.000 --> 00:03:06.760]  這是應嚴先知耶利米所說的話
[00:03:06.760 --> 00:03:09.640]  他說土地享受安息
[00:03:09.640 --> 00:03:12.760]  因為土地荒涼便受安息
[00:03:12.760 --> 00:03:16.200]  寂滿了七十年
[00:03:16.200 --> 00:03:21.000]  這裡記載了主前586年
[00:03:21.000 --> 00:03:24.520]  猶大國神的子民終於亡國了
[00:03:24.520 --> 00:03:26.520]  這麼大的事情
[00:03:26.520 --> 00:03:32.000]  我們覺得最重要的那一年就是2020年
[00:03:32.000 --> 00:03:34.080]  對於舊約的歷史裡面
[00:03:34.080 --> 00:03:36.440]  就是公元前586年
[00:03:36.440 --> 00:03:39.280]  歷代誌是什麼時候寫的呢?
[00:03:39.280 --> 00:03:41.920]  是神的子民
[00:03:41.920 --> 00:03:43.600]  猶大國的國民
[00:03:43.600 --> 00:03:48.640]  被流放到巴比倫
[00:03:48.640 --> 00:03:50.920]  然後過了幾十年之後
[00:03:50.920 --> 00:03:55.040]  再回到猶大的地方
[00:03:55.040 --> 00:03:56.400]  回到耶路撒冷
[00:03:56.400 --> 00:03:57.800]  再重建聖殿
[00:03:57.800 --> 00:03:59.360]  再重建聖城
[00:03:59.360 --> 00:04:00.400]  那段時間
[00:04:00.400 --> 00:04:01.880]  你想起舊約裡面
[00:04:01.880 --> 00:04:03.080]  以斯拉
[00:04:03.080 --> 00:04:05.520]  李希米那段時間
[00:04:05.520 --> 00:04:07.320]  當時的人
[00:04:07.320 --> 00:04:08.920]  他們就在想一件事情
[00:04:08.920 --> 00:04:11.240]  就是到底我們是誰
[00:04:11.640 --> 00:04:12.920]  Who are we?
[00:04:12.920 --> 00:04:16.800]  上帝曾經將我們流放了
[00:04:16.800 --> 00:04:18.840]  現在我們又回來了
[00:04:18.840 --> 00:04:21.880]  但是我們仍然在帝國的陰影下
[00:04:21.880 --> 00:04:23.320]  改朝換代
[00:04:23.320 --> 00:04:26.160]  很多事情我們還是未知之數
[00:04:26.160 --> 00:04:29.600]  到底我們應該怎麼定位呢?
[00:04:29.600 --> 00:04:31.320]  到底我們是誰呢?
[00:04:31.320 --> 00:04:34.400]  在一種很大的混亂裡面
[00:04:34.400 --> 00:04:38.480]  歷代誌是分開幾段的
[00:04:38.480 --> 00:04:41.240]  整個歷代誌上下
[00:04:41.800 --> 00:04:43.480]  由加普開始
[00:04:43.480 --> 00:04:46.400]  由亞當的加普開始
[00:04:46.400 --> 00:04:48.160]  一直追溯到族長
[00:04:48.160 --> 00:04:53.320]  到以往的以色列歷史
[00:04:53.320 --> 00:04:56.480]  然後建立他們聯合的王國
[00:04:56.480 --> 00:05:00.560]  這就是薩姆爾、蘇羅和大衛
[00:05:00.560 --> 00:05:02.480]  所羅門的時間
[00:05:02.480 --> 00:05:04.680]  然後南北國分裂
[00:05:04.680 --> 00:05:06.400]  然後到第三段
[00:05:06.400 --> 00:05:09.520]  就是記載猶大國的國史
[00:05:09.920 --> 00:05:13.640]  由他開始南北分裂之後
[00:05:13.640 --> 00:05:17.440]  到猶大國的末年晚年的時候
[00:05:17.440 --> 00:05:20.160]  特別是到了三六章最後
[00:05:20.160 --> 00:05:23.120]  就是剛剛我們所讀的經文
[00:05:23.120 --> 00:05:27.920]  講到巴比倫軍隊兵臨城下的時候
[00:05:27.920 --> 00:05:31.240]  耶路撒冷被燒毀
[00:05:31.240 --> 00:05:32.600]  聖殿被毀
[00:05:32.600 --> 00:05:34.880]  然後最後有兩節
[00:05:34.880 --> 00:05:38.240]  講到在波斯帝國改朝換代之後
[00:05:38.440 --> 00:05:40.160]  塞魯士
[00:05:40.160 --> 00:05:40.960]  Cyrus
[00:05:40.960 --> 00:05:43.120]  頒佈諭旨
[00:05:43.120 --> 00:05:47.800]  讓被流放的猶太人能夠回到自己的故土
[00:05:47.800 --> 00:05:51.840]  所以段落和脈絡大概就是這樣子
[00:05:51.840 --> 00:05:54.200]  其實歷代誌的作者
[00:05:54.200 --> 00:05:57.160]  在整本書裡面
[00:05:57.160 --> 00:06:01.520]  他會引用不同的 record(記錄)
[00:06:01.520 --> 00:06:06.960]  不同留下的記錄
[00:06:07.360 --> 00:06:09.240]  一些歷史的記錄
[00:06:09.240 --> 00:06:11.360]  或者一些先知講過的話
[00:06:11.360 --> 00:06:12.680]  這裡只是四段而已
[00:06:12.680 --> 00:06:14.920]  如果你數一下歷代誌上下
[00:06:14.920 --> 00:06:16.640]  有很多地方
[00:06:16.640 --> 00:06:17.760]  作者都說
[00:06:17.760 --> 00:06:19.240]  我說了這些東西
[00:06:19.240 --> 00:06:21.040]  寫在哪裡呢?
[00:06:21.040 --> 00:06:22.480]  譬如九章第一節
[00:06:22.480 --> 00:06:25.160]  寫在以色列的諸王記上
[00:06:25.160 --> 00:06:26.440]  就是 Records(記錄)
[00:06:26.440 --> 00:06:27.280]  Chronicles(記錄)
[00:06:27.280 --> 00:06:29.400]  of the kings of Israel(以色列王子的記錄)
[00:06:29.400 --> 00:06:31.640]  二十九章二十九節
[00:06:31.640 --> 00:06:33.720]  這些事情
[00:06:33.720 --> 00:06:35.120]  是記載在哪裡呢?
[00:06:35.120 --> 00:06:37.120]  先知薩姆爾的書上面
[00:06:37.360 --> 00:06:39.720]  拿丹先知等等
[00:06:39.720 --> 00:06:41.120]  他們的書上面
[00:06:41.120 --> 00:06:43.840]  以塞亞所記的書上面
[00:06:43.840 --> 00:06:46.400]  有二十幾三十處的地方
[00:06:46.400 --> 00:06:48.240]  不斷地他都在講這件事情
[00:06:48.240 --> 00:06:50.000]  所以歷代誌的作者
[00:06:50.000 --> 00:06:53.600]  就是那些秘魯回歸回到耶路撒冷的
[00:06:53.600 --> 00:06:57.200]  他們要重整他們的生命
[00:06:57.200 --> 00:06:59.320]  重整他們的群體
[00:06:59.320 --> 00:07:04.080]  他就去搜集不同的史記
[00:07:04.080 --> 00:07:05.920]  不同的書卷
[00:07:05.920 --> 00:07:07.760]  你可以想象到
[00:07:07.760 --> 00:07:09.200]  可能是當時
[00:07:09.200 --> 00:07:11.200]  公元前586年
[00:07:11.200 --> 00:07:12.400]  他們逃難的時候
[00:07:12.400 --> 00:07:14.160]  那些文士
[00:07:14.160 --> 00:07:15.880]  就要拿著那些
[00:07:15.880 --> 00:07:18.640]  除了收拾自己的東西之外
[00:07:18.640 --> 00:07:20.480]  就要拿著那些書卷
[00:07:20.480 --> 00:07:22.880]  就是宮廷裡面留下了
[00:07:22.880 --> 00:07:25.040]  先知書裡面寫過的東西
[00:07:25.040 --> 00:07:27.200]  宮廷裡面的史記
[00:07:27.200 --> 00:07:29.000]  那些 Record(記錄)
[00:07:29.000 --> 00:07:30.360]  就全部拿走了
[00:07:30.360 --> 00:07:32.960]  然後秘魯拿著在那裡
[00:07:32.960 --> 00:07:34.200]  或者去到巴菲倫
[00:07:34.200 --> 00:07:35.880]  然後再帶回來
[00:07:35.880 --> 00:07:37.000]  耶路撒冷
[00:07:37.000 --> 00:07:38.120]  然後他們
[00:07:38.120 --> 00:07:41.320]  去到重新的
[00:07:41.320 --> 00:07:43.520]  再寫回這段歷史
[00:07:43.520 --> 00:07:45.760]  回憶回過往的歷史
[00:07:45.760 --> 00:07:47.680]  到底看到什麼呢?
[00:07:47.680 --> 00:07:49.680]  看不看得到
[00:07:49.680 --> 00:07:52.280]  上帝有的角色
[00:07:52.280 --> 00:07:54.080]  或者上帝有的工作
[00:07:54.080 --> 00:07:57.800]  同樣我們今天去看回2020年也是一樣
[00:07:57.800 --> 00:08:02.480]  到底我們怎麼回憶我們這一年裡面發生過的事情
[00:08:02.480 --> 00:08:03.320]  經歷過的事情
[00:08:03.720 --> 00:08:08.880]  到底我們有沒有看到一些上帝的足跡
[00:08:08.880 --> 00:08:10.800]  或者上帝的工作
[00:08:10.800 --> 00:08:13.320]  講到歷代誌
[00:08:13.320 --> 00:08:18.320]  歷代誌是希伯來聖經
[00:08:18.320 --> 00:08:19.360]  Hebrew Bible(希伯來聖經)
[00:08:19.360 --> 00:08:21.280]  裡面最後一卷書
[00:08:21.280 --> 00:08:23.280]  這個表
[00:08:23.280 --> 00:08:24.800]  你先看右邊
[00:08:24.800 --> 00:08:27.400]  右邊就是我們現在用的舊約聖經
[00:08:27.400 --> 00:08:30.560]  我們按照那個內容來分
[00:08:30.560 --> 00:08:31.840]  這個是七十字譯本
[00:08:31.840 --> 00:08:35.360]  開始就是這樣將目錄這樣安排
[00:08:35.360 --> 00:08:36.560]  分四個
[00:08:36.560 --> 00:08:39.240]  《律法書》就是五經
[00:08:39.240 --> 00:08:40.520]  然後有歷史書
[00:08:40.520 --> 00:08:42.080]  就是我們所講的《書士德》
[00:08:42.080 --> 00:08:43.240]  《薩王》等等
[00:08:43.240 --> 00:08:46.160]  然後有《智慧詩歌》
[00:08:46.160 --> 00:08:47.640]  《伯斯心傳歌》
[00:08:47.640 --> 00:08:50.040]  然後就是我們講的大小先知
[00:08:50.040 --> 00:08:51.800]  《哀結誕》
[00:08:51.800 --> 00:08:54.080]  然後有十二小先知
[00:08:54.080 --> 00:08:58.400]  右邊的方法就是我們一向看的舊約歷史
[00:08:58.400 --> 00:09:00.160]  Canonical Order
[00:09:00.160 --> 00:09:04.280]  就是正典的目錄
