
[00:00:00.000 --> 00:00:02.600]  耶和華是上帝的名字
[00:00:02.600 --> 00:00:04.800]  記得是只有一個名字
[00:00:04.800 --> 00:00:09.080]  不過由耶和華組成的字就有很多
[00:00:09.080 --> 00:00:10.800]  有時是指地方名
[00:00:10.800 --> 00:00:14.600]  有時是講到耶和華做了一件事
[00:00:14.600 --> 00:00:17.600]  上次已經提及詩篇23篇
[00:00:17.600 --> 00:00:19.800]  「耶和華是我的目者」
[00:00:19.800 --> 00:00:21.600]  它本來就只有兩個字
[00:00:21.600 --> 00:00:23.800]  「耶和華我的目者」
[00:00:23.800 --> 00:00:26.000]  就是「耶和華路耳」
[00:00:26.000 --> 00:00:27.800]  或者大家上網查的時候
[00:00:27.800 --> 00:00:30.000]  它就會有另一個翻譯
[00:00:30.000 --> 00:00:32.000]  就是「耶和華羅伊」
[00:00:32.000 --> 00:00:34.000]  因為它是「Yahweh Roi」
[00:00:34.000 --> 00:00:35.200]  那它翻譯甚麼好呢
[00:00:35.200 --> 00:00:36.200]  要麼就翻譯「路耳」
[00:00:36.200 --> 00:00:37.200]  要麼就翻譯「羅伊」
[00:00:37.200 --> 00:00:40.000]  甚至可以翻譯其他的
[00:00:40.000 --> 00:00:41.600]  「耶和華是我的目者」
[00:00:41.600 --> 00:00:44.800]  原來是負責照顧我們
[00:00:44.800 --> 00:00:48.000]  詩篇23篇的結構
[00:00:48.000 --> 00:00:49.800]  可以有很多種分段的方式
[00:00:49.800 --> 00:00:52.800]  不過如果我們細心的研讀
[00:00:52.800 --> 00:00:55.400]  一般我們把它分成四大段
[00:00:55.400 --> 00:00:57.800]  就是講到在四個處境裡
[00:00:57.800 --> 00:00:59.400]  私人做見證
[00:00:59.400 --> 00:01:01.200]  在四個處境裡
[00:01:01.200 --> 00:01:02.800]  上帝怎樣做他的目者呢
[00:01:02.800 --> 00:01:05.000]  上帝怎樣來供應他
[00:01:05.000 --> 00:01:08.200]  使他人生沒有缺乏呢
[00:01:08.200 --> 00:01:11.000]  人生於世其實真的有數不盡
[00:01:11.000 --> 00:01:14.200]  甜不滿的慾望和理想
[00:01:14.200 --> 00:01:15.400]  有很多人有了錢
[00:01:15.400 --> 00:01:16.000]  有了名譽
[00:01:16.000 --> 00:01:17.600]  有了地位
[00:01:17.600 --> 00:01:20.000]  依然都是覺得不滿足
[00:01:20.000 --> 00:01:23.200]  內心有時都會覺得空虛失落
[00:01:23.200 --> 00:01:26.800]  不過詩人是說「耶華是我的目者」
[00:01:26.800 --> 00:01:27.800]  「我不缺乏」
[00:01:27.800 --> 00:01:29.200]  為什麼他可以這樣說呢
[00:01:29.200 --> 00:01:32.000]  上次講道的時候提了兩點
[00:01:32.000 --> 00:01:35.400]  在生活上上帝供應照顧我們
[00:01:35.400 --> 00:01:37.600]  使我們明白人生沒有缺乏
[00:01:37.600 --> 00:01:42.600]  因為上帝帶他去到清草地溪水旁
[00:01:42.600 --> 00:01:44.800]  可以安潔
[00:01:44.800 --> 00:01:48.000]  甚至他在生活上跌倒
[00:01:48.000 --> 00:01:49.200]  上帝來到扶持
[00:01:49.200 --> 00:01:52.800]  沒有缺乏
[00:01:52.800 --> 00:01:55.000]  第二上次提到
[00:01:55.000 --> 00:01:58.000]  詩人說「雖然行過死刃的幽谷也不怕遭害」
[00:01:58.000 --> 00:01:59.400]  「因為你與我同在」
[00:01:59.400 --> 00:02:01.400]  在險境之中
[00:02:01.400 --> 00:02:03.400]  上帝與我們同在
[00:02:03.400 --> 00:02:06.600]  所以我們體會人生沒有缺乏
[00:02:06.600 --> 00:02:08.000]  今天講兩個重點
[00:02:08.000 --> 00:02:10.400]  在第五第六節
[00:02:10.400 --> 00:02:12.600]  在不如意的事上
[00:02:12.600 --> 00:02:16.400]  上帝以高柔滋潤我們
[00:02:16.400 --> 00:02:23.600]  使我們深感人生沒有缺乏
[00:02:23.600 --> 00:02:26.000]  另外是在第六節
[00:02:26.000 --> 00:02:28.400]  在重重的困難裡
[00:02:28.400 --> 00:02:32.200]  上帝以恩典伴隨我們
[00:02:32.200 --> 00:02:37.000]  使我們驚訝人生沒有缺乏
[00:02:37.000 --> 00:02:40.400]  先講第五節
[00:02:40.400 --> 00:02:41.600]  在我的敵人面前
[00:02:41.600 --> 00:02:42.800]  你為我擺自然席
[00:02:42.800 --> 00:02:45.000]  你用柔高了我的頭
[00:02:45.000 --> 00:02:47.000]  使我的福杯滿入
[00:02:47.000 --> 00:02:49.400]  在這節的經文裡
[00:02:49.400 --> 00:02:51.200]  講到詩人所處的處境
[00:02:51.200 --> 00:02:53.200]  是一種不如意的處境
