
[00:00:00.000 --> 00:00:04.000]  我們的神 真寺院能夠使夢想成真的神
[00:00:04.000 --> 00:00:08.000]  不但使夢想成真 而且快速成全
[00:00:08.000 --> 00:00:13.000]  丁文傑 我不知道你對今年你有什麼期待
[00:00:13.000 --> 00:00:17.000]  但是無論你心中的想法是如何
[00:00:17.000 --> 00:00:19.000]  今天早上我要提醒你
[00:00:19.000 --> 00:00:22.000]  無論你在人生怎麼樣的道路當中
[00:00:22.000 --> 00:00:25.000]  無論在人生怎麼樣的階段當中
[00:00:25.000 --> 00:00:32.000]  你都應該靠得住重新夢想 勇敢前行
[00:00:32.000 --> 00:00:36.000]  為什麼你應該重新夢想呢?
[00:00:36.000 --> 00:00:38.000]  有三個最重要的原因
[00:00:38.000 --> 00:00:40.000]  第一個原因
[00:00:40.000 --> 00:00:44.000]  因為你有一位始無變有的神
[00:00:44.000 --> 00:00:48.000]  給你媽說 你有一位始無變有的神
[00:00:48.000 --> 00:00:50.000]  剛才的經文我們讀到說
[00:00:50.000 --> 00:00:57.000]  亞伯拉罕所信的神是使人復活始無變有的神
[00:00:57.000 --> 00:01:01.000]  今天為什麼人我們常常會失去夢想呢?
[00:01:01.000 --> 00:01:04.000]  因為我們人常常所看見的就是無嘛
[00:01:04.000 --> 00:01:06.000]  這是我們的問題
[00:01:06.000 --> 00:01:08.000]  我們只能看見無
[00:01:08.000 --> 00:01:14.000]  在《吾稟二人神蹟》裡面菲利只看見無 沒有錢
[00:01:14.000 --> 00:01:18.000]  我們看見在伊麗莎跟寡婦的對話當中
[00:01:18.000 --> 00:01:21.000]  那個寡婦所看見的也是什麼都沒有
[00:01:21.000 --> 00:01:23.000]  我什麼都沒有
[00:01:23.000 --> 00:01:26.000]  很多時候我們被我們自己的思想所限制
[00:01:26.000 --> 00:01:30.000]  我們所不知道的事情當然會限制我們
[00:01:30.000 --> 00:01:33.000]  但你要知道很多時候我們所知道的事情
[00:01:33.000 --> 00:01:35.000]  也常常成為一種捆綁
[00:01:35.000 --> 00:01:38.000]  讓我們無法突破現狀
[00:01:38.000 --> 00:01:41.000]  很多時候我們的環境也常常限制我們
[00:01:41.000 --> 00:01:44.000]  不順利的環境當然常常限制我們
[00:01:44.000 --> 00:01:46.000]  讓我們不敢向前
[00:01:46.000 --> 00:01:50.000]  但順利的環境也常常使我們安逸
[00:01:50.000 --> 00:01:52.000]  不願意向前
[00:01:52.000 --> 00:01:55.000]  很多時候過去失敗的經驗
[00:01:55.000 --> 00:01:58.000]  更是叫我們心中常常恐懼
[00:01:58.000 --> 00:02:01.000]  覺得那是不可能成就的事情
[00:02:01.000 --> 00:02:03.000]  多少時候在你一生當中
[00:02:03.000 --> 00:02:08.000]  如果你只看見在環境裡面的無
[00:02:08.000 --> 00:02:12.000]  那你永遠不可能有偉大的夢想
[00:02:12.000 --> 00:02:15.000]  你必須要確認一件事情
[00:02:15.000 --> 00:02:19.000]  雖然你現在所看見的是無
[00:02:19.000 --> 00:02:23.000]  雖然你所處的環境也是一個無的環境
[00:02:23.000 --> 00:02:28.000]  但是你的神卻是一位始無變有的神
[00:02:28.000 --> 00:02:32.000]  我們看見神的創造就是最好的例子
[00:02:32.000 --> 00:02:35.000]  創造世紀第一章第一節怎麼說呢
[00:02:35.000 --> 00:02:38.000]  起初神創造天機
[00:02:38.000 --> 00:02:40.000]  怎麼創造的呢
[00:02:40.000 --> 00:02:43.000]  第二節說地是空虛渾沌
[00:02:43.000 --> 00:02:45.000]  其實在原文裡面
[00:02:45.000 --> 00:02:47.000]  地是空虛渾沌前面還有一個
[00:02:47.000 --> 00:02:49.000]  現在這兩個字
[00:02:49.000 --> 00:02:52.000]  換句話說起初神創造天地
[00:02:52.000 --> 00:02:56.000]  但是現在地是空虛渾沌
[00:02:56.000 --> 00:02:59.000]  淵面黑暗是一個無的光景
[00:02:59.000 --> 00:03:01.000]  現在是個無的光景
[00:03:01.000 --> 00:03:04.000]  但雖然現在是個無的光景
[00:03:04.000 --> 00:03:06.000]  第二節繼續怎麼說呢
[00:03:06.000 --> 00:03:09.000]  神的靈運行在水面上
[00:03:09.000 --> 00:03:11.000]  雖然那是一個無的光景
[00:03:11.000 --> 00:03:15.000]  但並不代表神就不在其中
[00:03:15.000 --> 00:03:19.000]  也不代表神就不工作
[00:03:19.000 --> 00:03:22.000]  事實上我們一生都在神的手中
[00:03:22.000 --> 00:03:24.000]  神在我們一生當中
[00:03:24.000 --> 00:03:28.000]  神的手也從來沒有停止工作過
[00:03:28.000 --> 00:03:31.000]  那你說既然神的靈正在運行
[00:03:31.000 --> 00:03:35.000]  那為什麼我們還在一個無的光景當中呢
[00:03:35.000 --> 00:03:36.000]  我告訴你
[00:03:36.000 --> 00:03:41.000]  因為神的靈正在等候神的話語
[00:03:41.000 --> 00:03:44.000]  神的靈在等候神的話語
[00:03:44.000 --> 00:03:46.000]  要被宣告出來
[00:03:46.000 --> 00:03:49.000]  什麼時候神的話語一被宣告出來
[00:03:49.000 --> 00:03:52.000]  神的靈就要開始工作
[00:03:52.000 --> 00:03:54.000]  始無變有
[00:03:54.000 --> 00:03:55.000]  Amen
[00:03:55.000 --> 00:03:58.000]  我再次說神的創造是怎麼創造
[00:03:58.000 --> 00:04:00.000]  是在一個無的光景當中
[00:04:00.000 --> 00:04:02.000]  神的靈正在運行
[00:04:02.000 --> 00:04:04.000]  神的靈在等候神的話語
[00:04:04.000 --> 00:04:06.000]  被釋放宣告出來
[00:04:06.000 --> 00:04:09.000]  當神的話釋放宣告出來
[00:04:09.000 --> 00:04:11.000]  神的靈就開始工作
[00:04:11.000 --> 00:04:13.000]  始無變為有
[00:04:13.000 --> 00:04:15.000]  第三節很清楚講
[00:04:15.000 --> 00:04:17.000]  神的話出來了
[00:04:17.000 --> 00:04:18.000]  說要有什麼
[00:04:18.000 --> 00:04:19.000]  光
[00:04:19.000 --> 00:04:20.000]  結果呢
[00:04:20.000 --> 00:04:22.000]  就有了光
[00:04:22.000 --> 00:04:24.000]  神的話釋放出來
[00:04:24.000 --> 00:04:27.000]  我們看見事情就要成就
[00:04:27.000 --> 00:04:30.000]  第六節是沒有上下無的光景
[00:04:30.000 --> 00:04:32.000]  神說要有空氣
[00:04:32.000 --> 00:04:35.000]  就把水分成上下
[00:04:35.000 --> 00:04:39.000]  到第九節我們看見沒有地面
[00:04:39.000 --> 00:04:42.000]  神說要將水聚集在一處
[00:04:42.000 --> 00:04:45.000]  就把地面露出來了
[00:04:45.000 --> 00:04:48.000]  十四節沒有晝夜無的光景
[00:04:48.000 --> 00:04:50.000]  神說要有光體
[00:04:50.000 --> 00:04:54.000]  我們看見就把晝夜就分開來
[00:04:54.000 --> 00:04:57.000]  二十節是沒有生物
[00:04:57.000 --> 00:04:59.000]  神說水中要有活物
[00:04:59.000 --> 00:05:02.000]  空中要有飛鳥 地上要有野獸
[00:05:02.000 --> 00:05:04.000]  我們看見事情就成就
[00:05:04.000 --> 00:05:07.000]  二十六節沒有人管理
[00:05:07.000 --> 00:05:10.000]  神說要按照我的形象造人
[00:05:10.000 --> 00:05:12.000]  事情就成就
[00:05:12.000 --> 00:05:15.000]  神看這一切就為美好
[00:05:15.000 --> 00:05:16.000]  因為我們的神
[00:05:16.000 --> 00:05:20.000]  是一位始無變有的神
[00:05:20.000 --> 00:05:21.000]  所以第二點
[00:05:21.000 --> 00:05:24.000]  你的眼目標只是看見現有的環境
[00:05:24.000 --> 00:05:27.000]  如果你只看見現有的環境
[00:05:27.000 --> 00:05:30.000]  那就是無的一個光景
[00:05:30.000 --> 00:05:33.000]  但你要看見神的靈正在等候
[00:05:33.000 --> 00:05:36.000]  你要憑信心來宣告
[00:05:36.000 --> 00:05:38.000]  從神的眼睛來看見
[00:05:38.000 --> 00:05:41.000]  你就看見有嘛
[00:05:41.000 --> 00:05:44.000]  你要學習說出神國的話語來
[00:05:44.000 --> 00:05:47.000]  就像《創世紀》這些經文裡面所說
[00:05:47.000 --> 00:05:49.000]  你在無的光景當中
[00:05:49.000 --> 00:05:52.000]  要宣告神的有
[00:05:52.000 --> 00:05:54.000]  你要記得一件事情
[00:05:54.000 --> 00:05:56.000]  無論你的環境是多麼的黑暗
[00:05:56.000 --> 00:05:58.000]  神的靈正在運行
[00:05:58.000 --> 00:06:00.000]  神的靈正在等候
[00:06:00.000 --> 00:06:04.000]  神的話語要被釋放出來
[00:06:04.000 --> 00:06:06.000]  當你憑著信心宣告的時候
[00:06:06.000 --> 00:06:09.000]  希伯來書十一章第一節怎麼說
[00:06:09.000 --> 00:06:12.000]  信就是所望之事的實理
[00:06:12.000 --> 00:06:14.000]  是未見之事的確具
[00:06:14.000 --> 00:06:18.000]  當你憑信心宣告的時候
[00:06:18.000 --> 00:06:20.000]  我們看見神就能夠
[00:06:20.000 --> 00:06:23.000]  使你的環境當中的無
[00:06:23.000 --> 00:06:27.000]  變成神手中的有
[00:06:27.000 --> 00:06:31.000]  在信心裡能夠看見那個有
[00:06:31.000 --> 00:06:33.000]  我們看見靈良堂的創辦人
[00:06:33.000 --> 00:06:35.000]  肇事光牧師
[00:06:35.000 --> 00:06:38.000]  他早年在上海的時候
[00:06:38.000 --> 00:06:41.000]  神呼召他要建立靈良堂
[00:06:41.000 --> 00:06:44.000]  而神給他一個意象
[00:06:44.000 --> 00:06:49.000]  就是一個向世界各地布道一個教會
[00:06:49.000 --> 00:06:52.000]  所以一開始在肇事光牧師
[00:06:52.000 --> 00:06:54.000]  為靈良堂取名的時候
[00:06:54.000 --> 00:06:56.000]  其實他所取的名字是
[00:06:56.000 --> 00:06:59.000]  靈良世界布道會
[00:06:59.000 --> 00:07:01.000]  當時在初期的時候
[00:07:01.000 --> 00:07:03.000]  他規定每一個靈良堂
[00:07:03.000 --> 00:07:06.000]  一定要在靈良堂掛個世界地圖
[00:07:06.000 --> 00:07:09.000]  因為他知道神給靈良堂託付
[00:07:09.000 --> 00:07:12.000]  是向萬國萬民宣揚福音的
[00:07:12.000 --> 00:07:14.000]  但在那個時代
[00:07:14.000 --> 00:07:16.000]  1942年的時代
[00:07:16.000 --> 00:07:17.000]  在那個時代
[00:07:17.000 --> 00:07:20.000]  中國的環境是非常艱難的
[00:07:20.000 --> 00:07:23.000]  怎麼看都是無嘛
[00:07:23.000 --> 00:07:26.000]  雖然意象是偉大的
[00:07:26.000 --> 00:07:30.000]  但是眼前所看見就是個無的光景
[00:07:30.000 --> 00:07:32.000]  什麼都沒有
[00:07:32.000 --> 00:07:35.000]  就在那個時刻神給他一段經文
[00:07:35.000 --> 00:07:38.000]  就是羅馬書四章十七節的經文
[00:07:38.000 --> 00:07:42.000]  亞伯蘭所信仰的神是死人復活
[00:07:42.000 --> 00:07:44.000]  始無變有的神
[00:07:44.000 --> 00:07:47.000]  他就抓住這個經文來宣告說
[00:07:47.000 --> 00:07:50.000]  我的神能夠始無變有
[00:07:50.000 --> 00:07:51.000]  感謝神
[00:07:51.000 --> 00:07:54.000]  這就是他夢想的動力
[00:07:54.000 --> 00:07:58.000]  如今靈良堂已經在全世界各地
[00:07:58.000 --> 00:07:59.000]  快速的擴展
[00:07:59.000 --> 00:08:01.000]  已經成為華人教會當中
[00:08:01.000 --> 00:08:05.000]  一個非常有影響力的一個教會團體
[00:08:05.000 --> 00:08:06.000]  第六點
[00:08:06.000 --> 00:08:09.000]  今天亞伯蘭的神
[00:08:09.000 --> 00:08:11.000]  趙世光牧師的神
[00:08:11.000 --> 00:08:14.000]  同樣是你我的神
[00:08:14.000 --> 00:08:17.000]  我再次說亞伯蘭的神
[00:08:17.000 --> 00:08:19.000]  趙世光牧師的神
[00:08:19.000 --> 00:08:21.000]  同樣是你我的神
[00:08:21.000 --> 00:08:26.000]  所以今天我們可以重新來夢想
[00:08:26.000 --> 00:08:28.000]  因為你的神
[00:08:28.000 --> 00:08:31.000]  是能夠始無變有的神
[00:08:31.000 --> 00:08:32.000]  Amen
[00:08:32.000 --> 00:08:33.000]  Hallelujah
[00:08:33.000 --> 00:08:36.000]  這是第一個原因你應當重新來夢想
[00:08:36.000 --> 00:08:37.000]  第二
[00:08:37.000 --> 00:08:40.000]  你是有打井得水的恩高的
[00:08:40.000 --> 00:08:44.000]  跟你說你有打井得水的恩高的
[00:08:44.000 --> 00:08:46.000]  什麼意思
[00:08:46.000 --> 00:08:48.000]  我們來看創世紀二十六章
[00:08:48.000 --> 00:08:50.000]  十八、十九節吧
[00:08:50.000 --> 00:08:52.000]  這關於以薩的事情
[00:08:52.000 --> 00:08:55.000]  當他父親亞伯拉罕在世之日
[00:08:55.000 --> 00:08:57.000]  所挖的水井
[00:08:57.000 --> 00:09:00.000]  因非利士人在亞伯拉罕死後塞住
[00:09:00.000 --> 00:09:02.000]  以薩就重新挖出來
[00:09:02.000 --> 00:09:05.000]  人造他父親所叫的那些井的名字
[00:09:05.000 --> 00:09:06.000]  十九節
[00:09:06.000 --> 00:09:08.000]  以薩的僕人在谷中挖井
[00:09:08.000 --> 00:09:11.000]  便得了一口活水井
[00:09:11.000 --> 00:09:17.000]  以薩在聖經的篇幅是很少的
[00:09:17.000 --> 00:09:19.000]  事實上你想到以薩
[00:09:19.000 --> 00:09:23.000]  你想不出以薩做出什麼轟轟烈烈的事情
[00:09:23.000 --> 00:09:25.000]  你想不出來
[00:09:25.000 --> 00:09:29.000]  你也記不得以薩做了些什麼事情
[00:09:29.000 --> 00:09:32.000]  以薩是很少人注意的
[00:09:32.000 --> 00:09:36.000]  但以薩卻是一個承受應許的人
[00:09:36.000 --> 00:09:39.000]  他不像亞伯拉罕
[00:09:39.000 --> 00:09:41.000]  是個信心的偉人
[00:09:41.000 --> 00:09:43.000]  是大膽的跨越
[00:09:43.000 --> 00:09:47.000]  勇敢的跟隨開拓疆土
[00:09:47.000 --> 00:09:49.000]  我常講換了以薩
[00:09:49.000 --> 00:09:52.000]  他絕對不會離開家鄉
[00:09:52.000 --> 00:09:54.000]  我絕對不會
[00:09:54.000 --> 00:09:58.000]  以薩絕對不會走一條向來沒走過絕對不會
[00:09:58.000 --> 00:10:00.000]  那不是以薩
[00:10:00.000 --> 00:10:02.000]  他也不像雅各
[00:10:02.000 --> 00:10:06.000]  雅各一生多麼精彩
[00:10:06.000 --> 00:10:08.000]  大起大落
[00:10:08.000 --> 00:10:11.000]  又遇見神又與神摔跤
[00:10:11.000 --> 00:10:15.000]  一生有說不完的經歷見證
[00:10:15.000 --> 00:10:17.000]  以薩沒有
[00:10:17.000 --> 00:10:20.000]  你想不出以薩有什麼見證
[00:10:20.000 --> 00:10:23.000]  他非常的平凡
[00:10:23.000 --> 00:10:26.000]  大概就像你我差不多
[00:10:26.000 --> 00:10:31.000]  一生當中既沒有什麼向左向右擴張的經歷
[00:10:31.000 --> 00:10:36.000]  也沒有一大堆屬靈的經歷可以訴說不盡
[00:10:36.000 --> 00:10:38.000]  但很重要一件事情
[00:10:38.000 --> 00:10:42.000]  我再說以薩卻是個承受應許的人
[00:10:42.000 --> 00:10:44.000]  他不像亞伯拉罕
[00:10:44.000 --> 00:10:50.000]  他也不會在神的國裡面開拓疆都不是
[00:10:50.000 --> 00:10:55.000]  但他卻承受了亞伯拉罕的應許
[00:10:55.000 --> 00:10:57.000]  在聖經中你注意到一件事情
[00:10:57.000 --> 00:11:00.000]  神所給他的應許
[00:11:00.000 --> 00:11:05.000]  是跟神所給亞伯拉罕的應許一模一樣
[00:11:05.000 --> 00:11:10.000]  他只要在亞伯拉罕曾經打過井的地方
[00:11:10.000 --> 00:11:12.000]  重新挖井
[00:11:12.000 --> 00:11:14.000]  就有水出來
[00:11:14.000 --> 00:11:16.000]  他不必做什麼心事
[00:11:16.000 --> 00:11:18.000]  他不需要做什麼心事
[00:11:18.000 --> 00:11:21.000]  他不需要什麼冒險、氾濫都不需要
[00:11:21.000 --> 00:11:23.000]  他只要在
[00:11:23.000 --> 00:11:24.000]  你看剛才經文講
[00:11:24.000 --> 00:11:28.000]  他在亞伯拉罕挖過井的地方
[00:11:28.000 --> 00:11:31.000]  造挖就行了
[00:11:31.000 --> 00:11:35.000]  只要憑信心跟隨亞伯拉罕腳踪
[00:11:35.000 --> 00:11:41.000]  一切亞伯拉罕的恩高都要永留在他身上
[00:11:41.000 --> 00:11:43.000]  你說這跟我有什麼關係呢
[00:11:43.000 --> 00:11:45.000]  大有關係
[00:11:45.000 --> 00:11:50.000]  因為今天同樣你在生命和靈良堂
[00:11:50.000 --> 00:11:53.000]  你也是承受應許的人
[00:11:53.000 --> 00:11:56.000]  你不需要像趙世光牧師
[00:11:56.000 --> 00:11:59.000]  你也不需要像周神助牧師
[00:11:59.000 --> 00:12:01.000]  你也不需要像我
[00:12:01.000 --> 00:12:03.000]  太麻煩了
[00:12:03.000 --> 00:12:05.000]  真的
[00:12:05.000 --> 00:12:07.000]  今天你在生命和
[00:12:07.000 --> 00:12:12.000]  你承受了生命和的恩高
[00:12:12.000 --> 00:12:17.000]  生命和的恩高就在你身上
[00:12:17.000 --> 00:12:20.000]  你就是以上
[00:12:20.000 --> 00:12:26.000]  生命和真的是打井得水的恩高
[00:12:26.000 --> 00:12:29.000]  早在很多年前
[00:12:29.000 --> 00:12:33.000]  有一位牧師就為我發預言
[00:12:33.000 --> 00:12:35.000]  他對我說在你身上
[00:12:35.000 --> 00:12:38.000]  是個以上的恩高
[00:12:38.000 --> 00:12:40.000]  你想什麼是以上的恩高
[00:12:40.000 --> 00:12:42.000]  從來沒聽過
[00:12:42.000 --> 00:12:45.000]  什麼意思啊
[00:12:45.000 --> 00:12:46.000]  他對我說
[00:12:46.000 --> 00:12:48.000]  意思就是無論你走到哪裡
[00:12:48.000 --> 00:12:51.000]  你挖井就得水
[00:12:51.000 --> 00:12:54.000]  我心想挖井得水有用嗎
[00:12:54.000 --> 00:12:56.000]  這個恩高有什麼用啊
[00:12:56.000 --> 00:12:58.000]  我真的要去挖井嗎
[00:12:58.000 --> 00:13:00.000]  想不通耶
[00:13:00.000 --> 00:13:03.000]  我怎麼看我自己也不像挖井得水
[00:13:03.000 --> 00:13:05.000]  這是可能嗎
[00:13:05.000 --> 00:13:08.000]  但現在回想起來
[00:13:08.000 --> 00:13:10.000]  真的是如此耶
[00:13:10.000 --> 00:13:14.000]  挖井就得水耶
[00:13:14.000 --> 00:13:16.000]  Hallelujah
[00:13:16.000 --> 00:13:19.000]  我們開始生命和的時候
[00:13:19.000 --> 00:13:21.000]  就是如此
[00:13:21.000 --> 00:13:24.000]  然後一間間的分堂開始
[00:13:24.000 --> 00:13:26.000]  不也是如此嗎
[00:13:26.000 --> 00:13:28.000]  不但在蒙古
[00:13:28.000 --> 00:13:30.000]  在非洲
[00:13:30.000 --> 00:13:32.000]  甚至在柬埔寨
[00:13:32.000 --> 00:13:35.000]  我更是很深的感觸
[00:13:35.000 --> 00:13:38.000]  一挖就有水出來了
[00:13:38.000 --> 00:13:40.000]  2007年
[00:13:40.000 --> 00:13:43.000]  我們開始生命和基金會
[00:13:43.000 --> 00:13:46.000]  我們現在不但有食物發放中心
[00:13:46.000 --> 00:13:49.000]  為低收入的報稅服務
[00:13:49.000 --> 00:13:52.000]  我們在非洲還有四個孤兒院
[00:13:52.000 --> 00:13:57.000]  2008年我們成立生命和教母領修學院
[00:13:57.000 --> 00:14:00.000]  現在已經超過十位以上的碩士畢業生
[00:14:00.000 --> 00:14:01.000]  你知道嗎
[00:14:01.000 --> 00:14:03.000]  而且在紐約、蒙古、歐蘭多
[00:14:03.000 --> 00:14:05.000]  都設立了分校
[00:14:05.000 --> 00:14:07.000]  也許你還不知道
[00:14:07.000 --> 00:14:09.000]  2013年我們成立了
[00:14:09.000 --> 00:14:11.000]  Roka生命和教育學院
[00:14:11.000 --> 00:14:15.000]  開始進入社區開辦學校
[00:14:15.000 --> 00:14:17.000]  現在已經開辦了七年了
[00:14:17.000 --> 00:14:19.000]  學生仍然是滿滿的
[00:14:19.000 --> 00:14:22.000]  場地已經不夠用
[00:14:22.000 --> 00:14:25.000]  2014年我們開始優勢頻道
[00:14:25.000 --> 00:14:27.000]  這是不一樣的頻道
[00:14:27.000 --> 00:14:28.000]  不是基督教電視台
[00:14:28.000 --> 00:14:34.000]  卻是一個基督教價值觀為根基的公益電視台
[00:14:34.000 --> 00:14:38.000]  一開始根本沒有人看好我們
[00:14:38.000 --> 00:14:41.000]  感謝神的去年我們慶祝五週年的時候
[00:14:41.000 --> 00:14:45.000]  我們看見灣區各個社團代表都一同來參加
[00:14:45.000 --> 00:14:46.000]  一同來慶賀
[00:14:46.000 --> 00:14:49.000]  我們真的正在透過媒體
[00:14:49.000 --> 00:14:51.000]  影響著灣區的文化
[00:14:51.000 --> 00:14:52.000]  第五年我們真的
[00:14:52.000 --> 00:14:56.000]  Hallelujah
[00:14:56.000 --> 00:14:57.000]  回想起來
[00:14:57.000 --> 00:15:01.000]  我們真的有打井得水的恩高
[00:15:01.000 --> 00:15:05.000]  挖井就有水了
[00:15:05.000 --> 00:15:07.000]  我告訴你同樣
[00:15:07.000 --> 00:15:09.000]  今天在你生命當中
[00:15:09.000 --> 00:15:14.000]  你在生命和這個恩高也在你身上
[00:15:14.000 --> 00:15:18.000]  在你裡面也是一個活水井在你裡面
[00:15:18.000 --> 00:15:23.000]  跟你們說你有個活水井在裡面跟他說
[00:15:23.000 --> 00:15:26.000]  你說為什麼我感受不到呢
[00:15:26.000 --> 00:15:28.000]  因為被塞住了嘛
[00:15:28.000 --> 00:15:32.000]  剛才經文不就說被塞住了嘛
[00:15:32.000 --> 00:15:36.000]  亞巴拉罕打過的井都被塞住了
