
[00:00:00.000 --> 00:00:02.440]  今天是門訓的結業禮
[00:00:02.440 --> 00:00:05.240]  門訓即是門徒訓練
[00:00:05.240 --> 00:00:09.440]  剛才也聽到很多的同學們說
[00:00:09.440 --> 00:00:12.100]  在過去的四十堂裡面
[00:00:12.100 --> 00:00:16.840]  被裝備被訓練成為主的門徒
[00:00:16.840 --> 00:00:20.340]  今天說是門訓的結業禮
[00:00:20.340 --> 00:00:22.240]  其實我覺得應該是
[00:00:22.240 --> 00:00:27.540]  成為主門徒的開學禮
[00:00:27.540 --> 00:00:31.040]  結業禮並不是一個完結
[00:00:31.040 --> 00:00:33.300]  而是一個開始
[00:00:33.300 --> 00:00:36.660]  作為主門徒的一個開始
[00:00:36.660 --> 00:00:38.200]  作為主的門徒
[00:00:38.200 --> 00:00:42.900]  究竟門徒和信徒有什麼分別呢?
[00:00:42.900 --> 00:00:46.300]  我覺得門徒和信徒的分別
[00:00:46.300 --> 00:00:51.160]  就好像一場球賽一樣
[00:00:51.160 --> 00:00:54.340]  我對球賽沒有什麼興趣
[00:00:54.340 --> 00:00:59.700]  不過我知道有很多人對看球賽很感興趣
[00:00:59.700 --> 00:01:07.000]  一場球賽當中會有很多觀眾
[00:01:07.000 --> 00:01:11.940]  早陣子有世界盃外圍賽
[00:01:11.940 --> 00:01:14.740]  很多大英姐妹都有買票入場看
[00:01:14.740 --> 00:01:17.940]  我老公和兒子都有買票入場看
[00:01:17.940 --> 00:01:19.300]  我就沒有什麼興趣
[00:01:19.300 --> 00:01:20.800]  我沒有去看
[00:01:20.800 --> 00:01:23.640]  一場球賽有很多觀眾
[00:01:23.640 --> 00:01:27.300]  但是球員就不是很多
[00:01:27.300 --> 00:01:29.960]  一隊球隊有多少球員呢?
[00:01:29.960 --> 00:01:31.500]  其實我也不知道
[00:01:31.500 --> 00:01:39.300]  不過肯定是和觀眾的比例相差很遠
[00:01:39.300 --> 00:01:43.200]  我們作為主的門徒
[00:01:43.200 --> 00:01:47.660]  我們可以想想當耶穌在地上
[00:01:47.660 --> 00:01:49.900]  祂去到不同的地方
[00:01:49.900 --> 00:01:53.400]  都有很大班人跟著耶穌的
[00:01:53.400 --> 00:01:57.000]  但是耶穌的門徒有多少位呢?
[00:01:57.000 --> 00:01:58.960]  12位
[00:01:58.960 --> 00:02:04.700]  這12位門徒一直緊緊跟隨耶穌
[00:02:04.700 --> 00:02:13.000]  四位有很多群眾會看究竟發生什麼事呢?
[00:02:13.000 --> 00:02:15.500]  會聽耶穌的教導
[00:02:15.500 --> 00:02:17.600]  當耶穌行神蹟的時候
[00:02:17.600 --> 00:02:20.300]  祂都會參與其中
[00:02:20.300 --> 00:02:25.600]  不過緊緊跟隨耶穌的就只有12位
[00:02:25.600 --> 00:02:26.440]  大英姐妹
[00:02:26.440 --> 00:02:29.660]  當我們信主的年日裡面
[00:02:29.660 --> 00:02:33.540]  究竟我們真的要去問自己
[00:02:33.540 --> 00:02:37.140]  我很想成為耶穌的門徒
[00:02:37.140 --> 00:02:39.060]  還是 哎呀
[00:02:39.060 --> 00:02:41.960]  原來我只不過是一個信徒
[00:02:41.960 --> 00:02:45.800]  這個我們真的很需要去檢視我們的生命
[00:02:45.800 --> 00:02:49.700]  那怎樣可以成為主的門徒呢?
[00:02:49.700 --> 00:02:52.540]  耶穌就是跟大家說
[00:02:52.540 --> 00:02:56.100]  剛才我們讀的經文在《路加福音》裡說
[00:02:56.100 --> 00:02:58.840]  若有人要跟從我就要怎樣呢?
[00:02:58.840 --> 00:03:01.040]  就當社己
[00:03:01.040 --> 00:03:08.240]  天天背起他的十字架來跟從我
[00:03:08.240 --> 00:03:12.300]  我們要成為主的門徒是需要社己的
[00:03:12.300 --> 00:03:14.740]  就好像球員那樣
[00:03:14.740 --> 00:03:17.500]  如果我們作為觀眾
[00:03:17.500 --> 00:03:22.340]  耶穌是在說我們的生命是需要付代價
[00:03:22.340 --> 00:03:24.900]  我們去看一場球賽
[00:03:24.900 --> 00:03:29.640]  其實觀眾都不需要付代價
[00:03:29.640 --> 00:03:33.840]  要付的代價可能就是買一張入場券
[00:03:33.840 --> 00:03:37.640]  要付的代價就是那一晚要出去
[00:03:37.640 --> 00:03:41.200]  要付的代價可能更開心一點
[00:03:41.200 --> 00:03:43.640]  買一包爆谷吃
[00:03:43.640 --> 00:03:49.160]  但是作為球員他要付的代價是多少呢?
[00:03:49.160 --> 00:03:51.140]  大家可想而知
[00:03:51.140 --> 00:03:53.660]  要接受很長的訓練
[00:03:53.660 --> 00:03:56.000]  並且是每天的訓練
[00:03:56.000 --> 00:03:59.160]  訓練到你的肌肉是會覺得痛的
[00:03:59.160 --> 00:04:01.900]  還有在訓練的過程是不好受的
[00:04:01.900 --> 00:04:03.900]  可能你覺得很悶的
[00:04:03.900 --> 00:04:07.360]  即是同一個角度的射球
[00:04:07.360 --> 00:04:10.200]  你要不斷地去練習的
[00:04:10.200 --> 00:04:13.460]  作為主的門徒都一樣
[00:04:13.460 --> 00:04:16.700]  我們信主的歷程
[00:04:16.700 --> 00:04:19.660]  未必會很精彩的
[00:04:19.660 --> 00:04:22.140]  可能中間有一段時間
[00:04:22.140 --> 00:04:24.600]  我們在服侍主的過程裡面
[00:04:24.600 --> 00:04:26.960]  會覺得很痛
[00:04:26.960 --> 00:04:29.360]  會覺得很悶
[00:04:29.360 --> 00:04:32.040]  看不到果效
[00:04:32.040 --> 00:04:34.500]  但是一位球員
[00:04:34.500 --> 00:04:39.160]  他怎樣可以最終可以參加這場比賽呢?
[00:04:39.160 --> 00:04:42.640]  就是他一路的堅持
[00:04:42.640 --> 00:04:52.240]  今天我們有很多位的門徒被訓練了
[00:04:52.240 --> 00:04:54.160]  被訓練完了
[00:04:54.160 --> 00:04:58.440]  訓練完要真正成為主的門徒
[00:04:58.440 --> 00:05:01.800]  之後也要繼續
[00:05:01.800 --> 00:05:02.860]  耶穌說什麼呢?
[00:05:02.860 --> 00:05:08.360]  天天背起主的十字架來跟隨主
[00:05:08.360 --> 00:05:13.360]  所以各位門訓的結業生
[00:05:13.360 --> 00:05:17.940]  今天是你們成為主門徒的開學禮
[00:05:17.940 --> 00:05:22.400]  今天開始每一天都要背起主的十字架
[00:05:22.400 --> 00:05:24.740]  來跟隨主
[00:05:24.740 --> 00:05:26.500]  要付代價
[00:05:26.500 --> 00:05:30.000]  在這個跟隨主的過程裡面
[00:05:30.000 --> 00:05:35.160]  不會每一天都好像參加比賽那麼精彩
[00:05:35.160 --> 00:05:37.940]  可能有很長的時間
[00:05:37.940 --> 00:05:40.360]  是需要被訓練
[00:05:40.360 --> 00:05:43.240]  就是要考你的耐力
[00:05:43.240 --> 00:05:45.800]  能不能夠堅持
[00:05:45.800 --> 00:05:48.260]  在你的信仰過程裡面
[00:05:48.260 --> 00:05:50.400]  可不可以
[00:05:50.400 --> 00:05:55.600]  當你覺得痛的時候
[00:05:55.600 --> 00:06:01.600]  仍然選擇跟隨主
[00:06:01.600 --> 00:06:06.160]  我們一起有個祈禱
[00:06:06.160 --> 00:06:08.700]  天父 多謝祢
[00:06:08.700 --> 00:06:12.200]  多謝祢很愛我們
[00:06:12.200 --> 00:06:16.960]  主啊 確實
[00:06:16.960 --> 00:06:21.240]  有很多很多人認識祢
[00:06:21.240 --> 00:06:23.440]  但是神啊
[00:06:23.440 --> 00:06:27.760]  我們真的需要去自己問自己
[00:06:27.760 --> 00:06:34.060]  我是那位旁觀的信徒
[00:06:34.060 --> 00:06:36.340]  還是我願意
[00:06:36.340 --> 00:06:43.760]  我的生命是要作主祢的門徒呢
[00:06:43.760 --> 00:06:45.640]  原來作主祢的門徒
[00:06:45.640 --> 00:06:49.360]  是需要付一個很大的代價
[00:06:49.360 --> 00:06:54.440]  是天天要背起十字架來跟隨祢
[00:06:54.440 --> 00:06:57.400]  神啊願祢祝福我們
[00:06:57.400 --> 00:07:01.040]  今天是一個很開心的日子
[00:07:01.040 --> 00:07:02.700]  同樣地
[00:07:02.700 --> 00:07:04.960]  我們都很想我們的生命
[00:07:04.960 --> 00:07:08.060]  可以在主祢裡面去反思
[00:07:08.060 --> 00:07:13.040]  讓我們的生命願意為主祢付代價
[00:07:13.040 --> 00:07:17.000]  願意為著要跟隨祢
[00:07:17.000 --> 00:07:19.160]  我們堅持下去
[00:07:19.160 --> 00:07:20.500]  縱使痛
[00:07:20.500 --> 00:07:23.300]  我們都仍然要堅持
[00:07:23.300 --> 00:07:25.600]  多謝主求祢祝福我們
[00:07:25.600 --> 00:07:27.440]  讓我們的生命
[00:07:27.440 --> 00:07:29.360]  緊緊的跟隨祢
[00:07:29.360 --> 00:07:32.600]  直到我們見祢面的時候
[00:07:32.600 --> 00:07:34.200]  多謝主聽我們的祈禱
[00:07:34.200 --> 00:07:35.860]  禱告奉主明求
[00:07:35.860 --> 00:07:36.660]  阿們
