
[00:00:00.000 --> 00:00:04.520]  好,靈姐妹,我們今天也可以一起思考神的話語
[00:00:04.520 --> 00:00:06.320]  用我們的禱告
[00:00:06.320 --> 00:00:09.560]  天父上帝,強尼同祢同在
[00:00:09.560 --> 00:00:15.920]  叫我們能夠在世上的日子照樣按您的心意去活著
[00:00:15.920 --> 00:00:19.800]  向魔鬼、奇硬、膽美好去著
[00:00:19.800 --> 00:00:22.440]  強尼加力給我們,祈禱奉耶穌的聖名
[00:00:22.440 --> 00:00:23.440]  阿門
[00:00:23.440 --> 00:00:25.640]  今天的時間比較緊迫
[00:00:25.640 --> 00:00:28.920]  我會和大家直接進入經文當中
[00:00:29.240 --> 00:00:33.160]  開始之前,我很鼓勵大家用自己的聖經
[00:00:33.160 --> 00:00:35.040]  打開今天的經文
[00:00:35.040 --> 00:00:37.120]  你會更容易跟進
[00:00:37.120 --> 00:00:40.960]  如果大家一直都是參加中房崇拜的時候
[00:00:40.960 --> 00:00:44.760]  你已經差不多讀完一次提摩太前書了
[00:00:44.760 --> 00:00:49.400]  今天這段經文是提摩太前書的最後一段
[00:00:49.400 --> 00:00:54.040]  相信大家都對提摩太的處境有基本的印象,是不是?
[00:00:54.040 --> 00:00:57.160]  它服侍的地方是以弗所
[00:00:57.720 --> 00:01:00.720]  這是亞底米女神信仰的大本營
[00:01:00.720 --> 00:01:05.640]  社會也是由異教文化去做主導
[00:01:05.640 --> 00:01:10.240]  而且教會裡也有不少假先知曲解真理
[00:01:10.240 --> 00:01:12.120]  最糟糕的是
[00:01:12.120 --> 00:01:14.600]  假先知很有市場
[00:01:14.600 --> 00:01:18.400]  他們不僅背棄自己的信仰
[00:01:18.400 --> 00:01:21.680]  也引誘別人離棄真道
[00:01:21.680 --> 00:01:25.240]  為了信徒熱衷在假知識上
[00:01:25.560 --> 00:01:28.680]  也引誘別人在物質和錢財上尋覓
[00:01:28.680 --> 00:01:33.280]  教會在這種情況下可以說是內憂外患
[00:01:33.280 --> 00:01:36.360]  提摩太作為教會的領袖
[00:01:36.360 --> 00:01:40.560]  剛剛算是處於暴風中心
[00:01:40.560 --> 00:01:44.680]  再加上提摩太的性格是比較脅弱的
[00:01:44.680 --> 00:01:49.680]  所以保羅在書信裡不斷鼓勵提醒提摩太
[00:01:49.680 --> 00:01:53.520]  我們可以看到第六章書信結束的時候
[00:01:53.880 --> 00:01:58.960]  保羅流露出一份迫切、著緊的一種很真的感情
[00:01:58.960 --> 00:02:02.480]  剛剛大家所讀的經文
[00:02:02.480 --> 00:02:06.800]  我們看到保羅吩咐提摩太要打美好的仗
[00:02:06.800 --> 00:02:09.400]  其實如果大家有留意的時候
[00:02:09.400 --> 00:02:11.600]  保羅在第一章已經這樣說
[00:02:11.600 --> 00:02:14.080]  而且內容幾乎完全一樣
[00:02:14.080 --> 00:02:18.880]  有勸勉、有警告
[00:02:18.880 --> 00:02:22.320]  大家可以看看提前一章十八十九節
[00:02:23.640 --> 00:02:24.920]  叫他打美好的仗
[00:02:24.920 --> 00:02:26.440]  還有警告是什麼
[00:02:26.440 --> 00:02:28.200]  有人已經挑起良心了
[00:02:28.200 --> 00:02:29.920]  已經跌倒了
[00:02:29.920 --> 00:02:33.800]  和今天的經文所發出的警告是一致的
[00:02:33.800 --> 00:02:36.080]  來到書信的結尾
[00:02:36.080 --> 00:02:41.200]  保羅不單止要重提先前打美好的仗這個命令
[00:02:41.200 --> 00:02:45.640]  而且對於怎樣打這個仗
[00:02:45.640 --> 00:02:49.600]  還有怎樣去裝備自己
[00:02:49.600 --> 00:02:52.720]  他有一個更加具體、清晰的論述
[00:02:53.520 --> 00:02:55.040]  首先我們看看第十一節
[00:02:55.040 --> 00:03:00.200]  「但你者屬神的人,要逃避這些事」
[00:03:00.200 --> 00:03:01.400]  很奇怪
[00:03:01.400 --> 00:03:02.840]  什麼呢?
[00:03:02.840 --> 00:03:08.360]  其實十一節是延續上文三到十節的內容
[00:03:08.360 --> 00:03:10.440]  這些事是什麼事?
[00:03:10.440 --> 00:03:13.240]  就是上一次朱牧師所講到的
[00:03:13.240 --> 00:03:17.120]  「全別的教義、貪戀錢財」
[00:03:17.120 --> 00:03:20.040]  這些令人背離信仰的事
[00:03:20.040 --> 00:03:22.760]  第十節剛剛講完
[00:03:23.360 --> 00:03:26.560]  有人因貪戀錢財而背離信仰
[00:03:26.560 --> 00:03:28.360]  不知道大家還記不記得
[00:03:28.360 --> 00:03:32.120]  「但」提摩他是屬神的人
[00:03:32.120 --> 00:03:35.560]  其實屬神的人也是人
[00:03:35.560 --> 00:03:41.080]  對於所有的罪惡、試探是沒有豁免的
[00:03:41.080 --> 00:03:44.520]  甚至更加可能受更大的攻擊
[00:03:44.520 --> 00:03:48.400]  所以保羅要提摩他要警醒
[00:03:48.400 --> 00:03:53.240]  要逃避上面所講的背離信仰的事
[00:03:54.320 --> 00:03:55.520]  但具體怎麼做呢?
[00:03:55.520 --> 00:03:58.120]  保羅似乎沒有馬上去講
[00:03:58.120 --> 00:04:01.960]  是留在下面十七到二十一節的時候
[00:04:01.960 --> 00:04:03.480]  他專門去講
[00:04:03.480 --> 00:04:05.560]  可想而知這件事很重要
[00:04:05.560 --> 00:04:09.960]  我們都知道保羅是提摩他的屬靈父親
[00:04:09.960 --> 00:04:14.080]  他細心教導提摩他要打好這場仗
[00:04:14.080 --> 00:04:17.520]  告訴他有什麼不能做
[00:04:17.520 --> 00:04:18.800]  有什麼應該做
[00:04:18.800 --> 00:04:21.200]  所以十一節下半節
[00:04:21.480 --> 00:04:27.920]  他要提摩他追求公義、敬虔、信心、愛心、忍耐、溫柔
[00:04:27.920 --> 00:04:32.200]  逃避和追求是完全相反的向度
[00:04:32.200 --> 00:04:39.080]  除了打仗要知道如何避免犯錯
[00:04:39.080 --> 00:04:42.280]  還要懂得操練好自己的實力
[00:04:42.280 --> 00:04:48.280]  為什麼保羅特別要提摩他追求這些屬靈質素呢?
[00:04:50.360 --> 00:04:57.760]  其實這些全部都是和提摩他在下面要做的事完全有關係
[00:04:57.760 --> 00:05:04.760]  公義在這裡是講誠實正直
[00:05:04.760 --> 00:05:09.520]  有誠實無偽的生命才不會虛假
[00:05:09.520 --> 00:05:16.920]  於是就不會落入下面第二十節所講的假知識的圈套
[00:05:18.040 --> 00:05:21.760]  敬虔上次也講了 敬虔加上知足就是大理
[00:05:21.760 --> 00:05:26.200]  敬虔就不會落入下面第十七節
[00:05:26.200 --> 00:05:29.200]  靠賴不住錢財的陷阱
[00:05:29.200 --> 00:05:33.560]  信心如果我們看第十六節的時候
[00:05:33.560 --> 00:05:37.280]  保羅講到我們這位主人是人未能看見的
[00:05:37.280 --> 00:05:41.960]  所以用信心去透視 因為信是不憑眼見的
[00:05:43.080 --> 00:05:48.720]  講愛心 十八節 保羅叫他提醒信徒
[00:05:48.720 --> 00:05:52.440]  要甘心施捨 樂意供給
[00:05:52.440 --> 00:05:55.640]  沒有愛心是做不到這件事的
[00:05:55.640 --> 00:05:59.760]  至於忍耐 甚至說什麼呢?
[00:05:59.760 --> 00:06:02.720]  基督到了適當的時候就會顯明出來
[00:06:02.720 --> 00:06:04.640]  就是要等
[00:06:04.640 --> 00:06:08.040]  我們需要有這個忍耐 有這個盼望
[00:06:08.040 --> 00:06:11.040]  去等到適當的時候等基督的顯現
[00:06:12.000 --> 00:06:15.840]  溫柔 一個人如果能夠柔和謙卑
[00:06:15.840 --> 00:06:19.760]  他就不會落在下面第十二十一節所講的境況
[00:06:19.760 --> 00:06:23.280]  就是自稱有知識背離你的信仰
[00:06:23.280 --> 00:06:27.840]  所以保羅列出這種屬靈質素的清單
[00:06:27.840 --> 00:06:31.160]  完全是針對提摩太的工作
[00:06:31.160 --> 00:06:33.960]  就是為了下面十二節所講的
[00:06:33.960 --> 00:06:36.480]  要去打美好的仗
[00:06:36.480 --> 00:06:41.520]  打仗保羅是用一個現在式的動詞
[00:06:42.280 --> 00:06:43.080]  是在講什麼呢?
[00:06:43.080 --> 00:06:46.040]  強調一樣就是持續不斷
[00:06:46.040 --> 00:06:49.880]  不是說偶爾出來打仗
[00:06:49.880 --> 00:06:52.320]  而是生活上持續不斷的事
[00:06:52.320 --> 00:06:54.880]  這個字可以譯作什麼呢?
[00:06:54.880 --> 00:06:59.480]  有獎賞的比賽 也可以譯作戰爭
[00:06:59.480 --> 00:07:02.560]  保羅絕對不是在講比賽
[00:07:02.560 --> 00:07:06.160]  一般來說 比賽你可以參加
[00:07:06.160 --> 00:07:07.680]  你可以不參加
[00:07:07.680 --> 00:07:11.400]  你輸了最多沒有獎牌 不用死的
[00:07:12.200 --> 00:07:13.680]  但打仗是什麼概念呢?
[00:07:13.680 --> 00:07:17.440]  我們看看下面的肥雅比書
[00:07:17.440 --> 00:07:23.720]  原來打仗是仇父
[00:07:23.720 --> 00:07:29.320]  你的戰爭是要面對這個苦難的
[00:07:29.320 --> 00:07:32.480]  而事實上保羅每天都為主打仗
[00:07:32.480 --> 00:07:37.120]  他奮戰到最後更加是為基督殉道
[00:07:37.120 --> 00:07:40.240]  我們再看貼前
[00:07:41.120 --> 00:07:42.600]  貼前的時候說到什麼呢?
[00:07:42.600 --> 00:07:46.560]  也把這個字譯作大爭戰中
[00:07:46.560 --> 00:07:50.680]  我收本是在強烈反對中
[00:07:50.680 --> 00:07:56.560]  其實原來是要受辱受害
[00:07:56.560 --> 00:07:59.760]  而且是面對強烈的反對
[00:07:59.760 --> 00:08:01.280]  不簡單
[00:08:01.280 --> 00:08:03.400]  在臨後
[00:08:03.400 --> 00:08:06.080]  這個大家應該很熟悉
[00:08:06.080 --> 00:08:07.080]  保羅所說的
[00:08:08.920 --> 00:08:11.360]  真是埋身肉搏 擊倒在地
[00:08:11.360 --> 00:08:12.800]  但不戰滅亡
[00:08:12.800 --> 00:08:17.560]  我們時時為基督避之於死地
[00:08:17.560 --> 00:08:21.160]  簡單來說 保羅所說的打仗是什麼呢?
[00:08:21.160 --> 00:08:23.240]  就是要受苦難
[00:08:23.240 --> 00:08:25.520]  面對強烈的反對
[00:08:25.520 --> 00:08:28.080]  甚至要犧牲
[00:08:28.080 --> 00:08:33.560]  事實上要打仗就要有犧牲的準備
[00:08:33.560 --> 00:08:36.200]  要敢於犧牲
[00:08:36.880 --> 00:08:39.480]  就一定要有一個很強的信念支持才行
[00:08:39.480 --> 00:08:42.880]  所以軍校訓練軍人
[00:08:42.880 --> 00:08:45.760]  就一定要堅定他們的作戰意志
[00:08:45.760 --> 00:08:49.280]  還有讓他們看到一個清晰的目標
[00:08:49.280 --> 00:08:51.160]  一個很清晰的使命
[00:08:51.160 --> 00:08:53.840]  在1924年的時候
[00:08:53.840 --> 00:08:56.280]  孫中山建立黃埔軍校
[00:08:56.280 --> 00:08:57.760]  最迫切的目標是什麼呢?
[00:08:57.760 --> 00:09:00.080]  就是消滅軍閥 統一中國
[00:09:00.080 --> 00:09:03.680]  所以在門口掛了一副對聯
[00:09:03.680 --> 00:09:06.560]  升官發財 請往他處
[00:09:07.120 --> 00:09:09.240]  貪生怕死 勿進此門
[00:09:09.240 --> 00:09:13.160]  雖然北伐一波三折
[00:09:13.160 --> 00:09:16.640]  但是一定要堅持這個任務
[00:09:16.640 --> 00:09:19.800]  結果北伐成功
[00:09:19.800 --> 00:09:22.800]  大家知道1928年張學良歸順國民政府的時候
[00:09:22.800 --> 00:09:25.680]  整個軍閥的時代就結束
[00:09:25.680 --> 00:09:28.200]  提摩看到堅持什麼呢?
[00:09:28.200 --> 00:09:30.280]  有什麼使命呢?
[00:09:30.280 --> 00:09:32.360]  我們再看下去的時候
[00:09:32.360 --> 00:09:35.320]  就是說要持定永生
[00:09:35.960 --> 00:09:37.320]  你為此被召
[00:09:37.320 --> 00:09:42.360]  持定永生是一個什麼概念呢?
[00:09:42.360 --> 00:09:46.280]  永生是一個延續到永遠的生命
[00:09:46.280 --> 00:09:49.320]  是要用末世的角度去掌握的
[00:09:49.320 --> 00:09:53.000]  唯有能夠用一個
[00:09:53.000 --> 00:09:56.960]  不是鎖死在現在的眼光
[00:09:56.960 --> 00:09:59.760]  看到終極的盼望的時候
[00:09:59.760 --> 00:10:02.240]  你才能夠動力去打仗
[00:10:03.840 --> 00:10:06.440]  提摩太太為什麼而被召呢?
[00:10:06.440 --> 00:10:08.720]  是為叫人得永生而被召
[00:10:08.720 --> 00:10:11.120]  這個在第一章十八節的時候已經看到
[00:10:11.120 --> 00:10:14.160]  其實屬靈的征戰
[00:10:14.160 --> 00:10:16.400]  不單止要持定永生
[00:10:16.400 --> 00:10:20.080]  也需要從神而來的力量和勇氣
[00:10:20.080 --> 00:10:21.920]  所以十三節
[00:10:21.920 --> 00:10:27.040]  「我在那次生命級萬物的神面前」
[00:10:27.040 --> 00:10:30.120]  這個就是力量的來源
[00:10:30.840 --> 00:10:36.960]  「並且在本雕彼拉多作過的美好見證的基督耶穌面前祝福你」
[00:10:36.960 --> 00:10:39.160]  這個就是勇氣的所在
[00:10:39.160 --> 00:10:42.360]  留意一下十二到十三節
[00:10:42.360 --> 00:10:45.040]  有三個面前
[00:10:45.040 --> 00:10:47.720]  十二個面前是什麼面前呢?
[00:10:47.720 --> 00:10:50.760]  提摩太太在眾人面前的見證
[00:10:50.760 --> 00:10:54.560]  其實保祿是要提醒提摩太太
[00:10:54.560 --> 00:10:57.520]  她所領受的使命和責任
[00:10:57.520 --> 00:11:00.800]  在眾人面前是很莊嚴的
[00:11:01.840 --> 00:11:03.840]  在大家見證的情況下領受
[00:11:03.840 --> 00:11:07.320]  這就是強化她的意志
[00:11:07.320 --> 00:11:10.840]  十三節又提到什麼面前呢?
[00:11:10.840 --> 00:11:14.640]  就是次生命級萬物的神的面前
[00:11:14.640 --> 00:11:17.560]  次生命
[00:11:17.560 --> 00:11:20.760]  他特別強調次生命比萬物的神
[00:11:20.760 --> 00:11:23.240]  我們要來自神的生命力
[00:11:23.240 --> 00:11:28.040]  其實這個就是我有力量去打這場仗
[00:11:29.440 --> 00:11:31.040]  那個很重要的基礎
[00:11:31.040 --> 00:11:35.040]  十三節第三個面前是什麼呢?
[00:11:35.040 --> 00:11:39.840]  就是基督耶穌作美好見證
[00:11:39.840 --> 00:11:41.840]  在什麼情況下做的呢?
[00:11:41.840 --> 00:11:44.440]  是在彼拉多面前
[00:11:44.440 --> 00:11:48.640]  究竟耶穌在彼拉多面前怎樣做見證呢?
[00:11:48.640 --> 00:11:52.440]  我們來看看《約翰福音》十八章第三十七節
[00:11:52.440 --> 00:11:56.040]  耶穌和彼拉多說
[00:11:56.040 --> 00:11:57.840]  「我為此而生」
[00:11:58.640 --> 00:12:00.840]  也因此來到這個世界
[00:12:00.840 --> 00:12:02.640]  「特為真理作見證」
[00:12:02.640 --> 00:12:04.440]  你留意
[00:12:04.440 --> 00:12:07.040]  十二節下半節
[00:12:07.040 --> 00:12:08.440]  今天的經文
[00:12:08.440 --> 00:12:13.040]  保羅也特別說
[00:12:13.040 --> 00:12:16.640]  「提摩泰為此被召」
[00:12:16.640 --> 00:12:19.240]  耶穌就為此而生
[00:12:19.240 --> 00:12:21.640]  提摩泰就為此被召
[00:12:21.640 --> 00:12:24.640]  都是要為真理作見證
[00:12:24.640 --> 00:12:26.840]  對於提摩泰來說
[00:12:27.440 --> 00:12:29.640]  基督耶穌是一個非常完美的示範
[00:12:29.640 --> 00:12:32.240]  示範什麼呢?
[00:12:32.240 --> 00:12:35.040]  怎樣可以在不利的環境裡
[00:12:35.040 --> 00:12:38.040]  仍然堅持永生打美好的仗
[00:12:38.040 --> 00:12:43.040]  這正正就是提摩泰需要的勇氣
[00:12:43.040 --> 00:12:46.240]  十四節其實很重要
[00:12:46.240 --> 00:12:50.040]  「要守這個命令,毫不玷污,無可指責」
[00:12:50.040 --> 00:12:52.440]  「直到我們的主耶穌基督顯現」
[00:12:52.440 --> 00:12:55.640]  其實保羅的每一句話
[00:12:56.440 --> 00:12:57.640]  不是例行公事
[00:12:57.640 --> 00:12:59.040]  我們聽到以熟能詳
[00:12:59.040 --> 00:13:00.240]  這些說話
[00:13:00.240 --> 00:13:02.040]  這些詞語我們都很熟
[00:13:02.040 --> 00:13:05.840]  保羅寫的說話
[00:13:05.840 --> 00:13:06.840]  沒有一個是多餘的
[00:13:06.840 --> 00:13:10.040]  如果大家讀過提摩泰前後書的時候
[00:13:10.040 --> 00:13:11.440]  我想你會知道
[00:13:11.440 --> 00:13:14.240]  保羅經常提醒提摩泰要無可指責
[00:13:14.240 --> 00:13:17.240]  無可指責有什麼重要呢?
[00:13:17.240 --> 00:13:23.040]  在小行傳十九章的時候
[00:13:23.040 --> 00:13:24.840]  大家記不記得有兩件事情
[00:13:26.440 --> 00:13:27.840]  保羅去到葉弗所傳道
[00:13:27.840 --> 00:13:30.240]  很多行邪術的人信了耶穌
[00:13:30.240 --> 00:13:32.640]  他們是什麼呢?
[00:13:32.640 --> 00:13:35.240]  他們是自己拿書出來笑
[00:13:35.240 --> 00:13:39.240]  那裡價值很高
[00:13:39.240 --> 00:13:44.040]  但不是保羅充公他們的書來笑
[00:13:44.040 --> 00:13:46.040]  保羅沒有做這些事情
[00:13:46.040 --> 00:13:49.240]  而在葉弗所很多人信了耶穌之後
[00:13:49.240 --> 00:13:54.240]  搞到很多靠亞底米女神謀生的人
[00:13:54.240 --> 00:13:55.440]  沒有生意了
[00:13:56.240 --> 00:13:58.440]  憤怒的憤眾抓了保羅的兩個同伴
[00:13:58.440 --> 00:13:59.840]  進去大劇院裡面公審
[00:13:59.840 --> 00:14:01.840]  在最混亂的時候
[00:14:01.840 --> 00:14:06.440]  城裡面的書記官親自出來解救他們
[00:14:06.440 --> 00:14:08.040]  說什麼呢?
[00:14:08.040 --> 00:14:10.840]  他們沒有偷竊廟宗之物
[00:14:10.840 --> 00:14:13.040]  也沒有褻瀆我們的女神
[00:14:13.040 --> 00:14:16.840]  保羅去傳福音
[00:14:16.840 --> 00:14:20.440]  他所做的行為
[00:14:20.440 --> 00:14:22.040]  他的同伴所做的行為
[00:14:22.040 --> 00:14:23.440]  是無可指責
[00:14:23.440 --> 00:14:24.840]  不能被人抽清
[00:14:26.640 --> 00:14:29.040]  打仗是生死攸關的事
[00:14:29.040 --> 00:14:32.840]  唯有你自己無可指責
[00:14:32.840 --> 00:14:34.840]  不出錯
[00:14:34.840 --> 00:14:38.840]  你才不會破綻被敵人攻擊
[00:14:38.840 --> 00:14:43.240]  我們執行這個使命
[00:14:43.240 --> 00:14:47.040]  是上帝交給我們的
[00:14:47.040 --> 00:14:48.440]  神是聖潔的
[00:14:48.440 --> 00:14:50.240]  我們為真理而戰
[00:14:50.240 --> 00:14:52.840]  我們贏也要贏得乾乾淨淨
[00:14:52.840 --> 00:14:54.840]  這就是毫無玷污
[00:14:56.440 --> 00:14:59.440]  直到我們的主耶穌基督的顯現是什麼意思
[00:14:59.440 --> 00:15:03.040]  這個一定要從末世的角度去看
[00:15:03.040 --> 00:15:04.840]  基督的顯現
[00:15:04.840 --> 00:15:07.440]  就是基督要再來
