
[00:00:00.000 --> 00:00:06.000]  律政司司長
[00:00:30.000 --> 00:00:36.000]  天父我們同心轉眼仰望祢
[00:00:36.000 --> 00:00:41.000]  因為祢永永遠遠是我們的倚靠 是我們的幫助
[00:00:41.000 --> 00:00:46.000]  主我們今天再次在祢面前敬拜祢 尊崇祢
[00:00:46.000 --> 00:00:51.000]  祢的確是天地宇宙的主宰 是我們生命的主
[00:00:51.000 --> 00:00:57.000]  主祢配得上我們將一切 一切的敬拜獻情給祢
[00:00:57.000 --> 00:01:03.000]  主我們渴望我們的生命 每時每刻都成為對祢的敬拜
[00:01:03.000 --> 00:01:07.000]  讓我們的心轉向祢 都是屬於祢
[00:01:07.000 --> 00:01:11.000]  主今天我們再次思想伊斯拉基的經文
[00:01:11.000 --> 00:01:14.000]  我們祈求聖靈在我們心中工作
[00:01:14.000 --> 00:01:17.000]  主如果不是祢光照我們的心
[00:01:17.000 --> 00:01:21.000]  如果不是祢將祢的話傳在我們的心
[00:01:21.000 --> 00:01:23.000]  我們很快隨著忘記
[00:01:23.000 --> 00:01:28.000]  主啊帶領我們 讓我們的心被祢的靈感動
[00:01:28.000 --> 00:01:31.000]  我們進入祢的真理當中
[00:01:31.000 --> 00:01:35.000]  我們等候仰望奉耶穌基督的聖名求
[00:01:35.000 --> 00:01:36.000]  阿們
[00:01:54.000 --> 00:01:56.000]  在當時很多的猶太人
[00:01:56.000 --> 00:02:01.000]  他們真的要懂得去關心神的事情
[00:02:01.000 --> 00:02:07.000]  哈蓋當時很清楚地去呼籲眾弟兄姊妹 眾猶太人
[00:02:07.000 --> 00:02:08.000]  告訴他們知道
[00:02:08.000 --> 00:02:11.000]  他們不可以容許神的電荒涼
[00:02:11.000 --> 00:02:14.000]  而自己住在天花板的房屋
[00:02:14.000 --> 00:02:15.000]  在這段時間
[00:02:15.000 --> 00:02:21.000]  我們常常聽到的哈蓋的一個很重要的呼籲
[00:02:21.000 --> 00:02:23.000]  我常常想起曾經一篇經文
[00:02:23.000 --> 00:02:24.000]  大家也會想起
[00:02:24.000 --> 00:02:26.000]  就是《針研二十三章》
[00:02:26.000 --> 00:02:27.000]  聖經裡面說
[00:02:27.000 --> 00:02:32.000]  「我而祢要將祢的心歸我
[00:02:32.000 --> 00:02:37.000]  祢的眼目也要喜悅我的道路」
[00:02:37.000 --> 00:02:40.000]  這句話很多弟兄姊妹都常常提及
[00:02:40.000 --> 00:02:42.000]  好像是神不斷地呼籲我們
[00:02:42.000 --> 00:02:45.000]  心思 反思 反省
[00:02:45.000 --> 00:02:49.000]  就是我們的心究竟歸向誰呢?
[00:02:49.000 --> 00:02:52.000]  或者歸向什麼呢?
[00:02:52.000 --> 00:02:57.000]  我們的眼目是集中在什麼事上呢?
[00:02:57.000 --> 00:03:01.000]  集中在什麼物質或人的身上呢?
[00:03:01.000 --> 00:03:04.000]  但是聖經就呼籲我們
[00:03:04.000 --> 00:03:08.000]  將我們的心歸向神 轉向神
[00:03:08.000 --> 00:03:11.000]  我們的眼目喜悅的是神的路
[00:03:11.000 --> 00:03:15.000]  是願意 是歡喜地走在神的心意當中
[00:03:15.000 --> 00:03:18.000]  何時我們的心轉向神的時候
[00:03:18.000 --> 00:03:20.000]  我們去順從祂的時候
[00:03:20.000 --> 00:03:24.000]  你和我會更深刻地經歷神的恩惠
[00:03:24.000 --> 00:03:28.000]  好像打開了天上的窗戶
[00:03:28.000 --> 00:03:33.000]  上帝可以將祂的恩典傾注給我們
[00:03:33.000 --> 00:03:36.000]  何時人願意將心轉向神
[00:03:36.000 --> 00:03:39.000]  神就樂意將恩惠賜下
[00:03:39.000 --> 00:03:42.000]  我們不要誤會不是一種交換
[00:03:42.000 --> 00:03:45.000]  而是只是人的心轉向神
[00:03:45.000 --> 00:03:49.000]  人才可以不被我們的硬心難阻
[00:03:49.000 --> 00:03:53.000]  以致可以將恩典賜給我們
[00:03:53.000 --> 00:03:55.000]  當我們讀到以色列記的時候
[00:03:55.000 --> 00:03:58.000]  不斷看到神怎樣幫助他的子民
[00:03:58.000 --> 00:04:01.000]  將心轉向他
[00:04:01.000 --> 00:04:03.000]  當他們轉向神的時候
[00:04:03.000 --> 00:04:07.000]  不斷經歷神的恩惠臨到他們當中
[00:04:07.000 --> 00:04:09.000]  所以今天我們再思想
[00:04:09.000 --> 00:04:14.000]  再看神怎樣去恩待順從他 轉向他的人
[00:04:14.000 --> 00:04:16.000]  我們再看聖經
[00:04:16.000 --> 00:04:19.000]  你記得聖經在第五章我們曾經說過的
[00:04:19.000 --> 00:04:22.000]  就是提到當時有一個河西的總督
[00:04:22.000 --> 00:04:24.000]  不知道大家記不記得他的名字
[00:04:24.000 --> 00:04:27.000]  他的名字比較特別 叫達賴
[00:04:27.000 --> 00:04:30.000]  這位總督當時來質詢很多猶太人
[00:04:30.000 --> 00:04:35.000]  問他們你們為何會建造這個聖殿
[00:04:35.000 --> 00:04:38.000]  誰准許你們做這件事情
[00:04:38.000 --> 00:04:40.000]  來詢問他們
[00:04:40.000 --> 00:04:44.000]  當時他們回答是古列王下令我們做這件事情
[00:04:44.000 --> 00:04:50.000]  大家記得當時這位達賴沒有立刻禁止他們
[00:04:50.000 --> 00:04:53.000]  只是說好 我去查詢這件事情
[00:04:53.000 --> 00:04:56.000]  因此他向當時的君王大利烏王
[00:04:56.000 --> 00:04:59.000]  發出了一個咒文上書
[00:04:59.000 --> 00:05:02.000]  請問他究竟有沒有這樣的事情
[00:05:02.000 --> 00:05:05.000]  請王查察 有沒有這樣的古籍
[00:05:05.000 --> 00:05:11.000]  講述到古列王曾經下令他們去做這件事情
[00:05:11.000 --> 00:05:13.000]  因此來到第六章第一節
[00:05:13.000 --> 00:05:17.000]  大利烏王就真的按照這個要求去做
[00:05:17.000 --> 00:05:22.000]  大家請看第六章第一節
[00:05:22.000 --> 00:05:27.000]  於是大利烏王下令考察在巴比倫庫房的檔案
[00:05:27.000 --> 00:05:32.000]  在馬袋省的阿瑪他宮中發現了一卷書卷
[00:05:32.000 --> 00:05:36.000]  其中寫著這樣的一段記錄
[00:05:36.000 --> 00:05:40.000]  當時大利烏王下令在巴比倫的庫房
[00:05:40.000 --> 00:05:44.000]  是儲存寶物 儲存重要文獻的地方
[00:05:44.000 --> 00:05:47.000]  但是發現找不到
