
[00:00:00.000 --> 00:00:03.000]  在去年六月到現在
[00:00:03.000 --> 00:00:07.000]  我們在重重困難的當中
[00:00:07.000 --> 00:00:11.000]  你們還可不可以喜樂?
[00:00:11.000 --> 00:00:13.000]  有人會問
[00:00:13.000 --> 00:00:15.000]  在九個月苦困的當中
[00:00:15.000 --> 00:00:18.000]  神在哪裡?
[00:00:18.000 --> 00:00:22.000]  在二月份的時候
[00:00:22.000 --> 00:00:25.000]  我們一同思想過
[00:00:25.000 --> 00:00:31.000]  馬太福音的十三章二十四至三十節
[00:00:31.000 --> 00:00:34.000]  我們希望能夠一同領受
[00:00:34.000 --> 00:00:36.000]  在苦難當中
[00:00:36.000 --> 00:00:41.000]  我們不需要很徬徨地解釋
[00:00:41.000 --> 00:00:43.000]  為什麼有苦難
[00:00:43.000 --> 00:00:47.000]  雖然我們對苦難不能夠提出一個完美的答案
[00:00:47.000 --> 00:00:50.000]  但我們一起去相信神
[00:00:50.000 --> 00:00:52.000]  我們看著苦難
[00:00:52.000 --> 00:00:55.000]  我們看著在苦難當中的人
[00:00:55.000 --> 00:01:01.000]  我們看著在苦難當中和我們一起的神
[00:01:01.000 --> 00:01:05.000]  我們都相信在苦難當中神不會消失
[00:01:05.000 --> 00:01:08.000]  我們發現神的恩典是堅韌的
[00:01:08.000 --> 00:01:12.000]  愛是不會離開我們的
[00:01:12.000 --> 00:01:16.000]  因為我們周圍已經有好像雲彩般的見證人
[00:01:16.000 --> 00:01:18.000]  在我們的身邊
[00:01:18.000 --> 00:01:20.000]  他們仍然喜樂
[00:01:20.000 --> 00:01:23.000]  他們是有勇氣的
[00:01:23.000 --> 00:01:26.000]  在一月份的講道當中
[00:01:26.000 --> 00:01:31.000]  我們又思想過馬太福音十二章二十八到三十四節
[00:01:31.000 --> 00:01:33.000]  經文講道就是說
[00:01:33.000 --> 00:01:38.000]  民事去問就是哪一條界命是最重要的
[00:01:38.000 --> 00:01:40.000]  耶穌基督的回答就是說
[00:01:40.000 --> 00:01:43.000]  盡心盡性盡義盡力愛主你的神
[00:01:43.000 --> 00:01:45.000]  就是用盡你的思想
[00:01:45.000 --> 00:01:48.000]  用盡你每一斤的肌肉要去愛神
[00:01:48.000 --> 00:01:52.000]  除此之外還有命令的另一部分
[00:01:52.000 --> 00:01:55.000]  就是說我們要愛人如己
[00:01:55.000 --> 00:01:59.000]  我們要愛鄰舍如同自己
[00:01:59.000 --> 00:02:03.000]  不知道大家記不記得這些訊息呢
[00:02:03.000 --> 00:02:05.000]  每一次我們聽到之後
[00:02:05.000 --> 00:02:07.000]  我們能不能夠領受呢
[00:02:07.000 --> 00:02:12.000]  不知不覺間我做了院長已經十幾年的時間
[00:02:12.000 --> 00:02:16.000]  期間就是請了一些很好的老師
[00:02:16.000 --> 00:02:21.000]  這些老師是比我更有行政經驗
[00:02:21.000 --> 00:02:25.000]  所以聊天的時候是很想聽到他們的心得
[00:02:25.000 --> 00:02:27.000]  吸收他們的學問
[00:02:27.000 --> 00:02:33.000]  希望能夠多得一些做人的知識和行政的經驗
[00:02:33.000 --> 00:02:37.000]  有一次我和一位同工去聊天
[00:02:37.000 --> 00:02:40.000]  我聽了一下他的行政經驗
[00:02:40.000 --> 00:02:41.000]  他就跟我說
[00:02:41.000 --> 00:02:48.000]  院長,假如停車場有一張廢紙
[00:02:48.000 --> 00:02:51.000]  這個責任是歸院長的
[00:02:51.000 --> 00:02:54.000]  我聽到之後覺得很為難
[00:02:54.000 --> 00:02:57.000]  我不是很相信這樣的說法
[00:02:57.000 --> 00:03:01.000]  但是又好像是這樣說
[00:03:01.000 --> 00:03:05.000]  我真的要負上責任?
[00:03:05.000 --> 00:03:10.000]  說到責任,我也和我兩個兒子說責任
[00:03:10.000 --> 00:03:13.000]  有些時候我把握機會和他們去喝茶
[00:03:13.000 --> 00:03:15.000]  和他們走路散心
[00:03:15.000 --> 00:03:17.000]  他們越來越大的時候
[00:03:17.000 --> 00:03:21.000]  我也會告訴他們一些很重要的事情
[00:03:21.000 --> 00:03:23.000]  我說幾樣重要的事情
[00:03:23.000 --> 00:03:24.000]  第一樣就是說
[00:03:24.000 --> 00:03:27.000]  我希望他們能夠愛神
[00:03:27.000 --> 00:03:29.000]  第二樣我希望他們結婚的話
[00:03:29.000 --> 00:03:31.000]  如果他們會結婚的話
[00:03:31.000 --> 00:03:37.000]  我希望他們能夠有一位真是可以彼此相愛的妻子
[00:03:37.000 --> 00:03:38.000]  第三
[00:03:38.000 --> 00:03:42.000]  我希望他們能夠找到一份他們喜歡的工作
[00:03:42.000 --> 00:03:44.000]  無論這份工作有多高
[00:03:44.000 --> 00:03:46.000]  或者在人世間有多低
[00:03:46.000 --> 00:03:47.000]  不打緊的
[00:03:47.000 --> 00:03:51.000]  總之他們喜歡做這份工作
[00:03:51.000 --> 00:03:52.000]  第四
[00:03:52.000 --> 00:03:56.000]  他們要小心行事
[00:03:56.000 --> 00:03:58.000]  為自己所做的
[00:03:58.000 --> 00:04:01.000]  要負上責任
[00:04:01.000 --> 00:04:03.000]  他們要知道他們的決定
[00:04:03.000 --> 00:04:06.000]  不單止是影響自己的生活
[00:04:06.000 --> 00:04:09.000]  也會影響輪舍
[00:04:09.000 --> 00:04:15.000]  所以今天我想和大家繼續講到愛輪舍
[00:04:15.000 --> 00:04:18.000]  講到我們生命的責任
[00:04:18.000 --> 00:04:21.000]  我特別想和大家思想到
[00:04:21.000 --> 00:04:23.000]  我們要關顧輪舍當中
[00:04:23.000 --> 00:04:26.000]  就是我們的生態環境
[00:04:26.000 --> 00:04:30.000]  和關顧我們地球的責任
[00:04:30.000 --> 00:04:32.000]  這個是關乎愛輪舍的
[00:04:32.000 --> 00:04:36.000]  其實不單止是我們現在看到的輪舍
[00:04:36.000 --> 00:04:41.000]  也是為那些還未出世的輪舍
[00:04:41.000 --> 00:04:43.000]  我們為他們負上責任
[00:04:43.000 --> 00:04:47.000]  所以今天我們會主要思想兩段經文
[00:04:47.000 --> 00:04:50.000]  就是《羅馬書》八章八至二十節
[00:04:50.000 --> 00:04:55.000]  和《哥羅西書》一章十九至二十節
[00:04:55.000 --> 00:04:57.000]  這兩段經文
[00:04:57.000 --> 00:04:59.000]  大家都要知道
[00:04:59.000 --> 00:05:03.000]  當我們講到生態環境的關顧的時候
[00:05:03.000 --> 00:05:07.000]  很多時候就會講這兩段經文
[00:05:07.000 --> 00:05:09.000]  第一段經文就是
[00:05:09.000 --> 00:05:13.000]  《羅馬書》八章十八至二十二節
[00:05:13.000 --> 00:05:18.000]  「我想,現在的苦楚若比起將來
[00:05:18.000 --> 00:05:22.000]  要顯於我們的榮耀就不足介意了
[00:05:22.000 --> 00:05:27.000]  受造之物切忘等候神的眾子顯出來
[00:05:27.000 --> 00:05:31.000]  因為受造之物伏在虛空之下
[00:05:31.000 --> 00:05:33.000]  不是自己願意
[00:05:33.000 --> 00:05:36.000]  乃是因那叫他如此的
[00:05:36.000 --> 00:05:42.000]  但受造之物仍然指望脫離敗壞的痕跡
[00:05:42.000 --> 00:05:46.000]  得享神兒女自由的榮耀
[00:05:46.000 --> 00:05:48.000]  我們知道
[00:05:48.000 --> 00:05:52.000]  一切受造之物一同嘆息
[00:05:52.000 --> 00:05:55.000]  勞苦積到如今」
[00:05:55.000 --> 00:05:57.000]  在十八節就講到
[00:05:57.000 --> 00:06:01.000]  「我想,現在的苦楚若比起將來
[00:06:01.000 --> 00:06:04.000]  要顯於我們的榮耀就不足介意了」
[00:06:04.000 --> 00:06:06.000]  保羅就講出
[00:06:06.000 --> 00:06:10.000]  世界將來的盼望是有榮耀的
[00:06:10.000 --> 00:06:15.000]  就是神在基督裡面工作的榮耀
[00:06:15.000 --> 00:06:18.000]  十九至二十二節就講到
[00:06:18.000 --> 00:06:22.000]  「受造之物切忘等候神的眾子顯出來
[00:06:22.000 --> 00:06:25.000]  因為受造之物伏在虛空之下
[00:06:25.000 --> 00:06:27.000]  不是自己願意
[00:06:27.000 --> 00:06:29.000]  乃是因那叫他如此的
[00:06:29.000 --> 00:06:33.000]  但受造之物仍然指望脫離敗壞的痕跡
[00:06:33.000 --> 00:06:36.000]  得享神兒女自由的榮耀
[00:06:36.000 --> 00:06:38.000]  我們知道
[00:06:38.000 --> 00:06:41.000]  一切受造之物一同嘆息
[00:06:41.000 --> 00:06:43.000]  勞苦積到如今」
[00:06:43.000 --> 00:06:46.000]  當你聽我讀第二次的時候
[00:06:46.000 --> 00:06:50.000]  有沒有留意到一個字常常出現的
[00:06:50.000 --> 00:06:53.000]  就是受造之物
[00:06:53.000 --> 00:06:55.000]  Creation
[00:06:55.000 --> 00:06:59.000]  受造之物在十九至二十二節
[00:06:59.000 --> 00:07:01.000]  每一節都出現
[00:07:01.000 --> 00:07:03.000]  受造之物是指什麼呢?
[00:07:03.000 --> 00:07:08.000]  受造之物就是指神創造的整個宇宙
[00:07:08.000 --> 00:07:10.000]  保羅就講出
[00:07:10.000 --> 00:07:13.000]  這些受造之物是被屈服
[00:07:13.000 --> 00:07:15.000]  在虛空之下
[00:07:15.000 --> 00:07:18.000]  並且在敗壞的痕跡當中
[00:07:18.000 --> 00:07:20.000]  神宣佈說
[00:07:20.000 --> 00:07:25.000]  這些受造之物是受苦的
[00:07:25.000 --> 00:07:27.000]  為什麼呢?
[00:07:27.000 --> 00:07:30.000]  他們是受到人的罪和墮落的影響
[00:07:30.000 --> 00:07:35.000]  所以不可以再有原來那種受造的美好
[00:07:35.000 --> 00:07:39.000]  所以受造之物在身淫忍愛
[00:07:39.000 --> 00:07:45.000]  等待自由釋放的日子
[00:07:45.000 --> 00:07:49.000]  2018年的山竹是強勁的颶風
[00:07:49.000 --> 00:07:51.000]  大家都很記得
[00:07:51.000 --> 00:07:56.000]  使到香港很多的損毀
[00:07:56.000 --> 00:07:59.000]  山竹過後環保組織就討論
[00:07:59.000 --> 00:08:05.000]  其實2018年是全球的天氣極之反常
[00:08:05.000 --> 00:08:09.000]  尤其是極端的高溫影響不極
[00:08:09.000 --> 00:08:15.000]  8月份錄得攝氏17度的高溫
[00:08:15.000 --> 00:08:20.000]  所以有叫做最後一片冰區
[00:08:20.000 --> 00:08:24.000]  是中年結冰的海
[00:08:24.000 --> 00:08:30.000]  在2018年首度有兩次破裂
