
[00:00:00.000 --> 00:00:03.000]  今天想和大家分享到《讓福音》第十六章
[00:00:03.000 --> 00:00:07.000]  題目是「耶穌有奪不去的喜樂」
[00:00:07.000 --> 00:00:11.000]  《讓福音》用幾章講到耶穌在最後晚餐
[00:00:11.000 --> 00:00:13.000]  一個艱難的時間裏面
[00:00:13.000 --> 00:00:15.000]  耶穌彰顯祂的大愛
[00:00:15.000 --> 00:00:18.000]  這時候滿頭很多疑惑、很多迷失
[00:00:18.000 --> 00:00:19.000]  在很多迷失的時候
[00:00:19.000 --> 00:00:21.000]  今日經文耶穌提醒我們
[00:00:21.000 --> 00:00:24.000]  有一份喜樂是世人奪不走的
[00:00:24.000 --> 00:00:27.000]  跟從耶穌的人有一份奪不去的喜樂
[00:00:27.000 --> 00:00:29.000]  我們看今日經文《讓福音》第十六章
[00:00:29.000 --> 00:00:31.000]  十六節到廿四節
[00:00:31.000 --> 00:00:35.000]  我先讀頂字末輪讀
[00:00:35.000 --> 00:00:38.000]  等不多時你們就不得見我
[00:00:38.000 --> 00:00:42.000]  再等不多時你們還要見我
[00:00:57.000 --> 00:00:59.000]  滿頭彼此說
[00:00:59.000 --> 00:01:00.000]  他說
[00:01:00.000 --> 00:01:03.000]  等不多時到底是什麼意思呢?
[00:01:03.000 --> 00:01:06.000]  我們不明白他所說的話
[00:01:06.000 --> 00:01:21.000]  我實實在在地告訴你們
[00:01:21.000 --> 00:01:24.000]  你們將要痛哭哭哭哀號
[00:01:24.000 --> 00:01:26.000]  世人賭要喜樂
[00:01:26.000 --> 00:01:27.000]  你們將要憂愁
[00:01:27.000 --> 00:01:30.000]  然而你們的憂愁要變為喜樂
[00:01:30.000 --> 00:01:44.000]  你們現在也是憂愁
[00:01:44.000 --> 00:01:45.000]  但我要再見你們
[00:01:45.000 --> 00:01:47.000]  你們的心就喜樂了
[00:01:47.000 --> 00:01:50.000]  這喜樂也沒有人能奪去
[00:01:56.000 --> 00:01:59.000]  向來你們沒有奉我的名求什麼
[00:01:59.000 --> 00:02:02.000]  如今你們求就必得著
[00:02:02.000 --> 00:02:05.000]  叫不得喜樂可以滿足
[00:02:05.000 --> 00:02:08.000]  這條經文其中就是再一次記載到
[00:02:08.000 --> 00:02:09.000]  當時最後晚餐
[00:02:09.000 --> 00:02:12.000]  滿頭一段很迷失的時段
[00:02:12.000 --> 00:02:13.000]  因為耶穌跟著說
[00:02:13.000 --> 00:02:15.000]  祂要受難等等的故事
[00:02:15.000 --> 00:02:16.000]  滿頭不太明白
[00:02:16.000 --> 00:02:17.000]  所以在整個最後晚餐
[00:02:17.000 --> 00:02:18.000]  又回到記載裏面
[00:02:18.000 --> 00:02:21.000]  有很長那段迷失的情況
[00:02:26.000 --> 00:02:27.000]  其中一個迷失就是
[00:02:27.000 --> 00:02:30.000]  耶穌說到很快你會見不到我
[00:02:30.000 --> 00:02:31.000]  就好像記載圖一樣
[00:02:31.000 --> 00:02:33.000]  有時在人生的路裏面
[00:02:33.000 --> 00:02:36.000]  經歷一些艱難迷失迷茫的時候
[00:02:36.000 --> 00:02:37.000]  有些好像我們覺得
[00:02:37.000 --> 00:02:39.000]  看不見耶穌的日子一樣
[00:02:39.000 --> 00:02:41.000]  在整個最後晚餐裏面
[00:02:41.000 --> 00:02:42.000]  很多段說到
[00:02:42.000 --> 00:02:43.000]  他們根本不太清楚
[00:02:43.000 --> 00:02:44.000]  不太明白
[00:02:44.000 --> 00:02:46.000]  那個困難臨到的時候
[00:02:46.000 --> 00:02:48.000]  各種的挑戰
[00:02:48.000 --> 00:02:50.000]  他們生命有種很迷茫的情況
[00:02:50.000 --> 00:02:51.000]  我試在上下文
[00:02:51.000 --> 00:02:56.000]  在約翰第十三章第三十六節
[00:02:56.000 --> 00:02:58.000]  西門彼得問耶穌說
[00:02:58.000 --> 00:03:00.000]  主往那裏去
[00:03:00.000 --> 00:03:01.000]  耶穌回答說
[00:03:01.000 --> 00:03:03.000]  我所去的地方
[00:03:03.000 --> 00:03:05.000]  你們現在不能跟我去
[00:03:05.000 --> 00:03:08.000]  後來卻要跟我去
[00:03:08.000 --> 00:03:09.000]  我們知道耶穌復活
[00:03:09.000 --> 00:03:10.000]  可能都明明地
[00:03:10.000 --> 00:03:12.000]  當時人都不太明白
[00:03:12.000 --> 00:03:15.000]  我去的地方你跟不到
[00:03:15.000 --> 00:03:16.000]  遲些又跟到
[00:03:16.000 --> 00:03:17.000]  為什麼現在跟不到
[00:03:17.000 --> 00:03:18.000]  什麼時候又跟不到呢
[00:03:18.000 --> 00:03:21.000]  所以不太明白主耶穌
[00:03:21.000 --> 00:03:22.000]  到底去哪裏
[00:03:22.000 --> 00:03:24.000]  特別強調一個字眼
[00:03:24.000 --> 00:03:26.000]  You cannot follow me
[00:03:26.000 --> 00:03:28.000]  記得耶穌呼召門徒
[00:03:28.000 --> 00:03:30.000]  叫他們跟從我
[00:03:30.000 --> 00:03:31.000]  Follow me
[00:03:31.000 --> 00:03:33.000]  但又有一段路是跟不到
[00:03:33.000 --> 00:03:34.000]  有一段路
[00:03:34.000 --> 00:03:36.000]  耶穌好像和他們
[00:03:36.000 --> 00:03:38.000]  不在一起同行的日子
[00:03:38.000 --> 00:03:39.000]  一種迷失
[00:03:39.000 --> 00:03:42.000]  好像與神沒有同行的日子
[00:03:42.000 --> 00:03:44.000]  其中一幕就說到彼得
[00:03:44.000 --> 00:03:46.000]  彼得很有英雄感
[00:03:46.000 --> 00:03:47.000]  耶穌受難
[00:03:47.000 --> 00:03:49.000]  我都為你寫明
[00:03:49.000 --> 00:03:50.000]  十三章三十八節
[00:03:50.000 --> 00:03:51.000]  耶穌說
[00:03:51.000 --> 00:03:53.000]  你願意為我寫明嗎
[00:03:53.000 --> 00:03:55.000]  我實實在在地告訴你
[00:03:55.000 --> 00:03:56.000]  雞叫已鮮
[00:03:56.000 --> 00:03:58.000]  你要三次不認我
[00:03:58.000 --> 00:03:59.000]  突然間發覺
[00:03:59.000 --> 00:04:01.000]  耶穌宣告整個團隊裏面
[00:04:01.000 --> 00:04:03.000]  都有很多失敗
[00:04:03.000 --> 00:04:04.000]  耶穌又不在
[00:04:04.000 --> 00:04:06.000]  整個團隊又失敗
[00:04:06.000 --> 00:04:08.000]  很沉重的迷失
[00:04:08.000 --> 00:04:10.000]  去到十四章第五節
[00:04:10.000 --> 00:04:12.000]  一起讀吧
[00:04:12.000 --> 00:04:14.000]  多瑪對他說
[00:04:14.000 --> 00:04:15.000]  主呀我們不知道
[00:04:15.000 --> 00:04:17.000]  你往那裏去
[00:04:17.000 --> 00:04:19.000]  怎樣知道哪條路呢
[00:04:19.000 --> 00:04:21.000]  多瑪說
[00:04:21.000 --> 00:04:22.000]  怎樣行呢
[00:04:22.000 --> 00:04:23.000]  你叫我跟著你
[00:04:23.000 --> 00:04:24.000]  都不知道哪條路
[00:04:24.000 --> 00:04:25.000]  我上次講過
[00:04:25.000 --> 00:04:27.000]  道路真理心明
[00:04:27.000 --> 00:04:29.000]  他們都不知道前面條路怎樣
[00:04:29.000 --> 00:04:30.000]  去到十五章
[00:04:30.000 --> 00:04:32.000]  然後耶穌說
[00:04:32.000 --> 00:04:35.000]  一種嚴酷殘酷的情況就是
[00:04:35.000 --> 00:04:37.000]  世人若恨你們
[00:04:37.000 --> 00:04:39.000]  你們知道恨你們已鮮
[00:04:39.000 --> 00:04:40.000]  已經恨我了
[00:04:40.000 --> 00:04:41.000]  十六章第二節
[00:04:41.000 --> 00:04:42.000]  一起讀吧
[00:04:42.000 --> 00:04:44.000]  凡殺你們的
[00:04:44.000 --> 00:04:46.000]  就以為是侍奉神
[00:04:46.000 --> 00:04:47.000]  即是說
[00:04:47.000 --> 00:04:49.000]  有很沉重的黑暗迫伐
[00:04:49.000 --> 00:04:51.000]  要臨到班門徒身上
[00:04:51.000 --> 00:04:53.000]  班門徒又講
[00:04:53.000 --> 00:04:54.000]  耶穌又不在
[00:04:54.000 --> 00:04:55.000]  又見不到他
[00:04:55.000 --> 00:04:56.000]  跟著條路不知怎樣行
