
[00:00:00.000 --> 00:00:03.000]  大家新年平安
[00:00:03.000 --> 00:00:08.000]  今天是新的一年的第一天
[00:00:08.000 --> 00:00:11.000]  今天是新的一年的第一天
[00:00:11.000 --> 00:00:13.000]  又是主日
[00:00:13.000 --> 00:00:16.000]  這是一個特別的日子
[00:00:16.000 --> 00:00:20.000]  因為對我們基督徒來說
[00:00:20.000 --> 00:00:23.000]  最重要的日子就是主日
[00:00:23.000 --> 00:00:25.000]  最重要的日子就是主日
[00:00:25.000 --> 00:00:28.000]  因為是主的日子
[00:00:28.000 --> 00:00:31.000]  因為是主復活的日子
[00:00:31.000 --> 00:00:35.000]  因為主的復活才給我們帶來真正的盼望
[00:00:35.000 --> 00:00:38.000]  因為主的復活才帶給我們真正的盼望
[00:00:38.000 --> 00:00:41.000]  今天是新的一年的第一天
[00:00:41.000 --> 00:00:42.000]  又是主日
[00:00:42.000 --> 00:00:44.000]  所以這是一個特別的日子
[00:00:44.000 --> 00:00:45.000]  今天是新的一天
[00:00:45.000 --> 00:00:46.000]  又是主日
[00:00:46.000 --> 00:00:48.000]  所以是一個特別的日子
[00:00:48.000 --> 00:00:49.000]  在這個特別的日子
[00:00:49.000 --> 00:00:52.000]  我們就希望有一個新的開始
[00:00:52.000 --> 00:00:54.000]  這個特別的日子又是主日
[00:00:54.000 --> 00:00:57.000]  我們就希望有一個新的開始
[00:00:57.000 --> 00:00:58.000]  新的一年
[00:00:58.000 --> 00:01:00.000]  我們都會有新的理想
[00:01:00.000 --> 00:01:01.000]  新的計劃
[00:01:01.000 --> 00:01:02.000]  新的一年
[00:01:02.000 --> 00:01:03.000]  我們都有新的理想
[00:01:03.000 --> 00:01:04.000]  新的計劃
[00:01:04.000 --> 00:01:05.000]  新的願望
[00:01:05.000 --> 00:01:06.000]  新的追求
[00:01:06.000 --> 00:01:07.000]  新的目標
[00:01:07.000 --> 00:01:08.000]  新的願望
[00:01:08.000 --> 00:01:09.000]  新的追求
[00:01:09.000 --> 00:01:11.000]  新的目標
[00:01:11.000 --> 00:01:12.000]  但是
[00:01:12.000 --> 00:01:14.000]  我們有沒有考慮過
[00:01:14.000 --> 00:01:18.000]  我們的屬靈生命
[00:01:18.000 --> 00:01:20.000]  以及教會的事功
[00:01:20.000 --> 00:01:22.000]  我們有新的計劃嗎
[00:01:22.000 --> 00:01:23.000]  但是我們有沒有考慮過
[00:01:23.000 --> 00:01:25.000]  我們的屬靈生命
[00:01:25.000 --> 00:01:27.000]  以及教會的新事功
[00:01:27.000 --> 00:01:30.000]  我們有沒有自己考慮到呢
[00:01:30.000 --> 00:01:31.000]  當舊的一年過去
[00:01:31.000 --> 00:01:34.000]  我們做年終總結的時候
[00:01:34.000 --> 00:01:36.000]  我們到底在總結什麼
[00:01:36.000 --> 00:01:37.000]  當舊的一年過去
[00:01:37.000 --> 00:01:39.000]  我們在新的一年的時候
[00:01:39.000 --> 00:01:41.000]  我們究竟總結什麼呢
[00:01:41.000 --> 00:01:43.000]  有沒有數算主的恩典
[00:01:43.000 --> 00:01:44.000]  有沒有數算主的恩典
[00:01:44.000 --> 00:01:48.000]  有沒有數算我們的過失
[00:01:48.000 --> 00:01:51.000]  有沒有數算我們的過失
[00:01:51.000 --> 00:01:52.000]  那新的一年
[00:01:52.000 --> 00:02:00.000]  我們有沒有期待我們的靈命更成長
[00:02:00.000 --> 00:02:01.000]  我們有沒有計劃
[00:02:01.000 --> 00:02:06.000]  新的一年多讀一點聖經
[00:02:06.000 --> 00:02:10.000]  多讀幾本屬靈的書籍
[00:02:10.000 --> 00:02:16.000]  多參與一些屬靈的教會的事功
[00:02:16.000 --> 00:02:19.000]  我們有這樣的祈求嗎
[00:02:19.000 --> 00:02:21.000]  所以今天要跟大家分享的題目
[00:02:21.000 --> 00:02:24.000]  就是基督徒的屬靈建造
[00:02:24.000 --> 00:02:26.000]  所以今天要跟大家分享的題目
[00:02:26.000 --> 00:02:29.000]  就是基督徒的屬靈建造
[00:02:29.000 --> 00:02:32.000]  講到建造充滿著整本聖經
[00:02:32.000 --> 00:02:35.000]  講到建造充滿著成本聖經
[00:02:35.000 --> 00:02:37.000]  創世紀一開始講神的創造
[00:02:37.000 --> 00:02:39.000]  那就是一種建造
[00:02:39.000 --> 00:02:41.000]  創世紀一開始講神的創造
[00:02:41.000 --> 00:02:43.000]  這個就是建造
[00:02:43.000 --> 00:02:47.000]  神為亞當夏娃造了一個伊甸園
[00:02:47.000 --> 00:02:50.000]  神為亞當夏娃造了一個伊甸園
[00:02:50.000 --> 00:02:52.000]  到了出埃及記我們看到
[00:02:52.000 --> 00:02:55.000]  上帝吩咐摩西要建造會墓
[00:02:55.000 --> 00:02:56.000]  到了出埃及記
[00:02:56.000 --> 00:02:59.000]  上帝吩咐摩西做了一個會墓
[00:02:59.000 --> 00:03:01.000]  會墓是神同在的地方
[00:03:01.000 --> 00:03:03.000]  會墓是神同在的地方
[00:03:03.000 --> 00:03:05.000]  是神彰顯榮耀的地方
[00:03:05.000 --> 00:03:07.000]  是神彰顯榮耀的地方
[00:03:07.000 --> 00:03:09.000]  到了大衛的時代
[00:03:09.000 --> 00:03:13.000]  上帝藉著大衛的兒子索羅門
[00:03:13.000 --> 00:03:15.000]  建造了宏偉的聖殿
[00:03:15.000 --> 00:03:17.000]  到了大衛時代
[00:03:17.000 --> 00:03:20.000]  上帝藉著大衛的兒子索羅門
[00:03:20.000 --> 00:03:22.000]  做了一個很宏偉的聖殿
[00:03:22.000 --> 00:03:23.000]  到了新約呢
[00:03:23.000 --> 00:03:24.000]  到了新約
[00:03:24.000 --> 00:03:26.000]  神要建造什麼
[00:03:26.000 --> 00:03:27.000]  神要建造什麼
[00:03:27.000 --> 00:03:29.000]  建造你和我
[00:03:29.000 --> 00:03:31.000]  建造你和我
[00:03:31.000 --> 00:03:36.000]  新約的時代不再是建造外在的建築物
[00:03:36.000 --> 00:03:39.000]  新約的時代不再是建造外在的建築物
[00:03:39.000 --> 00:03:41.000]  而是在建造你和我
[00:03:41.000 --> 00:03:43.000]  建造我們的生命
[00:03:43.000 --> 00:03:45.000]  建造你和我
[00:03:45.000 --> 00:03:46.000]  建造我們的生命
[00:03:46.000 --> 00:03:48.000]  所以我們應當意識到
[00:03:48.000 --> 00:03:51.000]  我們基督徒的生命是需要被建造的
[00:03:51.000 --> 00:03:52.000]  所以我們應該意識到
[00:03:52.000 --> 00:03:54.000]  我們基督徒的生命是需要被建造的
[00:03:54.000 --> 00:03:57.000]  所以今天早上我們所要講的經文
[00:03:57.000 --> 00:04:00.000]  就是關於我們生命的建造
[00:04:00.000 --> 00:04:01.000]  所以我們今天講的經文
[00:04:01.000 --> 00:04:03.000]  就是關於我們生命的建造
[00:04:03.000 --> 00:04:05.000]  那今天又是新的
[00:04:05.000 --> 00:04:07.000]  新的一年的開頭
[00:04:07.000 --> 00:04:09.000]  今天又是新的一年的開頭
[00:04:09.000 --> 00:04:11.000]  我們都期待我們新的一年
[00:04:11.000 --> 00:04:13.000]  有個好的開頭
[00:04:13.000 --> 00:04:14.000]  我們都期待我們新的一年
[00:04:14.000 --> 00:04:16.000]  有個好的開頭
[00:04:16.000 --> 00:04:17.000]  所以我們要意識到
[00:04:17.000 --> 00:04:19.000]  我們的生命需要建造
[00:04:19.000 --> 00:04:20.000]  所以我們要意識到
[00:04:20.000 --> 00:04:22.000]  我們的生命需要建造
[00:04:22.000 --> 00:04:23.000]  所以從開始的第一天
[00:04:23.000 --> 00:04:26.000]  我們就求主來建造我們的生命
[00:04:26.000 --> 00:04:27.000]  所以從開始的第一天
[00:04:27.000 --> 00:04:30.000]  我們就求主建造我們的生命
[00:04:30.000 --> 00:04:32.000]  但願我們這一年結束的時候
[00:04:32.000 --> 00:04:35.000]  我們有一個美好的結束
[00:04:35.000 --> 00:04:37.000]  但願今年結束的時候
[00:04:37.000 --> 00:04:39.000]  我們有一個美好的結束
[00:04:39.000 --> 00:04:42.000]  好 下面請大家翻開自己的聖經
[00:04:42.000 --> 00:04:46.000]  下面請大家翻開自己的聖經
[00:04:46.000 --> 00:04:51.000]  彼得前書二章四到八節
[00:04:51.000 --> 00:04:53.000]  每帶聖經可以看周報
[00:04:53.000 --> 00:04:54.000]  如果沒有帶聖經的
[00:04:54.000 --> 00:04:56.000]  也可以看周報
[00:04:56.000 --> 00:04:57.000]  我們一起來讀
[00:04:57.000 --> 00:04:59.000]  我們同聲朗讀
[00:04:59.000 --> 00:05:01.000]  主乃活石
[00:05:01.000 --> 00:05:03.000]  固然是被人所棄的
[00:05:03.000 --> 00:05:07.000]  卻是被神所揀選所寶貴的
[00:05:07.000 --> 00:05:12.000]  你們來到主面前也就像活石
[00:05:12.000 --> 00:05:14.000]  被建造成為靈宮
[00:05:14.000 --> 00:05:16.000]  做聖潔的祭司
[00:05:16.000 --> 00:05:21.000]  積著耶穌基督奉獻神所悅立的靈祭
[00:05:21.000 --> 00:05:22.000]  因為經上說
[00:05:22.000 --> 00:05:27.000]  看啊 我把所揀選所寶貴的防角石
[00:05:27.000 --> 00:05:29.000]  安放在石岸
[00:05:29.000 --> 00:05:33.000]  信靠他的人必不至於羞愧
[00:05:33.000 --> 00:05:38.000]  所以他在你們信的人就為寶貴
[00:05:38.000 --> 00:05:41.000]  在那不信的人又話說
[00:05:41.000 --> 00:05:43.000]  將人所棄的石頭
[00:05:43.000 --> 00:05:47.000]  已造了防角石的頭塊石頭
[00:05:47.000 --> 00:05:50.000]  又說造了半腳的石頭
[00:05:50.000 --> 00:05:54.000]  跌人的盤石
[00:05:54.000 --> 00:05:57.000]  我們的講題的信息
[00:05:57.000 --> 00:06:00.000]  主要是在四到五節這兩節經文
[00:06:00.000 --> 00:06:03.000]  但是六到八節
[00:06:03.000 --> 00:06:05.000]  那三出的經文
[00:06:05.000 --> 00:06:08.000]  都是講到對舊約聖經的引文
[00:06:08.000 --> 00:06:10.000]  而六到八節
[00:06:10.000 --> 00:06:11.000]  這三節經文
[00:06:11.000 --> 00:06:13.000]  都是講到舊約聖經的引文
[00:06:13.000 --> 00:06:16.000]  因為他是引用舊約的聖經
[00:06:16.000 --> 00:06:18.000]  來解釋他的觀點
[00:06:18.000 --> 00:06:20.000]  因為他是引用舊約聖經
[00:06:20.000 --> 00:06:22.000]  來解釋他的觀點
[00:06:22.000 --> 00:06:24.000]  所以說你看著自己的聖經
[00:06:24.000 --> 00:06:25.000]  你就能知道
[00:06:25.000 --> 00:06:26.000]  它就有變化
[00:06:26.000 --> 00:06:30.000]  所以說你看著自己的聖經
[00:06:30.000 --> 00:06:31.000]  你就能知道它就有標註
[00:06:31.000 --> 00:06:32.000]  知道那是引文
[00:06:32.000 --> 00:06:34.000]  所以你看到自己聖經
[00:06:34.000 --> 00:06:36.000]  看到標註就知道那是一個引文
[00:06:36.000 --> 00:06:39.000]  如果你只是看屏幕上的經文
[00:06:39.000 --> 00:06:41.000]  你就不知道哪一節是舊約引來的
[00:06:41.000 --> 00:06:43.000]  如果你看螢幕上的經文
[00:06:43.000 --> 00:06:47.000]  你就不知道哪一節是引文
[00:06:47.000 --> 00:06:49.000]  那這一段的經文
[00:06:49.000 --> 00:06:51.000]  它整個上下文
[00:06:51.000 --> 00:06:55.000]  還是在講基督徒的生活
[00:06:55.000 --> 00:06:57.000]  這些經文上下文
[00:06:57.000 --> 00:07:00.000]  都還是在講基督徒的生活
[00:07:00.000 --> 00:07:01.000]  我們之前提過
[00:07:01.000 --> 00:07:03.000]  整個彼得全書
[00:07:03.000 --> 00:07:05.000]  就是講信心和盼望
[00:07:05.000 --> 00:07:07.000]  我們講過整個彼得全書
[00:07:07.000 --> 00:07:09.000]  就是講信心和盼望
[00:07:09.000 --> 00:07:11.000]  因為彼得的彗眾
[00:07:11.000 --> 00:07:14.000]  他們正落在各樣的苦難當中
[00:07:14.000 --> 00:07:16.000]  因為彼得的彗眾
[00:07:16.000 --> 00:07:19.000]  正落在各樣的苦難當中
[00:07:19.000 --> 00:07:21.000]  所以彼得寫信給他們
[00:07:21.000 --> 00:07:24.000]  就是要給他們帶來安慰和盼望
[00:07:24.000 --> 00:07:26.000]  所以彼得寫信給他們
[00:07:26.000 --> 00:07:28.000]  就是要給他們帶來安慰和盼望
[00:07:28.000 --> 00:07:30.000]  那如何給他們安慰和盼望呢
[00:07:30.000 --> 00:07:32.000]  那如何給他們安慰和盼望呢
[00:07:32.000 --> 00:07:34.000]  必須要跟他們解釋
[00:07:34.000 --> 00:07:37.000]  耶穌基督為我們所帶來的恩典是什麼
[00:07:37.000 --> 00:07:39.000]  必須要跟他們解釋
[00:07:39.000 --> 00:07:42.000]  耶穌基督為我們帶來的恩典是什麼
[00:07:42.000 --> 00:07:44.000]  還有我們在基督的恩典裡面
[00:07:44.000 --> 00:07:47.000]  所領受的新的身份是什麼
[00:07:47.000 --> 00:07:49.000]  還有我們在基督帶來的
[00:07:49.000 --> 00:07:51.000]  我們領受的恩典是什麼
[00:07:51.000 --> 00:07:54.000]  還有我們跟基督的關係是什麼
[00:07:54.000 --> 00:07:56.000]  還有我們跟基督的關係是什麼
[00:07:56.000 --> 00:07:58.000]  當我們認識了這一切的事實
[00:07:58.000 --> 00:08:00.000]  認識這一切的真理的時候
[00:08:00.000 --> 00:08:02.000]  我們才會有盼望
[00:08:02.000 --> 00:08:04.000]  當我們認識一切的事實
[00:08:04.000 --> 00:08:05.000]  這些真理的時候
[00:08:05.000 --> 00:08:07.000]  我們才會有盼望
[00:08:07.000 --> 00:08:09.000]  所以我們上一次所講的就是
[00:08:09.000 --> 00:08:12.000]  我們在基督裡要有屬靈的渴慕
[00:08:12.000 --> 00:08:14.000]  所以我們上次講到在基督裡
[00:08:14.000 --> 00:08:16.000]  我們要有屬靈的渴慕
[00:08:16.000 --> 00:08:18.000]  渴慕靈乃
[00:08:18.000 --> 00:08:19.000]  渴慕靈乃
[00:08:19.000 --> 00:08:21.000]  靈乃就是神的話語
[00:08:21.000 --> 00:08:24.000]  所以我們只有在神的話語上才能夠成長
[00:08:24.000 --> 00:08:26.000]  我們只有在神的話語裡面
[00:08:26.000 --> 00:08:27.000]  我們才能成長
[00:08:27.000 --> 00:08:29.000]  接下來他就講到建造
[00:08:29.000 --> 00:08:31.000]  接下來他就講到建造
[00:08:31.000 --> 00:08:32.000]  講到建造
[00:08:32.000 --> 00:08:36.000]  他首先就要先講明主是誰
[00:08:36.000 --> 00:08:37.000]  講到建造
[00:08:37.000 --> 00:08:40.000]  他就先講了主是誰
[00:08:40.000 --> 00:08:41.000]  再講我們是誰
[00:08:41.000 --> 00:08:43.000]  然後再講我們是誰
[00:08:43.000 --> 00:08:46.000]  再講我們跟主的關係是什麼
[00:08:46.000 --> 00:08:48.000]  再講我們跟主的關係是什麼
[00:08:48.000 --> 00:08:50.000]  第四節的經文
[00:08:50.000 --> 00:08:53.000]  主乃活食
[00:08:53.000 --> 00:08:55.000]  主乃活食
[00:08:55.000 --> 00:08:57.000]  這裡他說出一個字
[00:08:57.000 --> 00:08:58.000]  主是活食
[00:08:58.000 --> 00:08:59.000]  這裡說了一個事實
[00:08:59.000 --> 00:09:01.000]  主是活食
[00:09:01.000 --> 00:09:03.000]  活食是什麼意思
[00:09:03.000 --> 00:09:05.000]  活食是什麼意思
[00:09:05.000 --> 00:09:09.000]  這個是彼得發明的新的詞語
[00:09:09.000 --> 00:09:12.000]  這個是彼得發明的新的詞語
[00:09:12.000 --> 00:09:14.000]  按照人的常識來說
[00:09:14.000 --> 00:09:16.000]  沒有一個舌頭是活的
[00:09:16.000 --> 00:09:18.000]  按照人的常識來說
[00:09:18.000 --> 00:09:20.000]  沒有一個舌頭是活的
[00:09:20.000 --> 00:09:22.000]  每一塊石頭都是死的
[00:09:22.000 --> 00:09:24.000]  沒有生命 沒有氣息的
[00:09:24.000 --> 00:09:25.000]  每一塊石頭都是死的
[00:09:25.000 --> 00:09:27.000]  沒有生命 沒有氣息的
[00:09:27.000 --> 00:09:31.000]  但是彼得在這裡稱耶穌基督是活石
[00:09:31.000 --> 00:09:34.000]  但是彼得在這裡稱耶穌基督是活石
[00:09:34.000 --> 00:09:36.000]  活石就是有生命的石頭
[00:09:36.000 --> 00:09:38.000]  活石就是有生命的石頭
[00:09:38.000 --> 00:09:39.000]  他為什麼要這樣講
[00:09:39.000 --> 00:09:41.000]  他為什麼要這樣講
[00:09:41.000 --> 00:09:43.000]  因為他這樣講
