
[00:00:00.000 --> 00:00:03.000]  我們從祈禱開始
[00:00:03.000 --> 00:00:07.000]  天父我們再次感謝你
[00:00:07.000 --> 00:00:08.500]  在收衣服的時候
[00:00:08.500 --> 00:00:12.000]  讓我們有機會一起思想你的話語
[00:00:12.000 --> 00:00:14.500]  無論是《路德記》也好
[00:00:14.500 --> 00:00:16.000]  《史詩記》也好
[00:00:16.000 --> 00:00:17.000]  都是求著你
[00:00:17.000 --> 00:00:19.000]  真的給我們聰明智慧
[00:00:19.000 --> 00:00:23.500]  讓我們知道你的話語是多豐富
[00:00:23.500 --> 00:00:27.000]  你的話語也不容易去讀
[00:00:27.000 --> 00:00:28.500]  所以幫助我們
[00:00:28.500 --> 00:00:35.500]  真的不要輕看一個好像很簡單的故事
[00:00:35.500 --> 00:00:37.500]  而是幫助我們思想
[00:00:37.500 --> 00:00:42.500]  究竟你在當中要啟示給我們的究竟是什麼
[00:00:42.500 --> 00:00:44.000]  祝福我們一切的時間
[00:00:44.000 --> 00:00:46.500]  我們這樣祈禱去奉祭耶穌基督名求
[00:00:46.500 --> 00:00:55.000]  我們今天會繼續讀《路德記》的第二章
[00:00:55.000 --> 00:00:59.500]  也歡迎你們回到Youtube複習
[00:00:59.500 --> 00:01:02.500]  或者如果你想要一份PDF
[00:01:02.500 --> 00:01:07.500]  你也可以去這個連結取得PDF
[00:01:07.500 --> 00:01:12.500]  今天如果你心水清
[00:01:12.500 --> 00:01:16.000]  你知道我們是讀《路德記》的第四次
[00:01:16.000 --> 00:01:19.500]  我們第四次剛剛在我們的終點
[00:01:19.500 --> 00:01:21.500]  就是我們讀一半的時間
[00:01:23.500 --> 00:01:25.500]  但是如果你留心
[00:01:25.500 --> 00:01:27.000]  如果你喜歡做功課
[00:01:27.000 --> 00:01:30.500]  又很用心去做功課的時候
[00:01:30.500 --> 00:01:34.500]  你會發現你的功課是比我們的lecture快的
[00:01:34.500 --> 00:01:37.000]  為什麼會這樣呢?
[00:01:37.000 --> 00:01:40.000]  因為我們發現
[00:01:40.000 --> 00:01:41.500]  我雖然寫功課的時候
[00:01:41.500 --> 00:01:44.000]  想著可以這麼快做到
[00:01:44.000 --> 00:01:46.500]  結果發覺原來真的要講的時候
[00:01:46.500 --> 00:01:49.500]  有很多很重要的東西需要cover
[00:01:49.500 --> 00:01:51.500]  就沒辦法這麼快
[00:01:51.500 --> 00:01:54.500]  所以你的功課是會比
[00:01:54.500 --> 00:01:56.500]  譬如你上個禮拜做了功課
[00:01:56.500 --> 00:01:59.500]  大概今天在你的討論裡面
[00:01:59.500 --> 00:02:03.000]  或者你今天聽的東西還沒cover完
[00:02:03.000 --> 00:02:04.500]  可能要下個禮拜才有
[00:02:04.500 --> 00:02:06.000]  然後再下個禮拜
[00:02:06.000 --> 00:02:09.000]  我一早就預了有一堂
[00:02:09.000 --> 00:02:10.000]  就是最後那一堂
[00:02:10.000 --> 00:02:13.000]  本來想著可以有一點點做總結
[00:02:13.000 --> 00:02:16.000]  如果到時候不夠時間的時候
[00:02:16.000 --> 00:02:19.500]  最後那一堂就cover了我最後想要lecture的東西
[00:02:19.500 --> 00:02:23.500]  可能我們總結的時間會短了一點
[00:02:23.500 --> 00:02:26.500]  但我想明白為什麼我們不可以快
[00:02:26.500 --> 00:02:30.500]  因為我們其實不只是在教路德記
[00:02:30.500 --> 00:02:31.500]  我想大家都明白
[00:02:31.500 --> 00:02:36.500]  我們其實是用路德記做一個case study
[00:02:36.500 --> 00:02:40.500]  去看一下究竟我們應該怎樣去看聖經
[00:02:40.500 --> 00:02:43.500]  所以我想每一次我都是強調同一件事
[00:02:43.500 --> 00:02:45.500]  而我想一直到最後那一堂
[00:02:45.500 --> 00:02:46.500]  我都會強調這件事
[00:02:46.500 --> 00:02:48.500]  就是我們所讀的
[00:02:48.500 --> 00:02:51.500]  只不過是聖經的一小部分
[00:02:51.500 --> 00:02:55.500]  1189章聖經裡面的四章聖經
[00:02:55.500 --> 00:02:58.500]  但是路德記就不是聖經
[00:02:58.500 --> 00:03:02.500]  路德記是聖經裡面的一小部分
[00:03:02.500 --> 00:03:04.500]  而聖經真的要我們看到的中心點
[00:03:04.500 --> 00:03:06.500]  就不是路德記
[00:03:06.500 --> 00:03:07.500]  是something else
[00:03:07.500 --> 00:03:10.500]  所以我們去看路德記的時候
[00:03:10.500 --> 00:03:13.500]  一定要很小心那個大圖畫
[00:03:13.500 --> 00:03:14.500]  當然不只是路德記
[00:03:14.500 --> 00:03:16.500]  你看任何書
[00:03:16.500 --> 00:03:20.500]  遼王記上、遼王記下、撒姆爾記上等等
[00:03:20.500 --> 00:03:22.500]  其實都是很頭痛的一件事
[00:03:22.500 --> 00:03:25.500]  因為你可能在看某一章聖經
[00:03:25.500 --> 00:03:27.500]  那棵樹
[00:03:27.500 --> 00:03:29.500]  但其實你要考慮到樹立
[00:03:29.500 --> 00:03:31.500]  撒姆爾記也好
[00:03:31.500 --> 00:03:34.500]  遼王記、歷代誌等等
[00:03:34.500 --> 00:03:38.500]  但是你更加要考慮整個大圖畫
[00:03:38.500 --> 00:03:42.500]  我說上帝在他的智慧裡面
[00:03:42.500 --> 00:03:46.500]  用了1500年才寫成這本聖經
[00:03:46.500 --> 00:03:49.500]  但是他從頭到尾又沒有告訴我們
[00:03:49.500 --> 00:03:51.500]  究竟他的大圖畫是怎樣
[00:03:51.500 --> 00:03:53.500]  所以寫每一本書
[00:03:53.500 --> 00:03:57.500]  路德記的作者其實是一個承包商
[00:03:57.500 --> 00:04:01.500]  他只是知道前面寫過的書的東西
[00:04:01.500 --> 00:04:03.500]  他就按照前面所寫的
[00:04:03.500 --> 00:04:05.500]  按照當時情況
[00:04:05.500 --> 00:04:07.500]  當然上帝完全掌控
[00:04:07.500 --> 00:04:09.500]  來寫路德記
[00:04:09.500 --> 00:04:11.500]  所以我們看路德記的時候
[00:04:11.500 --> 00:04:15.500]  我們要問路德記和之前那幾本書有什麼關係
[00:04:15.500 --> 00:04:21.500]  包括史詩記、約書亞記、摩世明記
[00:04:21.500 --> 00:04:25.500]  當然如果你之前記得我所說的
[00:04:25.500 --> 00:04:30.500]  他和史詩記是特別有一個很親密的關係
[00:04:30.500 --> 00:04:32.500]  但是路德記寫路德記的時候
[00:04:32.500 --> 00:04:35.500]  他就當他可能是最後一本書
[00:04:35.500 --> 00:04:39.500]  但是其實路德記還沒有完成本聖經
[00:04:39.500 --> 00:04:41.500]  本聖經繼續去
[00:04:41.500 --> 00:04:46.500]  當我們去到舊約的完結的時候
[00:04:46.500 --> 00:04:48.500]  路德記再不是一本新書
[00:04:48.500 --> 00:04:50.500]  是一本舊書
[00:04:50.500 --> 00:04:54.500]  甚至整個舊約都是舊的
[00:04:54.500 --> 00:04:59.500]  而舊約的功用不是在舊約裡面
[00:04:59.500 --> 00:05:01.500]  啟示上帝給我們聽這麼簡單
[00:05:01.500 --> 00:05:05.500]  而是舊約是一個影子指向新約
[00:05:05.500 --> 00:05:11.500]  新約才是最終的真體
[00:05:11.500 --> 00:05:15.500]  如果你有聽我說這麼多次
[00:05:15.500 --> 00:05:17.500]  你知道最後的實體
[00:05:17.500 --> 00:05:19.500]  就不是舊約裡面的東西
[00:05:19.500 --> 00:05:23.500]  最後的實體是主耶穌基督的十字架
[00:05:23.500 --> 00:05:26.500]  最後整本聖經要彰顯的是
[00:05:26.500 --> 00:05:29.500]  上帝為我們預備了一個救主
[00:05:29.500 --> 00:05:30.500]  一個君王
[00:05:30.500 --> 00:05:33.500]  一個在十字架上的君王
[00:05:33.500 --> 00:05:38.500]  而祂要拯救的是在最終裡面的人
[00:05:38.500 --> 00:05:41.500]  所以所有的這些困難等等
[00:05:41.500 --> 00:05:43.500]  最後都是影子
[00:05:43.500 --> 00:05:48.500]  指向最終人的終極問題就是罪
[00:05:48.500 --> 00:05:50.500]  於是在應用上
[00:05:50.500 --> 00:05:54.500]  就是在十字架上的主耶穌基督
[00:05:54.500 --> 00:05:55.500]  於是祂怎樣呢?
[00:05:55.500 --> 00:05:59.500]  祂呼召我們背起我們的十字架來跟隨祂
[00:05:59.500 --> 00:06:01.500]  如果你大題目
[00:06:01.500 --> 00:06:04.500]  偏偏聖經最後都是說這樣
[00:06:04.500 --> 00:06:08.500]  只不過是由不同的舊約或新約裡面
[00:06:08.500 --> 00:06:11.500]  指向十字架
[00:06:11.500 --> 00:06:12.500]  作為十字架的影子
[00:06:12.500 --> 00:06:17.500]  然後通過十字架再應用在我們的生命裡面
[00:06:17.500 --> 00:06:21.500]  但最後十字架為我們解決的是罪的問題
[00:06:21.500 --> 00:06:26.500]  最後十字架呼召我們背起十字架來跟隨主耶穌基督
[00:06:26.500 --> 00:06:29.500]  你要很小心舊約和新約的分別
[00:06:29.500 --> 00:06:31.500]  如果你記得我的比喻
[00:06:31.500 --> 00:06:33.500]  就是在舊約裡面有很多朱古力吃的
[00:06:33.500 --> 00:06:37.500]  如果你很乖就給你一顆朱古力
[00:06:37.500 --> 00:06:40.500]  於是大家很喜歡拿著那些朱古力來吃
[00:06:40.500 --> 00:06:46.500]  但是你忘記了那些朱古力其實是新約的影子
[00:06:46.500 --> 00:06:49.500]  最後那些朱古力在新約是不見了
[00:06:49.500 --> 00:06:54.500]  新約的好消息是最後不是吃朱古力
