
[00:00:00.000 --> 00:00:03.000]  讓我們開始之前,我們先有一個祈禱
[00:00:03.000 --> 00:00:08.600]  祝我們感謝讚美你,多謝你讓我們今天在這裏領受你的話語
[00:00:08.600 --> 00:00:14.400]  祝願你與我們同在,願你的話語成爲我們生命的亮光,去照亮我們
[00:00:14.400 --> 00:00:19.600]  最後多謝你,我們同心合意的祈禱,奉靠主耶穌基督得勝名字祈求,阿們
[00:00:19.600 --> 00:00:21.800]  有一個故事是這樣的
[00:00:21.800 --> 00:00:27.200]  在大學裏面,有一羣女生開始投票去選斑花
[00:00:27.200 --> 00:00:33.600]  就是最漂亮的那個,各人就開始出來介紹一下自己
[00:00:33.600 --> 00:00:38.400]  說一下自己參選的心得
[00:00:38.400 --> 00:00:44.800]  但是有一個相貌平平的小妹,她發表了以下的演說
[00:00:44.800 --> 00:00:49.400]  她說,如果我當選的話,再過幾年之後
[00:00:49.400 --> 00:00:54.400]  在座的所有姐妹,你都可以很驕傲地和你的先生說
[00:00:54.400 --> 00:00:58.800]  我上大學的時候比斑花更漂亮
[00:00:58.800 --> 00:01:02.000]  結果她就全票當選了
[00:01:02.000 --> 00:01:05.000]  這個故事可以告訴我們有兩樣東西
[00:01:05.000 --> 00:01:09.000]  一就是,原來說服人去支持你
[00:01:09.000 --> 00:01:13.800]  不一定要證明自己比別人更加優秀
[00:01:13.800 --> 00:01:19.600]  而可以讓對方覺得因爲有你,他們可以變得更優秀
[00:01:19.600 --> 00:01:26.600]  第二個,也告訴我們原來比別人優秀是一個很大的吸引力
[00:01:26.600 --> 00:01:29.000]  是令人很嚮往的事
[00:01:29.000 --> 00:01:34.000]  你想想,原本斑花這個名銜已經是一個很大的榮譽
[00:01:34.000 --> 00:01:38.800]  但是更大的吸引力就是比這個榮譽更勝一籌
[00:01:38.800 --> 00:01:44.800]  就是比斑花更靚的超然身份
[00:01:44.800 --> 00:01:48.200]  比別人優秀是這個世代所追求
[00:01:48.200 --> 00:01:53.000]  更成功、更有錢、更高的地位、更大的權力等等
[00:01:53.000 --> 00:01:55.600]  都是在這個競爭激烈的環境之下
[00:01:55.600 --> 00:01:58.800]  世人渴望達至的目標和傾向
[00:01:58.800 --> 00:02:06.200]  而超然這個字是有超脫世俗、高超出衆的意思
[00:02:06.200 --> 00:02:10.200]  也是比優越的人更加優越的意思
[00:02:10.200 --> 00:02:16.800]  所以超然身份爲人帶來一個更高層次的優越感
[00:02:16.800 --> 00:02:20.000]  不過作爲基督徒的你和我
[00:02:20.000 --> 00:02:22.000]  或者我們多少都會明白
[00:02:22.000 --> 00:02:28.600]  人就是贊得全世界卻賠上自己的生命有什麼益處的教導
[00:02:28.600 --> 00:02:33.400]  所以我們或多或少對於世界的那份追求名利的誘惑
[00:02:33.400 --> 00:02:37.000]  是有一定的抗拒力的,是嗎?
[00:02:37.000 --> 00:02:39.000]  是吧?
[00:02:39.000 --> 00:02:41.400]  其實追求更加好
[00:02:41.400 --> 00:02:44.600]  本身可以成爲我們的一種動力
[00:02:44.600 --> 00:02:49.000]  去引發我們去發揮自己的恩賜和才能
[00:02:49.000 --> 00:02:51.400]  不過若然更好
[00:02:51.400 --> 00:02:55.000]  成爲了在人與人之間的比較之下
[00:02:55.000 --> 00:02:58.600]  去獲得一個超然的身份的話
[00:02:58.600 --> 00:03:02.600]  就很可能成爲了人與人之間的阻礙了
[00:03:02.600 --> 00:03:06.200]  而這些事不一定是發生在這個世界
[00:03:06.200 --> 00:03:09.200]  即我們基督徒羣體以外的事
[00:03:09.200 --> 00:03:12.800]  在信徒之間也都會面對這些事情的
[00:03:12.800 --> 00:03:15.000]  就正如今天我們的經文
[00:03:15.000 --> 00:03:18.200]  門徒就是在這些處境之中
[00:03:18.200 --> 00:03:21.200]  首先我講一講經文的背景
[00:03:21.200 --> 00:03:23.800]  《馬可福音》在第八章就提到
[00:03:23.800 --> 00:03:27.600]  耶穌第一次預言自己死亡和復活的時候
[00:03:27.600 --> 00:03:30.200]  彼得的反應是拉住他
[00:03:30.200 --> 00:03:32.200]  並且襲避耶穌
[00:03:32.200 --> 00:03:37.400]  這些描述除了顯示了他對基督的身份不明白之外
[00:03:37.400 --> 00:03:40.200]  他們和大部分的以色列人一樣
[00:03:40.200 --> 00:03:42.400]  是期望着一個政治領袖
[00:03:42.400 --> 00:03:45.000]  可以帶領他們推翻羅馬政府
[00:03:45.000 --> 00:03:47.400]  去建立一個新的以色列國
[00:03:47.400 --> 00:03:50.600]  他們不明白耶穌真正的使命
[00:03:50.600 --> 00:03:54.000]  是必須透過死去然後復活
[00:03:54.000 --> 00:03:56.200]  纔可以征服死亡
[00:03:56.200 --> 00:03:59.600]  把罪摧毀
[00:03:59.600 --> 00:04:04.000]  令到世人可以因此藉着耶穌得着永遠的救贖
[00:04:04.000 --> 00:04:07.400]  而對於耶穌身份的這個錯誤理解
[00:04:07.400 --> 00:04:12.200]  也都令到他們誤解了自己作爲門徒的真正意義
[00:04:12.200 --> 00:04:15.000]  所以在馬可福音第九章
[00:04:15.000 --> 00:04:18.800]  耶穌第二次預言祂的死亡和復活之後
[00:04:18.800 --> 00:04:23.200]  門徒竟然就爭論誰爲大王
[00:04:23.200 --> 00:04:24.200]  就在這個時候
[00:04:24.200 --> 00:04:27.400]  耶穌特別叫這十二個門徒
[00:04:27.400 --> 00:04:31.000]  來教導他們天國的價值觀
[00:04:31.000 --> 00:04:35.800]  也是門徒真正所需要做的事
[00:04:35.800 --> 00:04:39.600]  盼望今天我們同樣藉着這幾節經文
[00:04:39.600 --> 00:04:42.800]  對於作爲基督的門徒
[00:04:42.800 --> 00:04:48.000]  即天國子民的我們所帶來的兩個提醒
[00:04:48.000 --> 00:04:50.000]  在第38節
[00:04:50.000 --> 00:04:53.000]  他就講到一漢對耶穌說
[00:04:53.000 --> 00:04:54.400]  他說老師老師
[00:04:54.400 --> 00:04:57.600]  我們看見一個人奉你的名趕鬼
[00:04:57.600 --> 00:04:59.400]  我們就阻止他
[00:04:59.400 --> 00:05:02.000]  因爲他不跟從我們
[00:05:02.000 --> 00:05:03.400]  有關趕鬼的事
[00:05:03.400 --> 00:05:06.400]  其實在同一章裏面也都有發生
[00:05:06.400 --> 00:05:08.400]  在第九章十八節
[00:05:08.400 --> 00:05:10.200]  正是有一個爸爸
[00:05:10.200 --> 00:05:12.600]  他的孩子
[00:05:12.600 --> 00:05:13.800]  沒有說是兒子還是女兒
[00:05:13.800 --> 00:05:17.000]  他的孩子被啞巴鬼附着
[00:05:17.000 --> 00:05:20.400]  他曾經請門徒將鬼趕出去
[00:05:20.400 --> 00:05:23.600]  但是這羣門徒做不到
[00:05:23.600 --> 00:05:25.200]  在這個時候
[00:05:25.200 --> 00:05:27.000]  就在這一節經文這樣講
[00:05:27.000 --> 00:05:29.600]  有一個人他沒有名字的
[00:05:29.600 --> 00:05:31.000]  他和門徒一樣
[00:05:31.000 --> 00:05:32.600]  做着同一樣的事
[00:05:32.600 --> 00:05:34.400]  就是趕鬼了
[00:05:34.400 --> 00:05:37.200]  聖經沒有講到這個人是否成功
[00:05:37.200 --> 00:05:40.400]  但是他就被門徒阻止了
[00:05:40.400 --> 00:05:43.000]  原因是因爲那個趕鬼的人
[00:05:43.000 --> 00:05:45.200]  不跟從我們
[00:05:45.200 --> 00:05:47.800]  經文在這裏特別強調了
[00:05:47.800 --> 00:05:49.600]  門徒阻止他的原因
[00:05:49.600 --> 00:05:52.200]  不是因爲不跟耶穌
[00:05:52.200 --> 00:05:54.800]  而是不跟從門徒
[00:05:54.800 --> 00:05:57.000]  這個或多或少反映了
[00:05:57.000 --> 00:05:59.000]  門徒阻止那個人趕鬼
[00:05:59.000 --> 00:06:00.600]  有三種心態
[00:06:00.600 --> 00:06:02.200]  第一種心態就是
[00:06:02.200 --> 00:06:03.400]  我們都趕不到
[00:06:03.400 --> 00:06:05.600]  你沒理由趕到
[00:06:05.600 --> 00:06:07.600]  第二種心態可能是
[00:06:07.600 --> 00:06:09.200]  我們纔是門徒
[00:06:09.200 --> 00:06:10.800]  耶穌是我們的
[00:06:10.800 --> 00:06:12.000]  我們纔有資格
[00:06:12.000 --> 00:06:14.000]  以耶穌的名字去趕鬼
[00:06:14.000 --> 00:06:15.400]  你不可以
[00:06:15.400 --> 00:06:18.000]  第三種心態更厲害
[00:06:18.000 --> 00:06:19.600]  我們趕不到鬼
[00:06:19.600 --> 00:06:21.200]  但如果你趕到的話
[00:06:21.200 --> 00:06:22.400]  那怎麼辦呢
[00:06:22.400 --> 00:06:24.600]  除非你是我們的一份子
[00:06:24.600 --> 00:06:26.800]  你成功就是我們成功
[00:06:26.800 --> 00:06:27.800]  否則
[00:06:27.800 --> 00:06:29.800]  你的成功就是顯示了
[00:06:29.800 --> 00:06:32.000]  我們的失敗
[00:06:32.000 --> 00:06:34.600]  無論門徒是屬於以上的
[00:06:34.600 --> 00:06:36.000]  哪一種心態
[00:06:36.000 --> 00:06:37.000]  很明顯
[00:06:37.000 --> 00:06:38.400]  門徒所關心的
[00:06:38.400 --> 00:06:41.000]  並不是這個被鬼附的人
[00:06:41.000 --> 00:06:42.600]  他是不是得釋放
[00:06:42.600 --> 00:06:45.000]  也不是在意這個陌生人
[00:06:45.000 --> 00:06:47.400]  是否奉耶穌的名字去趕鬼
[00:06:47.400 --> 00:06:49.800]  而是着眼於對方是否屬於
[00:06:49.800 --> 00:06:52.000]  我們這個羣體
[00:06:52.000 --> 00:06:53.000]  如果這個人
[00:06:53.000 --> 00:06:54.800]  不屬於被揀選的
[00:06:54.800 --> 00:06:57.600]  不屬於被揀選的體制之內
[00:06:57.600 --> 00:06:59.000]  他就不能獲得
[00:06:59.000 --> 00:07:02.000]  這個我們所擁有的身份
[00:07:02.000 --> 00:07:05.800]  這個顯示出門徒對於自身羣體
[00:07:05.800 --> 00:07:09.400]  這個比衆人更加出衆的
[00:07:09.400 --> 00:07:11.000]  超然身份
[00:07:11.000 --> 00:07:13.400]  產生了一個優越感
[00:07:13.400 --> 00:07:14.200]  因此
[00:07:14.200 --> 00:07:16.800]  不單止將耶穌私有化
[00:07:16.800 --> 00:07:19.000]  更加將他們羣體以外
[00:07:19.000 --> 00:07:23.800]  劃分爲敵我的兩個陣營
[00:07:23.800 --> 00:07:25.400]  當然
[00:07:25.400 --> 00:07:27.200]  作爲基督門徒的人
[00:07:27.200 --> 00:07:29.600]  是特別被揀選出來的
[00:07:29.600 --> 00:07:31.800]  是耶穌親自呼召
[00:07:31.800 --> 00:07:34.400]  的確有一份獨特性
[00:07:34.400 --> 00:07:37.400]  耶穌沒有輕視門徒這份獨特性
[00:07:37.400 --> 00:07:38.200]  但是
[00:07:38.200 --> 00:07:40.200]  耶穌要門徒理解的是
[00:07:40.200 --> 00:07:43.600]  門徒的身份不是由門徒自己去認可
[00:07:43.600 --> 00:07:45.400]  不是單單跟隨他們
[00:07:45.400 --> 00:07:46.600]  不賣他們一堆
[00:07:46.600 --> 00:07:50.000]  就要被拒之於這個羣體之外
[00:07:50.000 --> 00:07:51.400]  門徒的獨特性
[00:07:51.400 --> 00:07:54.000]  是來自於基督
[00:07:54.000 --> 00:07:57.200]  耶穌在第39至40節
[00:07:57.200 --> 00:07:59.000]  就這樣回答他們說
[00:07:59.000 --> 00:08:00.400]  不要阻止他們
[00:08:00.400 --> 00:08:02.800]  因爲沒有人奉我的名行義能
[00:08:02.800 --> 00:08:05.000]  反倒輕易地毀破我
[00:08:05.000 --> 00:08:06.400]  不抵擋我們的
[00:08:06.400 --> 00:08:09.200]  就是幫助我們的了
[00:08:09.200 --> 00:08:12.200]  耶穌本人就是能力的源頭
[00:08:12.200 --> 00:08:13.000]  一個人
[00:08:13.000 --> 00:08:16.200]  即使是耶穌和門徒所不認識
[00:08:16.200 --> 00:08:18.000]  一個沒有名字的小子
[00:08:18.000 --> 00:08:22.400]  他既然是因着耶穌的名字去行神蹟
[00:08:22.400 --> 00:08:24.400]  他就是信服耶穌
[00:08:24.400 --> 00:08:26.400]  不會輕易毀破耶穌
[00:08:26.400 --> 00:08:30.400]  而是願意參與在建立上帝國度的人
[00:08:30.400 --> 00:08:31.600]  所以耶穌說
[00:08:31.600 --> 00:08:33.000]  不抵擋我們的
[00:08:33.000 --> 00:08:35.200]  就是幫助我們的了
[00:08:35.200 --> 00:08:37.200]  所以去到第41節
[00:08:37.200 --> 00:08:41.000]  耶穌更要門徒去明白
[00:08:41.000 --> 00:08:43.000]  凡有人接待你們
[00:08:43.000 --> 00:08:44.800]  給你們一杯水喝的
[00:08:44.800 --> 00:08:47.600]  是因爲你們是屬於基督
[00:08:47.600 --> 00:08:49.800]  而不是門徒的表現
[00:08:49.800 --> 00:08:53.800]  這些人是必定會得到賞賜的
[00:08:53.800 --> 00:08:55.000]  在這裏
[00:08:55.000 --> 00:08:57.000]  因你們是屬基督
[00:08:57.000 --> 00:08:58.600]  在原文同樣有
[00:08:58.600 --> 00:09:00.000]  因着我的名
[00:09:00.000 --> 00:09:02.000]  奉我的名的意思
[00:09:02.000 --> 00:09:05.200]  所以屬於基督的這個超然身份
[00:09:05.200 --> 00:09:08.200]  完全是因爲基督的超然
[00:09:08.200 --> 00:09:11.000]  基督纔是超乎衆人之上
[00:09:11.000 --> 00:09:13.000]  而不是因爲我們本身
[00:09:13.000 --> 00:09:15.600]  沒有基督的名字在我們生命裏
[00:09:15.600 --> 00:09:20.200]  其實我們就會失去了這個超然的身份
[00:09:20.200 --> 00:09:22.000]  我讀神學之前
[00:09:22.000 --> 00:09:25.800]  曾經在一間中國侍工的機構裏面
[00:09:25.800 --> 00:09:27.200]  做過一段時間
[00:09:27.200 --> 00:09:32.200]  主要是做一個聯絡國內教會的工作
[00:09:32.200 --> 00:09:33.800]  在2010年
