
[00:00:00.000 --> 00:00:05.600]  這段時間我特別跟大家分享一些基礎
[00:00:05.600 --> 00:00:06.780]  一些教義
[00:00:06.780 --> 00:00:08.680]  甚至是一些在神學上
[00:00:08.680 --> 00:00:12.120]  我們未必經常聽到的觀點
[00:00:12.120 --> 00:00:15.200]  當然我希望我們不是真的用教神學院的方式
[00:00:15.200 --> 00:00:15.960]  去教神學院
[00:00:15.960 --> 00:00:17.860]  而是希望能夠將神學
[00:00:17.860 --> 00:00:22.640]  化成我們自己日常可以明白的術語
[00:00:22.640 --> 00:00:27.400]  以致我們可以對信仰能夠打好的基礎
[00:00:27.400 --> 00:00:30.960]  因為我們建屋的基礎是非常重要的
[00:00:30.960 --> 00:00:35.840]  我就用《使徒信經》作為一個範圍
[00:00:35.840 --> 00:00:39.640]  跟大家來說說我們的基要信仰
[00:00:39.640 --> 00:00:41.160]  今天來到第三篇
[00:00:41.160 --> 00:00:46.480]  特別仍然是說我們三一真神的聖父的部分
[00:00:46.480 --> 00:00:49.400]  我們讀一讀《使徒信經》的頭那三句
[00:00:49.400 --> 00:00:52.280]  關於聖父描述的三句
[00:00:52.280 --> 00:00:53.240]  我們一起讀一讀
[00:00:53.240 --> 00:00:59.520]  「我信上帝全能的父,創造天地的主」
[00:00:59.520 --> 00:01:01.560]  很簡單的三句說話
[00:01:01.560 --> 00:01:03.720]  第一他強調我們要信
[00:01:03.720 --> 00:01:05.680]  我們信這位上帝
[00:01:05.680 --> 00:01:07.320]  這位上帝要信什麼呢?
[00:01:07.320 --> 00:01:09.280]  我們要信祂是我們的父親
[00:01:09.280 --> 00:01:10.800]  祂是天上的父親
[00:01:10.800 --> 00:01:12.680]  所以我們祈禱的時候
[00:01:12.680 --> 00:01:14.840]  我們的主禱文第一句是什麼?
[00:01:14.840 --> 00:01:17.480]  「我們在天上的父」
[00:01:17.480 --> 00:01:20.720]  所以換言之我們的祈禱是有對象的
[00:01:20.720 --> 00:01:23.520]  我們的祈禱對象是我們天上的爸爸
[00:01:23.520 --> 00:01:27.760]  是可以跟我們有很親密的關係的爸爸
[00:01:27.760 --> 00:01:30.400]  但同樣祂是一個全能的爸爸
[00:01:30.400 --> 00:01:33.480]  祂是無所不能、無所不知、無所不在
[00:01:33.480 --> 00:01:38.520]  以致到今天你和我是不可能去操控這個上帝
[00:01:38.520 --> 00:01:39.400]  去到第三句
[00:01:39.400 --> 00:01:42.440]  祂說祂是創造天地的主
[00:01:42.440 --> 00:01:44.640]  祂是有絕對的主權的主
[00:01:44.640 --> 00:01:46.720]  以致到我們不是去操控祂
[00:01:46.720 --> 00:01:48.240]  我們不是去吩咐祂
[00:01:48.240 --> 00:01:52.280]  而同樣我們看得到祂是創造天地萬物
[00:01:52.280 --> 00:01:53.920]  祂是一個神
[00:01:53.920 --> 00:01:55.240]  當我們看《創世紀》
[00:01:55.240 --> 00:01:57.440]  由第一章看到第三章
[00:01:57.440 --> 00:01:59.960]  主要是講到神創造天地
[00:01:59.960 --> 00:02:01.960]  在頭那五天裡面
[00:02:01.960 --> 00:02:05.720]  我們知道神用了六天的時間去創造天地
[00:02:05.720 --> 00:02:08.800]  但頭那五天祂創造天地萬物
[00:02:08.800 --> 00:02:10.440]  除了人之外
[00:02:10.440 --> 00:02:13.040]  祂做的過程是很簡單的
[00:02:13.040 --> 00:02:14.840]  我們發覺神真的很厲害
[00:02:14.840 --> 00:02:16.800]  祂說有什麼就有什麼
[00:02:16.800 --> 00:02:19.480]  祂說「神說有光就立刻有光」
[00:02:19.480 --> 00:02:20.800]  祂真的很厲害
[00:02:20.800 --> 00:02:22.080]  就好像我們今天開祭一樣
[00:02:22.080 --> 00:02:23.200]  一開祭就有光
[00:02:23.200 --> 00:02:25.520]  祂說「神說有光就有光」
[00:02:25.520 --> 00:02:29.640]  祂頭那五天創造天地萬物的時候
[00:02:29.640 --> 00:02:32.000]  除了人
[00:02:32.000 --> 00:02:34.080]  祂做這個天地萬物是很簡單的
[00:02:34.080 --> 00:02:36.440]  祂說有什麼就有什麼
[00:02:36.440 --> 00:02:38.720]  但去到做人的時候
[00:02:38.720 --> 00:02:43.240]  祂就比較詳細一點去描述
[00:02:43.240 --> 00:02:45.920]  祂不單止做人
[00:02:45.920 --> 00:02:49.120]  祂同樣是給了人一個使命
[00:02:49.120 --> 00:02:51.280]  我們嘗試去讀一讀《創世紀》
[00:02:51.280 --> 00:02:55.360]  由第一章二十六節讀到三十一節
[00:02:55.360 --> 00:02:56.560]  我們看看第六天
[00:02:56.560 --> 00:02:57.920]  祂怎樣做人
[00:02:57.920 --> 00:02:59.280]  準備一二三
[00:02:59.280 --> 00:03:03.120]  「神說我們要照著我們的形象
[00:03:03.120 --> 00:03:06.800]  按照我們的樣式做人
[00:03:06.800 --> 00:03:08.800]  管理海裡的魚
[00:03:08.800 --> 00:03:10.200]  空中的鳥
[00:03:10.200 --> 00:03:13.000]  地上的生畜和泉地
[00:03:13.000 --> 00:03:16.760]  並地上所爬的一切昆蟲
[00:03:16.760 --> 00:03:20.080]  神就照著自己的形象做人
[00:03:20.080 --> 00:03:24.480]  乃是照著他的形象做男做女
[00:03:24.480 --> 00:03:26.480]  神就賜福給他們
[00:03:26.480 --> 00:03:30.000]  (教會大文說)
[00:03:30.000 --> 00:03:31.400]  遍滿地面
[00:03:31.400 --> 00:03:32.840]  治理這地
[00:03:32.840 --> 00:03:35.240]  也要管理海裡的魚
[00:03:35.240 --> 00:03:36.440]  空中的鳥
[00:03:36.440 --> 00:03:39.720]  和地上各樣行動的活物」
[00:03:39.720 --> 00:03:40.640]  下一章
[00:03:40.640 --> 00:03:43.800]  「神說看那我將遍地上
[00:03:43.800 --> 00:03:46.360]  一切結種子的草
[00:03:46.360 --> 00:03:50.240]  和一切樹上所結有核的果子
[00:03:50.240 --> 00:03:53.040]  全賜給你們作食物
[00:03:53.040 --> 00:03:57.160]  至於地上的走獸和空中的飛鳥
[00:03:57.160 --> 00:04:01.000]  並各樣爬在地上有生命的物
[00:04:01.000 --> 00:04:04.520]  我將青草賜給他們作食物
[00:04:04.520 --> 00:04:06.880]  是就這樣成了
[00:04:06.880 --> 00:04:10.720]  神看著一切所做的都甚好
[00:04:10.720 --> 00:04:15.000]  有晚上有早晨是第六日」
[00:04:15.000 --> 00:04:16.720]  到了第六日的時候
[00:04:16.720 --> 00:04:18.720]  神做人的時候
[00:04:18.720 --> 00:04:19.840]  他就很特別
[00:04:19.840 --> 00:04:20.560]  他就說
[00:04:20.560 --> 00:04:26.520]  他要按著神的形象和樣式去做人
[00:04:26.520 --> 00:04:29.480]  加上他給了人一個使命
[00:04:29.480 --> 00:04:32.560]  他說你要管理大地
[00:04:32.560 --> 00:04:35.720]  他是大地的CEO
[00:04:35.720 --> 00:04:37.240]  各位弟兄姊妹
[00:04:37.240 --> 00:04:39.920]  在神做人的起初
[00:04:39.920 --> 00:04:43.120]  我們是CEO
[00:04:43.120 --> 00:04:45.960]  我們人是管理世界的
[00:04:45.960 --> 00:04:49.160]  但是當神做女人的時候
[00:04:49.160 --> 00:04:50.560]  又特別一點
[00:04:50.560 --> 00:04:51.520]  特別一點就是
[00:04:51.520 --> 00:04:54.000]  他先令到男人睡了覺
[00:04:54.000 --> 00:04:55.240]  然後開了手術
[00:04:55.240 --> 00:04:58.400]  用一條額骨去做了一個女人
[00:04:58.400 --> 00:05:01.440]  所以亞當、夏娃他們能夠結婚
[00:05:01.440 --> 00:05:03.680]  完全都是神做媒人的
[00:05:03.680 --> 00:05:05.840]  亞當是沒有選擇的
[00:05:05.840 --> 00:05:07.520]  一起床睜大眼睛就看到女人
[00:05:07.520 --> 00:05:08.240]  就結了婚
[00:05:08.240 --> 00:05:09.040]  你說好不好?
[00:05:09.040 --> 00:05:10.960]  各位男人好不好?
[00:05:10.960 --> 00:05:14.720]  一起床就嫁給他老婆
[00:05:14.720 --> 00:05:17.080]  這個是神做人的過程
[00:05:17.080 --> 00:05:19.960]  為什麼神做人要特別一點
[00:05:19.960 --> 00:05:22.040]  為什麼神做其他的事
[00:05:22.040 --> 00:05:23.640]  說什麼就有什麼
[00:05:23.640 --> 00:05:24.960]  到了人的時候
[00:05:24.960 --> 00:05:29.200]  他說我要按著我們的形象和樣式
[00:05:29.200 --> 00:05:31.840]  去做男做女
[00:05:31.840 --> 00:05:34.880]  為什麼人要有上帝的形象
[00:05:34.880 --> 00:05:36.920]  這個是我的重點
[00:05:36.920 --> 00:05:38.320]  因為整個創造觀
[00:05:38.320 --> 00:05:40.200]  其實是包含很多東西的
[00:05:40.200 --> 00:05:42.360]  不可能在二十多三十分鐘
[00:05:42.360 --> 00:05:45.000]  去說完整個神的創造觀
[00:05:45.000 --> 00:05:48.080]  所以我今天特別是說到人
[00:05:48.080 --> 00:05:52.800]  為什麼神做人是有神的形象
[00:05:52.800 --> 00:05:56.720]  我們從三個角度去探討神的形象
[00:05:56.720 --> 00:05:58.040]  第一
[00:05:58.040 --> 00:06:01.400]  人有神的形象的原因
[00:06:01.400 --> 00:06:05.560]  原來是神要我們肯定人有尊貴
[00:06:05.560 --> 00:06:06.640]  所以弟兄姊妹
[00:06:06.640 --> 00:06:08.800]  今天你和我的身份
[00:06:08.800 --> 00:06:10.920]  理應在神的眼中
[00:06:10.920 --> 00:06:12.400]  我們是尊貴的
[00:06:12.400 --> 00:06:14.400]  你和隔壁說你很尊貴的
[00:06:14.400 --> 00:06:16.600]  因為神做我們是有尊貴的
[00:06:16.600 --> 00:06:17.960]  為什麼有尊貴呢?
[00:06:17.960 --> 00:06:20.000]  我們看回第26、27節那裡
[00:06:20.000 --> 00:06:21.120]  很清楚的
[00:06:21.120 --> 00:06:25.480]  原來神做我們是經過精心設計的
[00:06:25.480 --> 00:06:26.760]  為什麼我們是兩隻眼
[00:06:26.760 --> 00:06:27.920]  一個鼻一個口
[00:06:27.920 --> 00:06:28.720]  不是四隻眼
[00:06:28.720 --> 00:06:29.560]  不是五隻眼
[00:06:29.560 --> 00:06:30.600]  為什麼是兩隻眼呢?
[00:06:30.600 --> 00:06:33.600]  我覺得是經過神的精心設計
[00:06:33.600 --> 00:06:34.400]  為什麼我這麼說呢?
[00:06:34.400 --> 00:06:35.720]  我不是在說
[00:06:35.720 --> 00:06:37.400]  因為聖經說
[00:06:37.400 --> 00:06:41.960]  我們要照著我們的形象
[00:06:41.960 --> 00:06:45.240]  按照我們的樣式做人
[00:06:45.240 --> 00:06:46.560]  是我們的
[00:06:46.560 --> 00:06:47.440]  但是弟兄姊妹
[00:06:47.440 --> 00:06:48.760]  當我們讀聖經的時候
[00:06:48.760 --> 00:06:50.520]  當我們認識信仰的時候
[00:06:50.520 --> 00:06:54.200]  我們說我們所信的神是獨一真神
[00:06:54.200 --> 00:06:56.520]  我們基督教信仰是獨一真神
[00:06:56.520 --> 00:06:57.440]  如果獨一真神
[00:06:57.440 --> 00:06:58.920]  理應這裡說什麼呢?
[00:06:58.920 --> 00:07:01.880]  我要照著我的形象
[00:07:01.880 --> 00:07:04.120]  按照我的樣式做人
[00:07:04.120 --> 00:07:05.480]  但這裡不是說我
[00:07:05.480 --> 00:07:06.680]  不是說單數
[00:07:06.680 --> 00:07:07.840]  是眾數
[00:07:07.840 --> 00:07:09.840]  為什麼是眾數
[00:07:09.840 --> 00:07:12.000]  又是只有一個神呢?
[00:07:12.000 --> 00:07:14.160]  如果我們看回整部聖經
[00:07:14.160 --> 00:07:16.200]  如果看回單單一節聖經
[00:07:16.200 --> 00:07:17.400]  我們很容易覺得
[00:07:17.400 --> 00:07:19.720]  我們的信仰是很多個神
[00:07:19.720 --> 00:07:21.240]  是有眾神
[00:07:21.240 --> 00:07:22.320]  因為是眾數
[00:07:22.320 --> 00:07:23.960]  但是如果看回整部聖經
[00:07:23.960 --> 00:07:24.600]  我們發覺
[00:07:24.600 --> 00:07:26.480]  原來在神學的觀點裡面
[00:07:26.480 --> 00:07:28.680]  是出現了一個名詞
[00:07:28.680 --> 00:07:30.560]  叫做「三為一體」
[00:07:30.560 --> 00:07:32.160]  大家可能聽過「三為一體」
[00:07:32.160 --> 00:07:35.480]  是有「聖父」、「聖子」和「聖靈」
[00:07:35.480 --> 00:07:39.040]  同樣英文叫做「Trinity」
[00:07:39.040 --> 00:07:40.760]  但是在整部聖經裡面
[00:07:40.760 --> 00:07:43.680]  你從來找不到「Trinity」這個字
[00:07:43.680 --> 00:07:45.720]  從來看不到有中文聖經
[00:07:45.720 --> 00:07:47.640]  有四個字就是「三為一體」
[00:07:47.640 --> 00:07:48.640]  你從來看不到
[00:07:48.640 --> 00:07:51.000]  沒有這個名詞在當中
[00:07:51.000 --> 00:07:52.960]  不過在整部聖經
[00:07:52.960 --> 00:07:55.120]  是有一個這樣的觀念
[00:07:55.120 --> 00:07:57.760]  是「聖父」、「聖子」、「聖靈」
[00:07:57.760 --> 00:07:59.480]  但是我們是一個神
[00:07:59.480 --> 00:08:00.720]  是「三為一體」
[00:08:00.720 --> 00:08:02.040]  是有三個位格
[00:08:02.040 --> 00:08:03.440]  當然遲些我們有機會
[00:08:03.440 --> 00:08:05.200]  再盡心的去探討
[00:08:05.200 --> 00:08:06.640]  什麼叫「三為一體」
[00:08:06.640 --> 00:08:08.160]  但是很明顯
[00:08:08.160 --> 00:08:10.520]  既然有「聖父」、有「聖子」、有「聖靈」
[00:08:10.520 --> 00:08:13.240]  我深信當他們做人的時候
[00:08:13.240 --> 00:08:16.520]  一定開過同工會
[00:08:16.520 --> 00:08:17.320]  開過同工會
[00:08:17.320 --> 00:08:18.400]  是不是那隻眼睛比較好看
[00:08:18.400 --> 00:08:19.120]  三隻眼睛比較好看
[00:08:19.120 --> 00:08:20.000]  四隻眼睛比較好看
[00:08:20.000 --> 00:08:21.280]  都是那隻眼睛
[00:08:21.280 --> 00:08:22.640]  都是一個鼻一個口
[00:08:22.640 --> 00:08:23.400]  為什麼我這樣說呢
[00:08:23.400 --> 00:08:25.120]  我又不是亂說的
[00:08:25.120 --> 00:08:26.240]  我不是亂說的
[00:08:26.240 --> 00:08:27.520]  因為我深信
[00:08:27.520 --> 00:08:28.600]  這個同工會
[00:08:28.600 --> 00:08:32.440]  它不單止去想怎樣設計做人
[00:08:32.440 --> 00:08:33.720]  其實這個同工會
[00:08:33.720 --> 00:08:36.560]  也都設計了整個「救恩」
[00:08:36.560 --> 00:08:37.600]  這個「救恩」
[00:08:37.600 --> 00:08:39.360]  因為當阿多夏娃
[00:08:39.360 --> 00:08:40.760]  他們有CEO不做
[00:08:40.760 --> 00:08:42.200]  在他犯罪之後
[00:08:42.200 --> 00:08:43.320]  當他犯罪之後
[00:08:43.320 --> 00:08:46.400]  其實在《創世紀》第三章十五節
[00:08:46.400 --> 00:08:50.640]  「聖父」已經策劃了這個「救恩」
[00:08:50.640 --> 00:08:52.600]  其實在《創世紀》第三章十五節
[00:08:52.600 --> 00:08:54.080]  如果大家回去看聖經
[00:08:54.080 --> 00:09:00.400]  那裡說「神的後裔和蛇的後裔要彼此為仇」
[00:09:00.400 --> 00:09:04.160]  「神的後裔要雙蛇的後裔的腳筋」
[00:09:04.160 --> 00:09:08.920]  「但是人的後裔要雙蛇的後裔的頭」
[00:09:08.920 --> 00:09:11.840]  已經訂定了這個「救恩」
[00:09:11.840 --> 00:09:12.960]  但是這個「救恩」
[00:09:12.960 --> 00:09:14.080]  誰去成就呢
[00:09:14.080 --> 00:09:15.320]  就是耶穌基督
[00:09:15.320 --> 00:09:16.840]  就在二千多年前
[00:09:16.840 --> 00:09:19.200]  祂就成就了這個「救恩」
[00:09:19.200 --> 00:09:20.480]  耶穌釘十字架
[00:09:20.480 --> 00:09:22.920]  是在二千多年前釘十字架
[00:09:22.920 --> 00:09:24.080]  大家可能會問
[00:09:24.080 --> 00:09:25.480]  為甚麼不是在五千多年前
[00:09:25.480 --> 00:09:26.880]  為甚麼不是在三千多年前
[00:09:26.880 --> 00:09:28.320]  為甚麼不是在一千多年前
[00:09:28.320 --> 00:09:31.040]  要在二千多年前釘十字架
[00:09:31.040 --> 00:09:33.080]  就是因為在那個時代
[00:09:33.080 --> 00:09:37.960]  剛好在整個歐洲、亞洲、非洲、歐亞非的地方
[00:09:37.960 --> 00:09:41.120]  其實絕大部分都是說希臘話的
[00:09:41.120 --> 00:09:42.120]  只有一種語言
[00:09:42.120 --> 00:09:47.320]  因為亞歷山大大帝統一了整個世界的語言
[00:09:47.320 --> 00:09:49.720]  所以保羅傳福音很容易的
[00:09:49.720 --> 00:09:50.920]  他不用學語言的
[00:09:50.920 --> 00:09:52.480]  他不用去非洲學非洲話的
[00:09:52.480 --> 00:09:54.400]  他不用去亞洲學亞洲話的
[00:09:54.400 --> 00:09:59.640]  因為當時整個世界都是以希臘話為主
[00:09:59.640 --> 00:10:01.560]  第二,羅馬政府
[00:10:01.560 --> 00:10:04.600]  大家都聽過「條條大路」
[00:10:04.600 --> 00:10:05.680]  通羅馬
