
[00:00:00.000 --> 00:00:02.000]  我們同心祷告
[00:00:30.000 --> 00:00:32.000]  我們需要祢的恩典
[00:00:32.000 --> 00:00:35.140]  求祢給我們一個謙卑的心
[00:00:35.140 --> 00:00:37.140]  聆聽的耳朵
[00:00:37.140 --> 00:00:40.860]  在你的話語裏面得到力量和幫助
[00:00:40.860 --> 00:00:43.760]  同心禱告奉耶穌基督的聖名
[00:00:43.760 --> 00:00:45.760]  阿們
[00:00:45.760 --> 00:00:47.760]  在大約十年前
[00:00:47.760 --> 00:00:49.760]  我媽媽過世了
[00:00:49.760 --> 00:00:51.760]  她過世之後
[00:00:51.760 --> 00:00:53.760]  我爸爸就成為一個獨居的老人
[00:00:53.760 --> 00:00:56.560]  雖然我們請了傭人
[00:00:56.560 --> 00:00:58.560]  去照顧他的起居飲食
[00:00:58.560 --> 00:01:03.360]  但照顧不了他那種心靈的需要
[00:01:03.360 --> 00:01:08.960]  在香港我和我二哥很想去照顧爸爸
[00:01:08.960 --> 00:01:10.960]  很想和他一起住
[00:01:10.960 --> 00:01:12.960]  但是
[00:01:12.960 --> 00:01:15.360]  當時我爸爸已經中了風
[00:01:15.360 --> 00:01:17.360]  行動不是很方便
[00:01:17.360 --> 00:01:21.360]  而當時我和我二哥每人都有兩個兒子
[00:01:21.360 --> 00:01:25.360]  這四個小朋友都是幾歲大的
[00:01:25.360 --> 00:01:27.360]  在家裏橫衝直撞
[00:01:27.360 --> 00:01:29.360]  不要說爺爺也會撞倒
[00:01:29.360 --> 00:01:31.360]  爸爸也會撞倒
[00:01:31.360 --> 00:01:33.360]  所以如果我們把爺爺搬來住
[00:01:33.360 --> 00:01:35.360]  其實爺爺會很危險
[00:01:35.360 --> 00:01:37.360]  所以我們想來想去
[00:01:37.360 --> 00:01:39.360]  想到一個方法
[00:01:39.360 --> 00:01:41.360]  在家裏隔離
[00:01:41.360 --> 00:01:43.360]  找一個單位
[00:01:43.360 --> 00:01:45.360]  然後很方便很近距離
[00:01:45.360 --> 00:01:47.360]  可以照顧爸爸
[00:01:47.360 --> 00:01:49.360]  我爸爸就住在旺角
[00:01:49.360 --> 00:01:51.360]  他當時在旺角
[00:01:51.360 --> 00:01:53.360]  我二哥就住在北角
[00:01:53.360 --> 00:01:55.360]  我二哥就在他的屋苑
[00:01:55.360 --> 00:01:57.360]  同一個屋苑
[00:01:57.360 --> 00:01:59.360]  他住的隔離座大廈
[00:01:59.360 --> 00:02:01.360]  就真的買了一個單位
[00:02:01.360 --> 00:02:03.360]  裝修好了
[00:02:03.360 --> 00:02:05.360]  買了傢俬
[00:02:05.360 --> 00:02:07.360]  已經全部搞定了
[00:02:07.360 --> 00:02:09.360]  就想請爸爸過去
[00:02:09.360 --> 00:02:11.360]  去照顧他
[00:02:11.360 --> 00:02:13.360]  誰知爸爸就
[00:02:13.360 --> 00:02:15.360]  死都不去
[00:02:15.360 --> 00:02:17.360]  不肯去
[00:02:17.360 --> 00:02:19.360]  我問為什麼呢
[00:02:19.360 --> 00:02:21.360]  我們已經為你預備一切
[00:02:21.360 --> 00:02:23.360]  他的原因就是
[00:02:23.360 --> 00:02:25.360]  不是同一座
[00:02:25.360 --> 00:02:27.360]  也不是同一層
[00:02:27.360 --> 00:02:29.360]  太遠了
[00:02:29.360 --> 00:02:31.360]  這樣都遠了
[00:02:31.360 --> 00:02:33.360]  要尊重他
[00:02:33.360 --> 00:02:35.360]  沒辦法
[00:02:35.360 --> 00:02:37.360]  當時我是住在美孚
[00:02:37.360 --> 00:02:39.360]  我住在
[00:02:39.360 --> 00:02:41.360]  一個單位
[00:02:41.360 --> 00:02:43.360]  在A座
[00:02:43.360 --> 00:02:45.360]  我無意中發覺C座
[00:02:45.360 --> 00:02:47.360]  放售
[00:02:47.360 --> 00:02:49.360]  近到同一座
[00:02:49.360 --> 00:02:51.360]  同一層
[00:02:51.360 --> 00:02:53.360]  就在那裏
[00:02:53.360 --> 00:02:55.360]  我們買了
[00:02:55.360 --> 00:02:57.360]  裝修好了
[00:02:57.360 --> 00:02:59.360]  我請爸爸來看看
[00:02:59.360 --> 00:03:01.360]  裝修好了,你滿意嗎?
[00:03:01.360 --> 00:03:03.360]  如果你住這裏
[00:03:03.360 --> 00:03:05.360]  我就在隔離門
[00:03:05.360 --> 00:03:07.360]  他說好
[00:03:07.360 --> 00:03:09.360]  我們就預備搬
[00:03:09.360 --> 00:03:11.360]  臨門一腳
[00:03:11.360 --> 00:03:13.360]  他又不肯
[00:03:13.360 --> 00:03:15.360]  他無論如何都不肯
[00:03:15.360 --> 00:03:17.360]  很奇怪
[00:03:17.360 --> 00:03:19.360]  原來他住慣旺角
[00:03:19.360 --> 00:03:21.360]  住了十幾年
[00:03:21.360 --> 00:03:23.360]  他很怕改變
[00:03:23.360 --> 00:03:25.360]  他不想離開那些街坊
[00:03:25.360 --> 00:03:27.360]  不想離開這個熟悉的環境
[00:03:27.360 --> 00:03:29.360]  他很害怕
[00:03:29.360 --> 00:03:31.360]  很抗拒這個新的轉變
[00:03:31.360 --> 00:03:33.360]  我們都無奈
[00:03:33.360 --> 00:03:35.360]  我們只能尊重
[00:03:35.360 --> 00:03:37.360]  他的看法
[00:03:37.360 --> 00:03:39.360]  直至他
