
[00:00:00.000 --> 00:00:06.000]  今日我們分享的題目叫做「十價我有份」
[00:00:06.000 --> 00:00:11.000]  今日我們一起去反思復活節對我們生命的意義
[00:00:11.000 --> 00:00:14.000]  今日如果你說有些事情是你有份
[00:00:14.000 --> 00:00:16.000]  或者你很想有份的
[00:00:16.000 --> 00:00:20.000]  我不知道你覺得你在什麼事上是想有份的
[00:00:20.000 --> 00:00:23.000]  如果今天有人說請吃飯
[00:00:23.000 --> 00:00:25.000]  你想不想有份?
[00:00:25.000 --> 00:00:28.000]  一定想,不過要等限聚令再放寬才一起吃飯
[00:00:28.000 --> 00:00:31.000]  如果開聖誕派對,你想不想有份?
[00:00:31.000 --> 00:00:34.000]  當然想有份,裡面還有禮物抽
[00:00:34.000 --> 00:00:35.000]  想不想有份?
[00:00:35.000 --> 00:00:38.000]  想,這件事你一定想有份
[00:00:38.000 --> 00:00:41.000]  我也想,就是可以去旅行
[00:00:41.000 --> 00:00:45.000]  如果今天有人說我們一起去旅行,你想不想有份?
[00:00:45.000 --> 00:00:47.000]  你一定不會說想有份,對不對?
[00:00:47.000 --> 00:00:49.000]  但今天我想問大家一個問題
[00:00:49.000 --> 00:00:53.000]  如果有人問你十字架你想不想有份?
[00:00:53.000 --> 00:00:55.000]  你會怎樣說呢?
[00:00:55.000 --> 00:01:02.000]  大家知道十字架是當時最重的刑事刑罰
[00:01:02.000 --> 00:01:04.000]  所以如果今天有人問你
[00:01:04.000 --> 00:01:07.000]  坐電椅你想不想有份?
[00:01:07.000 --> 00:01:09.000]  行刑你想不想有份?
[00:01:09.000 --> 00:01:12.000]  我不知道你會怎樣回答
[00:01:12.000 --> 00:01:16.000]  但今天我們的題目叫做「十家我有份」
[00:01:16.000 --> 00:01:19.000]  我們今天要問一個很重要的問題
[00:01:19.000 --> 00:01:25.000]  為甚麼今天我們在十字架上有份是這麼重要呢?
[00:01:25.000 --> 00:01:28.000]  我曾經聽過一個這樣的故事
[00:01:28.000 --> 00:01:33.000]  有一個人在一個無神論者的家裡長大
[00:01:33.000 --> 00:01:37.000]  他住在一個無神論者的村莊
[00:01:37.000 --> 00:01:41.000]  而他上學也是去無神論者舉辦的學校
[00:01:41.000 --> 00:01:46.000]  所以對於他來說,他一輩子都沒有聽過耶穌
[00:01:46.000 --> 00:01:48.000]  有一天他去了一個地方
[00:01:48.000 --> 00:01:51.000]  他看到那個地方掛了一幅畫
[00:01:51.000 --> 00:01:55.000]  那幅畫有一個人被釘在十字架上
[00:01:55.000 --> 00:01:58.000]  這件事對他來說很深刻
[00:01:58.000 --> 00:02:01.000]  不知道為甚麼他忘記不到這幅圖畫
[00:02:01.000 --> 00:02:04.000]  但當他忘記不到這幅圖畫的時候
[00:02:04.000 --> 00:02:05.000]  他心不斷地想
[00:02:05.000 --> 00:02:10.000]  為甚麼這個人會被釘在十字架上呢?
[00:02:10.000 --> 00:02:12.000]  會不會他是一個壞人
[00:02:12.000 --> 00:02:14.000]  做了很多壞事
[00:02:14.000 --> 00:02:19.000]  所以被人用很重的刑罰去懲罰呢?
[00:02:19.000 --> 00:02:21.000]  或者這個人被人釘在十字架上
[00:02:21.000 --> 00:02:25.000]  會不會是一個被人迫害、陷害
[00:02:25.000 --> 00:02:28.000]  而被人釘在十字架上的人呢?
[00:02:28.000 --> 00:02:29.000]  他想了很久
[00:02:29.000 --> 00:02:31.000]  他覺得他都想不到一個答案
[00:02:31.000 --> 00:02:34.000]  於是有一天他又經過這個地方
[00:02:34.000 --> 00:02:36.000]  又看到這幅圖畫
[00:02:36.000 --> 00:02:38.000]  他就問一個經過的人
[00:02:38.000 --> 00:02:39.000]  他說不好意思先生
[00:02:39.000 --> 00:02:43.000]  我想問你究竟這幅畫上的是誰呢?
[00:02:43.000 --> 00:02:48.000]  為甚麼他會被人釘在十字架上呢?
[00:02:48.000 --> 00:02:50.000]  這個人就這樣對他說
[00:02:50.000 --> 00:02:54.000]  圖畫裡的人和你的生命意義
[00:02:54.000 --> 00:02:58.000]  和你生命的救恩有很重要的關係
[00:02:58.000 --> 00:02:59.000]  這個人真的惡作惡作
[00:02:59.000 --> 00:03:02.000]  他說為甚麼圖畫上的人
[00:03:02.000 --> 00:03:05.000]  居然是和我生命有關呢?
[00:03:05.000 --> 00:03:06.000]  為甚麼圖畫裡的人
[00:03:06.000 --> 00:03:08.000]  居然和我生命意義有關
[00:03:08.000 --> 00:03:10.000]  更加原來我生命的救恩
[00:03:10.000 --> 00:03:14.000]  是和這幅圖畫裡的人有關呢?
[00:03:14.000 --> 00:03:16.000]  今天讓我們再一次去反思
[00:03:16.000 --> 00:03:19.000]  耶穌的犧牲和復活
[00:03:19.000 --> 00:03:22.000]  和我們生命的意義
[00:03:22.000 --> 00:03:25.000]  我們的生命又怎樣能夠
[00:03:25.000 --> 00:03:28.000]  在十字架上有份呢?
[00:03:28.000 --> 00:03:29.000]  今天我們會去到
[00:03:29.000 --> 00:03:31.000]  《馬太福音》十六章一段的聖經裡
[00:03:31.000 --> 00:03:32.000]  我們去看
[00:03:32.000 --> 00:03:36.000]  究竟我們的生命在十字架上有份
[00:03:36.000 --> 00:03:39.000]  為甚麼這麼重要呢?
[00:03:39.000 --> 00:03:40.000]  我們分享的第一點是
[00:03:40.000 --> 00:03:45.000]  我們要在十架的救恩上有份
[00:03:45.000 --> 00:03:46.000]  我們一起去到
[00:03:46.000 --> 00:03:50.000]  《馬太福音》十六章第21到第23節
[00:03:50.000 --> 00:03:51.000]  我們一起讀
[00:03:51.000 --> 00:03:52.000]  一二三
[00:03:52.000 --> 00:03:55.000]  從此耶穌才子是門徒
[00:03:55.000 --> 00:03:58.000]  他必須上耶路撒冷去
[00:03:58.000 --> 00:04:02.000]  受長老、祭司長、民士許多的苦
[00:04:02.000 --> 00:04:04.000]  並且被殺
[00:04:04.000 --> 00:04:06.000]  第三日復活
[00:04:06.000 --> 00:04:08.000]  彼得就拉著他
[00:04:08.000 --> 00:04:09.000]  勸他說
[00:04:09.000 --> 00:04:11.000]  主啊!萬不可如此
[00:04:11.000 --> 00:04:14.000]  這是必不臨到你身上
[00:04:14.000 --> 00:04:16.000]  耶穌轉過來
[00:04:16.000 --> 00:04:17.000]  對彼得說
[00:04:17.000 --> 00:04:20.000]  撒旦!退我後邊去吧
[00:04:20.000 --> 00:04:22.000]  你是伴我腳的
[00:04:22.000 --> 00:04:24.000]  因為你不體貼神的義師
[00:04:24.000 --> 00:04:27.000]  只體貼人的義師
[00:04:27.000 --> 00:04:30.000]  我們要去明白這段聖經
[00:04:30.000 --> 00:04:32.000]  我們要回過頭來
[00:04:32.000 --> 00:04:36.000]  當我們回到十六章第十三節到十六節
[00:04:36.000 --> 00:04:38.000]  我們看了這個背景
[00:04:38.000 --> 00:04:40.000]  我們就會明白這段聖經多一點
[00:04:40.000 --> 00:04:42.000]  在十三節到十六節
[00:04:42.000 --> 00:04:46.000]  耶穌去到凱撒利亞、菲勒比
[00:04:46.000 --> 00:04:47.000]  去到那裡
[00:04:47.000 --> 00:04:49.000]  他就問門徒
[00:04:49.000 --> 00:04:53.000]  人說我人子是誰呢
[00:04:53.000 --> 00:04:56.000]  門徒就這樣回答
[00:04:56.000 --> 00:05:00.000]  有人說你是撕水的約翰
[00:05:00.000 --> 00:05:02.000]  也有人說你是伊利亞
[00:05:02.000 --> 00:05:06.000]  也有人說你是耶利米
[00:05:06.000 --> 00:05:08.000]  或者是先知裡面的一位
[00:05:08.000 --> 00:05:11.000]  這個時候耶穌就問
[00:05:11.000 --> 00:05:14.000]  你們說我是誰呢
[00:05:14.000 --> 00:05:17.000]  西門彼得作為大徒弟
[00:05:17.000 --> 00:05:19.000]  搶先答
[00:05:19.000 --> 00:05:20.000]  你是基督
[00:05:20.000 --> 00:05:23.000]  是永生神的兒子
[00:05:23.000 --> 00:05:24.000]  對不對?
[00:05:24.000 --> 00:05:26.000]  對!
[00:05:26.000 --> 00:05:27.000]  多少分?
[00:05:27.000 --> 00:05:28.000]  100分
[00:05:28.000 --> 00:05:31.000]  當他給了100分的答案之後
[00:05:31.000 --> 00:05:35.000]  其實耶穌就在第二十一節
[00:05:35.000 --> 00:05:37.000]  開始告訴他們
[00:05:37.000 --> 00:05:41.000]  耶穌作為基督的意義是什麼
[00:05:41.000 --> 00:05:43.000]  所以到了第二十一節
[00:05:43.000 --> 00:05:46.000]  我們看到耶穌就告訴門徒
[00:05:46.000 --> 00:05:50.000]  作為基督他必須上耶路撒冷
[00:05:50.000 --> 00:05:52.000]  上耶路撒冷做什麼呢?
[00:05:52.000 --> 00:05:53.000]  三件事
[00:05:53.000 --> 00:05:54.000]  第一
[00:05:54.000 --> 00:05:58.000]  受長老祭司賞民事許多的苦
[00:05:58.000 --> 00:06:01.000]  第二並且被殺
[00:06:01.000 --> 00:06:03.000]  我相信彼得聽到這裡
[00:06:03.000 --> 00:06:04.000]  其他聽不下去了
[00:06:04.000 --> 00:06:06.000]  但是耶穌再說
