
[00:00:00.000 --> 00:00:03.220]  在聖誕節我想分享一個題目
[00:00:03.220 --> 00:00:06.900]  叫做「聖誕的真正意義」
[00:00:06.900 --> 00:00:11.700]  不知道大家有沒有看過一個經典的漫畫人物
[00:00:11.700 --> 00:00:13.700]  叫做查理布朗
[00:00:13.700 --> 00:00:16.540]  這個人物有很多動畫
[00:00:16.540 --> 00:00:20.280]  而其中一個很多人熟悉的動畫
[00:00:20.280 --> 00:00:22.900]  是有關聖誕節的
[00:00:22.900 --> 00:00:25.420]  裡面的主角問了一條問題
[00:00:25.420 --> 00:00:31.380]  為什麼聖誕節好像很多人都很開心
[00:00:31.380 --> 00:00:35.940]  但不知為何我總是覺得有一點點的失落呢?
[00:00:35.940 --> 00:00:40.260]  究竟聖誕的真正意義是什麼呢?
[00:00:40.260 --> 00:00:41.780]  對於很多人來說
[00:00:41.780 --> 00:00:45.940]  聖誕是有關聖誕樹
[00:00:45.940 --> 00:00:48.460]  或者是聖誕裝飾
[00:00:48.460 --> 00:00:50.860]  或者是聖誕禮物
[00:00:50.860 --> 00:00:54.980]  很多人會說聖誕節是放假的日子
[00:00:54.980 --> 00:00:56.980]  有很多人覺得
[00:00:56.980 --> 00:00:59.460]  聖誕節有很多溫暖
[00:00:59.460 --> 00:01:00.780]  很多愛
[00:01:00.780 --> 00:01:03.060]  很多良好的感覺
[00:01:03.060 --> 00:01:05.700]  如果有一些比較成熟的成年人
[00:01:05.700 --> 00:01:06.780]  他可能會這樣跟你說
[00:01:06.780 --> 00:01:11.140]  聖誕節是支持社會經濟
[00:01:11.140 --> 00:01:15.460]  同時又增加個人債務的日子
[00:01:15.460 --> 00:01:18.540]  但有些人開始會跟你說
[00:01:18.540 --> 00:01:19.940]  不是的
[00:01:19.940 --> 00:01:23.980]  我知道聖誕節是有關耶穌的
[00:01:23.980 --> 00:01:28.020]  因為很多時候我們去到一些商場
[00:01:28.020 --> 00:01:31.980]  會看到一些很漂亮的聖誕模型
[00:01:31.980 --> 00:01:33.700]  是一個馬槽
[00:01:33.700 --> 00:01:37.460]  裡面是說耶穌在聖誕節誕生
[00:01:37.460 --> 00:01:39.900]  甚至有時候我們去到別人家裡的聖誕節
[00:01:39.900 --> 00:01:42.620]  可能會弄一個很漂亮的模型出來
[00:01:42.620 --> 00:01:47.060]  這個模型就是說聖誕節是有關耶穌的誕生
[00:01:47.060 --> 00:01:48.060]  甚至有些人說
[00:01:48.060 --> 00:01:51.060]  我記得每逢聖誕節的時候
[00:01:51.060 --> 00:01:53.260]  電視都會有一些特別的節目
[00:01:53.260 --> 00:01:57.740]  通常都會說一下耶穌的生命
[00:01:57.740 --> 00:02:00.900]  或者有一些是有關耶穌的電影
[00:02:00.900 --> 00:02:06.540]  所以我知道聖誕節是有關耶穌的降生
[00:02:06.540 --> 00:02:08.940]  但今天我很想問大家
[00:02:08.940 --> 00:02:12.300]  當我們在這些感覺良好的背後
[00:02:12.300 --> 00:02:16.060]  當我們好像覺得很多充滿愛的感覺的背後
[00:02:16.060 --> 00:02:20.100]  就算我們知道聖誕節是有關耶穌降生的背後
[00:02:20.100 --> 00:02:25.820]  究竟我們的生命有沒有因為聖誕節而改變呢?
[00:02:25.820 --> 00:02:27.180]  聖誕節對於我們來說
[00:02:27.180 --> 00:02:29.580]  只是一個耶穌降生的資訊
[00:02:29.580 --> 00:02:32.740]  還是真的叫我們生命改變呢?
[00:02:32.740 --> 00:02:35.860]  聖誕節的真正意義是什麼呢?
[00:02:35.860 --> 00:02:37.260]  曾經有一位牧師這樣說
[00:02:37.260 --> 00:02:41.020]  他說我們每個人都知道聖誕節是holiday
[00:02:41.020 --> 00:02:42.620]  就是假期
[00:02:42.620 --> 00:02:46.740]  但我們沒有人記得聖誕節是holiday
[00:02:46.740 --> 00:02:49.260]  是一個神聖的日子
[00:02:49.260 --> 00:02:52.060]  聖誕節的真正意義是什麼呢?
[00:02:52.060 --> 00:02:56.580]  究竟我們的生命有沒有因為耶穌的降生而改變呢?
[00:02:56.580 --> 00:02:59.940]  所以今天很想在一段我們很熟悉的經文裡面
[00:02:59.940 --> 00:03:05.540]  我們一起去尋找聖誕的真正意義
[00:03:05.540 --> 00:03:08.340]  今天很想跟大家分享的第一點
[00:03:08.340 --> 00:03:11.620]  是除去生命的恐懼
[00:03:11.620 --> 00:03:14.980]  我們一起讀《路加福音》二章八至十節
[00:03:14.980 --> 00:03:15.860]  我們一起讀好不好?
[00:03:15.860 --> 00:03:21.420]  一二三:「在伯利恆之野地裡有牧羊的人
[00:03:21.420 --> 00:03:25.180]  夜間按著奸刺看守羊群
[00:03:25.180 --> 00:03:28.860]  有主的使者站在他們旁邊
[00:03:28.860 --> 00:03:32.260]  主的榮光四面照著他們
[00:03:32.260 --> 00:03:34.860]  牧羊的人就甚懼怕
[00:03:34.860 --> 00:03:38.260]  那天使對他們說:不要懼怕
[00:03:38.260 --> 00:03:41.100]  我報給你們大氣的信息
[00:03:41.100 --> 00:03:43.300]  是關乎萬民的。」
[00:03:43.300 --> 00:03:47.660]  聖經一開始讓我們看到一群牧羊人
[00:03:47.660 --> 00:03:50.900]  牧羊人當時是一個謙卑
[00:03:50.900 --> 00:03:54.740]  一個普通和一個日常的職業
[00:03:54.740 --> 00:03:57.740]  他們不是位高權重
[00:03:57.740 --> 00:04:00.860]  不是在城市裡面工作的
[00:04:00.860 --> 00:04:02.220]  他們在這裡告訴我們
[00:04:02.220 --> 00:04:04.180]  他們在城市之外
[00:04:04.180 --> 00:04:06.540]  在野地工作
[00:04:06.540 --> 00:04:08.820]  而聖經也告訴我們
[00:04:08.820 --> 00:04:14.060]  他們要在晚上黑暗的時間
[00:04:14.060 --> 00:04:17.820]  在城外看守羊群
[00:04:17.820 --> 00:04:21.500]  這套福音書的作者開始讓我們知道一件事
[00:04:21.500 --> 00:04:24.580]  耶穌的救恩是給所有人的
[00:04:24.580 --> 00:04:27.580]  耶穌的救恩不只是給一些位高權重的人
[00:04:27.580 --> 00:04:29.380]  或者給被揀選的人
[00:04:29.380 --> 00:04:31.740]  而是給所有的人
[00:04:31.740 --> 00:04:34.660]  在牧羊人一個謙卑
[00:04:34.660 --> 00:04:38.260]  平凡和黑暗的世界裡面
[00:04:38.260 --> 00:04:44.020]  聖經告訴我們有主的使者站在他們旁邊
[00:04:44.020 --> 00:04:47.420]  聖經告訴我們主的榮光
[00:04:47.420 --> 00:04:50.940]  在那個時候進到他們當中
[00:04:50.940 --> 00:04:54.940]  「榮耀」這個字在希伯來文的意思
[00:04:54.940 --> 00:04:58.900]  是一個很重的「臨在」的意思
[00:04:58.900 --> 00:05:01.420]  而這個字在希列文的意思
[00:05:01.420 --> 00:05:03.220]  是說一個很真實
[00:05:03.220 --> 00:05:06.620]  一個很顯著的光輝的意思
[00:05:06.620 --> 00:05:10.220]  所以聖經告訴我們第一個好消息
[00:05:10.220 --> 00:05:12.140]  就是在聖誕節的時候
[00:05:12.140 --> 00:05:18.540]  耶穌的榮光要進入黑暗的世界裡面
[00:05:18.540 --> 00:05:24.140]  然後聖經告訴我們牧羊人很懼怕
[00:05:24.140 --> 00:05:27.060]  然後天使跟他們說
[00:05:27.060 --> 00:05:28.740]  不要懼怕
[00:05:28.740 --> 00:05:32.020]  我報給你們帶來的訊息
[00:05:32.020 --> 00:05:34.220]  是關乎萬民的
[00:05:34.220 --> 00:05:37.300]  牧羊人見到這個異象
[00:05:37.300 --> 00:05:39.220]  心裡懼怕
[00:05:39.220 --> 00:05:41.380]  在舊約很多時候我們知道
[00:05:41.380 --> 00:05:44.020]  當人見到神的時候
[00:05:44.020 --> 00:05:45.420]  他們都會懼怕的
[00:05:45.420 --> 00:05:49.220]  因為當他們面對神的聖潔
[00:05:49.220 --> 00:05:51.620]  也見到人自己的罪
[00:05:51.620 --> 00:05:53.780]  他們的心就很害怕
[00:05:53.780 --> 00:05:57.540]  在這裡聖經告訴我們第二個好消息
[00:05:57.540 --> 00:06:01.540]  第二個好消息就是在牧羊人的懼怕裡面
[00:06:01.540 --> 00:06:06.660]  有大喜的訊息要進到他們生命的當中
[00:06:06.660 --> 00:06:11.500]  而這個大喜的訊息是關乎我們每一個人的
[00:06:11.500 --> 00:06:13.460]  這個好消息是什麼呢?
[00:06:13.460 --> 00:06:18.540]  這個好消息是神要同在我們的生命裡面
[00:06:18.540 --> 00:06:22.220]  我們知道當我們的生命有神的同在
[00:06:22.220 --> 00:06:26.420]  神的同在是帶來醫治
[00:06:26.420 --> 00:06:29.460]  神的同在帶來拯救
[00:06:29.460 --> 00:06:35.060]  神的同在更加帶來神在我們生命裡面的工作
[00:06:35.060 --> 00:06:39.100]  也帶來我們生命的改變
[00:06:39.100 --> 00:06:42.180]  當我們有神在我們生命裡面的時候
[00:06:42.180 --> 00:06:47.060]  就除去了我們心裡面的恐懼
[00:06:47.060 --> 00:06:51.380]  我不知道今天大家如果我問你有什麼恐懼
[00:06:51.380 --> 00:06:52.860]  你會怎麼回答
[00:06:52.860 --> 00:06:56.980]  可能現在你一定第一個回答的答案是什麼
[00:06:56.980 --> 00:07:00.420]  可能你是恐懼現在的疫情
[00:07:00.420 --> 00:07:03.140]  可能你覺得如果中了招
[00:07:03.140 --> 00:07:07.140]  又或者中了招之後會怎樣呢?
[00:07:07.140 --> 00:07:10.500]  大家可能在最近的新聞都留意到
[00:07:10.500 --> 00:07:13.460]  有一些病患
[00:07:13.460 --> 00:07:19.060]  染疫的人在很短的時間裡面死亡
[00:07:19.060 --> 00:07:23.300]  甚至死亡個案越來越年輕化
[00:07:23.300 --> 00:07:27.980]  甚至我們現在聽到有病毒變種的消息
[00:07:27.980 --> 00:07:31.180]  他們說可能傳染率是更加高的
[00:07:31.180 --> 00:07:36.860]  甚至有些人擔心將來疫苗會不會有效
[00:07:36.860 --> 00:07:40.380]  我自己最近都做了一次檢測
[00:07:40.380 --> 00:07:42.260]  當我還不知道結果的時候
[00:07:42.260 --> 00:07:44.660]  我不斷在看著電話
[00:07:44.660 --> 00:07:46.820]  信息什麼時候來呢?
[00:07:46.820 --> 00:07:49.940]  又說這麼多個小時之後有信息
[00:07:49.940 --> 00:07:51.700]  但當我還沒收到信息的時候
[00:07:51.700 --> 00:07:56.300]  我突然在想,糟了,我會不會中招呢?
[00:07:56.300 --> 00:07:57.940]  如果中招的時候
[00:07:57.940 --> 00:08:00.820]  我應該第一個找誰告訴他
