
[00:00:00.000 --> 00:00:04.080]  今天要跟各位分享的是出埃及的人
[00:00:04.080 --> 00:00:05.960]  在創世紀的末了
[00:00:05.960 --> 00:00:09.120]  以色列全家70個人來到埃及
[00:00:09.120 --> 00:00:12.240]  來投奔做宰相的約瑟
[00:00:12.240 --> 00:00:14.640]  70個人過了數百年
[00:00:14.640 --> 00:00:16.920]  長到200萬人
[00:00:16.920 --> 00:00:19.880]  埃及法老王也換了十幾個
[00:00:19.880 --> 00:00:23.040]  有不認識約瑟的王起來
[00:00:23.040 --> 00:00:27.400]  甚至於是不認識神的以色列民的下一代下一代
[00:00:27.400 --> 00:00:30.480]  所以以色列人就受到苦難
[00:00:30.480 --> 00:00:34.560]  所以後來會有出埃及這樣的事情
[00:00:34.560 --> 00:00:37.120]  我第一次講的時候特別講到說
[00:00:37.120 --> 00:00:39.440]  以色列民都在受苦受難
[00:00:39.440 --> 00:00:42.760]  但是有兩個人全是例外
[00:00:42.760 --> 00:00:44.160]  斯芙拉跟普拉
[00:00:44.160 --> 00:00:47.120]  這兩個是敬畏神的收生婆
[00:00:47.120 --> 00:00:53.520]  他們因為違背法老王說要殺掉心生男嬰的命令
[00:00:53.520 --> 00:00:55.040]  雖然得罪了法老王
[00:00:55.040 --> 00:00:57.080]  但是神保守他們
[00:00:57.080 --> 00:00:59.640]  所以他們反而蒙福
[00:00:59.640 --> 00:01:02.200]  這是敬畏神的人
[00:01:02.200 --> 00:01:05.240]  第二次我講到這些出埃及的人
[00:01:05.240 --> 00:01:08.960]  他們是受苦受難被欺壓的人
[00:01:08.960 --> 00:01:11.560]  他們是恐懼害怕的人
[00:01:11.560 --> 00:01:13.400]  他們尤其是摩西
[00:01:13.400 --> 00:01:16.840]  他逃出埃及逃到曠野地
[00:01:16.840 --> 00:01:19.360]  後來他在米店的曠野結了婚
[00:01:19.360 --> 00:01:20.960]  生了一個孩子
[00:01:20.960 --> 00:01:23.560]  他給他取名字叫做格順
[00:01:23.560 --> 00:01:26.880]  意思是我在地上是寄居的
[00:01:26.880 --> 00:01:28.520]  所以他一心想著
[00:01:28.520 --> 00:01:31.640]  還是這些以色列人猶太人
[00:01:31.640 --> 00:01:34.760]  後來他就在曠野地就放羊
[00:01:34.760 --> 00:01:37.120]  放了四十年
[00:01:37.120 --> 00:01:39.280]  結果他有一次在西乃山上
[00:01:39.280 --> 00:01:41.560]  和烈的山神的山
[00:01:41.560 --> 00:01:44.680]  他看到火燒荊棘的意象
[00:01:44.680 --> 00:01:47.080]  神向他呼召
[00:01:47.080 --> 00:01:51.280]  神說你要去帶我的百姓出埃及到曠野
[00:01:51.280 --> 00:01:54.120]  單單的來敬拜我
[00:01:54.120 --> 00:01:55.600]  各位弟兄姐妹朋友們
[00:01:55.600 --> 00:01:58.080]  這是一個萌招的人
[00:01:58.080 --> 00:02:00.520]  有的時候我想說我們生命中
[00:02:00.520 --> 00:02:03.080]  就好像出埃及的人一樣
[00:02:03.080 --> 00:02:05.400]  我們生命有高有低
[00:02:05.400 --> 00:02:07.760]  有的時候遇到困苦患難的時候
[00:02:07.760 --> 00:02:09.040]  我們會走捷徑
[00:02:09.040 --> 00:02:10.480]  我們會超小路
[00:02:10.480 --> 00:02:13.840]  我們甚至會把神丟到腦後
[00:02:13.840 --> 00:02:15.120]  為非作歹
[00:02:15.120 --> 00:02:16.880]  就是為了要好過一點
[00:02:16.880 --> 00:02:17.960]  脫離困難
[00:02:17.960 --> 00:02:22.360]  或者是為了要不受到任何的困苦患難
[00:02:22.360 --> 00:02:25.320]  但是我要強調的是困苦患難是神
[00:02:25.320 --> 00:02:28.000]  在我們生命中對我們的磨練
[00:02:28.000 --> 00:02:30.640]  我常常說沒有一個人
[00:02:30.640 --> 00:02:33.880]  在順境之中會成長
[00:02:33.880 --> 00:02:35.600]  神也很顧念我們
[00:02:35.600 --> 00:02:38.680]  所以我們也會成為萌招的人
[00:02:38.680 --> 00:02:40.640]  就是像摩西一樣
[00:02:40.640 --> 00:02:44.120]  他見到火燒荊棘的意象
[00:02:44.120 --> 00:02:45.320]  今天我們要講
[00:02:45.320 --> 00:02:49.680]  他卻是一個喜歡再三推遲的人
[00:02:49.680 --> 00:02:53.920]  好像他所受的心是奴僕的心
[00:02:53.920 --> 00:02:56.440]  所以他恐懼他害怕
[00:02:56.440 --> 00:03:00.360]  好像他所受的不是一個兒子的心
[00:03:00.360 --> 00:03:03.400]  所以他不能夠呼叫阿爸父
[00:03:03.400 --> 00:03:06.760]  如保羅在羅馬書所說的
[00:03:06.760 --> 00:03:10.160]  今天我們就要來看這第四講
[00:03:10.160 --> 00:03:13.360]  講摩西既然受了萌招
[00:03:13.360 --> 00:03:18.160]  他為什麼還要再三的推遲呢
[00:03:18.160 --> 00:03:21.400]  我們都知道摩西一生有三個四十年
[00:03:21.400 --> 00:03:25.200]  他第一個四十年是在法老王的宮中長大的
[00:03:25.200 --> 00:03:27.160]  他是才華橫溢
[00:03:27.160 --> 00:03:28.080]  意氣飛揚
[00:03:28.080 --> 00:03:30.240]  他是什麼都能
[00:03:30.240 --> 00:03:32.920]  但是當他逃到曠野去的時候
[00:03:32.920 --> 00:03:34.640]  他四十年的時間
[00:03:34.640 --> 00:03:36.560]  他放羊
[00:03:36.560 --> 00:03:41.600]  所以他成了一個什麼都不能的能力
[00:03:41.600 --> 00:03:44.480]  所以當神來找他的時候
[00:03:44.480 --> 00:03:47.240]  他會再三的推遲
[00:03:47.240 --> 00:03:48.680]  您知道嗎
[00:03:48.680 --> 00:03:52.120]  當他活到第三個四十年的時候
[00:03:52.120 --> 00:03:55.680]  他成為一個只有神才能
[00:03:55.680 --> 00:03:58.280]  唯有神是萬能的人
[00:03:58.280 --> 00:04:00.320]  各位弟兄姊妹朋友們
[00:04:00.320 --> 00:04:02.240]  我常常喜歡比作
[00:04:02.240 --> 00:04:04.840]  我們人生也有這三個四十年
[00:04:04.840 --> 00:04:06.320]  不是嗎
[00:04:06.320 --> 00:04:10.600]  我以前也是覺得自己什麼都能
[00:04:10.600 --> 00:04:12.600]  但是我有一段時間我發現
[00:04:12.600 --> 00:04:14.360]  真的什麼都不能
[00:04:14.360 --> 00:04:16.240]  現在我越來越體會到
[00:04:16.240 --> 00:04:18.720]  只有我們的神才能
[00:04:18.720 --> 00:04:21.160]  只有祂是因德當德配德
[00:04:21.160 --> 00:04:23.720]  那尊貴榮耀與權柄
[00:04:23.720 --> 00:04:25.280]  所以我們的神是
[00:04:25.280 --> 00:04:26.600]  El Shalai
[00:04:26.600 --> 00:04:27.920]  祂是Adonai
[00:04:27.920 --> 00:04:30.400]  祂是Yahshua Hamashiach
[00:04:30.400 --> 00:04:31.560]  我那個小孫子
[00:04:31.560 --> 00:04:33.800]  他認為他什麼都能
[00:04:33.800 --> 00:04:34.680]  他動不動就說
[00:04:34.680 --> 00:04:36.960]  I can do it
[00:04:36.960 --> 00:04:39.120]  要給他綁安全帶
[00:04:39.120 --> 00:04:40.720]  他說什麼不讓你綁
[00:04:40.720 --> 00:04:41.360]  他就是說
[00:04:41.360 --> 00:04:42.240]  I can do it
[00:04:42.240 --> 00:04:43.040]  他能做
[00:04:43.040 --> 00:04:43.840]  好吧
[00:04:43.840 --> 00:04:44.960]  就讓他去做
[00:04:44.960 --> 00:04:46.600]  也還不錯
[00:04:46.600 --> 00:04:47.720]  最近我又發現
[00:04:47.720 --> 00:04:49.160]  你要為他穿鞋子
[00:04:49.160 --> 00:04:49.560]  他都說
[00:04:49.560 --> 00:04:51.720]  I can do it
[00:04:51.720 --> 00:04:53.720]  他不要你為他做
[00:04:53.720 --> 00:04:54.640]  所以就看他去做
[00:04:54.640 --> 00:04:55.640]  我才發現
[00:04:55.640 --> 00:04:56.720]  穿是穿起來了
[00:04:56.720 --> 00:04:57.960]  塞進去了
[00:04:57.960 --> 00:04:59.840]  穿錯腳了
[00:04:59.840 --> 00:05:02.360]  所以在他的生命中
[00:05:02.360 --> 00:05:05.200]  他現在慢慢體會到
[00:05:05.200 --> 00:05:06.840]  我能夠做
[00:05:06.840 --> 00:05:08.040]  所以他動不動就是
[00:05:08.040 --> 00:05:09.520]  I can do it
[00:05:09.520 --> 00:05:10.760]  就好像有時候我們講
[00:05:10.760 --> 00:05:13.160]  人定勝天
[00:05:13.160 --> 00:05:15.440]  但是真正當我們進入到
[00:05:15.440 --> 00:05:17.960]  摩西這個境界
[00:05:17.960 --> 00:05:19.120]  今天我們要講的是
[00:05:19.120 --> 00:05:21.440]  他第二個四十年的底
[00:05:21.440 --> 00:05:23.640]  要跨到第三個四十年的
[00:05:23.640 --> 00:05:25.600]  那個節骨眼
[00:05:25.600 --> 00:05:27.240]  他怎麼樣的推遲
[00:05:27.240 --> 00:05:29.680]  神對他的呼召
[00:05:29.680 --> 00:05:33.760]  首先他是找出許多的理由來
[00:05:33.760 --> 00:05:35.360]  您知道嗎
[00:05:35.360 --> 00:05:38.680]  神用火燒荊棘來向他顯現
[00:05:38.680 --> 00:05:40.240]  來呼召他
[00:05:40.240 --> 00:05:41.520]  結果摩西
[00:05:41.520 --> 00:05:42.400]  他說什麼
[00:05:42.400 --> 00:05:43.920]  摩西說
[00:05:43.920 --> 00:05:45.320]  他們必不信我
[00:05:45.320 --> 00:05:46.440]  也不聽我的話
[00:05:46.440 --> 00:05:50.840]  必說耶和華並沒有向他顯現
[00:05:50.840 --> 00:05:52.320]  換句話說
[00:05:52.320 --> 00:05:53.960]  神已經招了你
[00:05:53.960 --> 00:05:55.880]  神已經讓你得到他
[00:05:55.880 --> 00:05:58.320]  神已經在你身上顯出
[00:05:58.320 --> 00:05:59.720]  他的柔美
[00:05:59.720 --> 00:06:01.000]  他的神跡來的時候
[00:06:01.000 --> 00:06:03.440]  但是你心裡面還會害怕
[00:06:03.440 --> 00:06:05.760]  你還是心裡面想說
[00:06:05.760 --> 00:06:06.920]  人要不信
[00:06:06.920 --> 00:06:08.240]  人要不聽
[00:06:08.240 --> 00:06:10.600]  我們怎麼帶他呢
[00:06:10.600 --> 00:06:12.080]  但是您知道嗎
[00:06:12.080 --> 00:06:15.160]  他在埃及的那四十年的時候
[00:06:15.160 --> 00:06:17.000]  他是認為我什麼都能
[00:06:17.000 --> 00:06:19.360]  而且是一頭火熱
[00:06:19.360 --> 00:06:20.880]  滿心的抱負
[00:06:20.880 --> 00:06:22.920]  自以為是大包不平
[00:06:22.920 --> 00:06:24.160]  你們記得嗎
[00:06:24.160 --> 00:06:26.360]  他要解救以色列人
[00:06:26.360 --> 00:06:28.640]  他甚至於為以色列人
[00:06:28.640 --> 00:06:30.440]  要來做審判官
[00:06:30.440 --> 00:06:32.480]  結果人家都不聽他的
[00:06:32.480 --> 00:06:34.720]  所以他現在變成怎麼樣
[00:06:34.720 --> 00:06:37.520]  好像有一點消極了
