
[00:00:00.000 --> 00:00:03.000]  記不記得上個禮拜我們講到司唐傳第幾章?
[00:00:03.000 --> 00:00:05.000]  第八章?
[00:00:05.000 --> 00:00:11.000]  我們今天來看第八章的主要人物
[00:00:11.000 --> 00:00:13.000]  其實就是這個費利
[00:00:13.000 --> 00:00:22.000]  我們知道司唐傳是一個很重要的記載
[00:00:22.000 --> 00:00:27.000]  因為他不單記載了司徒當時怎樣領受一個新的使命
[00:00:27.000 --> 00:00:29.000]  教會的開始傳揚福音
[00:00:29.000 --> 00:00:31.000]  更叫做聖靈行傳
[00:00:31.000 --> 00:00:38.000]  因為聖靈不斷地在整個司唐傳當中引導
[00:00:38.000 --> 00:00:44.000]  叫我們看見司徒他們蒙受聖靈的幫助和充滿
[00:00:44.000 --> 00:00:47.000]  來完成神所交託的工作
[00:00:47.000 --> 00:00:53.000]  今天我們每一個基督徒都領受了聖靈
[00:00:53.000 --> 00:01:00.000]  神幫助我們來活一個以祂為中心的人生
[00:01:00.000 --> 00:01:02.000]  今天我們都參與了這個救恩計劃
[00:01:02.000 --> 00:01:04.000]  從司徒行傳一直到今天
[00:01:04.000 --> 00:01:07.000]  其實大使命是不斷地進展
[00:01:07.000 --> 00:01:11.000]  因為我們知道我們要等候的就是主耶穌基督再來
[00:01:11.000 --> 00:01:15.000]  我們要進入一個永恆的角度的階段
[00:01:15.000 --> 00:01:20.000]  究竟在這個階段人生當中是否與聖靈與神同工呢?
[00:01:20.000 --> 00:01:23.000]  我們今天看見是肥理的榜樣
[00:01:23.000 --> 00:01:25.000]  成為我們的鼓勵
[00:01:25.000 --> 00:01:28.000]  我們看到第六第七章就是司題反殉道
[00:01:28.000 --> 00:01:33.000]  教會因著這樣反而在逼迫當中來擴展
[00:01:33.000 --> 00:01:37.000]  離開耶路撒冷進入猶太的地域
[00:01:37.000 --> 00:01:41.000]  和撒瑪利亞這個半猶太半外邦的一個地方
[00:01:41.000 --> 00:01:46.000]  福音是不斷向外伸展
[00:01:46.000 --> 00:01:49.000]  這個是傳道與德性的見證
[00:01:49.000 --> 00:01:51.000]  所以第八章開始我們看到
[00:01:51.000 --> 00:01:59.000]  一路肥理傳道後來司徒保羅、司徒彼得和約翰
[00:01:59.000 --> 00:02:02.000]  在耶路撒冷教會來到撒瑪利亞
[00:02:02.000 --> 00:02:04.000]  亦都加入這個團隊
[00:02:04.000 --> 00:02:06.000]  繼續將福音傳開
[00:02:06.000 --> 00:02:08.000]  讓它回到耶路撒冷的過程裏面
[00:02:08.000 --> 00:02:14.000]  亦都是傳遍了撒瑪利亞眾村莊
[00:02:14.000 --> 00:02:16.000]  今天我們來到下半章
[00:02:16.000 --> 00:02:19.000]  這裏二十六至四十節就是我們看到
[00:02:19.000 --> 00:02:24.000]  有一個關鍵性的另一個突破
[00:02:24.000 --> 00:02:28.000]  就是因為肥理傳福音到撒瑪利亞
[00:02:28.000 --> 00:02:30.000]  就是這樣有個機會
[00:02:30.000 --> 00:02:37.000]  他亦都是將福音傳給一個叫做伊索比亞
[00:02:37.000 --> 00:02:41.000]  或者叫做埃塞俄比亞的人
[00:02:41.000 --> 00:02:45.000]  所以這個是屬於非洲的東北部
[00:02:45.000 --> 00:02:47.000]  所以我們知道福音就
[00:02:47.000 --> 00:02:52.000]  雖然不是從肥理或者司徒一路去到非洲
[00:02:52.000 --> 00:02:56.000]  而是藉著這個在非洲而來的太監
[00:02:56.000 --> 00:02:59.000]  將福音來撒在他的心中
[00:02:59.000 --> 00:03:01.000]  成為一個種子信了耶穌
[00:03:01.000 --> 00:03:04.000]  將福音帶回去非洲的地方
[00:03:04.000 --> 00:03:06.000]  所以我們後來見到
[00:03:06.000 --> 00:03:08.000]  福音就不斷地來到
[00:03:08.000 --> 00:03:10.000]  好像上次跟大家講
[00:03:10.000 --> 00:03:17.000]  他們逼迫這個字路加用一個dasparo這個字
[00:03:17.000 --> 00:03:19.000]  即是dispersed分散出去
[00:03:19.000 --> 00:03:22.000]  所以福音就一直這樣擴展出去
[00:03:22.000 --> 00:03:28.000]  我們來看看上一次撒瑪利亞人信主
[00:03:28.000 --> 00:03:33.000]  今次我們看見這個伊索比亞人怎樣信主
[00:03:33.000 --> 00:03:38.000]  然後我們發現是肥理與神同工的結果
[00:03:38.000 --> 00:03:41.000]  所以今天我們都不斷地學習
[00:03:41.000 --> 00:03:43.000]  好像聖經給我們的榜樣
[00:03:43.000 --> 00:03:45.000]  這些美好的見證
[00:03:45.000 --> 00:03:48.000]  亦都激勵我們去學習它
[00:03:48.000 --> 00:03:49.000]  所以張肥理
[00:03:49.000 --> 00:03:51.000]  我們能夠與神同工
[00:03:51.000 --> 00:03:54.000]  我們用啟應方式讀完這段經文
[00:03:54.000 --> 00:03:57.000]  由《試堂傳》第八章二十六讀到四十節
[00:03:57.000 --> 00:03:58.000]  我讀一節
[00:03:58.000 --> 00:04:00.000]  大英節目請讀一節
[00:04:00.000 --> 00:04:02.000]  中間如果需要解釋我就停一停
[00:04:02.000 --> 00:04:06.000]  好 我們先來看八章二十六節
[00:04:06.000 --> 00:04:10.000]  有主的一個使者對肥理說
