
[00:00:00.000 --> 00:00:04.000]  坦白講呢,其實我今日以為係唔洗講㗎
[00:00:04.000 --> 00:00:09.000]  但係今日真係仍然有機會可以講
[00:00:09.000 --> 00:00:11.000]  我係帶住好感恩嘅心
[00:00:11.000 --> 00:00:13.000]  可以同大家一齊嚟到領受
[00:00:13.000 --> 00:00:14.000]  特別見到有啲
[00:00:14.000 --> 00:00:16.000]  平時喺禮拜六冇乜點出現嘅朋友
[00:00:16.000 --> 00:00:19.000]  你今日聽到呢個消息
[00:00:19.000 --> 00:00:21.000]  你一齊嚟到去敬拜嘅時候
[00:00:21.000 --> 00:00:23.000]  我真係帶住好深嘅感恩
[00:00:23.000 --> 00:00:25.000]  好盼望喺我哋
[00:00:25.000 --> 00:00:27.000]  還有機會嚟敬拜神嘅時間
[00:00:27.000 --> 00:00:30.000]  我哋一齊嘅嚟到去同心敬拜主
[00:00:30.000 --> 00:00:33.000]  咁大家睇下今日嘅標題呢
[00:00:33.000 --> 00:00:36.000]  就知道今日講呢個關於大師兄
[00:00:36.000 --> 00:00:41.000]  我唔知大家對師兄師姐呢個名詞密唔密身
[00:00:41.000 --> 00:00:43.000]  咁我唔係講緊呢
[00:00:43.000 --> 00:00:45.000]  即係你上網同嗰啲三五四七嗰啲人
[00:00:45.000 --> 00:00:46.000]  你都叫佢師兄嗰啲
[00:00:46.000 --> 00:00:48.000]  即係你真係呀
[00:00:48.000 --> 00:00:50.000]  如果你喺有啲即係組織底下呢
[00:00:50.000 --> 00:00:52.000]  或者啲學校當中呢
[00:00:52.000 --> 00:00:55.000]  你嗰度稍為有啲歷史嘅話呢
[00:00:55.000 --> 00:00:58.000]  你都裏面有啲師兄師姐
[00:00:58.000 --> 00:01:02.000]  特別通常啱啱呢啲畢業嘅時間
[00:01:02.000 --> 00:01:04.000]  開學嘅時間
[00:01:04.000 --> 00:01:06.000]  有啲人會見下啲師兄師姐
[00:01:06.000 --> 00:01:09.000]  你特別有多啲親切感
[00:01:09.000 --> 00:01:12.000]  你覺得呢個好似都同我有啲淵源
[00:01:12.000 --> 00:01:14.000]  有啲關係
[00:01:14.000 --> 00:01:19.000]  但係喺當中有一個角色係特別嘅
[00:01:19.000 --> 00:01:23.000]  就係大師兄或者大師姐
[00:01:23.000 --> 00:01:25.000]  喺裏面呢個角色
[00:01:25.000 --> 00:01:27.000]  同普通師兄師姐有啲唔同
[00:01:27.000 --> 00:01:29.000]  咁大家知唔知呀
[00:01:29.000 --> 00:01:33.000]  大師兄或者大師姐要有啲咩質素呢
[00:01:33.000 --> 00:01:35.000]  按你所知
[00:01:35.000 --> 00:01:37.000]  資深啲啦係咪
[00:01:37.000 --> 00:01:39.000]  即係你作為大師兄
[00:01:39.000 --> 00:01:42.000]  即係你無理由啱啱入嚟嗰個啦係咪
[00:01:42.000 --> 00:01:45.000]  資就係你有啲年歷嘅喺裏面係咪
[00:01:45.000 --> 00:01:50.000]  仲有冇啲咩特質嘅大家覺得
[00:01:50.000 --> 00:01:53.000]  知道師父嘅心意啦係咪
[00:01:53.000 --> 00:01:57.000]  通常大師兄幾時出場呀
[00:01:57.000 --> 00:02:00.000]  師父唔喺度嗰陣時佢未出場呀係咪
[00:02:00.000 --> 00:02:05.000]  好多時候佢代表咗師父嚟到去講一啲嘢
[00:02:05.000 --> 00:02:10.000]  大家都會覺得呢個人應該好明師父諗乜嘅
[00:02:10.000 --> 00:02:13.000]  亦都會明佢嗰種價值觀呀
[00:02:13.000 --> 00:02:14.000]  知道佢嘅嘢
[00:02:14.000 --> 00:02:18.000]  所以大師兄應該係深得師父嘅信任
[00:02:18.000 --> 00:02:22.000]  亦都信得過佢能夠去表達到佢嘅嘢
[00:02:22.000 --> 00:02:23.000]  另外呢就係
[00:02:23.000 --> 00:02:28.000]  大師兄所做嘅嘢呢其實係唔係能夠成為榜樣呢
[00:02:28.000 --> 00:02:32.000]  大師兄其實係一個好重要嘅榜樣嚟㗎喎
[00:02:32.000 --> 00:02:35.000]  即係師父佢梗係啲嘢做到啦係咪
[00:02:35.000 --> 00:02:37.000]  但係大師兄做唔做到呢
[00:02:37.000 --> 00:02:40.000]  咁就代表緊師父教緊嗰套嘢呢
[00:02:40.000 --> 00:02:43.000]  係唔係真係嚟到去做到喎
[00:02:43.000 --> 00:02:48.000]  提摩太前書呢講緊呢就係保羅唔喺度嘅時候
[00:02:48.000 --> 00:02:50.000]  唔喺提摩太嘅身邊
[00:02:50.000 --> 00:02:54.000]  佢又好想透過呢封嘅書信呢嚟到去挑戰
[00:02:54.000 --> 00:02:58.000]  同埋鼓勵呢位大弟子呢點樣嘅嚟到去服事
[00:02:58.000 --> 00:03:03.000]  咁前嗰幾章呢大家應該都聽見過有好多唔同嘅祝福呀
[00:03:03.000 --> 00:03:07.000]  第四章一開始上個禮拜劉牧師同我哋講
[00:03:07.000 --> 00:03:11.000]  面對住好多異端同埋假教師嘅問題
[00:03:11.000 --> 00:03:15.000]  今日呢段嘅經文係要提醒提摩太
[00:03:15.000 --> 00:03:17.000]  要嚟到去持守真道
[00:03:17.000 --> 00:03:19.000]  嚟到去做信徒嘅榜樣
[00:03:19.000 --> 00:03:21.000]  亦都要去專心去操練
[00:03:21.000 --> 00:03:25.000]  畀人呢嚟到去睇得出你嘅長進嚟
[00:03:25.000 --> 00:03:28.000]  喺讀提摩太前後書嘅時候呢
[00:03:28.000 --> 00:03:32.000]  大家唔好忘記呢保羅同提摩太嘅關係
[00:03:32.000 --> 00:03:35.000]  好多時候呢我哋讀聖經嘅時候呢就會覺得
[00:03:35.000 --> 00:03:37.000]  佢好似係嚟同我講呀
[00:03:37.000 --> 00:03:39.000]  但其實大部分都唔係同你講呀
[00:03:39.000 --> 00:03:41.000]  即係提摩太前後書呢
[00:03:41.000 --> 00:03:44.000]  係同保羅係同提摩太講
[00:03:44.000 --> 00:03:47.000]  係好想去鼓勵呢位嘅弟子
[00:03:47.000 --> 00:03:50.000]  所以呢佢哋嘅關係呢係重要嘅
[00:03:50.000 --> 00:03:52.000]  佢係好愛惜呢一位嘅弟子
[00:03:52.000 --> 00:03:56.000]  好想呢佢喺生命裏面能夠去表彰到
[00:03:56.000 --> 00:03:57.000]  佢獨特嘅嘢
[00:03:57.000 --> 00:04:02.000]  整段經文呢今日所睇嘅呢係有好多呢命令嘅語氣呀
[00:04:02.000 --> 00:04:04.000]  即係話畀佢聽呢你要點啦
[00:04:04.000 --> 00:04:05.000]  你唔好點啦
[00:04:05.000 --> 00:04:07.000]  你要你要做啲乜嘢嘢啦
[00:04:07.000 --> 00:04:11.000]  好明確呢表達咗呢保羅嗰種嘅祝福
[00:04:11.000 --> 00:04:14.000]  等我哋呢一齊嚟睇下今日呢段嘅經文呀
[00:04:14.000 --> 00:04:20.000]  我哋今日會睇提摩太前書四章十一節到到第五章嘅第二節
[00:04:20.000 --> 00:04:25.000]  提摩太前書四章十一節到到五章第二節
[00:04:25.000 --> 00:04:30.000]  提摩太前書四章十一節咁講呀
[00:04:30.000 --> 00:04:33.000]  姐姐是你要祝福人呀
[00:04:33.000 --> 00:04:35.000]  也要分也要教導人呀
[00:04:35.000 --> 00:04:38.000]  當佢保羅嚟到呢度咁樣講嘅時候呢
[00:04:38.000 --> 00:04:41.000]  你要去吩咐當中嘅人呀
[00:04:41.000 --> 00:04:44.000]  保羅呢好想呢提摩太嘅當中呢
[00:04:44.000 --> 00:04:47.000]  嚟到去表達到嗰種佢自己嗰種嘅權威
[00:04:47.000 --> 00:04:49.000]  就提摩太嚟講
[00:04:49.000 --> 00:04:51.000]  今日點解佢去到有權威呢
[00:04:51.000 --> 00:04:55.000]  因為保羅叫佢去㗎嘛
[00:04:55.000 --> 00:04:59.000]  係咪即佢代表住保羅呢嚟到呢間教會裏面呀
[00:04:59.000 --> 00:05:02.000]  嚟到去表達佢嗰種嘅權柄呀
[00:05:02.000 --> 00:05:05.000]  但係保羅喺呢度講呀呢啲事呀
[00:05:05.000 --> 00:05:07.000]  即係之前呀一至十節講到
[00:05:07.000 --> 00:05:11.000]  即係你要去提防異端呀提防假教師裏面
[00:05:11.000 --> 00:05:13.000]  你要吩咐啲人
[00:05:13.000 --> 00:05:15.000]  亦都要去教導啲人
[00:05:15.000 --> 00:05:18.000]  你係有咁樣嘅權柄呀
[00:05:18.000 --> 00:05:23.000]  保羅同埋一班嘅長老嚟到去提醒你
[00:05:23.000 --> 00:05:27.000]  亦都係賦予你呢種嘅權柄嚟到去服侍
[00:05:27.000 --> 00:05:32.000]  但係呢種嘅權柄唔單係因為佢嘅身份而有
[00:05:32.000 --> 00:05:34.000]  保羅十二節就講呀
[00:05:34.000 --> 00:05:37.000]  呢節經文呢應該係大家都熟嘅
[00:05:37.000 --> 00:05:39.000]  我哋一齊嚟再讀一次呀
[00:05:39.000 --> 00:05:40.000]  四章十二節
[00:05:40.000 --> 00:05:41.000]  一二三
[00:05:41.000 --> 00:05:56.000]  提摩太團嘅團友應該識背呀呢節經文
[00:05:56.000 --> 00:06:01.000]  通常呢啲都係青年團契嘅團訓嚟㗎啦
[00:06:01.000 --> 00:06:05.000]  對於我哋嚟講呢就睇完呢節經文好安心㗎
[00:06:05.000 --> 00:06:07.000]  因為我哋唔再年輕呀嘛
[00:06:07.000 --> 00:06:10.000]  好似呢節同我哋冇乜關係呀嘛
[00:06:10.000 --> 00:06:14.000]  即係當我哋呢要再睇呢段經文嘅時候呢
[00:06:14.000 --> 00:06:16.000]  其實係同我哋有關係㗎喎
[00:06:16.000 --> 00:06:20.000]  保羅去嚟提醒呢一個嘅提摩太
[00:06:20.000 --> 00:06:21.000]  你要明白呀
[00:06:21.000 --> 00:06:24.000]  頭先講呀你要去教導人呀
[00:06:24.000 --> 00:06:26.000]  你識講神嘅說話呢
[00:06:26.000 --> 00:06:28.000]  唔會帶嚟權柄呀
