
[00:00:00.000 --> 00:00:04.000]  弟兄姐妹朋友們早安
[00:00:04.000 --> 00:00:08.000]  很高興今天有這個機會跟各位分享信息
[00:00:08.000 --> 00:00:13.000]  我今天是第三個禮拜是一字主日
[00:00:13.000 --> 00:00:17.000]  按照慣例我要跟各位分享人生的信息
[00:00:17.000 --> 00:00:22.000]  就是婚姻、家庭、工作、子女等等
[00:00:22.000 --> 00:00:28.000]  我記得我第一次一月份的時候講過
[00:00:28.000 --> 00:00:31.000]  贖算你的人生
[00:00:31.000 --> 00:00:34.000]  有一個好笑的一個短文是這麼說
[00:00:34.000 --> 00:00:37.000]  我們零歲粉墨登場
[00:00:37.000 --> 00:00:39.000]  十歲快樂成長
[00:00:39.000 --> 00:00:41.000]  二十歲情困惑
[00:00:41.000 --> 00:00:44.000]  三十歲方向立定
[00:00:44.000 --> 00:00:47.000]  四十歲努力打拚
[00:00:47.000 --> 00:00:49.000]  五十歲回頭看看
[00:00:49.000 --> 00:00:51.000]  六十歲告老還鄉
[00:00:51.000 --> 00:00:53.000]  七十歲打打麻將
[00:00:53.000 --> 00:00:54.000]  八十歲曬曬太陽
[00:00:54.000 --> 00:00:56.000]  九十歲躺在床上
[00:00:56.000 --> 00:00:58.000]  一百歲掛在牆上
[00:00:58.000 --> 00:00:59.000]  Hallelujah
[00:00:59.000 --> 00:01:01.000]  這是我們的人生
[00:01:01.000 --> 00:01:03.000]  這是笑話這麼說
[00:01:03.000 --> 00:01:04.000]  孔老夫子說
[00:01:04.000 --> 00:01:06.000]  我們十五智學
[00:01:06.000 --> 00:01:07.000]  三十二利
[00:01:07.000 --> 00:01:08.000]  四十不惑
[00:01:08.000 --> 00:01:09.000]  五十知命
[00:01:09.000 --> 00:01:10.000]  六十花甲
[00:01:10.000 --> 00:01:12.000]  七十古來西亞
[00:01:12.000 --> 00:01:15.000]  這是我們的一生
[00:01:15.000 --> 00:01:17.000]  那麼我特別講
[00:01:17.000 --> 00:01:20.000]  如果我們有平平穩穩的一生
[00:01:20.000 --> 00:01:22.000]  那麼好像一
[00:01:22.000 --> 00:01:23.000]  那麼今年年月
[00:01:23.000 --> 00:01:25.000]  譬如說十年
[00:01:25.000 --> 00:01:27.000]  一成十次還是一
[00:01:27.000 --> 00:01:29.000]  但是如果我們努力一點
[00:01:29.000 --> 00:01:30.000]  加把勁
[00:01:30.000 --> 00:01:31.000]  有一個進取的人生
[00:01:31.000 --> 00:01:33.000]  有一個努力的態度
[00:01:33.000 --> 00:01:36.000]  我們放進去一點一
[00:01:36.000 --> 00:01:38.000]  就這麼多一點點
[00:01:38.000 --> 00:01:40.000]  我們一點一成十次
[00:01:40.000 --> 00:01:42.000]  二點八五
[00:01:42.000 --> 00:01:44.000]  你會得到這麼大的效果
[00:01:44.000 --> 00:01:46.000]  但是你如果稍微懶散一點
[00:01:46.000 --> 00:01:47.000]  偷懶一點
[00:01:47.000 --> 00:01:49.000]  你的人生是零點九
[00:01:49.000 --> 00:01:51.000]  那麼少了一點點
[00:01:51.000 --> 00:01:55.000]  乘上十次你變成零點三
[00:01:55.000 --> 00:01:56.000]  所以你就知道了
[00:01:56.000 --> 00:01:59.000]  我們真的要算計我們的人生
[00:01:59.000 --> 00:02:01.000]  詩篇九詩篇他說的
[00:02:01.000 --> 00:02:03.000]  求你指教我們怎樣
[00:02:03.000 --> 00:02:06.000]  數算自己的日子
[00:02:06.000 --> 00:02:08.000]  好叫我們得著智慧的心
[00:02:08.000 --> 00:02:12.000]  求你使我們找找寶得你的慈愛
[00:02:12.000 --> 00:02:15.000]  好叫我們一生歡呼喜樂
[00:02:15.000 --> 00:02:17.000]  這是我們的一生
[00:02:17.000 --> 00:02:19.000]  哈雷路亞贊美森
[00:02:19.000 --> 00:02:22.000]  那麼我第二次講的是
[00:02:22.000 --> 00:02:26.000]  人生我講交友擇偶
[00:02:26.000 --> 00:02:28.000]  因為我們今年好多人
[00:02:28.000 --> 00:02:30.000]  好多對要結婚
[00:02:30.000 --> 00:02:31.000]  也再一次提醒我
[00:02:31.000 --> 00:02:35.000]  說不定我們在這八九月
[00:02:35.000 --> 00:02:36.000]  我們會有一個
[00:02:36.000 --> 00:02:39.000]  Marriage Rededication
[00:02:39.000 --> 00:02:40.000]  有結過婚的
[00:02:40.000 --> 00:02:42.000]  不管你多少年了
[00:02:42.000 --> 00:02:45.000]  我們再來一次
[00:02:45.000 --> 00:02:46.000]  感謝神
[00:02:46.000 --> 00:02:50.000]  讓我們在神的家中帶著弟兄姐妹的祝福
[00:02:50.000 --> 00:02:53.000]  我們浸泡在神的愛裡面
[00:02:53.000 --> 00:02:55.000]  我們再來走過一次
[00:02:55.000 --> 00:02:58.000]  所以我講了交友擇偶
[00:02:58.000 --> 00:02:59.000]  我特別講說
[00:02:59.000 --> 00:03:04.000]  我們男女結合是狼才呂貌
[00:03:04.000 --> 00:03:06.000]  還是豺狼虎豹
[00:03:06.000 --> 00:03:08.000]  你就要注意到了
[00:03:08.000 --> 00:03:11.000]  因為佛家說婚姻是蜜緣
[00:03:11.000 --> 00:03:13.000]  兒女來討債
[00:03:13.000 --> 00:03:15.000]  但是我們基督說
[00:03:15.000 --> 00:03:17.000]  婚姻是神的祝福
[00:03:17.000 --> 00:03:19.000]  兒女是神的產業
[00:03:19.000 --> 00:03:21.000]  所以我們必須要
[00:03:21.000 --> 00:03:23.000]  好好的把握住這個神的祝福
[00:03:23.000 --> 00:03:25.000]  還有神的產業
[00:03:25.000 --> 00:03:28.000]  更何況有這麼一句話說
[00:03:28.000 --> 00:03:34.000]  老伴是你畢生積蓄的最後一筆錢
[00:03:34.000 --> 00:03:37.000]  你這筆錢你用完了沒了
[00:03:37.000 --> 00:03:39.000]  從此沒得靠了
[00:03:39.000 --> 00:03:41.000]  從此無所依了
[00:03:41.000 --> 00:03:45.000]  所以我們真正是要好好的交友擇偶
[00:03:45.000 --> 00:03:46.000]  我看到目前不錯了
[00:03:46.000 --> 00:03:47.000]  感謝神
[00:03:47.000 --> 00:03:51.000]  尤其我們做Marriage Counseling的時候
[00:03:51.000 --> 00:03:53.000]  我們就覺得
[00:03:53.000 --> 00:03:55.000]  真的神的愛重
[00:03:55.000 --> 00:03:57.000]  真的是大大的蒙福
[00:03:57.000 --> 00:04:00.000]  感謝神 讚美神
[00:04:00.000 --> 00:04:04.000]  今天我要跟各位來講的是
[00:04:04.000 --> 00:04:06.000]  和神執意的人生
[00:04:06.000 --> 00:04:08.000]  你怎麼樣能夠活出一個
[00:04:08.000 --> 00:04:11.000]  討神歡喜的一生來
[00:04:11.000 --> 00:04:14.000]  你到底希望什麼樣的人生
[00:04:14.000 --> 00:04:17.000]  你一生你是希望是什麼樣
[00:04:17.000 --> 00:04:21.000]  讓我很快的來看看各位的反應
[00:04:21.000 --> 00:04:28.000]  你希望你的人生是轟轟烈烈的嗎
[00:04:28.000 --> 00:04:32.000]  轟轟烈烈其實也有不好
[00:04:32.000 --> 00:04:33.000]  有人講出答案來了
[00:04:33.000 --> 00:04:35.000]  健健康康也是不錯
[00:04:35.000 --> 00:04:38.000]  轟轟烈烈譬如說有幾個革命烈士
[00:04:38.000 --> 00:04:40.000]  他們一生是轟轟烈烈
[00:04:40.000 --> 00:04:45.000]  但是二三十歲就走了
[00:04:45.000 --> 00:04:51.000]  你希望你的人生是榮華富貴的嗎
[00:04:51.000 --> 00:04:53.000]  榮華富貴也不錯
[00:04:53.000 --> 00:04:55.000]  但是也有一個例子
[00:04:55.000 --> 00:04:58.000]  袁世凱他一生是榮華富貴
[00:04:58.000 --> 00:05:01.000]  含著金湯匙出生的
[00:05:01.000 --> 00:05:04.000]  從小吃飯都人家餵
[00:05:04.000 --> 00:05:07.000]  洗澡都是人家幫他洗
[00:05:07.000 --> 00:05:09.000]  但是他也是四五十歲
[00:05:09.000 --> 00:05:11.000]  五六十歲就死了
[00:05:11.000 --> 00:05:14.000]  而且是遺臭萬年
[00:05:14.000 --> 00:05:16.000]  你希望你的一生是多彩多姿嗎
[00:05:16.000 --> 00:05:17.000]  富富裕裕嗎
[00:05:17.000 --> 00:05:20.000]  健健康康剛剛有人說的
[00:05:20.000 --> 00:05:24.000]  但是我也知道有一對夫妻
[00:05:24.000 --> 00:05:26.000]  健健康康的
[00:05:26.000 --> 00:05:28.000]  先生叫黃金
[00:05:28.000 --> 00:05:31.000]  太太叫白銀
[00:05:31.000 --> 00:05:33.000]  健健康康的
[00:05:33.000 --> 00:05:35.000]  但是被列為貧戶
[00:05:35.000 --> 00:05:37.000]  就是窮
[00:05:37.000 --> 00:05:39.000]  健健康康的
[00:05:39.000 --> 00:05:40.000]  所以我們人生
[00:05:40.000 --> 00:05:43.000]  即使你要平平安安快快樂樂
[00:05:43.000 --> 00:05:45.000]  當然我們不希望昏昏厄厄
[00:05:45.000 --> 00:05:47.000]  或者是困苦患難
[00:05:47.000 --> 00:05:48.000]  但是你這一人生
[00:05:48.000 --> 00:05:51.000]  實際上是一個綜合
[00:05:51.000 --> 00:05:53.000]  我們希望有一點錢
[00:05:53.000 --> 00:05:55.000]  而不要被錢所困
[00:05:55.000 --> 00:05:58.000]  我們也希望我們有健康
[00:05:58.000 --> 00:06:00.000]  我們也希望我們有快樂
[00:06:00.000 --> 00:06:02.000]  但是我們不希望健康沒有錢
[00:06:02.000 --> 00:06:05.000]  我們不希望平安沒有了快樂
[00:06:05.000 --> 00:06:08.000]  我們也不希望怎麼樣怎麼樣
[00:06:08.000 --> 00:06:11.000]  有一個老姐妹
[00:06:11.000 --> 00:06:13.000]  她把她長壽的秘訣
[00:06:13.000 --> 00:06:15.000]  當成笑話來說
[00:06:15.000 --> 00:06:18.000]  她說我向上帝禱告
[00:06:18.000 --> 00:06:20.000]  說我是個罪人
[00:06:20.000 --> 00:06:23.000]  求你不要這麼早就把我接去
[00:06:23.000 --> 00:06:25.000]  讓我在地上多待幾年
[00:06:25.000 --> 00:06:27.000]  好不好
[00:06:27.000 --> 00:06:29.000]  其實你不知道
[00:06:29.000 --> 00:06:32.000]  如果你真是一個罪人
[00:06:32.000 --> 00:06:35.000]  我確定你上不了天堂
[00:06:35.000 --> 00:06:37.000]  你地上也待不了了
[00:06:37.000 --> 00:06:39.000]  最後下到地獄裡面去了
[00:06:39.000 --> 00:06:40.000]  不是嗎
[00:06:40.000 --> 00:06:43.000]  但是我們人生活到幾歲
[00:06:43.000 --> 00:06:45.000]  實際上不在我們的手上
[00:06:45.000 --> 00:06:47.000]  其實我們活的
[00:06:47.000 --> 00:06:49.000]  能夠活出一個
[00:06:49.000 --> 00:06:51.000]  有和神心意的人生
[00:06:51.000 --> 00:06:53.000]  能夠和神執意的人生
[00:06:53.000 --> 00:06:56.000]  這才是最重要的
[00:06:56.000 --> 00:06:58.000]  我相信這位老姐妹
[00:06:58.000 --> 00:06:59.000]  跟我一樣
[00:06:59.000 --> 00:07:01.000]  不管我活到幾歲
[00:07:01.000 --> 00:07:03.000]  我總有一天會四蒼蒼
[00:07:03.000 --> 00:07:05.000]  髮白髮茫茫
[00:07:05.000 --> 00:07:07.000]  齒搖搖的耳背背的
[00:07:07.000 --> 00:07:09.000]  吃不下睡不著
[00:07:09.000 --> 00:07:11.000]  起不來走不動
[00:07:11.000 --> 00:07:13.000]  渾身癌細胞疼的我
[00:07:13.000 --> 00:07:16.000]  真希望神你趕快把我接去
[00:07:16.000 --> 00:07:19.000]  我好跟安息在你的懷中
[00:07:19.000 --> 00:07:21.000]  這是我們的人生
[00:07:21.000 --> 00:07:22.000]  我很不好意思說
[00:07:22.000 --> 00:07:27.000]  我們生下來就朝著死亡走去
[00:07:27.000 --> 00:07:29.000]  有的人早到
[00:07:29.000 --> 00:07:30.000]  有的人晚到
[00:07:30.000 --> 00:07:31.000]  有的人走得快
[00:07:31.000 --> 00:07:33.000]  有的人走得慢
[00:07:33.000 --> 00:07:36.000]  但是神給我們另外一個選擇
[00:07:36.000 --> 00:07:38.000]  你是要生下來就往死亡走呢
[00:07:38.000 --> 00:07:42.000]  還是要往永生去呢
[00:07:42.000 --> 00:07:44.000]  那天國那天堂
[00:07:44.000 --> 00:07:48.000]  那神所賜的天國呢
[00:07:48.000 --> 00:07:50.000]  這就看我們的選擇了
[00:07:50.000 --> 00:07:53.000]  所以我們活在這個世界上面
[00:07:53.000 --> 00:07:55.000]  我們總希望
[00:07:55.000 --> 00:07:58.000]  能夠過一個美好的人生
[00:07:58.000 --> 00:07:59.000]  不是嗎
[00:07:59.000 --> 00:08:01.000]  但是什麼叫美好的人生呢
[00:08:01.000 --> 00:08:04.000]  美好你跟人家比呢
[00:08:04.000 --> 00:08:05.000]  我現在想想看
[00:08:05.000 --> 00:08:07.000]  我今天什麼都有了
[00:08:07.000 --> 00:08:10.000]  兒身也雖然沒有成群
[00:08:10.000 --> 00:08:11.000]  也有不少了
[00:08:11.000 --> 00:08:14.000]  那麼我想起我小時候
[00:08:14.000 --> 00:08:15.000]  我有的時候
[00:08:15.000 --> 00:08:17.000]  最希望回到我小時候的樣子
[00:08:17.000 --> 00:08:19.000]  連鞋子都沒有
[00:08:19.000 --> 00:08:22.000]  頭上長鞋子腳上撐龍
[00:08:22.000 --> 00:08:25.000]  在馬路上面跑太陽曬的
[00:08:25.000 --> 00:08:28.000]  柏油路都畫了都連腳了
[00:08:28.000 --> 00:08:30.000]  哇好快樂啊
[00:08:30.000 --> 00:08:31.000]  是不是
[00:08:31.000 --> 00:08:33.000]  所以什麼叫美好
[00:08:33.000 --> 00:08:34.000]  什麼叫快樂
[00:08:34.000 --> 00:08:35.000]  什麼叫健康人生
[00:08:35.000 --> 00:08:36.000]  當然我小時候
[00:08:36.000 --> 00:08:38.000]  一定是比現在更健康啦
[00:08:38.000 --> 00:08:40.000]  所以真的
[00:08:40.000 --> 00:08:43.000]  我們真的要活出一個人生是
[00:08:43.000 --> 00:08:45.000]  不管你多健康
[00:08:45.000 --> 00:08:46.000]  總有一天
[00:08:46.000 --> 00:08:49.000]  你會到我剛才講的那個地步的
[00:08:49.000 --> 00:08:50.000]  那麼那個時候
[00:08:50.000 --> 00:08:52.000]  你最希望神把你接去
[00:08:52.000 --> 00:08:54.000]  能夠與他同在
[00:08:54.000 --> 00:08:56.000]  能夠得到安息的
[00:08:56.000 --> 00:08:59.000]  所以雅各在雅各書上面
[00:08:59.000 --> 00:09:02.000]  他說主若願意
[00:09:02.000 --> 00:09:04.000]  我們就可以活著
[00:09:04.000 --> 00:09:06.000]  也可以做這事
[00:09:06.000 --> 00:09:07.000]  也可以做那事
[00:09:07.000 --> 00:09:08.000]  換句話說
[00:09:08.000 --> 00:09:11.000]  我們活著是他的恩典
[00:09:11.000 --> 00:09:14.000]  保羅說我死了就有益處了
[00:09:14.000 --> 00:09:15.000]  如果我們有這個心智
[00:09:15.000 --> 00:09:16.000]  因為我們知道
[00:09:16.000 --> 00:09:18.000]  我們死了不會白死的
[00:09:18.000 --> 00:09:21.000]  我們死了是到他那裡去的
[00:09:21.000 --> 00:09:22.000]  尤其我們靈陽堂
[00:09:22.000 --> 00:09:23.000]  絕對的相信天堂
[00:09:23.000 --> 00:09:26.000]  是一個又真又活的地方
[00:09:26.000 --> 00:09:27.000]  不是哲學
[00:09:27.000 --> 00:09:30.000]  天國不是說死在你的心裡面
[00:09:30.000 --> 00:09:31.000]  天國那是一個
[00:09:31.000 --> 00:09:33.000]  真真實實的一個地方
[00:09:33.000 --> 00:09:35.000]  將來我們或早或晚
[00:09:35.000 --> 00:09:36.000]  都要去的一個地方
[00:09:36.000 --> 00:09:39.000]  所以我們活著是他的恩典
[00:09:39.000 --> 00:09:42.000]  所以我們要活出上帝的旨意
[00:09:42.000 --> 00:09:44.000]  要活出上帝的榮美
[00:09:44.000 --> 00:09:46.000]  來榮耀他
[00:09:46.000 --> 00:09:47.000]  換句話說
[00:09:47.000 --> 00:09:51.000]  我們一生要過討神喜悅的人生
[00:09:51.000 --> 00:09:53.000]  因為只要你能夠
[00:09:53.000 --> 00:09:56.000]  討神喜悅的過日子
[00:09:56.000 --> 00:09:58.000]  不管你做什麼
[00:09:58.000 --> 00:09:59.000]  神都祝福
[00:09:59.000 --> 00:10:00.000]  當然了
[00:10:00.000 --> 00:10:02.000]  你做為非作歹
[00:10:02.000 --> 00:10:04.000]  當然不是討神喜悅
[00:10:04.000 --> 00:10:07.000]  但是你只要討神喜悅
[00:10:07.000 --> 00:10:08.000]  你吃什麼
[00:10:08.000 --> 00:10:09.000]  你做什麼
[00:10:09.000 --> 00:10:11.000]  都是合他的心意
[00:10:11.000 --> 00:10:13.000]  都是討他喜悅的話
[00:10:13.000 --> 00:10:16.000]  他必定祝福加給你的
[00:10:16.000 --> 00:10:18.000]  哈雷洛亞是的
[00:10:18.000 --> 00:10:19.000]  他的保守
[00:10:19.000 --> 00:10:20.000]  他的帶領
[00:10:20.000 --> 00:10:21.000]  他的恩典
[00:10:21.000 --> 00:10:23.000]  都滿滿在你的身上
[00:10:23.000 --> 00:10:25.000]  哈雷洛亞是的
[00:10:25.000 --> 00:10:28.000]  所以我要跟各位來解釋
[00:10:28.000 --> 00:10:29.000]  我要跟各位來
[00:10:29.000 --> 00:10:33.000]  怎麼樣過一個討神喜悅的一生
[00:10:33.000 --> 00:10:35.000]  我們先去念的經上說
[00:10:35.000 --> 00:10:37.000]  要常常喜樂
[00:10:37.000 --> 00:10:38.000]  不住的禱告
[00:10:38.000 --> 00:10:40.000]  凡事獻恩
[00:10:40.000 --> 00:10:44.000]  因為這是神在基督耶穌裡
[00:10:44.000 --> 00:10:47.000]  向我們所定的旨意
[00:10:47.000 --> 00:10:49.000]  所以神的意思
[00:10:49.000 --> 00:10:50.000]  是要我們常常喜樂
[00:10:50.000 --> 00:10:51.000]  不住的禱告
[00:10:51.000 --> 00:10:53.000]  凡事獻恩
[00:10:53.000 --> 00:10:55.000]  Rejoice always
[00:10:55.000 --> 00:10:57.000]  Pray unceasingly
[00:10:57.000 --> 00:10:59.000]  Give thanks to everything
[00:10:59.000 --> 00:11:00.000]  就是說
[00:11:00.000 --> 00:11:02.000]  我們這是神喜歡我們這樣
[00:11:02.000 --> 00:11:04.000]  所以如果我們要過一個
[00:11:04.000 --> 00:11:07.000]  合神旨意的人生
[00:11:07.000 --> 00:11:09.000]  我們必須要常常喜樂
[00:11:09.000 --> 00:11:11.000]  不住的禱告
[00:11:11.000 --> 00:11:13.000]  凡事獻恩
[00:11:13.000 --> 00:11:15.000]  各位讓我問你
[00:11:15.000 --> 00:11:18.000]  你是不是常常喜樂
[00:11:18.000 --> 00:11:21.000]  Are you rejoice always
[00:11:21.000 --> 00:11:23.000]  還是你是有條件
[00:11:23.000 --> 00:11:25.000]  我以前就是這樣子
[00:11:25.000 --> 00:11:27.000]  我有的時候很生氣
[00:11:27.000 --> 00:11:28.000]  你惹我的
[00:11:28.000 --> 00:11:29.000]  都是我太太惹我的
[00:11:29.000 --> 00:11:30.000]  是不是
[00:11:30.000 --> 00:11:32.000]  我早上起來好好的
