
[00:00:00.000 --> 00:00:04.300]  這個是我們這個是哥樂西書的第四講
[00:00:04.300 --> 00:00:17.100]  我們看到這哥樂西書主要的目的就是要對付當時暗藏的很危險的異端
[00:00:17.100 --> 00:00:24.900]  哥樂西書說可以說是對異端是注重的提出它的危險
[00:00:24.900 --> 00:00:30.000]  比其他的書信更要多的
[00:00:30.000 --> 00:00:36.500]  因爲從教會產生以來就有異端的出現
[00:00:36.500 --> 00:00:39.900]  異端不是今天才開始有的
[00:00:39.900 --> 00:00:45.000]  從有教會以來就會有異端的出現
[00:00:45.000 --> 00:00:50.500]  雖然從兩千年來異端的形式是不同
[00:00:50.500 --> 00:00:52.200]  有五花八門
[00:00:52.200 --> 00:01:02.900]  但是主要的要害就是它是要否定基督救贖
[00:01:02.900 --> 00:01:07.200]  覺得基督的救贖的工作實際上的工作還不夠
[00:01:07.200 --> 00:01:09.700]  還要再補充一些什麼
[00:01:09.700 --> 00:01:12.500]  這個是最危險的
[00:01:12.500 --> 00:01:18.000]  因爲異端並不是否認有神
[00:01:18.000 --> 00:01:20.000]  它沒有承認有神
[00:01:20.000 --> 00:01:22.500]  但是說單單是基督還不夠
[00:01:22.500 --> 00:01:24.700]  單單基督的救贖還不夠
[00:01:24.700 --> 00:01:30.100]  還要做其他的工作才能使得這個救贖更加完全
[00:01:30.100 --> 00:01:33.800]  那這樣的話就很容易迷惑的人了
[00:01:33.800 --> 00:01:35.200]  如果他說沒有神
[00:01:35.200 --> 00:01:42.000]  你馬上就知道他所信的跟基督教的信仰是不一樣的
[00:01:42.000 --> 00:01:44.200]  但他又說有神
[00:01:44.200 --> 00:01:47.500]  又會用一些名詞
[00:01:47.500 --> 00:01:52.000]  但是他把裏面根本的內容歪曲了一下以後
[00:01:52.000 --> 00:01:55.300]  那就是差得很多了
[00:01:55.300 --> 00:02:01.000]  所以這個是教會中間需要警惕的
[00:02:01.000 --> 00:02:03.200]  在第二章
[00:02:03.200 --> 00:02:10.800]  保羅就直接論到請入教會的異端
[00:02:10.800 --> 00:02:12.800]  異端有很多的形式
[00:02:12.800 --> 00:02:15.800]  保羅就主要兩種
[00:02:15.800 --> 00:02:18.500]  一種就是哲學
[00:02:18.500 --> 00:02:20.300]  人的遺傳
[00:02:20.300 --> 00:02:22.000]  就在第八節說的
[00:02:22.000 --> 00:02:22.900]  有理學
[00:02:22.900 --> 00:02:24.800]  理學就是哲學
[00:02:24.800 --> 00:02:26.900]  還有虛空的網言
[00:02:26.900 --> 00:02:28.500]  還有人間的遺傳
[00:02:28.500 --> 00:02:30.100]  還有世上的小學
[00:02:30.100 --> 00:02:31.400]  他提了很多
[00:02:31.400 --> 00:02:34.800]  這裏麪包括的東西是很多很多
[00:02:34.800 --> 00:02:37.600]  我們不能夠詳細的明白
[00:02:37.600 --> 00:02:40.800]  也不能夠很多的瞭解
[00:02:40.800 --> 00:02:44.300]  但知道這是一個哲學
[00:02:44.300 --> 00:02:48.100]  還有一種就是猶太教的綠化主義
[00:02:48.100 --> 00:02:51.600]  因爲當時教會產生這些人
[00:02:51.600 --> 00:02:54.900]  過去幾乎都是猶太人
[00:02:54.900 --> 00:02:58.400]  他們都是在綠化裏頭出來的
[00:02:58.400 --> 00:03:00.300]  所以當時那些基督徒
[00:03:00.300 --> 00:03:06.300]  他們也是在綠化底下生活了很長的時間
[00:03:06.300 --> 00:03:07.900]  現在信了主了
[00:03:07.900 --> 00:03:13.600]  那有一些人就受了綠化主義的影響
[00:03:13.600 --> 00:03:15.000]  綠化是好的
[00:03:15.000 --> 00:03:17.100]  但是變成綠化主義
[00:03:17.100 --> 00:03:18.800]  那就不好了
[00:03:18.800 --> 00:03:22.600]  那麼這個就是當時有兩種遺傳
[00:03:22.600 --> 00:03:24.200]  所以在第二章的話
[00:03:24.200 --> 00:03:29.800]  是上半章主要就對了哲學跟人間的遺傳
[00:03:29.800 --> 00:03:35.000]  到下半章就轉到猶太教的綠化主義
[00:03:35.000 --> 00:03:38.400]  綠化主義就是強調綠化高於一切
[00:03:38.400 --> 00:03:40.000]  綠化高於恩典
[00:03:40.000 --> 00:03:42.300]  所以要守解析
[00:03:42.300 --> 00:03:43.700]  要守安息樂
[00:03:43.700 --> 00:03:45.900]  有各種的儀式
[00:03:45.900 --> 00:03:49.200]  這樣的話才能夠算守綠化
[00:03:49.200 --> 00:03:56.000]  這個是跟恩典是完全相反的
[00:03:56.000 --> 00:03:59.800]  那麼保祿說我們對異端的態度是什麼呢
[00:03:59.800 --> 00:04:02.300]  第八節很清楚地告訴我們
[00:04:02.300 --> 00:04:06.200]  你們要謹慎
[00:04:06.200 --> 00:04:09.600]  謹慎的意思就是因爲異端
[00:04:09.600 --> 00:04:14.100]  要是蔓延開的話危險是很多的
[00:04:14.100 --> 00:04:17.400]  所以要切實的防範
[00:04:17.400 --> 00:04:23.200]  特別是異端的方式是很隱蔽的
[00:04:23.200 --> 00:04:27.100]  表面上是很美麗
[00:04:27.100 --> 00:04:30.500]  但是卻是引人離開嫉妒
[00:04:30.500 --> 00:04:34.400]  所以保祿說你們要謹慎
[00:04:34.400 --> 00:04:35.500]  要小心
[00:04:35.500 --> 00:04:38.100]  要好好的看一看
[00:04:38.100 --> 00:04:40.000]  這是要謹慎
[00:04:40.000 --> 00:04:41.000]  因爲這樣的話
[00:04:41.000 --> 00:04:43.300]  如果人離開嫉妒的話
[00:04:43.300 --> 00:04:51.300]  就心情就受到破壞了
[00:04:51.300 --> 00:04:52.800]  那這個哲學
[00:04:52.800 --> 00:04:57.000]  我們也是知道哲學
[00:04:57.000 --> 00:04:58.600]  哲學有好的哲學
[00:04:58.600 --> 00:05:00.500]  有不好的哲學
[00:05:00.500 --> 00:05:02.000]  我們不是
[00:05:02.000 --> 00:05:04.900]  基督徒不是一概的都否定哲學
[00:05:04.900 --> 00:05:06.400]  因爲哲學是什麼呢
[00:05:06.400 --> 00:05:11.400]  哲學就是來研究
[00:05:11.400 --> 00:05:18.500]  人中間的對一些事情的這些關係
[00:05:18.500 --> 00:05:21.500]  真是說在這個範圍
[00:05:21.500 --> 00:05:24.400]  但是有好的哲學
[00:05:24.400 --> 00:05:26.400]  有不好的哲學
[00:05:26.400 --> 00:05:28.400]  比如像中國人所提的
[00:05:28.400 --> 00:05:29.700]  要孝順父母
[00:05:29.700 --> 00:05:31.300]  這是好的哲學
[00:05:31.300 --> 00:05:37.100]  就到聖經也是符合聖經所提倡的
[00:05:37.100 --> 00:05:40.300]  那麼古人也有句話說
[00:05:40.300 --> 00:05:42.600]  己所不欲勿施於人
[00:05:42.600 --> 00:05:43.900]  你自己不要的東西
[00:05:43.900 --> 00:05:45.600]  你自己不要的東西
[00:05:45.600 --> 00:05:47.200]  你自己不喜歡的東西
[00:05:47.200 --> 00:05:50.300]  你不要強加在人身上
[00:05:50.300 --> 00:05:56.500]  這些都是都能符合這個聖經的
[00:05:56.500 --> 00:05:57.700]  所以這樣的話
[00:05:57.700 --> 00:05:59.700]  一些好的哲學
[00:05:59.700 --> 00:06:04.500]  幫着能夠解決這個心理上的問題
[00:06:04.500 --> 00:06:07.700]  或者一些問題的話
[00:06:07.700 --> 00:06:09.900]  但是又不違反
[00:06:09.900 --> 00:06:13.100]  又能夠符合聖經的原理
[00:06:13.100 --> 00:06:14.500]  基本的真理的話
[00:06:14.500 --> 00:06:16.700]  這可以說是好的哲學
[00:06:16.700 --> 00:06:18.900]  但是也有壞的哲學
[00:06:18.900 --> 00:06:21.300]  壞的哲學可能比較多一些
[00:06:21.300 --> 00:06:23.400]  因爲人不信神以後
[00:06:23.400 --> 00:06:26.400]  他就會隨着自己的想象
[00:06:26.400 --> 00:06:30.000]  來主張各樣的思想跟理論
[00:06:30.000 --> 00:06:33.600]  比如在近來二十世紀的話
[00:06:33.600 --> 00:06:37.400]  就提倡要自由
[00:06:37.400 --> 00:06:38.800]  什麼是真理
[00:06:38.800 --> 00:06:41.400]  我說的就是真理
[00:06:41.400 --> 00:06:42.900]  所以你的是真理
[00:06:42.900 --> 00:06:44.300]  我的也是真理
[00:06:44.300 --> 00:06:47.200]  所以很多在社會上的衝突也好
[00:06:47.200 --> 00:06:48.700]  各方面的衝突也好
[00:06:48.700 --> 00:06:52.700]  都是因爲提倡過分的自由
[00:06:52.700 --> 00:06:59.000]  就是自由是不符合他原來的定義
[00:06:59.000 --> 00:07:01.700]  那麼這些是壞的哲學
[00:07:01.700 --> 00:07:04.200]  提倡人要放縱
[00:07:04.200 --> 00:07:06.600]  放縱 放縱情慾
[00:07:06.600 --> 00:07:09.200]  所以你喜歡的你就可以做
[00:07:09.200 --> 00:07:11.400]  不要受拘束
[00:07:11.400 --> 00:07:14.000]  所以影響到在二十世紀的話
[00:07:14.000 --> 00:07:18.000]  在社會上各種亂七八糟的事情出來了
[00:07:18.000 --> 00:07:20.600]  這是不好的哲學
[00:07:20.600 --> 00:07:23.300]  那麼這些我們要注重的
[00:07:23.300 --> 00:07:28.100]  就是要看看是不是照着基督
[00:07:28.100 --> 00:07:33.600]  是不是符合聖經裏頭所講的真理
