
[00:00:00.000 --> 00:00:06.000]  今天和大家繼續分享上個主日開始了的訊息
[00:00:06.000 --> 00:00:11.000]  我今天是會講完的
[00:00:11.000 --> 00:00:16.000]  未講之先
[00:00:16.000 --> 00:00:21.000]  或者我還是將這個單章讀給大家聽
[00:00:21.000 --> 00:00:24.000]  大家記不記得我上個星期已經讀過一次了
[00:00:24.000 --> 00:00:26.000]  是中文版
[00:00:26.000 --> 00:00:28.000]  是翻譯出來的
[00:00:28.000 --> 00:00:30.000]  這次讀的是英文版
[00:00:30.000 --> 00:00:32.000]  我是很喜歡它的英文版
[00:00:32.000 --> 00:00:35.000]  特別是去到最後最後那幾句
[00:00:35.000 --> 00:00:37.000]  我覺得是
[00:00:37.000 --> 00:00:40.000]  很好的那幾句
[00:00:40.000 --> 00:00:42.000]  讀給大家聽
[00:00:42.000 --> 00:00:47.000]  這個題目叫One Solitary Life
[00:00:47.000 --> 00:00:49.000]  One Solitary Life
[00:00:49.000 --> 00:00:51.000]  一個孤獨的
[00:00:51.000 --> 00:00:54.000]  孤獨的One Solitary Life
[00:00:54.000 --> 00:00:57.000]  He was born in an obscure village
[00:00:57.000 --> 00:00:59.000]  the child of a peasant woman
[00:00:59.000 --> 00:01:02.000]  He grew up in another obscure village
[00:01:02.000 --> 00:01:05.000]  where he worked in a carpenter shop
[00:01:05.000 --> 00:01:07.000]  until he was 30
[00:01:07.000 --> 00:01:09.000]  He never wrote a book
[00:01:09.000 --> 00:01:10.000]  He never held an office
[00:01:10.000 --> 00:01:12.000]  He never went to college
[00:01:12.000 --> 00:01:14.000]  He never visited a big city
[00:01:14.000 --> 00:01:17.000]  He never traveled more than 200 miles
[00:01:17.000 --> 00:01:19.000]  from the place where he was born
[00:01:19.000 --> 00:01:24.000]  He did none of the things usually associated with greatness
[00:01:24.000 --> 00:01:27.000]  He had no credential but himself
[00:01:27.000 --> 00:01:29.000]  He was only 33
[00:01:29.000 --> 00:01:31.000]  His friends ran away
[00:01:31.000 --> 00:01:33.000]  One of them denied him
[00:01:33.000 --> 00:01:35.000]  He was turned over to his enemies
[00:01:35.000 --> 00:01:37.000]  and went through the mockery of a child
[00:01:37.000 --> 00:01:41.000]  He was nailed to a cross between two thieves
[00:01:41.000 --> 00:01:43.000]  while dying
[00:01:43.000 --> 00:01:46.000]  His executioners gambled for his clothing
[00:01:46.000 --> 00:01:49.000]  the only property he had on earth
[00:01:49.000 --> 00:01:51.000]  When he was dead
[00:01:51.000 --> 00:01:54.000]  He was laid in a borrowed grave
[00:01:54.000 --> 00:01:57.000]  through the pity of a friend
[00:01:57.000 --> 00:02:00.000]  Nineteen centuries have come and gone
[00:02:00.000 --> 00:02:04.000]  and today Jesus is the central figure of the human race
[00:02:04.000 --> 00:02:06.000]  and the leader of mankind's progress
[00:02:06.000 --> 00:02:09.000]  All the armies that have ever marched
[00:02:09.000 --> 00:02:12.000]  All the navies that have ever sailed
[00:02:12.000 --> 00:02:15.000]  All the parliaments that have ever set
[00:02:15.000 --> 00:02:18.000]  All the kings that ever reigned put together
[00:02:18.000 --> 00:02:22.000]  have not affected the life of mankind on earth
[00:02:22.000 --> 00:02:28.000]  as powerfully as that one solitary life
[00:02:28.000 --> 00:02:33.000]  我真的很喜歡這個One Solitary Life
[00:02:33.000 --> 00:02:35.000]  如果你們想要很簡單
[00:02:35.000 --> 00:02:40.000]  找顧老師打One Solitary Life
[00:02:40.000 --> 00:02:45.000]  我也是這樣找出來的
[00:02:45.000 --> 00:02:49.000]  我家住那裡
[00:02:49.000 --> 00:02:52.000]  村口有一個人
[00:02:52.000 --> 00:02:55.000]  我不認得他
[00:02:55.000 --> 00:02:57.000]  我認識他很多年
[00:02:57.000 --> 00:02:59.000]  因為我在那條村住了十五年
[00:02:59.000 --> 00:03:01.000]  我零一年搬進去的那條村
[00:03:01.000 --> 00:03:03.000]  叫九土村
[00:03:03.000 --> 00:03:06.000]  他就在我村口門
[00:03:06.000 --> 00:03:10.000]  剛剛走到村口有車路
[00:03:10.000 --> 00:03:13.000]  左手邊的豪宅
[00:03:13.000 --> 00:03:16.000]  因為那些有保安有停車位
[00:03:16.000 --> 00:03:18.000]  那些叫豪宅
[00:03:18.000 --> 00:03:20.000]  我們那些沒有路入
[00:03:20.000 --> 00:03:22.000]  又沒有車位
[00:03:22.000 --> 00:03:23.000]  叫豪宅
[00:03:23.000 --> 00:03:24.000]  因為我叫豪
[00:03:24.000 --> 00:03:26.000]  是不同那種的
[00:03:26.000 --> 00:03:29.000]  這個人是外國人
[00:03:29.000 --> 00:03:31.000]  不是中國人
[00:03:31.000 --> 00:03:34.000]  我記得我以前見到他的樣子不是這樣的
[00:03:34.000 --> 00:03:36.000]  不知為何沒見一陣子之後
[00:03:36.000 --> 00:03:39.000]  他的樣子不同了
[00:03:39.000 --> 00:03:41.000]  我最近跟他聊天
[00:03:41.000 --> 00:03:44.000]  他長得像個聖誕老人
[00:03:44.000 --> 00:03:45.000]  不知為何
[00:03:45.000 --> 00:03:46.000]  有鬍子
[00:03:46.000 --> 00:03:48.000]  有這麼長的白鬍子
[00:03:48.000 --> 00:03:51.000]  我覺得他比以前蒼老了很多
[00:03:51.000 --> 00:03:52.000]  瘦了很多
[00:03:52.000 --> 00:03:54.000]  以前他是高大威猛
[00:03:54.000 --> 00:03:56.000]  他是一個外籍人士
[00:03:56.000 --> 00:03:58.000]  現在他的工作
[00:03:58.000 --> 00:03:59.000]  我只說這麼多
[00:03:59.000 --> 00:04:03.000]  是要經常去操練的
[00:04:03.000 --> 00:04:05.000]  什麼叫經常去操練
[00:04:05.000 --> 00:04:08.000]  紀律部隊的高層
[00:04:08.000 --> 00:04:13.000]  我最近有時在街上碰到他
[00:04:13.000 --> 00:04:15.000]  我前幾天碰到他
[00:04:15.000 --> 00:04:16.000]  我跟他聊天
[00:04:16.000 --> 00:04:17.000]  他見到我
[00:04:17.000 --> 00:04:20.000]  我都會告訴他我是牧師
[00:04:20.000 --> 00:04:25.000]  他牽了一隻受訓練的狼狗
[00:04:25.000 --> 00:04:27.000]  是受訓練的狼狗
[00:04:27.000 --> 00:04:28.000]  不是普通的狼狗
[00:04:28.000 --> 00:04:31.000]  是受訓練的退役狼狗
[00:04:31.000 --> 00:04:32.000]  你明白我的意思吧
[00:04:32.000 --> 00:04:34.000]  即是受訓練
[00:04:34.000 --> 00:04:37.000]  我跟他聊天
[00:04:37.000 --> 00:04:39.000]  他見到我
[00:04:39.000 --> 00:04:41.000]  他一見到我就合上手
[00:04:41.000 --> 00:04:42.000]  他說
[00:04:42.000 --> 00:04:44.000]  Omighty God
[00:04:44.000 --> 00:04:46.000]  Omighty God
[00:04:46.000 --> 00:04:47.000]  我說
[00:04:47.000 --> 00:04:48.000]  咦
[00:04:48.000 --> 00:04:51.000]  你是Christian
[00:04:51.000 --> 00:04:53.000]  或者是Catholic來的嗎
[00:04:53.000 --> 00:04:54.000]  他說不是
[00:04:54.000 --> 00:04:56.000]  我沒有Religion的
[00:04:56.000 --> 00:04:57.000]  不過
[00:04:57.000 --> 00:04:59.000]  我見到你是牧師
[00:04:59.000 --> 00:05:02.000]  所以我就說一聲Omighty God
[00:05:02.000 --> 00:05:04.000]  因為在街上聊天
[00:05:04.000 --> 00:05:05.000]  我都是拿著車
[00:05:05.000 --> 00:05:07.000]  他又牽著一隻狗
[00:05:07.000 --> 00:05:08.000]  那隻狗又不停地聞我
