
[00:00:00.000 --> 00:00:08.000]  幾年之前,我有一次重遇一位移居了海外幾年的朋友
[00:00:08.000 --> 00:00:14.000]  他剛剛回來香港,有一次我在一個聚會里面和他偶遇
[00:00:14.000 --> 00:00:17.000]  和他偶遇的時候,我真的被他嚇了一跳
[00:00:17.000 --> 00:00:19.000]  爲什麼呢?因爲我認不出他
[00:00:19.000 --> 00:00:22.000]  我不知道大家有沒有這樣的經驗
[00:00:22.000 --> 00:00:26.000]  一位朋友,他認得你,你認不出他
[00:00:26.000 --> 00:00:28.000]  其實都挺尷尬的
[00:00:28.000 --> 00:00:31.000]  爲什麼我認不出他,因爲他整個樣子變了
[00:00:31.000 --> 00:00:33.000]  各位,你不要誤會
[00:00:33.000 --> 00:00:36.000]  我這位朋友,他不是移民去韓國
[00:00:36.000 --> 00:00:41.000]  他不是一號眼,兩號鼻,三號嘴,四號耳那種
[00:00:41.000 --> 00:00:44.000]  他是整個樣子浮腫起來
[00:00:44.000 --> 00:00:47.000]  當我見到他的時候,他的眼蓋是腫了的
[00:00:47.000 --> 00:00:50.000]  他整個臉是浮腫起來的
[00:00:50.000 --> 00:00:53.000]  於是我就很關切地問他
[00:00:53.000 --> 00:00:55.000]  爲什麼你會變成這樣呢?
[00:00:55.000 --> 00:00:58.000]  這位朋友就和我解釋
[00:00:58.000 --> 00:01:00.000]  原來他患了一種病
[00:01:00.000 --> 00:01:05.000]  這種病叫做免疫系統失調
[00:01:05.000 --> 00:01:07.000]  他很簡單地和我解釋
[00:01:07.000 --> 00:01:09.000]  他說我有一種病就是
[00:01:09.000 --> 00:01:11.000]  我身體裏面的免疫功能
[00:01:11.000 --> 00:01:13.000]  自己打自己
[00:01:13.000 --> 00:01:17.000]  所以打到我自己變成這樣
[00:01:17.000 --> 00:01:19.000]  當我聽到他有這個病的時候
[00:01:19.000 --> 00:01:21.000]  我又不太瞭解,究竟爲什麼會這樣
[00:01:21.000 --> 00:01:24.000]  於是我就上網找資料
[00:01:24.000 --> 00:01:27.000]  找找什麼叫免疫系統失調
[00:01:27.000 --> 00:01:29.000]  原來這種是身體裏面
[00:01:29.000 --> 00:01:31.000]  講了這麼多免疫系統
[00:01:31.000 --> 00:01:33.000]  當然免疫系統就是病
[00:01:33.000 --> 00:01:36.000]  免疫系統本來應該辨別到
[00:01:36.000 --> 00:01:39.000]  那些入侵人體的東西
[00:01:39.000 --> 00:01:43.000]  譬如說病毒,那些病菌
[00:01:43.000 --> 00:01:45.000]  但是這個病的出現原來就是
[00:01:45.000 --> 00:01:49.000]  因爲免疫系統失去了辨別的功能
[00:01:49.000 --> 00:01:54.000]  它分辨不了哪些是外來的,哪些是自己的
[00:01:54.000 --> 00:01:58.000]  所以它就將身體的正常細胞
[00:01:58.000 --> 00:02:02.000]  當作是敵人來攻擊
[00:02:02.000 --> 00:02:06.000]  所以自己打自己
[00:02:06.000 --> 00:02:09.000]  將自己弄得很病
[00:02:09.000 --> 00:02:12.000]  原來這種病又稱爲結體組織病
[00:02:12.000 --> 00:02:14.000]  交緣性疾病
[00:02:14.000 --> 00:02:16.000]  有一些我們聽過的
[00:02:16.000 --> 00:02:20.000]  例如紅斑囊瘡,硬皮症,乾燥症等等
[00:02:20.000 --> 00:02:24.000]  都可能和這一類病有關
[00:02:24.000 --> 00:02:27.000]  各位,一個人身體裏面的免疫系統
[00:02:27.000 --> 00:02:30.000]  如果出現了問題
[00:02:30.000 --> 00:02:34.000]  他們應該去攻擊外來入侵者
[00:02:34.000 --> 00:02:37.000]  保護自己身體的健康
[00:02:37.000 --> 00:02:39.000]  但是認錯了
[00:02:39.000 --> 00:02:44.000]  就對我們的身體帶來很大的傷害
[00:02:44.000 --> 00:02:46.000]  各位聽衆,你們有沒有想過
[00:02:46.000 --> 00:02:48.000]  很可能教會
[00:02:48.000 --> 00:02:53.000]  我們都有屬靈的免疫系統失調症
[00:02:53.000 --> 00:02:57.000]  或者這個也是今天教會很需要思想和反省的問題
[00:02:57.000 --> 00:03:00.000]  事實上耶穌基督在祂在世的日子
[00:03:00.000 --> 00:03:03.000]  就已經曾經說過一個比喻
[00:03:03.000 --> 00:03:05.000]  這個比喻
[00:03:05.000 --> 00:03:08.000]  祂嘗試指出當代的以色列民
[00:03:08.000 --> 00:03:10.000]  和當時的宗教領袖
[00:03:10.000 --> 00:03:14.000]  似乎都出現了這個問題
[00:03:14.000 --> 00:03:18.000]  剛纔主席黃家樂牧師爲我們讀了那段經文
[00:03:18.000 --> 00:03:20.000]  是來自《馬太福音》第十一章
[00:03:20.000 --> 00:03:23.000]  第十六節到第十九節
[00:03:23.000 --> 00:03:26.000]  這段經文就提到這個問題
[00:03:26.000 --> 00:03:29.000]  路加在第七章的三十一到三十五節
[00:03:29.000 --> 00:03:31.000]  有相同的記載
[00:03:31.000 --> 00:03:36.000]  不過今天我會集中和大家看的是《馬太福音》的這一段
[00:03:36.000 --> 00:03:38.000]  當我們看這一段經文的時候
[00:03:38.000 --> 00:03:41.000]  我個人就很相信耶穌基督
[00:03:41.000 --> 00:03:45.000]  祂的確是整個世界思潮的一個先驅
[00:03:45.000 --> 00:03:47.000]  爲什麼我會這麼說呢
[00:03:47.000 --> 00:03:51.000]  因爲當我們留心去看耶穌說這個比喻的時候
[00:03:51.000 --> 00:03:55.000]  特別比喻裏面那些出來玩的小朋友
[00:03:55.000 --> 00:03:59.000]  當耶穌基督形容這些出來玩的小朋友的時候
[00:03:59.000 --> 00:04:01.000]  我們就發現他們的思想
[00:04:01.000 --> 00:04:03.000]  他們的表現
[00:04:03.000 --> 00:04:06.000]  是非常之後現代
[00:04:06.000 --> 00:04:08.000]  自主
[00:04:08.000 --> 00:04:09.000]  獨立
[00:04:09.000 --> 00:04:11.000]  我行我素
[00:04:11.000 --> 00:04:13.000]  唯我獨尊
[00:04:13.000 --> 00:04:17.000]  這些表現和我們今天看到整個社會的思潮
[00:04:17.000 --> 00:04:20.000]  或者我們整個潮流思想的方式
[00:04:20.000 --> 00:04:22.000]  其實都挺吻合的
[00:04:22.000 --> 00:04:24.000]  問題是
[00:04:24.000 --> 00:04:28.000]  爲什麼耶穌要說這個比喻呢
[00:04:28.000 --> 00:04:30.000]  耶穌基督在一個怎樣的處境之下
[00:04:30.000 --> 00:04:33.000]  向當時的那一羣以色列民
[00:04:33.000 --> 00:04:36.000]  和宗教的領袖
[00:04:36.000 --> 00:04:38.000]  發出一個這樣的聲音呢
[00:04:38.000 --> 00:04:42.000]  所以我們要看原來耶穌基督說這個比喻的時候
[00:04:42.000 --> 00:04:44.000]  我們相信祂的心情
[00:04:44.000 --> 00:04:47.000]  其實應該是挺沉重的
[00:04:47.000 --> 00:04:50.000]  在《馬達福音》第十一章開始的地方
[00:04:50.000 --> 00:04:52.000]  第二節到第六節
[00:04:52.000 --> 00:04:54.000]  就記載了耶穌基督的表哥
[00:04:54.000 --> 00:04:57.000]  也是祂侍奉上的先鋒
[00:04:57.000 --> 00:04:59.000]  就是施贈的約翰
[00:04:59.000 --> 00:05:02.000]  施贈約翰當時已經被囚在監牢裏面
[00:05:02.000 --> 00:05:08.000]  大概他自己和耶穌都知道
[00:05:08.000 --> 00:05:11.000]  施贈約翰要殉道的日子已經近了
[00:05:11.000 --> 00:05:14.000]  於是就在這個時間
[00:05:14.000 --> 00:05:16.000]  聖經告訴我們
[00:05:16.000 --> 00:05:18.000]  在十一章第三節就記載
[00:05:18.000 --> 00:05:22.000]  施贈約翰就派了他的門徒去問耶穌
[00:05:22.000 --> 00:05:24.000]  一個很重要的問題
[00:05:24.000 --> 00:05:26.000]  可能是他生命裏面
[00:05:26.000 --> 00:05:29.000]  他心靈裏面不斷在問的問題
[00:05:29.000 --> 00:05:31.000]  他的門徒問耶穌什麼呢
[00:05:31.000 --> 00:05:33.000]  在第十一章第三節
[00:05:33.000 --> 00:05:34.000]  他們這麼說
[00:05:34.000 --> 00:05:38.000]  那將來要來的是你嗎
[00:05:38.000 --> 00:05:42.000]  還是我們等候別人呢
[00:05:42.000 --> 00:05:46.000]  施贈約翰他很想問清楚耶穌
[00:05:46.000 --> 00:05:49.000]  你是不是尼賽那
[00:05:49.000 --> 00:05:52.000]  我很相信施贈約翰問這個問題
[00:05:52.000 --> 00:05:56.000]  其實應該不是懷疑耶穌基督的身份
[00:05:56.000 --> 00:05:59.000]  作爲一個準備殉道的人
[00:05:59.000 --> 00:06:03.000]  我很相信施贈約翰很想確認自己的一生
[00:06:03.000 --> 00:06:07.000]  他要確實知道他所持守住的
[00:06:07.000 --> 00:06:09.000]  是不是一個正確的使命
[00:06:09.000 --> 00:06:11.000]  當他問了這個問題的時候
[00:06:11.000 --> 00:06:14.000]  當他肯定他持守的使命是正確的時候
[00:06:14.000 --> 00:06:18.000]  我相信他就能夠帶着一個無悔無憾的心
[00:06:18.000 --> 00:06:20.000]  離開這個世界
[00:06:20.000 --> 00:06:22.000]  一個侍奉上帝的人
[00:06:22.000 --> 00:06:25.000]  一個盼望在我們人生裏面
[00:06:25.000 --> 00:06:26.000]  活好一個信徒
[00:06:26.000 --> 00:06:28.000]  要有那種生命的動力的人
[00:06:28.000 --> 00:06:32.000]  我很相信盼望無悔無憾地離開這個世界
[00:06:32.000 --> 00:06:35.000]  是一個很自然的渴求
[00:06:35.000 --> 00:06:38.000]  施贈約翰他問
[00:06:38.000 --> 00:06:41.000]  耶穌你是不是就是那一位
[00:06:41.000 --> 00:06:44.000]  耶穌基督聽到這個問題
[00:06:44.000 --> 00:06:48.000]  我也很相信耶穌基督是帶着這樣的心情
[00:06:48.000 --> 00:06:50.000]  來講出這個比喻
[00:06:50.000 --> 00:06:52.000]  他見到他的表哥
[00:06:52.000 --> 00:06:55.000]  他見到他的先鋒施贈約翰
[00:06:55.000 --> 00:06:59.000]  一生就是這樣來爲上帝的國度努力
[00:06:59.000 --> 00:07:01.000]  去到這個境地
[00:07:01.000 --> 00:07:05.000]  他要確認他的召命是真實的
[00:07:05.000 --> 00:07:08.000]  而耶穌基督他都看到
[00:07:08.000 --> 00:07:14.000]  有一天他同樣要走上這條殉道的路
[00:07:14.000 --> 00:07:17.000]  因此耶穌基督就帶着這樣的心情
[00:07:17.000 --> 00:07:19.000]  講了這個比喻
[00:07:19.000 --> 00:07:22.000]  表達出在他的眼裏面
[00:07:22.000 --> 00:07:24.000]  他看到當代的屬靈的羣體
[00:07:24.000 --> 00:07:26.000]  那些宗教領袖
[00:07:26.000 --> 00:07:30.000]  他們怎樣來帶領着整個民族的發展
[00:07:30.000 --> 00:07:34.000]  所以耶穌基督就講了這兩羣孩子
[00:07:34.000 --> 00:07:37.000]  在街上玩的比喻
[00:07:37.000 --> 00:07:39.000]  聖經是怎樣講的
[00:07:39.000 --> 00:07:41.000]  第十六到第十七節
[00:07:41.000 --> 00:07:43.000]  耶穌就說我用什麼來比喻這個世代
[00:07:43.000 --> 00:07:47.000]  就好像兩羣孩童在街市上
[00:07:47.000 --> 00:07:49.000]  他們彼此召喚同伴
[00:07:49.000 --> 00:07:51.000]  我們向你吹笛
[00:07:51.000 --> 00:07:53.000]  但你們不跳舞
[00:07:53.000 --> 00:07:55.000]  我向你們舉哀
[00:07:55.000 --> 00:07:57.000]  但你們又不隨空
[00:07:57.000 --> 00:07:59.000]  這裏很清楚告訴我們
[00:07:59.000 --> 00:08:02.000]  兩羣小朋友在街上玩
[00:08:02.000 --> 00:08:04.000]  我想今天在香港
[00:08:04.000 --> 00:08:07.000]  我們不太會看到小朋友在街上玩
[00:08:07.000 --> 00:08:09.000]  我們將所有小朋友
[00:08:09.000 --> 00:08:11.000]  全部圈在公園那裏
[00:08:11.000 --> 00:08:13.000]  遊樂場那裏
[00:08:13.000 --> 00:08:16.000]  很難看到他們在街上玩
[00:08:16.000 --> 00:08:18.000]  但當時他們在街上玩
[00:08:18.000 --> 00:08:21.000]  其實是一個很自然的事情
[00:08:21.000 --> 00:08:23.000]  玩些什麼呢
[00:08:23.000 --> 00:08:27.000]  有一羣他們玩結婚遊戲
[00:08:27.000 --> 00:08:29.000]  所以吹笛跳舞
[00:08:29.000 --> 00:08:31.000]  其實是當時他們的婚禮
[00:08:31.000 --> 00:08:33.000]  很自然會有的儀式
[00:08:33.000 --> 00:08:37.000]  另外一羣就玩出殯遊戲
[00:08:37.000 --> 00:08:39.000]  所以隨空
[00:08:39.000 --> 00:08:41.000]  隨空不是打旁邊的胸口
[00:08:41.000 --> 00:08:42.000]  是打自己
[00:08:42.000 --> 00:08:43.000]  是代表什麼呢
[00:08:43.000 --> 00:08:45.000]  浩淘大哭的意思
[00:08:45.000 --> 00:08:47.000]  他說我們隨空
[00:08:47.000 --> 00:08:49.000]  我們很難過
[00:08:49.000 --> 00:08:50.000]  我們舉哀
[00:08:50.000 --> 00:08:52.000]  但你不和我們一起哭
[00:08:52.000 --> 00:08:54.000]  不和我們一起玩
[00:08:54.000 --> 00:08:57.000]  我想在我們的文化處境裏
[00:08:57.000 --> 00:08:59.000]  我們可能不是很多
[00:08:59.000 --> 00:09:01.000]  見到小朋友這樣玩
[00:09:01.000 --> 00:09:03.000]  結婚遊戲可能都玩過
[00:09:03.000 --> 00:09:04.000]  我沒有玩過
[00:09:04.000 --> 00:09:06.000]  我不知道你有沒有玩過
[00:09:06.000 --> 00:09:08.000]  或者我們見到小朋友玩結婚遊戲
[00:09:08.000 --> 00:09:11.000]  有沒有見過小朋友玩出殯遊戲
[00:09:11.000 --> 00:09:13.000]  我真的沒見過
[00:09:13.000 --> 00:09:15.000]  我想在華人社會
[00:09:15.000 --> 00:09:16.000]  我們都很難接納的
[00:09:16.000 --> 00:09:18.000]  如果我們的小朋友說
[00:09:18.000 --> 00:09:20.000]  你今天玩死人
[00:09:20.000 --> 00:09:21.000]  我想我們做父母的
[00:09:21.000 --> 00:09:23.000]  都大概不太喜歡
[00:09:23.000 --> 00:09:25.000]  叫他們不要這樣玩
[00:09:25.000 --> 00:09:27.000]  所以這是一個很特別的事情
[00:09:27.000 --> 00:09:28.000]  華人的社會
[00:09:28.000 --> 00:09:30.000]  我想我們不會接受這樣
[00:09:30.000 --> 00:09:33.000]  事實上我自己都沒找到資料
[00:09:33.000 --> 00:09:34.000]  告訴我們
[00:09:34.000 --> 00:09:37.000]  證實當時巴勒斯坦大的小朋友
[00:09:37.000 --> 00:09:40.000]  是會玩出殯遊戲的
[00:09:40.000 --> 00:09:42.000]  不過其實
[00:09:42.000 --> 00:09:44.000]  那羣小朋友玩什麼遊戲
[00:09:44.000 --> 00:09:45.000]  可能都不是這個比喻
[00:09:45.000 --> 00:09:47.000]  最重要的地方
[00:09:47.000 --> 00:09:49.000]  最重要的是什麼
[00:09:49.000 --> 00:09:52.000]  最重要的是兩羣小朋友
[00:09:52.000 --> 00:09:54.000]  他們一起在玩遊戲
[00:09:54.000 --> 00:09:58.000]  不過他們互相對立
[00:09:58.000 --> 00:10:00.000]  玩什麼遊戲
[00:10:00.000 --> 00:10:02.000]  對玩什麼
[00:10:02.000 --> 00:10:04.000]  南軟北切
[00:10:04.000 --> 00:10:06.000]  他們持完全相反的想法
[00:10:06.000 --> 00:10:08.000]  而且互不相讓
[00:10:08.000 --> 00:10:10.000]  各自埋怨
[00:10:10.000 --> 00:10:13.000]  彼此指摩
[00:10:13.000 --> 00:10:15.000]  耶穌基督所說的
[00:10:15.000 --> 00:10:17.000]  其實就是這樣的處境
[00:10:17.000 --> 00:10:19.000]  美國荷里活長老
[00:10:19.000 --> 00:10:21.000]  第一長老會的主任牧師
[00:10:21.000 --> 00:10:22.000]  歐果維
[00:10:22.000 --> 00:10:24.000]  他在他的作品
[00:10:24.000 --> 00:10:26.000]  叫做天國奧祕的揭祕
[00:10:26.000 --> 00:10:30.000]  那本書是專講耶穌的比喻
[00:10:30.000 --> 00:10:34.000]  他寫到這個孩童的比喻的時候
[00:10:34.000 --> 00:10:37.000]  他對於兩羣小朋友的這樣的詮釋
[00:10:37.000 --> 00:10:38.000]  歐果維怎麼說呢
[00:10:38.000 --> 00:10:41.000]  他說這羣小朋友所說的話
[00:10:41.000 --> 00:10:43.000]  其實意思就是
[00:10:43.000 --> 00:10:46.000]  你們如果不做我想你們做的事
[00:10:46.000 --> 00:10:51.000]  你們就不要希望我做你們想我做的事
[00:10:51.000 --> 00:10:55.000]  但是我也不知道自己想做些什麼
[00:10:55.000 --> 00:10:57.000]  所以如果你猜
[00:10:57.000 --> 00:10:59.000]  以爲我想你做些什麼
[00:10:59.000 --> 00:11:01.000]  你做了出來
[00:11:01.000 --> 00:11:03.000]  我也不一定喜歡
[00:11:03.000 --> 00:11:06.000]  大家明白他說這番話是什麼意思嗎
[00:11:06.000 --> 00:11:07.000]  各位
[00:11:07.000 --> 00:11:09.000]  這個孩童的比喻所說的
[00:11:09.000 --> 00:11:11.000]  就是一個這樣的處境
[00:11:11.000 --> 00:11:14.000]  我當然也很想再解釋其中一個字
[00:11:14.000 --> 00:11:16.000]  叫做街市上這個字
[00:11:16.000 --> 00:11:18.000]  因爲耶穌基督說
[00:11:18.000 --> 00:11:22.000]  他們在街市上呼喚同伴們一起玩
[00:11:22.000 --> 00:11:24.000]  原來街市上這個字
[00:11:24.000 --> 00:11:27.000]  本來是說羣衆的意思
[00:11:27.000 --> 00:11:30.000]  意思就是大羣人聚集在一起
[00:11:30.000 --> 00:11:34.000]  因此當我們看回這個比喻的場景的時候
[00:11:34.000 --> 00:11:36.000]  我們就可以知道
[00:11:36.000 --> 00:11:38.000]  耶穌說的這個比喻
[00:11:38.000 --> 00:11:42.000]  是真是一個街上很多人的地方
[00:11:42.000 --> 00:11:44.000]  但是這個比喻同樣
[00:11:44.000 --> 00:11:46.000]  那個場景可以解讀爲
[00:11:46.000 --> 00:11:51.000]  一羣人聚集在一起的時候
[00:11:51.000 --> 00:11:53.000]  他們可能在城門口
[00:11:53.000 --> 00:11:57.000]  因爲城門口是當時最多人出入的地方
[00:11:57.000 --> 00:12:00.000]  城門口也是古代的社會
[00:12:00.000 --> 00:12:02.000]  他們議事的地方
[00:12:02.000 --> 00:12:05.000]  他們審斷問題的地方
[00:12:05.000 --> 00:12:07.000]  因此從這個角度來看的時候
