
[00:00:00.000 --> 00:00:05.220]  弟兄姊妹你忙不忙碌呀?
[00:00:05.220 --> 00:00:11.060]  你覺得自己忙得健康嗎?
[00:00:11.060 --> 00:00:14.300]  有很多人問我們傳達人忙不忙
[00:00:14.300 --> 00:00:15.620]  你答不忙
[00:00:15.620 --> 00:00:17.960]  這個傳達人這麼空閒
[00:00:17.960 --> 00:00:20.740]  你答忙他又擔心你
[00:00:20.740 --> 00:00:26.000]  我通常弟兄姊妹說我是間歇性忙碌
[00:00:26.000 --> 00:00:27.660]  間歇性忙碌
[00:00:27.660 --> 00:00:29.340]  什麼是忙碌呢?
[00:00:29.340 --> 00:00:32.420]  好像蔡先生剛才說的報紙
[00:00:32.420 --> 00:00:33.420]  什麼是忙碌呢?
[00:00:33.420 --> 00:00:38.220]  有時候可能未必真是叫忙碌
[00:00:38.220 --> 00:00:41.260]  我有一位老師說
[00:00:41.260 --> 00:00:45.400]  一個人如果一段時間裏面只做一件事
[00:00:45.400 --> 00:00:48.620]  其實你不是忙碌
[00:00:48.620 --> 00:00:50.600]  這個時間我只是講道
[00:00:50.600 --> 00:00:52.060]  就講道不忙
[00:00:52.060 --> 00:00:54.800]  我下一個時間跟會友約了去吃飯
[00:00:54.800 --> 00:00:56.060]  那我就去吃飯
[00:00:56.060 --> 00:00:58.980]  再之後我們去探舊區
[00:00:58.980 --> 00:01:02.620]  之後每一段時間都有事要做
[00:01:02.620 --> 00:01:04.720]  是不是忙碌呢?
[00:01:04.720 --> 00:01:07.280]  我們可以思考一下
[00:01:07.280 --> 00:01:09.580]  今天跟大家看一段經文
[00:01:09.580 --> 00:01:11.160]  剛才讀了
[00:01:11.160 --> 00:01:16.280]  是關於一個被形容為心裡忙亂
[00:01:16.280 --> 00:01:19.460]  或者叫忙得不健康的人
[00:01:19.460 --> 00:01:21.060]  他叫馬大
[00:01:21.060 --> 00:01:24.740]  這段經文都給人一種印象
[00:01:24.740 --> 00:01:26.820]  這個馬大就是忙忙碌碌
[00:01:26.820 --> 00:01:29.040]  在那裏做家頭細務
[00:01:29.040 --> 00:01:31.940]  招呼耶穌
[00:01:31.940 --> 00:01:33.580]  不及得阿妹
[00:01:33.580 --> 00:01:36.360]  去到耶穌面前聽耶穌講道
[00:01:36.360 --> 00:01:38.220]  跟祂聊聊天
[00:01:38.220 --> 00:01:41.820]  所以馬大就被耶穌指責
[00:01:41.820 --> 00:01:43.960]  你心裡忙亂
[00:01:43.960 --> 00:01:48.380]  你的思慮煩擾
[00:01:48.380 --> 00:01:50.380]  為什麼呢?
[00:01:50.380 --> 00:01:55.400]  但是瑪利亞就選擇了上好的福分
[00:01:55.400 --> 00:01:56.960]  引申到我們的應用
[00:01:56.960 --> 00:01:58.720]  就好像講到
[00:01:58.720 --> 00:02:01.520]  來到耶穌跟前聽道
[00:02:01.520 --> 00:02:02.700]  或者我們靈修
[00:02:02.700 --> 00:02:04.100]  或者我們祈禱
[00:02:04.100 --> 00:02:08.540]  就遠比你做服事的工作更有價值
[00:02:08.540 --> 00:02:12.680]  上好的福分
[00:02:12.680 --> 00:02:14.060]  這個是一部份
[00:02:14.060 --> 00:02:16.520]  或者在很多時候
[00:02:16.520 --> 00:02:20.180]  的確是不少得我們要去到主人面前親近祂
[00:02:20.180 --> 00:02:24.280]  但是我們細心看整段的經文
[00:02:24.280 --> 00:02:25.940]  你會發現很多蛛絲馬跡
[00:02:25.940 --> 00:02:29.320]  我們應該要再認真研究一下
[00:02:29.320 --> 00:02:30.940]  思想一下
[00:02:30.940 --> 00:02:32.080]  我們要搞清楚
[00:02:32.080 --> 00:02:33.020]  耶穌跟馬大講
[00:02:33.020 --> 00:02:34.220]  馬大 馬大
[00:02:34.220 --> 00:02:37.220]  你為許多的事思慮煩擾
[00:02:37.220 --> 00:02:39.460]  但是不可少的只有一件
[00:02:39.460 --> 00:02:40.460]  沒有powerpoint的
[00:02:40.460 --> 00:02:42.820]  今天只是看經文
[00:02:42.820 --> 00:02:44.940]  對了 看這節
[00:02:44.940 --> 00:02:46.020]  是指什麼事呢?
[00:02:46.020 --> 00:02:48.140]  這個不可少的只有一件
[00:02:48.140 --> 00:02:50.980]  是指什麼事呢?
[00:02:50.980 --> 00:02:52.020]  就好像瑪利亞一樣
[00:02:52.020 --> 00:02:54.100]  去到耶穌跟前聽祂講道
[00:02:54.100 --> 00:02:56.540]  這件事是不可少的
[00:02:56.540 --> 00:02:59.540]  還是說另有其他事呢?
[00:02:59.540 --> 00:03:00.540]  馬大的問題
[00:03:00.540 --> 00:03:02.980]  究竟是因為他選擇了做接待的工作
[00:03:02.980 --> 00:03:04.580]  做家頭世母的工作
[00:03:04.580 --> 00:03:06.620]  就是事後的工作
[00:03:06.620 --> 00:03:08.100]  難道做接待的工作
[00:03:08.100 --> 00:03:14.460]  真的比來到耶穌面前跟祂聊天的價值更低嗎?
[00:03:14.460 --> 00:03:17.660]  那頓飯是誰煮的呢?
[00:03:17.660 --> 00:03:19.980]  耶穌來到是不是不用吃呢?
[00:03:19.980 --> 00:03:22.100]  真的好像耶穌曾經說
[00:03:22.100 --> 00:03:24.100]  可以遵循祢的說話
[00:03:24.100 --> 00:03:26.620]  當為糧食
[00:03:26.620 --> 00:03:27.140]  是不是這樣呢?
[00:03:27.140 --> 00:03:28.340]  回到教會
[00:03:28.340 --> 00:03:31.020]  好吧 不用印程序表了
[00:03:31.020 --> 00:03:31.740]  不需要
[00:03:31.740 --> 00:03:33.380]  大家一起來聽道就行了
[00:03:33.380 --> 00:03:34.940]  不用有影音的弟兄姊妹
[00:03:34.940 --> 00:03:36.580]  大家一起來聽道就行了
[00:03:36.580 --> 00:03:37.380]  都不用了
[00:03:37.380 --> 00:03:38.180]  就是詩琴
[00:03:38.180 --> 00:03:40.900]  我們自己唱就可以了
[00:03:40.900 --> 00:03:42.260]  是不是那些我們看為
[00:03:42.260 --> 00:03:43.820]  好像雜務的工作
[00:03:43.820 --> 00:03:44.820]  事務的工作
[00:03:44.820 --> 00:03:46.420]  事工的工作
[00:03:46.420 --> 00:03:51.140]  的價值是比我們親近主低呢?
[00:03:51.140 --> 00:03:53.620]  基文又說「馬大事後的事多
[00:03:53.620 --> 00:03:56.180]  以致他心裡忙亂」
[00:03:56.180 --> 00:03:59.020]  其實事後的事
[00:03:59.020 --> 00:04:00.740]  就是做接待的工作
[00:04:00.740 --> 00:04:03.620]  這種的服事
[00:04:03.620 --> 00:04:05.060]  多呀 他說
[00:04:05.060 --> 00:04:08.940]  對馬大造成什麼影響呢?
[00:04:08.940 --> 00:04:12.140]  耶穌指馬尼亞已經選擇那上好的福分
[00:04:12.140 --> 00:04:14.700]  其實上好的福分
[00:04:14.700 --> 00:04:16.540]  是指什麼呢?
[00:04:16.540 --> 00:04:19.300]  是指祂來到祂面前聽道
[00:04:19.300 --> 00:04:20.420]  還是另有其他呢?
[00:04:20.420 --> 00:04:21.580]  其實一堆的問題
[00:04:21.580 --> 00:04:22.780]  我們在讀聖經的時候
[00:04:22.780 --> 00:04:26.660]  可以不妨再問多幾次
[00:04:26.660 --> 00:04:29.020]  然後再想究竟
[00:04:29.020 --> 00:04:30.700]  馬大的問題在哪裡?
[00:04:30.700 --> 00:04:32.780]  馬尼亞的優勝在哪裡?
[00:04:32.780 --> 00:04:36.580]  耶穌想我們又是怎樣的呢?
[00:04:36.580 --> 00:04:39.140]  基文的背景和內容
[00:04:39.140 --> 00:04:41.460]  是說有一天耶穌和門徒一起
[00:04:41.460 --> 00:04:43.900]  大概他們應該要去某一個地方
[00:04:43.900 --> 00:04:46.460]  期間他們經過一條村
[00:04:46.460 --> 00:04:48.740]  這條村住了一個家庭
[00:04:48.740 --> 00:04:50.540]  這個家庭有兩姊妹
[00:04:50.540 --> 00:04:53.900]  分別是姐姐馬大和妹妹馬尼亞
[00:04:53.900 --> 00:04:56.060]  透過要求福分我們知道
[00:04:56.060 --> 00:05:00.060]  她還有一個弟弟叫拉撒路
[00:05:00.060 --> 00:05:01.340]  弟弟曾經死
[00:05:01.340 --> 00:05:04.460]  接著馬大去叫耶穌幫忙
[00:05:04.460 --> 00:05:07.340]  結果讓拉撒路可以復活
[00:05:07.340 --> 00:05:10.100]  他們住的村莊叫做「伯大尼」
[00:05:10.100 --> 00:05:12.140]  是一條很小的村莊
[00:05:12.140 --> 00:05:14.020]  不過它是很有名的
[00:05:14.020 --> 00:05:16.820]  當馬大知道耶穌進入了自己的村莊的時候
[00:05:16.820 --> 00:05:18.060]  他就很高興
[00:05:18.060 --> 00:05:21.540]  所以就去接待耶穌到他家裡
[00:05:21.540 --> 00:05:22.660]  在舊約的時代
[00:05:22.660 --> 00:05:25.780]  接待客女是一個很重要的習俗
