
[00:00:00.000 --> 00:00:03.000]  今日是關國主日
[00:00:03.000 --> 00:00:06.000]  就讓我們一同去召見神
[00:00:06.000 --> 00:00:09.000]  求神賜下祂的話語給我們
[00:00:09.000 --> 00:00:11.000]  我們同心禱告
[00:00:11.000 --> 00:00:16.000]  神啊,我們愛祢,我們敬畏祢
[00:00:16.000 --> 00:00:19.000]  如今我們眾弟兄姊妹們要聽祢的話語
[00:00:19.000 --> 00:00:22.000]  求祢將祢的話語賜給我們
[00:00:22.000 --> 00:00:25.000]  祢知道我們是信心很少的人
[00:00:25.000 --> 00:00:28.000]  甚至我們很多時候不信
[00:00:28.000 --> 00:00:30.000]  求祢憐憫我們
[00:00:30.000 --> 00:00:32.000]  幫助我們去相信
[00:00:32.000 --> 00:00:35.000]  讓我們一同去相信
[00:00:35.000 --> 00:00:38.000]  主啊,求祢將祢的話語給我們
[00:00:38.000 --> 00:00:40.000]  我們多謝祢
[00:00:40.000 --> 00:00:42.000]  我們的禱告
[00:00:42.000 --> 00:00:45.000]  是奉主耶穌基督的名字求
[00:00:45.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:52.000]  馬太福音很多時候被稱為是審判的福音
[00:00:52.000 --> 00:00:56.000]  我覺得這個描述是多了一點
[00:00:56.000 --> 00:01:01.000]  但是事實就是審判的訊息
[00:01:01.000 --> 00:01:05.000]  在馬太福音是重重複複的出現的
[00:01:05.000 --> 00:01:08.000]  在三章十二節就說到
[00:01:08.000 --> 00:01:20.000]  在六章就說到
[00:01:27.000 --> 00:01:29.000]  第七章就說到
[00:01:29.000 --> 00:01:39.000]  十三章的三十節說到
[00:01:39.000 --> 00:01:45.000]  十三章的四十八到四十九節
[00:01:45.000 --> 00:01:49.000]  是說到好的語和壞的語
[00:01:49.000 --> 00:01:52.000]  最後在二十五章就有
[00:01:56.000 --> 00:01:58.000]  有採綱的比喻
[00:01:58.000 --> 00:02:01.000]  有綿羊生綿羊的比喻
[00:02:01.000 --> 00:02:04.000]  都是關於審判的
[00:02:04.000 --> 00:02:08.000]  所以當我們剛才讀的經文二十五章的時候
[00:02:08.000 --> 00:02:13.000]  我們讀到採綱和綿羊生羊的比喻的時候
[00:02:13.000 --> 00:02:18.000]  我們的心裡面的焦慮是會被攪動起來
[00:02:18.000 --> 00:02:21.000]  因為它真的似乎是說到
[00:02:21.000 --> 00:02:25.000]  耶穌基督會再回來
[00:02:25.000 --> 00:02:28.000]  我們會再被審判
[00:02:28.000 --> 00:02:30.000]  你說是不是?
[00:02:30.000 --> 00:02:33.000]  但是我想安慰大家
[00:02:33.000 --> 00:02:35.000]  審判是一定的
[00:02:35.000 --> 00:02:38.000]  不過這一段的經文
[00:02:38.000 --> 00:02:42.000]  不是單單說到恐懼和震驚
[00:02:42.000 --> 00:02:45.000]  耶穌基督說這兩個的比喻
[00:02:45.000 --> 00:02:49.000]  是因為祂在世日子就知道很短
[00:02:49.000 --> 00:02:54.000]  祂快要被釘死然後復活
[00:02:54.000 --> 00:02:57.000]  所以祂趁著有的時間
[00:02:57.000 --> 00:03:00.000]  就要教導門徒
[00:03:00.000 --> 00:03:05.000]  吩咐他們要承擔耶穌基督的工作
[00:03:05.000 --> 00:03:08.000]  所以這兩個比喻的焦點
[00:03:08.000 --> 00:03:11.000]  不是要大家去怕
[00:03:11.000 --> 00:03:14.000]  而是要大家要知道
[00:03:14.000 --> 00:03:18.000]  耶穌基督吩咐你們
[00:03:18.000 --> 00:03:21.000]  吩咐你們要做一些事情
[00:03:21.000 --> 00:03:27.000]  然後祂就會回來問我們
[00:03:27.000 --> 00:03:30.000]  所以耶穌基督所強調的
[00:03:30.000 --> 00:03:34.000]  是給我們一種使命
[00:03:34.000 --> 00:03:37.000]  為什麼我會這樣說呢?
[00:03:37.000 --> 00:03:40.000]  我們一起可以看第一個的比喻
[00:03:40.000 --> 00:03:44.000]  是《馬達福音》的25章的14至15節
[00:03:44.000 --> 00:03:48.000]  天國又好比一個人要往外國去
[00:03:48.000 --> 00:03:50.000]  就叫了僕人來
[00:03:50.000 --> 00:03:53.000]  把他的家業交給他們
[00:03:53.000 --> 00:03:58.000]  按著各人的財貢
[00:03:58.000 --> 00:04:02.000]  給他們銀子
[00:04:02.000 --> 00:04:04.000]  一個給五千
[00:04:04.000 --> 00:04:07.000]  五千就是五個Talent
[00:04:07.000 --> 00:04:11.000]  五個他年得
[00:04:11.000 --> 00:04:14.000]  一個就給了二千
[00:04:14.000 --> 00:04:16.000]  兩個Talent
[00:04:16.000 --> 00:04:18.000]  兩個他年得
[00:04:18.000 --> 00:04:20.000]  一個給了一千
[00:04:20.000 --> 00:04:23.000]  就是一個Talent
[00:04:23.000 --> 00:04:25.000]  一個他年得
[00:04:25.000 --> 00:04:28.000]  然後就往外國去
[00:04:28.000 --> 00:04:29.000]  在那個時候
[00:04:29.000 --> 00:04:32.000]  一個他年得一個Talent
[00:04:32.000 --> 00:04:34.000]  是很多錢的
[00:04:34.000 --> 00:04:36.000]  所以僕人都不能夠想像
[00:04:36.000 --> 00:04:39.000]  主人給這麼多錢他們
[00:04:39.000 --> 00:04:40.000]  一個他年得
[00:04:40.000 --> 00:04:41.000]  兩個他年得
[00:04:41.000 --> 00:04:43.000]  五個他年得
[00:04:43.000 --> 00:04:44.000]  很多錢的
[00:04:44.000 --> 00:04:46.000]  主人離開之後
[00:04:46.000 --> 00:04:48.000]  那個拿到五個他年得的
[00:04:48.000 --> 00:04:50.000]  就很興奮
[00:04:50.000 --> 00:04:51.000]  很喜樂
[00:04:51.000 --> 00:04:54.000]  很熱情的去買賣
[00:04:54.000 --> 00:04:56.000]  又賺多五個他年得
[00:04:56.000 --> 00:04:59.000]  五個Talent
[00:04:59.000 --> 00:05:01.000]  那個拿了兩個他年得
[00:05:01.000 --> 00:05:02.000]  兩個Talent
[00:05:02.000 --> 00:05:04.000]  又是很興奮
[00:05:04.000 --> 00:05:05.000]  很熱情
[00:05:05.000 --> 00:05:06.000]  很快樂的
[00:05:06.000 --> 00:05:10.000]  又去賺了兩個他年得
[00:05:10.000 --> 00:05:13.000]  但是那個只收到一個他年得
[00:05:13.000 --> 00:05:15.000]  其實不少錢的
[00:05:15.000 --> 00:05:20.000]  把這個他年得埋藏在地上
[00:05:20.000 --> 00:05:23.000]  他是沒有興奮
[00:05:23.000 --> 00:05:25.000]  沒有熱情
[00:05:25.000 --> 00:05:28.000]  沒有喜樂
[00:05:28.000 --> 00:05:30.000]  主人就回來
[00:05:30.000 --> 00:05:33.000]  耶穌基督回來的時候
[00:05:33.000 --> 00:05:37.000]  主人就對賺了五個他年得
[00:05:37.000 --> 00:05:39.000]  和兩個他年得的僕人
[00:05:39.000 --> 00:05:40.000]  就跟他們說
[00:05:40.000 --> 00:05:45.000]  好,你這又良善又忠心的僕人
[00:05:45.000 --> 00:05:48.000]  你在不多的事上有忠心
[00:05:48.000 --> 00:05:50.000]  我要把許多的事
[00:05:50.000 --> 00:05:52.000]  派你們去管理
[00:05:52.000 --> 00:05:57.000]  可以盡量享受你主人的快樂
[00:05:57.000 --> 00:05:59.000]  接著那個拿了一個他年得的
[00:05:59.000 --> 00:06:01.000]  沒有賺到錢的僕人進來
[00:06:01.000 --> 00:06:03.000]  就馬上向主人說
[00:06:03.000 --> 00:06:07.000]  主啊,我知道你是忍心的人
[00:06:07.000 --> 00:06:10.000]  沒有種的地方要收割
[00:06:10.000 --> 00:06:14.000]  沒有散的地方要聚殮
[00:06:14.000 --> 00:06:16.000]  我就害怕
[00:06:16.000 --> 00:06:20.000]  就把你一千銀子埋藏在地裡
[00:06:20.000 --> 00:06:21.000]  請看
[00:06:21.000 --> 00:06:25.000]  你的原銀子在這裡
[00:06:25.000 --> 00:06:27.000]  主人回答就說
[00:06:27.000 --> 00:06:30.000]  你這又惡又懶的僕人
[00:06:30.000 --> 00:06:33.000]  你既知道我沒有種的地方去收割
[00:06:33.000 --> 00:06:36.000]  沒有散的地方要去聚殮
[00:06:36.000 --> 00:06:40.000]  就當把我的銀子放給兌換銀錢的人
[00:06:40.000 --> 00:06:42.000]  到我來的時候
[00:06:42.000 --> 00:06:46.000]  可以連本帶利收回
[00:06:46.000 --> 00:06:48.000]  奪割他一千的
[00:06:48.000 --> 00:06:50.000]  吸那一萬的
[00:06:50.000 --> 00:06:53.000]  因為凡有的還要加給他
[00:06:53.000 --> 00:06:55.000]  叫他有餘
[00:06:55.000 --> 00:06:56.000]  沒有的
[00:06:56.000 --> 00:07:00.000]  連他所有的都要奪過來
[00:07:00.000 --> 00:07:03.000]  把這無用的僕人
[00:07:03.000 --> 00:07:06.000]  雕在黑暗裡
[00:07:06.000 --> 00:07:13.000]  在那裡必要哀哭切齒了
[00:07:13.000 --> 00:07:15.000]  讓我們留意一點
[00:07:15.000 --> 00:07:20.000]  那個拿了一個他蓮得的僕人
[00:07:20.000 --> 00:07:25.000]  他不單是錯誤以為主人是
[00:07:25.000 --> 00:07:27.000]  刻薄忍心
[00:07:27.000 --> 00:07:30.000]  他看不見主人的慷慨
[00:07:30.000 --> 00:07:32.000]  寬容憐憫
[00:07:32.000 --> 00:07:37.000]  他也沒有善用主人給他的他蓮得
[00:07:37.000 --> 00:07:40.000]  究竟他蓮得是什麼呢?
[00:07:40.000 --> 00:07:43.000]  當然他蓮得是錢
[00:07:43.000 --> 00:07:45.000]  是不少的錢
[00:07:45.000 --> 00:07:49.000]  不少的時候我們解釋這段經文的時候
[00:07:49.000 --> 00:07:51.000]  我們都會說他蓮得是財綱
[00:07:51.000 --> 00:07:55.000]  所以他蓮得Parent
[00:07:55.000 --> 00:07:59.000]  是創造主交給我們的財綱
[00:07:59.000 --> 00:08:02.000]  我們的孕節所以我們要好好侍奉
[00:08:02.000 --> 00:08:05.000]  推動神國的工作
[00:08:05.000 --> 00:08:08.000]  當然這個解釋是好的
[00:08:08.000 --> 00:08:12.000]  但是他蓮得真是很大的財富
[00:08:12.000 --> 00:08:15.000]  是相當分量的金錢
[00:08:15.000 --> 00:08:17.000]  所以另一個解釋
[00:08:17.000 --> 00:08:20.000]  就可以解釋為這麼貴重的財富
[00:08:20.000 --> 00:08:24.000]  這個是天國的福音
[00:08:24.000 --> 00:08:26.000]  天國的福音是耶穌基督
[00:08:26.000 --> 00:08:29.000]  給我們的救恩
[00:08:29.000 --> 00:08:32.000]  神在耶穌基督裡面
[00:08:32.000 --> 00:08:36.000]  叫我們能夠和神復和
[00:08:36.000 --> 00:08:38.000]  在耶穌基督裡面
[00:08:38.000 --> 00:08:40.000]  人的罪被寬恕
[00:08:40.000 --> 00:08:44.000]  人可以勝過罪惡和死亡
[00:08:44.000 --> 00:08:47.000]  能夠有新的生命
[00:08:47.000 --> 00:08:50.000]  能夠得到永生
