
[00:00:00.000 --> 00:00:05.120]  今天我們分享的題目是「我當神是誰」
[00:00:05.120 --> 00:00:08.720]  我不知道大家有沒有問過自己這個問題
[00:00:08.720 --> 00:00:13.040]  開始的時候分享一下一件在我小學裡面發生的事
[00:00:13.040 --> 00:00:15.440]  有一天班主任跟我說
[00:00:15.440 --> 00:00:20.320]  「梁聖宇,你要去見主任喔」
[00:00:20.320 --> 00:00:23.040]  為什麼要見主任呢?我不太記得了
[00:00:23.040 --> 00:00:26.320]  其實當時我讀的學校是一條龍學校
[00:00:26.320 --> 00:00:30.320]  所以校長就是整個中小學的校長
[00:00:30.320 --> 00:00:34.000]  所以其實你要去見小學部的主任
[00:00:34.000 --> 00:00:36.640]  其實你只是說要見校長,行不行?
[00:00:36.640 --> 00:00:38.880]  我不太記得為什麼那天我要見校長
[00:00:38.880 --> 00:00:40.240]  我記得班主任就說
[00:00:40.240 --> 00:00:42.720]  「你現在就去主任室見主任吧」
[00:00:42.720 --> 00:00:46.240]  於是我就一路走一路走一路走去主任室
[00:00:46.240 --> 00:00:48.000]  於是我進去主任室的時候
[00:00:48.000 --> 00:00:49.840]  我不知道當天發生了什麼事
[00:00:49.840 --> 00:00:51.200]  但是我進去主任室
[00:00:51.200 --> 00:00:54.160]  我居然在他桌子上兩個手肘這樣
[00:00:55.280 --> 00:00:57.280]  即是說「你找我做什麼?」
[00:00:57.280 --> 00:00:59.840]  一般人如果進主任室會怎樣?
[00:00:59.840 --> 00:01:02.400]  你會這樣嘛,公公見見主任
[00:01:02.400 --> 00:01:03.280]  「你有什麼找我?」
[00:01:03.280 --> 00:01:04.800]  「不好意思,我掉了個口罩」
[00:01:04.800 --> 00:01:08.560]  「你有什麼找我?」
[00:01:08.560 --> 00:01:10.880]  但是不知道為什麼我進去之後我就這樣
[00:01:10.880 --> 00:01:13.680]  接著主任很生氣
[00:01:13.680 --> 00:01:16.960]  他問我「梁聖宇,你知不知道你做了什麼事?」
[00:01:16.960 --> 00:01:19.680]  「你當我是誰啊?」
[00:01:19.680 --> 00:01:21.600]  我們今天也問一下我們自己
[00:01:21.600 --> 00:01:24.720]  究竟我們當神是誰呢?
[00:01:24.720 --> 00:01:26.720]  我記得十年之前
[00:01:26.720 --> 00:01:29.680]  我出席一個基督教特會的聚會
[00:01:29.680 --> 00:01:33.920]  那晚的講員是一個來自美國的台灣牧師
[00:01:33.920 --> 00:01:37.040]  開始的時候有一個敬拜的時間
[00:01:37.040 --> 00:01:38.240]  到了敬拜的中段
[00:01:38.240 --> 00:01:39.680]  那個牧師突然間上了台
[00:01:39.680 --> 00:01:41.120]  上了台突然拿著咪高峰
[00:01:41.120 --> 00:01:45.040]  我們以為他要提早去講他的訊息
[00:01:45.040 --> 00:01:46.800]  誰知道牧師上了台之後
[00:01:46.800 --> 00:01:48.720]  他拿著咪高峰問第一條問題
[00:01:48.720 --> 00:01:50.800]  他說「弟兄姊妹,我想問一下大家」
[00:01:50.800 --> 00:01:54.960]  「你相不相信神這一刻同在啊?」
[00:01:54.960 --> 00:01:58.000]  如果有牧師上台問你,你會怎麼回答?
[00:01:58.000 --> 00:02:00.000]  「同在」
[00:02:00.000 --> 00:02:02.000]  於是我們就回答
[00:02:02.000 --> 00:02:04.000]  「我們相信神這一刻同在」
[00:02:04.000 --> 00:02:05.680]  接著牧師就這樣說
[00:02:05.680 --> 00:02:08.240]  「如果你相信神這一刻同在」
[00:02:08.240 --> 00:02:11.360]  「我不明白為什麼你們敬拜一點都不投入」
[00:02:11.360 --> 00:02:16.160]  他說「如果今天站在台上的是你最喜歡的歌手」
[00:02:16.160 --> 00:02:19.920]  或者今天站在台上的是MIRROR
[00:02:19.920 --> 00:02:24.080]  「你會怎麼樣?你會這樣沒精打采地敬拜嗎?」
[00:02:24.080 --> 00:02:25.840]  接著他就問我們這條問題
[00:02:25.840 --> 00:02:29.120]  「你當神是誰啊?」
[00:02:29.120 --> 00:02:30.720]  他問完大家這條問題之後
[00:02:30.720 --> 00:02:32.320]  大家靜了
[00:02:32.320 --> 00:02:33.280]  大家靜了的時候
[00:02:33.280 --> 00:02:36.320]  他突然間拿了人家旁邊的結他手的結他
[00:02:36.320 --> 00:02:37.840]  原來他會彈結他
[00:02:37.840 --> 00:02:39.360]  於是他拿了結他之後
[00:02:39.360 --> 00:02:50.480]  「我們現在一起去敬拜神啊!我們要當神是神啊!」
[00:02:50.480 --> 00:02:52.480]  我們真的要問自己一個問題
[00:02:52.480 --> 00:02:55.680]  究竟我們當神是誰呢?
[00:02:55.680 --> 00:02:58.880]  今天如果別人看到我們的生命
[00:02:58.880 --> 00:03:01.440]  好像那個牧師看到大家敬拜的生命
[00:03:01.440 --> 00:03:03.040]  他也會問你當神是誰
[00:03:03.040 --> 00:03:05.840]  如果今天別人看到我們的生命的時候
[00:03:05.840 --> 00:03:10.320]  別人見不見到我們的生命當神是神呢?
[00:03:10.320 --> 00:03:14.640]  今天究竟神在我們生命中的位置是什麼呢?
[00:03:14.640 --> 00:03:19.120]  而一個當神是神的生命是怎樣的呢?
[00:03:19.120 --> 00:03:22.240]  我們今天去到《撒慕爾記》上的第二章
[00:03:22.240 --> 00:03:25.840]  我們在裡面一起學三個功課
[00:03:25.840 --> 00:03:28.560]  今天我們學的第一個功課
[00:03:28.560 --> 00:03:32.000]  是我們的生命要以神為神
[00:03:32.000 --> 00:03:37.120]  我們首先一起讀二章十二到第十七節
[00:03:37.120 --> 00:03:37.920]  我們一起讀
[00:03:37.920 --> 00:03:39.040]  一二三
[00:03:39.040 --> 00:03:44.640]  「以利的兩個兒子是惡人,不認識耶和華。
[00:03:44.640 --> 00:03:48.640]  這以祭司待百姓是這樣的規矩。
[00:03:48.640 --> 00:03:52.560]  凡有人獻祭,正主欲的時候,
[00:03:52.560 --> 00:03:57.360]  祭司的僕人就來拿著三尺的叉子,
[00:03:57.360 --> 00:04:03.520]  往叉子往罐裡,或頂裡,或釜裡,或鍋裡一插,
[00:04:03.520 --> 00:04:07.200]  插上來的肉,祭司都取了去。
[00:04:07.200 --> 00:04:12.720]  凡想到是羅的以色列人,他們都是這樣看待。
[00:04:12.720 --> 00:04:15.440]  又在未消之油以前,
[00:04:15.440 --> 00:04:19.200]  祭司的僕人就來對獻祭的人說,
[00:04:19.200 --> 00:04:22.480]  將肉給祭司,叫他烤吧,
[00:04:22.480 --> 00:04:26.400]  他不要煮過的,要生的。
[00:04:26.400 --> 00:04:30.400]  獻祭的人若說,必須先消之油,
[00:04:30.400 --> 00:04:33.200]  然後你可以隨意取肉。
[00:04:33.200 --> 00:04:37.920]  僕人就說,你立志給我,不然我便搶去。
[00:04:37.920 --> 00:04:43.600]  如此,這以少年人的罪在耶和華面前甚重了,
[00:04:43.600 --> 00:04:47.520]  因為他們藐視耶和華的祭物。」
[00:04:47.520 --> 00:04:51.200]  在聖經上,如果我們記得上一次
[00:04:51.200 --> 00:04:54.160]  陳牧師去分享第一章的時候
[00:04:54.160 --> 00:04:57.760]  有一個角色就是當時的大祭司,
[00:04:57.760 --> 00:05:00.480]  當時的大祭司叫做以利。
[00:05:00.480 --> 00:05:05.040]  以利是以色列文裡面當時一個很重要的人物,
[00:05:05.040 --> 00:05:08.240]  他是帶領以色列人四十年,
[00:05:08.240 --> 00:05:11.360]  是一個被人尊敬的事司,
[00:05:11.360 --> 00:05:15.760]  也是代表神事立在以色列面前的人,
[00:05:15.760 --> 00:05:20.480]  他也是一個相信神,並且遵守神的話的人。
[00:05:20.480 --> 00:05:23.760]  但當我們看完聖經的時候,我們發現他的兩個兒子
[00:05:23.760 --> 00:05:27.280]  和爸爸差不多,簡直是相反。
[00:05:27.280 --> 00:05:30.000]  聖經怎麼說這兩個人呢?
[00:05:30.000 --> 00:05:32.080]  聖經一開始告訴我們,
[00:05:32.080 --> 00:05:35.680]  他們這兩個兒子是惡人,
[00:05:35.680 --> 00:05:37.680]  他們做了什麼惡事呢?
[00:05:37.680 --> 00:05:41.040]  就是原來當人們獻祭的時候,
[00:05:41.040 --> 00:05:45.120]  這些祭司的僕人就會來了,拿著一個叉,
[00:05:45.120 --> 00:05:49.040]  當一些人獻祭的時候,他們就會拿著叉叉下去,
[00:05:49.040 --> 00:05:53.440]  叉了上來的肉,祭司就會自己拿走了。
[00:05:53.440 --> 00:05:58.080]  聖經告訴我們凡是上來獻祭的人都是這樣對待的,
[00:05:58.080 --> 00:06:03.040]  還有那些肉在獻祭的時候,應該先燒了脂油,
[00:06:03.040 --> 00:06:05.040]  然後才把肉給祭司的。
[00:06:05.040 --> 00:06:09.840]  但是在燒脂油之前,他已經說了,
[00:06:09.840 --> 00:06:16.800]  把肉給祭司,叫他烤吧,他不要煮過的,要生的。
[00:06:16.800 --> 00:06:20.640]  我們都知道其實脂油是挺好吃的,
[00:06:20.640 --> 00:06:23.760]  如果今天有時候我們去吃日本牛肉,
[00:06:23.760 --> 00:06:28.000]  我們都喜歡那些A號的,
[00:06:28.000 --> 00:06:30.400]  當然我們知道的,昨天我講到的時候有些人說,
[00:06:30.400 --> 00:06:32.400]  現在不要吃這些了,梁牧師,
[00:06:32.400 --> 00:06:35.280]  尤其是你,你不要吃那麼多脂油了。
[00:06:35.280 --> 00:06:38.800]  但是脂油是很美味的,
[00:06:38.800 --> 00:06:44.400]  但是我們想看一件事,就是究竟那些祭司當他們這樣做的時候,
[00:06:44.400 --> 00:06:48.000]  當他們那些肉,別人獻祭他們就叉,
[00:06:48.000 --> 00:06:52.160]  甚至他們說那些肉不要煮了,留給祭司煮,
[00:06:52.160 --> 00:06:54.880]  問題在哪裡呢?
[00:06:54.880 --> 00:06:58.640]  因為原來在利未記七章三十一節,
[00:06:58.640 --> 00:07:05.520]  神很清楚講了以色列人獻平安祭的規矩是什麼。
[00:07:05.520 --> 00:07:09.760]  他們說祭司要把那些脂油在壇上焚燒,
[00:07:09.760 --> 00:07:11.760]  因為脂油是屬於神的,
[00:07:11.760 --> 00:07:14.800]  然後那些脂油燒了之後,
[00:07:14.800 --> 00:07:19.520]  那些胸肉才歸阿倫和他的子孫,
[00:07:19.520 --> 00:07:25.680]  就是說按照神的定例,脂油是屬於耶和華的,
[00:07:25.680 --> 00:07:29.920]  那些胸肉才歸阿倫和他的子孫,
[00:07:29.920 --> 00:07:34.400]  但是祭司想把這些上好的脂油,
[00:07:34.400 --> 00:07:35.920]  舉為己有,
[00:07:35.920 --> 00:07:40.320]  所以煮肉的時候,趁那些脂油還在的時候,
[00:07:40.320 --> 00:07:42.640]  拿一隻叉叉的那些肉上來,
[00:07:42.640 --> 00:07:46.000]  甚至那些肉還沒煮,那些祭司就說什麼?
[00:07:46.000 --> 00:07:49.280]  不要煮了,你現在就把整塊肉給祭司吧,
[00:07:49.280 --> 00:07:52.640]  因為祭司要生的,
[00:07:52.640 --> 00:07:55.680]  所以就把那些脂油一起拿了。
[00:07:55.680 --> 00:07:58.480]  如果有人跟祭司說,
[00:07:58.480 --> 00:08:02.320]  不行,要先把脂油燒了,他們會怎樣呢?
[00:08:02.320 --> 00:08:06.320]  你現在就給我吧,不然我就把整塊肉搶了。
[00:08:06.320 --> 00:08:10.160]  當那些祭司這樣做的時候,問題在哪裡呢?
[00:08:10.160 --> 00:08:14.160]  他們偷竊了屬於神的東西,
[00:08:14.160 --> 00:08:17.280]  脂油是屬於神的,但是他們拿了。
[00:08:17.280 --> 00:08:21.360]  另外一方面,他們藐視神的律法,
[00:08:21.360 --> 00:08:24.880]  神很清楚告訴以色列人聽見平安祭,
[00:08:24.880 --> 00:08:27.360]  是脂油是燒給耶和華,
[00:08:27.360 --> 00:08:29.440]  然後那些肉祭司可以拿,
[00:08:29.440 --> 00:08:32.720]  所以那些人說,不要啊,你先讓我燒了脂油,
[00:08:32.720 --> 00:08:34.960]  你先燒了脂油,其他的肉給你吧,
[00:08:34.960 --> 00:08:36.400]  但是那些祭司就說什麼?
[00:08:36.400 --> 00:08:38.640]  你現在就給我吧,不然我就把整塊肉搶了。
[00:08:38.640 --> 00:08:42.000]  所以聖經最後說什麼?
[00:08:42.000 --> 00:08:48.480]  「這二人的罪在耶和華面前甚重。」
[00:08:48.480 --> 00:08:52.240]  因為他們偷竊了屬於神的東西,
[00:08:52.240 --> 00:08:56.240]  以及他們藐視神的律法。
[00:08:56.240 --> 00:08:59.200]  今天我們有沒有以神為神呢?
[00:08:59.200 --> 00:09:01.680]  今天我們當神是誰呢?
[00:09:01.680 --> 00:09:04.560]  可能當我們反省我們自己的生命的時候,
[00:09:04.560 --> 00:09:06.320]  我們都問自己一個問題,
[00:09:06.320 --> 00:09:09.920]  我們的生命有沒有以神為神呢?
[00:09:09.920 --> 00:09:12.640]  而當我們去問這個問題的時候,
[00:09:12.640 --> 00:09:16.080]  可能我們首先問自己一個問題,
[00:09:16.080 --> 00:09:20.880]  就是我們有沒有遵守聖經有關奉獻的教導呢?
[00:09:20.880 --> 00:09:23.440]  我們有沒有十一奉獻呢?
[00:09:23.440 --> 00:09:25.280]  其實十一奉獻只是一個指標,
[00:09:25.280 --> 00:09:27.280]  就是我們知道神是怎樣,
[00:09:27.280 --> 00:09:30.160]  說我們要作金錢的好管家。
[00:09:30.160 --> 00:09:34.960]  我們有沒有偷了屬於神的東西呢?
[00:09:34.960 --> 00:09:38.240]  其實我們奉獻的意義是什麼呢?
[00:09:38.240 --> 00:09:42.320]  我們的奉獻是因為我們說萬物都是神所賜。
[00:09:42.320 --> 00:09:45.200]  我們奉獻是因為萬物都是神所賜,
[00:09:45.200 --> 00:09:47.840]  並且祂是掌管一切的神,
[00:09:47.840 --> 00:09:52.880]  我們所有的東西是我們領受從神而來的恩典。
[00:09:52.880 --> 00:09:57.760]  所以奉獻其實是我們對神的公認,
[00:09:57.760 --> 00:10:00.800]  以及對神的愛的一個回應。
