
[00:00:00.000 --> 00:00:01.600]  請大家一同起立
[00:00:01.600 --> 00:00:04.220]  我們獻上祈禱
[00:00:04.220 --> 00:00:08.540]  慈悲的天父
[00:00:08.540 --> 00:00:12.380]  我們在此誠心聚集
[00:00:12.380 --> 00:00:14.060]  一同敬拜
[00:00:14.060 --> 00:00:15.540]  讚美
[00:00:15.540 --> 00:00:17.540]  歌頌祢的聖名
[00:00:17.540 --> 00:00:19.120]  我們感謝祢
[00:00:19.120 --> 00:00:21.500]  因為祢是那位信實的主
[00:00:21.500 --> 00:00:24.540]  祢的慈愛直到永遠
[00:00:24.540 --> 00:00:27.860]  祢的信實直到萬代
[00:00:28.420 --> 00:00:32.580]  我們想到我們人的生命何等的短暫
[00:00:32.580 --> 00:00:35.000]  我們在世上的日子
[00:00:35.000 --> 00:00:39.140]  時間何等的短促
[00:00:39.140 --> 00:00:41.760]  但我們感謝我們的上帝
[00:00:41.760 --> 00:00:43.700]  祢每一天
[00:00:43.700 --> 00:00:46.640]  每早晨都賜下新的恩惠
[00:00:46.640 --> 00:00:47.900]  我們更加感謝祢
[00:00:47.900 --> 00:00:51.660]  祢是從耿骨一直到永遠
[00:00:51.660 --> 00:00:54.260]  都是作我們的居所
[00:00:54.260 --> 00:00:56.260]  是我們的上帝
[00:00:56.260 --> 00:00:59.220]  我們想到我們能夠依靠祢
[00:00:59.220 --> 00:01:01.220]  不但今生無福
[00:01:01.220 --> 00:01:04.100]  我們能夠直到永遠
[00:01:04.100 --> 00:01:06.100]  在祢的任避底下
[00:01:06.100 --> 00:01:09.820]  在祢的慈愛和誠實底下
[00:01:09.820 --> 00:01:12.420]  供應我們人生所需
[00:01:12.420 --> 00:01:14.840]  無論在逆境與順境
[00:01:14.840 --> 00:01:17.020]  主眼祢仍然不變
[00:01:17.020 --> 00:01:21.780]  祢的慈愛和誠實成為我們的力量
[00:01:21.780 --> 00:01:24.980]  所以我們來到祢的面前
[00:01:24.980 --> 00:01:32.500]  來將榮耀、權柄、豐富、智慧、能力
[00:01:32.500 --> 00:01:38.340]  尊貴、榮耀、重責都歸給祢
[00:01:38.340 --> 00:01:41.380]  主眼祢配受一切敬拜
[00:01:41.380 --> 00:01:45.500]  我們的主耶穌基督是各位曾被殺的羔羊
[00:01:45.500 --> 00:01:47.820]  已經復活得性
[00:01:47.820 --> 00:01:51.060]  賜給我們有永恆的盼望
[00:01:51.060 --> 00:01:55.460]  主今天我們在聖餐的主日
[00:01:55.460 --> 00:01:57.140]  紀念我們的主
[00:01:57.140 --> 00:01:59.700]  一同來守節
[00:01:59.700 --> 00:02:02.860]  同時也領受祢的話
[00:02:02.860 --> 00:02:06.220]  藉著聖靈保衛師兄心中的動功
[00:02:06.220 --> 00:02:08.700]  叫我們進入祢的真理
[00:02:08.700 --> 00:02:11.500]  來明白主祢的心意
[00:02:11.500 --> 00:02:13.500]  加我們力量
[00:02:13.500 --> 00:02:16.900]  以致我們能夠在這個世上
[00:02:16.900 --> 00:02:19.940]  繼續為祢作見證
[00:02:19.940 --> 00:02:21.260]  如師哥所說
[00:02:21.260 --> 00:02:22.700]  建立祢的教會
[00:02:22.700 --> 00:02:24.460]  就是我們每一個人
[00:02:24.460 --> 00:02:26.940]  叫我們同心合意在地上
[00:02:26.940 --> 00:02:32.980]  繼續守望、禱告、侍奉
[00:02:32.980 --> 00:02:35.060]  經歷主的恩典
[00:02:35.060 --> 00:02:37.380]  同樣傳揚祢的作為
[00:02:37.380 --> 00:02:38.860]  醫治這個地
[00:02:38.860 --> 00:02:43.500]  因為今天我們看到地上充滿罪惡
[00:02:43.500 --> 00:02:48.580]  充滿不安、疾病、痛苦、患難
[00:02:48.580 --> 00:02:53.060]  但主祢有奇妙的旨意和計劃
[00:02:53.060 --> 00:02:55.100]  願祢的旨意成全
[00:02:55.100 --> 00:02:59.220]  願祢在末後這個末世的日子
[00:02:59.220 --> 00:03:04.180]  更加顯出神祢救恩的寶貴
[00:03:04.180 --> 00:03:06.420]  讓我們這群投靠祢的人
[00:03:06.420 --> 00:03:07.780]  都能蒙恩
[00:03:07.780 --> 00:03:09.940]  我們這樣誠心仰賴主
[00:03:09.940 --> 00:03:11.860]  求主隨聽我們禱告
[00:03:11.860 --> 00:03:14.180]  幫助那些有軟弱的肢體
[00:03:14.180 --> 00:03:20.820]  扶持那些在傷心的情況的弟兄姊妹
[00:03:20.820 --> 00:03:23.140]  特別有家人死傷
[00:03:23.140 --> 00:03:25.820]  也都求祢致敬安慰
[00:03:25.820 --> 00:03:29.100]  我們為著我們的老姊妹
[00:03:29.100 --> 00:03:30.340]  Mei Chin
[00:03:30.340 --> 00:03:32.180]  陳珠映薇姊妹
[00:03:32.180 --> 00:03:35.860]  她在上個主日已經安息
[00:03:35.860 --> 00:03:37.980]  歸到你的懷中
[00:03:37.980 --> 00:03:44.340]  來得蒙你的收納同在直到永遠
[00:03:44.340 --> 00:03:46.620]  得著你永生的賞賜
[00:03:46.620 --> 00:03:49.940]  與所有屬主的人做一次同罪
[00:03:49.940 --> 00:03:51.980]  主讓我們為著她的生命
[00:03:51.980 --> 00:03:53.060]  祢的保守
[00:03:53.060 --> 00:03:54.820]  我們獻上感謝
[00:03:54.820 --> 00:03:58.140]  也都求祢親自安慰他們的家人
[00:03:58.140 --> 00:03:59.620]  讓他們未信主的家人
[00:03:59.620 --> 00:04:02.460]  都能夠好像他們的父母一樣
[00:04:02.460 --> 00:04:05.700]  他們兩位長者一樣
[00:04:05.700 --> 00:04:08.100]  能夠得著祢的平安
[00:04:08.100 --> 00:04:09.820]  得著祢的救恩
[00:04:09.820 --> 00:04:11.100]  得著永生
[00:04:11.100 --> 00:04:14.180]  我們懇求主感激到施恩眷顧
[00:04:14.180 --> 00:04:17.380]  保守我們每一位誠心尋求主的
[00:04:17.380 --> 00:04:19.820]  也都能夠在祢的面前
[00:04:19.820 --> 00:04:22.180]  得蒙主祢自己的憐恤
[00:04:22.180 --> 00:04:23.420]  蒙祢的恩惠
[00:04:23.420 --> 00:04:25.220]  我們誠心感恩
[00:04:25.220 --> 00:04:26.260]  祈禱交託
[00:04:26.260 --> 00:04:27.980]  奉耶穌基督的名
[00:04:27.980 --> 00:04:28.860]  阿門
[00:04:28.860 --> 00:04:30.460]  我們用主通文結束
[00:04:30.460 --> 00:04:32.300]  我們在天上的父
[00:04:32.300 --> 00:04:35.340]  願人都尊祢的名為聖
[00:04:35.340 --> 00:04:37.420]  願祢的國光臨
[00:04:37.420 --> 00:04:40.340]  願祢的旨意行在地上
[00:04:40.340 --> 00:04:42.740]  如同行在天上
[00:04:42.740 --> 00:04:44.860]  我們日用的飲食
