
[00:00:00.000 --> 00:00:01.720]  各位電影節目你們好
[00:00:01.720 --> 00:00:04.440]  我今天很開心跟大家分享
[00:00:04.440 --> 00:00:05.880]  但可能大家不是很開心
[00:00:05.880 --> 00:00:07.520]  今天聽我講到
[00:00:07.520 --> 00:00:10.920]  今天在香港是母親節
[00:00:10.920 --> 00:00:12.400]  我已經說了
[00:00:12.400 --> 00:00:14.200]  來了英國的婦女
[00:00:14.200 --> 00:00:16.040]  你們真的特別尊貴
[00:00:16.040 --> 00:00:18.360]  因為你們有兩個母親節要過
[00:00:18.360 --> 00:00:20.400]  英國的母親節不是今天
[00:00:20.400 --> 00:00:21.680]  是3月
[00:00:21.680 --> 00:00:23.280]  所以一定要和你們慶祝
[00:00:23.280 --> 00:00:25.360]  我們要日香隨俗
[00:00:25.360 --> 00:00:27.080]  但今天可不可以不慶祝呢
[00:00:27.080 --> 00:00:28.160]  是不可以的
[00:00:28.160 --> 00:00:30.040]  因為你會說這麼忘本
[00:00:30.040 --> 00:00:32.560]  我們香港是母親節
[00:00:32.560 --> 00:00:34.080]  我都提醒青少年
[00:00:34.080 --> 00:00:35.400]  我有個青少年的聚會
[00:00:35.400 --> 00:00:36.760]  都叫他們一定要
[00:00:36.760 --> 00:00:38.880]  今天特別要做一點事
[00:00:38.880 --> 00:00:40.240]  就是去給媽媽
[00:00:40.240 --> 00:00:42.280]  讓媽媽可以開心一點
[00:00:42.280 --> 00:00:43.760]  所以都鼓勵
[00:00:43.760 --> 00:00:47.080]  今天在我們當中參加聚會的
[00:00:47.080 --> 00:00:48.240]  如果你的配偶
[00:00:48.240 --> 00:00:49.720]  即是你太太在你身邊
[00:00:49.720 --> 00:00:52.640]  你很小聲跟她說
[00:00:52.640 --> 00:00:53.560]  母親節快樂
[00:00:53.560 --> 00:00:54.640]  我多謝你
[00:00:54.640 --> 00:00:56.280]  沒有你我都沒有今天
[00:00:56.280 --> 00:00:58.720]  真的要說的
[00:00:58.720 --> 00:01:03.920]  我原本是想說母親節的課題
[00:01:03.920 --> 00:01:07.320]  我講一篇道德叫做
[00:01:07.320 --> 00:01:09.680]  「偉人母親的條件」
[00:01:09.680 --> 00:01:12.760]  但牧師跟我說
[00:01:12.760 --> 00:01:13.920]  梁牧師
[00:01:13.920 --> 00:01:16.000]  你下次來我們教會
[00:01:16.000 --> 00:01:18.720]  講奉獻的道理
[00:01:18.720 --> 00:01:19.400]  OK
[00:01:19.400 --> 00:01:20.040]  他叫我講
[00:01:20.040 --> 00:01:21.120]  我說沒問題的
[00:01:21.120 --> 00:01:24.040]  那時候教會都是叫我講奉獻的道理
[00:01:24.040 --> 00:01:25.200]  我都問一些牧者
[00:01:25.200 --> 00:01:26.280]  我不是問羅牧師
[00:01:26.280 --> 00:01:27.040]  我問其他牧者
[00:01:27.040 --> 00:01:27.840]  為什麼?
[00:01:27.840 --> 00:01:28.600]  我說不是
[00:01:28.600 --> 00:01:29.880]  因為你們是講員
[00:01:29.880 --> 00:01:31.920]  你講完就講完
[00:01:31.920 --> 00:01:33.760]  這裡主要是你說
[00:01:33.760 --> 00:01:35.000]  我是沒問題的
[00:01:35.000 --> 00:01:37.360]  所以我就照樣講
[00:01:37.360 --> 00:01:43.800]  今天我會用一個馬戲班的故事作為開始
[00:01:43.800 --> 00:01:46.280]  也用一個馬戲班的故事
[00:01:46.280 --> 00:01:49.040]  作為今天講道的結束
[00:01:49.040 --> 00:01:50.360]  在這個馬戲班裡面
[00:01:50.360 --> 00:01:51.560]  有一個節目
[00:01:51.560 --> 00:01:52.440]  有一個大力士
[00:01:52.440 --> 00:01:53.800]  很厲害的
[00:01:53.800 --> 00:01:55.920]  他說
[00:01:55.920 --> 00:01:58.640]  有一個很厲害的西柚
[00:01:58.640 --> 00:02:00.280]  然後叫人拿一個瓶子來
[00:02:00.280 --> 00:02:01.560]  我拿
[00:02:01.560 --> 00:02:03.560]  我拿西柚
[00:02:03.560 --> 00:02:06.320]  西柚拿了之後
[00:02:06.320 --> 00:02:08.600]  真的滴了很多汁出來
[00:02:08.600 --> 00:02:11.600]  這個被我拿乾了
[00:02:11.600 --> 00:02:14.480]  有誰可以出來
[00:02:14.480 --> 00:02:15.720]  再拿
[00:02:15.720 --> 00:02:17.360]  拿到汁出來
[00:02:17.360 --> 00:02:18.880]  我們馬戲班
[00:02:18.880 --> 00:02:20.920]  是會有獎賞給他的
[00:02:20.920 --> 00:02:22.280]  年輕人出去
[00:02:22.280 --> 00:02:24.840]  不斷捏
[00:02:24.840 --> 00:02:26.320]  都沒有
