
[00:00:00.000 --> 00:00:05.840]  這個地方其實和現代很多的都市都很相似
[00:00:05.840 --> 00:00:07.600]  in what sense?
[00:00:07.600 --> 00:00:14.480]  這個地方是一個money, sex and power的地方
[00:00:14.480 --> 00:00:16.640]  因為它有貿易,它有很多錢
[00:00:16.640 --> 00:00:19.200]  因為它有貿易,有很多人
[00:00:19.200 --> 00:00:23.040]  因為它有很多男人,所以它有很多女人
[00:00:23.040 --> 00:00:25.840]  因為這個地方很開放
[00:00:25.840 --> 00:00:28.800]  很多東西、文化全都在那裡
[00:00:28.800 --> 00:00:30.320]  所以是一個很自由的地方
[00:00:30.320 --> 00:00:34.000]  所以很有趣的,你發覺盡管當時有很多的逼迫
[00:00:34.000 --> 00:00:35.760]  例如接受來交的逼迫
[00:00:35.760 --> 00:00:37.360]  去到哥倫多就沒什麼逼迫
[00:00:37.360 --> 00:00:39.200]  因為可能它夠自由
[00:00:39.200 --> 00:00:42.320]  什麼人都有,什麼文化都有在那裡
[00:00:42.320 --> 00:00:45.120]  而且金錢、情慾、地位是很重要
[00:00:45.120 --> 00:00:48.640]  哥倫多是一個怎樣的城市呢?
[00:00:48.640 --> 00:00:52.640]  是一個人人人去到那裡就想辦法去發財
[00:00:52.640 --> 00:00:54.960]  想辦法去上位的地方
[00:00:54.960 --> 00:01:00.720]  你記住這件事,這對我們怎樣讀哥倫多前書是沒有幫助的
[00:01:00.720 --> 00:01:03.920]  我想你看這個video
[00:01:03.920 --> 00:01:09.360]  哥倫多前書,這封信是保羅式的一個很熟悉的教育群體
[00:01:09.360 --> 00:01:12.480]  哥倫多是在古代世界裡主要的港口城市
[00:01:12.480 --> 00:01:14.880]  也有超多的伊甸羅馬神廟
[00:01:14.880 --> 00:01:17.040]  它是一個超龐大的金融中心
[00:01:17.040 --> 00:01:20.080]  所以保羅策略性地來到這裡做宣教
[00:01:20.080 --> 00:01:22.720]  他花了一年半的時間在這裡認識一些本地人
[00:01:22.720 --> 00:01:24.240]  跟他們談關於這件事
[00:01:24.240 --> 00:01:26.560]  最後一大群成為了耶穌的「靈」
[00:01:26.560 --> 00:01:29.040]  他們形成了一大群教會群體
[00:01:29.040 --> 00:01:32.000]  你可以在使徒專輯第18章看回這些
[00:01:32.000 --> 00:01:35.600]  過了一段時間,保羅去了其他城市建立教會
[00:01:35.600 --> 00:01:40.080]  他開始收到一些小報告說在哥倫多的教會不太順利
[00:01:40.080 --> 00:01:43.280]  擺在他面前就是不同問題組成的大災難
[00:01:43.280 --> 00:01:45.360]  這就是為什麼他要寫這封信
[00:01:45.360 --> 00:01:47.520]  他可以分成五個主要的部分
[00:01:47.520 --> 00:01:49.760]  還有另加一個最終捷徑
[00:01:49.760 --> 00:01:53.600]  另外的部分就相應保羅五個主要的處理問題
[00:01:53.600 --> 00:01:56.880]  這封信看上去就像藏在腦袋底下的流文
[00:01:56.880 --> 00:01:58.000]  講述不同的話題
[00:01:58.000 --> 00:02:01.520]  但還有一些核心概念將整本書聯合起來
[00:02:01.520 --> 00:02:03.680]  這就是他每一段講的文論
[00:02:03.680 --> 00:02:05.120]  他首先形容了文題
[00:02:05.120 --> 00:02:09.200]  但之後他經常用福音其中的故事來回答他們的問題
[00:02:09.200 --> 00:02:11.680]  福音的字典解釋就是很小小的解釋
[00:02:11.680 --> 00:02:13.920]  也就是說關於耶穌的起信
[00:02:13.920 --> 00:02:18.160]  他展示到其實他根本沒有跟他們說自己信的生活
[00:02:18.160 --> 00:02:21.280]  所以這封信是學怎樣在生命的各方面
[00:02:21.280 --> 00:02:24.480]  也是用了福音的眼光來想的
[00:02:24.480 --> 00:02:27.920]  我不知道大家有沒有看過這一類的影片
[00:02:27.920 --> 00:02:31.200]  這個你在網上YouTube可以找到
[00:02:31.200 --> 00:02:32.800]  叫做The Bible Project
[00:02:32.800 --> 00:02:34.080]  是用英文的
[00:02:34.080 --> 00:02:37.440]  有人將它砌了廣東話
[00:02:37.440 --> 00:02:38.880]  國語也有的
[00:02:38.880 --> 00:02:43.200]  我和香港的大英姊妹叫他們千萬不要自己看
[00:02:43.200 --> 00:02:44.240]  為什麼呢?
[00:02:44.240 --> 00:02:45.360]  因為如果你
[00:02:45.360 --> 00:02:47.680]  我只是展示你一點點而已
[00:02:47.680 --> 00:02:49.200]  如果你從頭到尾看完
[00:02:49.200 --> 00:02:52.320]  可能每一本書七八分鐘
[00:02:52.320 --> 00:02:54.720]  通常九成都是好東西
[00:02:54.720 --> 00:02:57.680]  但有一成是不太好的
[00:02:57.680 --> 00:02:59.920]  所謂不太好的就是他曲解了你
[00:02:59.920 --> 00:03:02.240]  他誤導了你一些東西
[00:03:02.240 --> 00:03:05.840]  但問題就是你不知道那一成在哪裡
[00:03:05.840 --> 00:03:06.800]  你明白嗎?
[00:03:06.800 --> 00:03:07.760]  如果我告訴你
[00:03:07.760 --> 00:03:09.520]  那一成每次都是最後的一成
[00:03:09.520 --> 00:03:11.840]  那你就砍掉最後的十個百分比就可以了
[00:03:11.840 --> 00:03:13.760]  但是你不知道的時候
[00:03:13.760 --> 00:03:14.960]  你最後聽了很多
[00:03:14.960 --> 00:03:15.920]  哇,好好好
[00:03:15.920 --> 00:03:17.040]  然後他誤導了你
[00:03:17.040 --> 00:03:18.000]  你也不知道
[00:03:18.000 --> 00:03:20.320]  尤其是舊約的東西是很有趣的
[00:03:20.320 --> 00:03:22.880]  我曾經和大英姊妹做過一個實驗
[00:03:22.880 --> 00:03:24.640]  一起看《路德記》
[00:03:24.640 --> 00:03:27.600]  我說前面九成都講得很好
[00:03:27.600 --> 00:03:29.040]  但一去到最後十個百分比
[00:03:29.040 --> 00:03:34.000]  就帶你遊花園去錯了地方了
[00:03:34.000 --> 00:03:35.360]  所以這個Bible Project
[00:03:35.360 --> 00:03:37.840]  因為所有的這種Bible Project
[00:03:37.840 --> 00:03:39.680]  它不只是跟你講資訊
[00:03:39.680 --> 00:03:41.440]  它不只是給你一些資料
[00:03:41.440 --> 00:03:45.360]  其實它綜合了很多神學家所寫的東西
[00:03:45.360 --> 00:03:50.560]  它好的地方就是它真的做了很多很嚴謹的神學的研究
[00:03:50.560 --> 00:03:53.840]  然後就告訴你這個架構是怎樣
[00:03:53.840 --> 00:03:55.680]  不好的地方就是
[00:03:55.680 --> 00:04:01.360]  它是某一個神學家或者這個作者本身的一個眼光
[00:04:01.360 --> 00:04:04.000]  而這個眼光可以正確
[00:04:04.000 --> 00:04:05.600]  也未必完全正確
[00:04:05.600 --> 00:04:06.880]  所以我就說
[00:04:06.880 --> 00:04:09.120]  你有空有興趣可以看看
[00:04:09.120 --> 00:04:11.440]  不過你看的時候記得找我
[00:04:11.440 --> 00:04:12.720]  我告訴你
[00:04:12.720 --> 00:04:16.320]  我覺得有哪個地方可能歪了一點
[00:04:16.320 --> 00:04:17.520]  所以我只是給你看
[00:04:17.520 --> 00:04:19.680]  這些純粹是資訊而已
[00:04:19.680 --> 00:04:21.360]  但是你看到它
[00:04:21.360 --> 00:04:22.720]  我很喜歡它講的一件事
