
[00:00:00.000 --> 00:00:02.000]  今日是復活節
[00:00:02.000 --> 00:00:05.940]  其實在復活節講崇拜呢
[00:00:05.940 --> 00:00:08.620]  如果要怎麼說呢
[00:00:08.620 --> 00:00:10.900]  要馬虎一點啦,真的很容易搞的
[00:00:10.900 --> 00:00:14.680]  就找一些福音書的經文講耶穌從死到復活
[00:00:14.680 --> 00:00:16.580]  那就真的最貼題的
[00:00:16.580 --> 00:00:18.060]  但是我又會覺得
[00:00:18.060 --> 00:00:19.660]  也都真的很有機會呢
[00:00:19.660 --> 00:00:21.040]  對於外地的姐妹們來說
[00:00:21.040 --> 00:00:23.960]  生命裏面聽過一次兩次又很多次
[00:00:23.960 --> 00:00:25.820]  大概都差不多這樣
[00:00:25.820 --> 00:00:27.820]  在禱告裏面呢
[00:00:27.820 --> 00:00:29.820]  有一個感動就覺得
[00:00:30.980 --> 00:00:31.480]  其實
[00:00:31.480 --> 00:00:33.360]  當我們講耶穌是救主
[00:00:33.360 --> 00:00:35.380]  當我們剛才唱詩都在講
[00:00:35.380 --> 00:00:37.100]  單單只靠耶穌補血
[00:00:37.100 --> 00:00:38.720]  各樣的事情的時候呢
[00:00:38.720 --> 00:00:39.940]  其實這些事情呢
[00:00:39.940 --> 00:00:43.140]  為什麼在我們一群信耶穌的人來說那麼有意義呢
[00:00:43.140 --> 00:00:47.160]  因為其實有一個很濃厚的猶太的背景
[00:00:47.160 --> 00:00:48.360]  就是昔日呢
[00:00:48.360 --> 00:00:49.540]  你要明白一件事
[00:00:49.540 --> 00:00:50.760]  我們基督教呢
[00:00:50.760 --> 00:00:52.780]  是有一些根源
[00:00:52.780 --> 00:00:54.480]  根源是來自猶太教的
[00:00:54.480 --> 00:00:57.060]  最重要的大分別是因為
[00:00:57.060 --> 00:00:59.760]  我們已經知道尼塞亞尼了
[00:01:00.020 --> 00:01:01.080]  尼塞亞就是誰呢
[00:01:01.080 --> 00:01:02.480]  耶穌
[00:01:02.480 --> 00:01:04.920]  他們就覺得尼塞亞來了沒有呢
[00:01:04.920 --> 00:01:06.020]  還沒有
[00:01:06.020 --> 00:01:06.980]  他們覺得還沒有
[00:01:06.980 --> 00:01:08.460]  所以到如今的猶太人呢
[00:01:08.460 --> 00:01:09.780]  還在等他的尼塞亞
[00:01:09.780 --> 00:01:13.320]  但是當然你見到他們不要在那裏笑他們
[00:01:13.320 --> 00:01:15.100]  等吧你,我等到了
[00:01:15.100 --> 00:01:16.320]  這樣就很壞了
[00:01:16.320 --> 00:01:17.000]  你明白嗎
[00:01:17.000 --> 00:01:18.720]  就是很沒禮貌的
[00:01:18.720 --> 00:01:21.660]  他們仍然很在虔誠當中等候著
[00:01:21.660 --> 00:01:23.560]  但是我們就知道一件事
[00:01:23.560 --> 00:01:24.860]  等了很久的那個
[00:01:24.860 --> 00:01:26.020]  在兩千年前
[00:01:26.020 --> 00:01:26.980]  已經來了
[00:01:26.980 --> 00:01:27.580]  就是耶穌
[00:01:27.580 --> 00:01:29.460]  但是有什麼特別呢
[00:01:29.780 --> 00:01:30.960]  所以因為這樣的背景
[00:01:30.960 --> 00:01:32.620]  因為我們都是近親來的
[00:01:32.620 --> 00:01:36.500]  因為他們的聖經就是我們舊約來的
[00:01:36.500 --> 00:01:37.180]  行不行呢
[00:01:37.180 --> 00:01:38.560]  我們看的舊約就是他們的聖經來的
[00:01:38.560 --> 00:01:40.200]  我們多了他們的就是新約
[00:01:40.200 --> 00:01:41.500]  因為他們不接受耶穌嘛
