
[00:00:00.000 --> 00:00:02.320]  事實上在人生裏到某個時段
[00:00:02.320 --> 00:00:06.320]  有些事情是要畫上句號的
[00:00:06.320 --> 00:00:08.600]  我在過去裏面有些很愉悅的事
[00:00:08.600 --> 00:00:10.360]  抓住不放
[00:00:10.360 --> 00:00:12.320]  又或者有些很傷痛的事
[00:00:12.320 --> 00:00:14.800]  很難去遺忘
[00:00:14.800 --> 00:00:16.840]  但當你走到某個階段的時候
[00:00:16.840 --> 00:00:19.480]  你都嘗試為這些事情畫一個句號
[00:00:19.480 --> 00:00:21.240]  免得它拖著你的腳
[00:00:21.240 --> 00:00:24.280]  因為今天才屬於你的
[00:00:24.280 --> 00:00:26.480]  今天才屬於你的
[00:00:26.480 --> 00:00:28.360]  第二就是很感謝我大大
[00:00:28.360 --> 00:00:32.360]  師母最近幫我掃了一本書
[00:00:32.360 --> 00:00:35.280]  《天堂與地獄》是我找了很久的書
[00:00:35.280 --> 00:00:38.200]  就是史維登堡在三百年前
[00:00:38.200 --> 00:00:40.640]  一個和牛頓齊名的科學家
[00:00:40.640 --> 00:00:42.600]  但他有一個很神秘的經歷之後
[00:00:42.600 --> 00:00:44.600]  他用了超過十年的時間
[00:00:44.600 --> 00:00:46.160]  去操練靈魂出竅
[00:00:46.160 --> 00:00:48.680]  連科學都不去研究了
[00:00:48.680 --> 00:00:51.720]  他之後寫了十八本書
[00:00:51.720 --> 00:00:53.400]  而這一本是最深
[00:00:53.400 --> 00:00:55.200]  也是最賣得的一本書
[00:00:55.200 --> 00:00:57.800]  所以很感謝我大大
[00:00:57.800 --> 00:01:00.840]  在書中其中有一個主題說到
[00:01:00.840 --> 00:01:02.560]  有很多人他從來沒有想過
[00:01:02.560 --> 00:01:05.600]  原來人死不是如燈滅
[00:01:05.600 --> 00:01:08.520]  死之後而死而有之的時候
[00:01:08.520 --> 00:01:11.760]  當天使告訴他
[00:01:11.760 --> 00:01:12.760]  你是死而有之
[00:01:12.760 --> 00:01:13.640]  你已經死了
[00:01:13.640 --> 00:01:15.880]  你的肉身已經在塵世上
[00:01:15.880 --> 00:01:17.360]  他很愕然很shock
[00:01:17.360 --> 00:01:17.960]  那怎麼辦呢?
[00:01:17.960 --> 00:01:19.920]  他要去嘗試去適應
[00:01:19.920 --> 00:01:21.160]  沒有一個身軀
[00:01:21.160 --> 00:01:22.000]  只剩下一個靈魂
[00:01:22.000 --> 00:01:25.200]  又未曾復活的這個居間狀態
[00:01:25.200 --> 00:01:26.000]  是怎樣呢?
[00:01:26.000 --> 00:01:27.640]  我們很難去理解的
[00:01:27.640 --> 00:01:29.920]  但是事實上這一類的人
[00:01:29.920 --> 00:01:32.880]  是很多是很多是很多
[00:01:32.880 --> 00:01:36.280]  講第二局了
[00:01:36.280 --> 00:01:39.240]  在耶穌特別講這個例子裡面
[00:01:39.240 --> 00:01:43.800]  之前就是因為那幫法利塞人
[00:01:43.800 --> 00:01:45.640]  嫌棄耶穌所講的話
[00:01:45.640 --> 00:01:46.800]  就是取笑耶穌
[00:01:46.800 --> 00:01:48.880]  你是一個窮夫子
[00:01:48.880 --> 00:01:50.560]  耶穌是一個夫子
[00:01:50.560 --> 00:01:51.880]  但是個個都嫌他窮
[00:01:51.880 --> 00:01:53.680]  因為法利塞人很有錢
[00:01:53.680 --> 00:01:57.000]  而且很懂得把握當時的際遇和機會
[00:01:57.000 --> 00:02:00.440]  有很多油水
[00:02:00.440 --> 00:02:06.200]  所以當耶穌責備他們貪愛錢財的時候
[00:02:06.200 --> 00:02:10.000]  那耶穌就被他們罵了一頓
[00:02:10.000 --> 00:02:11.960]  就是說你們是窮鬼
[00:02:11.960 --> 00:02:16.840]  那耶穌就講了這個財主與拉薩路的故事
[00:02:16.840 --> 00:02:19.120]  上兩次的分題
[00:02:19.120 --> 00:02:20.200]  我們重溫一次
[00:02:20.200 --> 00:02:24.080]  第一點就是講到人死不是如燈滅
[00:02:24.080 --> 00:02:27.920]  第二就是物以類聚 自然歸類
[00:02:27.920 --> 00:02:31.080]  你的心是真的喜愛光明的
[00:02:31.080 --> 00:02:34.400]  當有一天我們這個身軀要放下
[00:02:34.400 --> 00:02:35.680]  扭爛的時候
[00:02:35.680 --> 00:02:38.920]  你的生命的質地就很自然能夠近江
[00:02:38.920 --> 00:02:41.040]  但是當你是一個很討厭江
[00:02:41.040 --> 00:02:44.520]  喜歡鼠屎狗偷、偷偷摸摸
[00:02:44.520 --> 00:02:46.360]  喜歡陰暗的生活
[00:02:46.360 --> 00:02:48.200]  你死之後你又不喜歡江
[00:02:48.200 --> 00:02:50.800]  你又會遠離上帝
[00:02:50.800 --> 00:02:54.160]  而那個極有可能形成陰間
[00:02:54.160 --> 00:02:57.680]  現在這個居間狀態 陰間這個層次
[00:02:57.680 --> 00:03:01.160]  而陰間不是一個終點站
[00:03:01.160 --> 00:03:02.760]  流亡火湖才是
[00:03:02.760 --> 00:03:05.320]  所以陰間是一個過渡期
[00:03:05.320 --> 00:03:07.960]  第三 人死了之後仍然有知覺
[00:03:07.960 --> 00:03:11.280]  我們叫為價 有知識 有感情 有意志
[00:03:11.280 --> 00:03:13.680]  你仍然知道你是誰 仍然要感受的
[00:03:13.680 --> 00:03:18.520]  所以財主說叫阿伯拉罕
[00:03:18.520 --> 00:03:21.560]  打發拉薩路上去人間
[00:03:21.560 --> 00:03:22.800]  叫他五個兄弟不要下來
[00:03:22.800 --> 00:03:26.600]  因為這裡很苦 很痛苦
[00:03:26.600 --> 00:03:28.680]  他有一個價值評價
[00:03:28.680 --> 00:03:32.000]  就是陰間這一邊是很慘的
[00:03:32.000 --> 00:03:33.480]  叫他不要下來
[00:03:33.480 --> 00:03:37.640]  我們知道陰間財主這一邊是很慘的
[00:03:37.640 --> 00:03:40.040]  所以他是有知識 有感情 甚至有判斷
[00:03:40.040 --> 00:03:42.200]  並且可以發出一個建議
[00:03:42.200 --> 00:03:44.760]  給他的祖宗阿伯拉罕
[00:03:44.760 --> 00:03:46.680]  可以發出一個建議
[00:03:46.680 --> 00:03:49.880]  顯示人仍然死了之後是有違格
[00:03:49.880 --> 00:03:52.280]  第四 是有圍度
[00:03:52.280 --> 00:03:56.680]  圍度就是我們每個人都有一個小宇宙
[00:03:56.680 --> 00:03:58.720]  上次那班學生說甚麼
[00:03:58.720 --> 00:04:01.320]  阿基米德
[00:04:01.320 --> 00:04:02.400]  即是裡面都有一個點
[00:04:02.400 --> 00:04:04.240]  你這個點就會形成一個小宇宙
[00:04:04.240 --> 00:04:05.720]  在你的世界裡面
[00:04:05.720 --> 00:04:08.000]  凌駕實在太奇妙了
[00:04:08.000 --> 00:04:09.640]  我們仍然有一個圍度空間
[00:04:09.640 --> 00:04:12.040]  有上有下 有左右有
[00:04:12.040 --> 00:04:13.200]  凌駕裡面一樣有
[00:04:13.200 --> 00:04:15.280]  雖然沒有物質在承托著你
[00:04:15.280 --> 00:04:17.640]  你仍然有一個圍度的感覺
[00:04:17.640 --> 00:04:18.720]  並且很不幸
[00:04:18.720 --> 00:04:21.080]  第二件事就是沒有秘密的
[00:04:21.080 --> 00:04:23.520]  偷慣的人 作奸犯科的人
[00:04:23.520 --> 00:04:26.160]  喜歡在心裡面行詭詐的人
[00:04:26.160 --> 00:04:29.840]  喜歡想一些詭計 即是用陰謀的人
[00:04:29.840 --> 00:04:30.920]  死了之後
[00:04:30.920 --> 00:04:33.000]  當他以為那些人看不到他的陰謀
[00:04:33.000 --> 00:04:34.320]  那他就很慘了
[00:04:34.320 --> 00:04:36.160]  一動詭計的時候
[00:04:36.160 --> 00:04:37.960]  人家全部看穿他
[00:04:37.960 --> 00:04:40.280]  是沒有秘密的
[00:04:40.280 --> 00:04:42.480]  第五 就是上集最後一題
[00:04:42.480 --> 00:04:48.080]  德舊與貧賤富貴無關
[00:04:48.080 --> 00:04:49.040]  上天堂 下地獄
[00:04:49.040 --> 00:04:50.480]  不是因為你生前富貴
[00:04:50.480 --> 00:04:52.000]  所以死後悲哀
[00:04:52.000 --> 00:04:54.200]  生前悲哀就死後富貴
[00:04:54.200 --> 00:04:55.000]  絕對無關
[00:04:55.000 --> 00:04:56.920]  是在乎我們的心態
[00:04:56.920 --> 00:05:01.600]  好了 今天去到下集第幾個了
[00:05:01.600 --> 00:05:03.400]  先介紹一個人物
[00:05:03.400 --> 00:05:05.560]  林姐 林姐 林姐
[00:05:05.560 --> 00:05:07.080]  (嘟 嘟 嘟)
[00:05:07.080 --> 00:05:10.760]  對了
[00:05:10.760 --> 00:05:14.240]  黑客大學神經科的一個頂尖兒的教授
[00:05:14.240 --> 00:05:15.960]  他本身是一個醫生
