
[00:00:00.000 --> 00:00:03.000]  請接我們一起同心再祈禱
[00:00:30.000 --> 00:00:33.000]  永遠長存的基業
[00:00:33.000 --> 00:00:36.000]  因此叫人領受確實的盼望
[00:00:36.000 --> 00:00:39.000]  主今天我們帶著感謝的心
[00:00:39.000 --> 00:00:43.000]  來到再思想祢給我們生命的盼望
[00:00:43.000 --> 00:00:44.000]  求親愛的主
[00:00:44.000 --> 00:00:47.000]  祢透過祢自己聖經的說話
[00:00:47.000 --> 00:00:50.000]  祢給我們心中領受那份平安
[00:00:50.000 --> 00:00:55.000]  領受祢給我們那份不能被動搖的喜樂
[00:00:55.000 --> 00:01:01.000]  讓我們更加可以在世上歡喜快樂地跟隨祢
[00:01:01.000 --> 00:01:02.000]  求祢施恩
[00:01:02.000 --> 00:01:05.000]  引導我們這段一起讀聖經的時間
[00:01:05.000 --> 00:01:06.000]  我們仰望祈禱
[00:01:06.000 --> 00:01:09.000]  奉耶穌基督成名祈求
[00:01:09.000 --> 00:01:10.000]  阿們
[00:01:25.000 --> 00:01:30.000]  有些時候就想起我們日常生活的一些體驗
[00:01:30.000 --> 00:01:31.000]  就是有些時候
[00:01:31.000 --> 00:01:36.000]  當我們幾時以一些事情為我們的榮耀
[00:01:36.000 --> 00:01:41.000]  這些事情往往成為了我們快樂的原因
[00:01:41.000 --> 00:01:42.000]  就好像如果一個人
[00:01:42.000 --> 00:01:47.000]  當他以他的高薪厚職或者高職厚薪
[00:01:47.000 --> 00:01:52.000]  為他最重要的以此為榮的事情
[00:01:52.000 --> 00:01:55.000]  他能夠有好的工作、好的薪酬
[00:01:55.000 --> 00:01:56.000]  他會很快樂
[00:01:56.000 --> 00:01:58.000]  但幾時他失去
[00:01:58.000 --> 00:02:01.000]  他就會很憂愁
[00:02:01.000 --> 00:02:03.000]  但另一個角度了解
[00:02:03.000 --> 00:02:09.000]  有些人他另外以榮耀的一個方向
[00:02:09.000 --> 00:02:12.000]  一位女醫生
[00:02:12.000 --> 00:02:13.000]  當她自己覺得
[00:02:13.000 --> 00:02:16.000]  她以她能夠陪伴她的小朋友
[00:02:16.000 --> 00:02:19.000]  讓他們健康地成長為榮
[00:02:19.000 --> 00:02:22.000]  這是他們為自己所渴慕的
[00:02:22.000 --> 00:02:25.000]  在那個時候她失去了一份工作
[00:02:25.000 --> 00:02:28.000]  但她仍然可以很快樂
[00:02:28.000 --> 00:02:32.000]  因為她想得到的已經得到
[00:02:32.000 --> 00:02:35.000]  有些時候我們再想起我們生活上體驗的時候
[00:02:35.000 --> 00:02:37.000]  就會體會我們用什麼
[00:02:37.000 --> 00:02:39.000]  以什麼為我們的榮耀
[00:02:39.000 --> 00:02:42.000]  決定了我們能不能夠在不同的處境當中
[00:02:42.000 --> 00:02:45.000]  我們仍然可以快樂
[00:02:45.000 --> 00:02:48.000]  當你今天上到聖經裏面提到
[00:02:48.000 --> 00:02:53.000]  以盼望得享神的榮耀為榮的時候
[00:02:53.000 --> 00:02:57.000]  我們就留意到聖經將這兩件事情放在一起
[00:02:57.000 --> 00:03:00.000]  大家看回第五章
[00:03:00.000 --> 00:03:04.000]  我們比較熟悉的和合本旁邊第二節所說
[00:03:04.000 --> 00:03:06.000]  第二節最後一句說話
[00:03:06.000 --> 00:03:10.000]  並且歡歡喜喜盼望神的榮耀
[00:03:10.000 --> 00:03:13.000]  在今天讀的新頁本裏面提及
[00:03:13.000 --> 00:03:18.000]  以盼望得享神的榮耀為榮
[00:03:18.000 --> 00:03:21.000]  聖經裏面這個歡喜的字
[00:03:21.000 --> 00:03:23.000]  裏面有一個很豐富的含義
[00:03:23.000 --> 00:03:27.000]  同樣是包括了以此為榮的意思
[00:03:27.000 --> 00:03:30.000]  或者以此誇口的意思
[00:03:30.000 --> 00:03:32.000]  因此我們剛才想到
[00:03:32.000 --> 00:03:35.000]  當你真的以此為你的榮耀
[00:03:35.000 --> 00:03:38.000]  是你所渴求的
[00:03:38.000 --> 00:03:40.000]  你這種心裏的渴求
[00:03:40.000 --> 00:03:43.000]  也都成為了你喜樂的一個原因
[00:03:43.000 --> 00:03:48.000]  聖經裏面特別提到這方面的一個生命的追求
[00:03:48.000 --> 00:03:52.000]  而其中有三方面在這段經文重複地講述
[00:03:52.000 --> 00:03:54.000]  大家再留意
[00:03:54.000 --> 00:03:56.000]  在開始的時候第五節
[00:03:56.000 --> 00:03:58.000]  五章第一節裏面提到
[00:03:58.000 --> 00:04:01.000]  它說我們因為信清而
[00:04:01.000 --> 00:04:05.000]  就藉著我們的主耶穌基督與神和好了
[00:04:05.000 --> 00:04:06.000]  第二
[00:04:06.000 --> 00:04:09.000]  我們也因此藉著這一份的救恩
[00:04:09.000 --> 00:04:12.000]  進入現在所站的這恩典中
[00:04:12.000 --> 00:04:13.000]  然後就提
[00:04:13.000 --> 00:04:18.000]  以盼望得享神的榮耀為榮
[00:04:18.000 --> 00:04:22.000]  聖經提到我們領受了神給我們的救恩
[00:04:22.000 --> 00:04:26.000]  我們過去在一種罪惡的捆綁裏面
[00:04:26.000 --> 00:04:28.000]  現今神給我們生命的釋放
[00:04:28.000 --> 00:04:32.000]  進入一個完全不同的生命的狀況
[00:04:32.000 --> 00:04:34.000]  其中幾方面的恩惠
[00:04:34.000 --> 00:04:36.000]  在當中聖經講述
[00:04:36.000 --> 00:04:37.000]  第一
[00:04:37.000 --> 00:04:42.000]  聖經講述到我們現今不再是與神為敵
[00:04:42.000 --> 00:04:46.000]  是與神和好了
[00:04:46.000 --> 00:04:48.000]  聖經在舊約經文上順提及到
[00:04:48.000 --> 00:04:52.000]  人在罪當中惹神的怒氣
[00:04:52.000 --> 00:04:53.000]  聖經甚至也講及到
[00:04:53.000 --> 00:04:59.000]  神的怒氣是顯明在那些不乾不易的人的身上
[00:04:59.000 --> 00:05:02.000]  要面對著這位天地的主宰
[00:05:02.000 --> 00:05:05.000]  祂對我們的怒氣
[00:05:05.000 --> 00:05:07.000]  聖經也提到在救恩裏
[00:05:07.000 --> 00:05:10.000]  神與我們和好了
[00:05:10.000 --> 00:05:12.000]  是能夠稱祂為我們阿爸父
[00:05:12.000 --> 00:05:17.000]  可以和祂很坦然地去傾談
[00:05:17.000 --> 00:05:21.000]  知道祂接納我們
[00:05:21.000 --> 00:05:23.000]  聖經也提到另一種恩典
[00:05:23.000 --> 00:05:24.000]  就是我們在信主之後
[00:05:24.000 --> 00:05:28.000]  我們得以站在這恩典當中
[00:05:28.000 --> 00:05:32.000]  我們站在一個恩典的領域裏面
[00:05:32.000 --> 00:05:35.000]  有人問你:你最近怎樣?
[00:05:35.000 --> 00:05:39.000]  你可以說:我在恩典當中
[00:05:39.000 --> 00:05:41.000]  我最近靈修時
[00:05:41.000 --> 00:05:42.000]  唱了一首詩歌
[00:05:42.000 --> 00:05:43.000]  大家都會唱過
[00:05:43.000 --> 00:05:45.000]  「靠主傍臂」
[00:05:45.000 --> 00:05:47.000]  唱的時候心裏面很感動
[00:05:47.000 --> 00:05:48.000]  詩歌裏面講
[00:05:48.000 --> 00:05:49.000]  第一節裏面提到
[00:05:49.000 --> 00:05:51.000]  何等的心交
[00:05:51.000 --> 00:05:52.000]  何等的歡喜
[00:05:52.000 --> 00:05:56.000]  以靠主耶穌的永遠的傍臂
[00:05:56.000 --> 00:05:57.000]  描述著屬神的人
[00:05:57.000 --> 00:05:59.000]  神的大能
[00:05:59.000 --> 00:06:02.000]  好像一個強而有力的傍臂
[00:06:02.000 --> 00:06:04.000]  一直保守著
[00:06:04.000 --> 00:06:06.000]  承托著我們的生命
[00:06:06.000 --> 00:06:10.000]  也就是永遠的傍臂
[00:06:10.000 --> 00:06:13.000]  聖經在詩篇裏面同樣提及
[00:06:13.000 --> 00:06:16.000]  神的恩典好像四面的盾牌
[00:06:16.000 --> 00:06:19.000]  當時的人很明白盾牌的重要性
[00:06:19.000 --> 00:06:21.000]  環繞著他們
[00:06:21.000 --> 00:06:24.000]  讓他們可以忍受神的保護
[00:06:24.000 --> 00:06:27.000]  神的看顧
[00:06:27.000 --> 00:06:29.000]  我記得自己很多次
[00:06:29.000 --> 00:06:32.000]  在一些比較困難的時刻
[00:06:32.000 --> 00:06:33.000]  往往有一句說話
[00:06:33.000 --> 00:06:35.000]  給我很大的鼓勵
[00:06:35.000 --> 00:06:37.000]  是英文的說話
[00:06:37.000 --> 00:06:39.000]  By grace I stand
[00:06:39.000 --> 00:06:42.000]  因為恩典我可以站得住
[00:06:42.000 --> 00:06:43.000]  很多時候回想
[00:06:43.000 --> 00:06:44.000]  神的恩典
[00:06:44.000 --> 00:06:46.000]  我就可以站得住
[00:06:46.000 --> 00:06:49.000]  繼續放膽面對當時的困難
[00:06:49.000 --> 00:06:50.000]  聖經提到
[00:06:50.000 --> 00:06:54.000]  我們今天站在恩典的地步上
[00:06:54.000 --> 00:06:57.000]  是因為你領受神給你的救恩
[00:06:57.000 --> 00:06:58.000]  因此你與神和好
[00:06:58.000 --> 00:07:00.000]  也站在了恩典的裏面
[00:07:00.000 --> 00:07:02.000]  而因此聖經再說
[00:07:02.000 --> 00:07:08.000]  我們以盼望得享神的榮耀為榮
[00:07:08.000 --> 00:07:11.000]  以這份盼望作為你的喜樂
[00:07:11.000 --> 00:07:15.000]  作為你的榮耀
[00:07:15.000 --> 00:07:17.000]  我以前提及過一個故事
[00:07:17.000 --> 00:07:19.000]  大家可能會記得
[00:07:19.000 --> 00:07:21.000]  一位我認識的牧者
[00:07:21.000 --> 00:07:24.000]  他告訴我他整個家族都是信耶穌
[00:07:24.000 --> 00:07:25.000]  我問他
[00:07:25.000 --> 00:07:27.000]  這麼好?
[00:07:27.000 --> 00:07:29.000]  他說因為我的太婆
[00:07:29.000 --> 00:07:31.000]  我說什麼事情?
[00:07:31.000 --> 00:07:32.000]  他說很多年前
[00:07:32.000 --> 00:07:34.000]  他的太婆是那條村裏
[00:07:34.000 --> 00:07:36.000]  是中國裏面的村裏
[00:07:36.000 --> 00:07:38.000]  唯一一個信耶穌的
[00:07:38.000 --> 00:07:39.000]  但是她離世之後
[00:07:39.000 --> 00:07:41.000]  發生了一件事情
[00:07:41.000 --> 00:07:44.000]  就是家人將她的遺體放在客廳
[00:07:44.000 --> 00:07:47.000]  是讓家人可以憑吊
[00:07:47.000 --> 00:07:49.000]  早期華人的家族
[00:07:49.000 --> 00:07:51.000]  有些人是這樣做
[00:07:51.000 --> 00:07:54.000]  但是當大家在旁邊哭泣的時候
[00:07:54.000 --> 00:07:57.000]  突然間一位太婆
[00:07:57.000 --> 00:08:01.000]  在床上坐了起來
[00:08:01.000 --> 00:08:03.000]  嚇死了
[00:08:03.000 --> 00:08:05.000]  大家驚惶未定
[00:08:05.000 --> 00:08:07.000]  突然間一位太婆說
[00:08:07.000 --> 00:08:09.000]  我們范家以後的子子孫孫
[00:08:09.000 --> 00:08:11.000]  都要信耶穌
[00:08:11.000 --> 00:08:14.000]  他們姓范
[00:08:14.000 --> 00:08:16.000]  大家都不知道怎麼辦
[00:08:16.000 --> 00:08:18.000]  接著問她
[00:08:18.000 --> 00:08:21.000]  她說剛才我去了天堂
[00:08:21.000 --> 00:08:23.000]  我看到一個很榮耀
[00:08:23.000 --> 00:08:25.000]  很光彩的地方
[00:08:25.000 --> 00:08:27.000]  但是看到的是一大群
[00:08:27.000 --> 00:08:31.000]  穿著白衣裳的人迎接我
[00:08:31.000 --> 00:08:32.000]  有兩個我認識的
[00:08:32.000 --> 00:08:33.000]  是我們親人
[00:08:33.000 --> 00:08:37.000]  都是以前信了耶穌的
[00:08:37.000 --> 00:08:40.000]  當我很開心
[00:08:40.000 --> 00:08:41.000]  在那個時候
[00:08:41.000 --> 00:08:45.000]  看到主耶穌來到我的面前
[00:08:45.000 --> 00:08:48.000]  祂一直在描述那種快樂
[00:08:48.000 --> 00:08:50.000]  祂說接著主耶穌跟我說
[00:08:50.000 --> 00:08:53.000]  你還不是時候回來
[00:08:53.000 --> 00:08:56.000]  你三天之後再回來
[00:08:56.000 --> 00:08:59.000]  然後祂就在她的家裡
[00:08:59.000 --> 00:09:02.000]  坐了起來
[00:09:02.000 --> 00:09:05.000]  接著三天之後
[00:09:05.000 --> 00:09:07.000]  祂真的再離世
[00:09:07.000 --> 00:09:09.000]  但是特別的地方
[00:09:09.000 --> 00:09:10.000]  那三天裡面
[00:09:10.000 --> 00:09:13.000]  這個家庭沒有任何的悲哀
[00:09:13.000 --> 00:09:15.000]  他們很快樂
[00:09:15.000 --> 00:09:17.000]  他們知道
[00:09:17.000 --> 00:09:20.000]  他們的親人會去哪裡
[00:09:20.000 --> 00:09:21.000]  因為范老太
[00:09:21.000 --> 00:09:23.000]  也在那個時候
[00:09:23.000 --> 00:09:26.000]  表達出一種很大的信心
[00:09:26.000 --> 00:09:29.000]  以前很多時候會被人排斥
[00:09:29.000 --> 00:09:31.000]  被人不接納
[00:09:31.000 --> 00:09:32.000]  內心好像有些自卑
[00:09:32.000 --> 00:09:34.000]  自己的驕傲
[00:09:34.000 --> 00:09:35.000]  但是在那段時間裡面
[00:09:35.000 --> 00:09:38.000]  她有一種很快樂
[00:09:38.000 --> 00:09:39.000]  很堅定
[00:09:39.000 --> 00:09:42.000]  也帶著一種很清楚的信心
[00:09:42.000 --> 00:09:46.000]  知道自己所信的是什麼
[00:09:46.000 --> 00:09:48.000]  當我想起這件事情的時候
[00:09:48.000 --> 00:09:49.000]  我就想起
[00:09:49.000 --> 00:09:50.000]  聖經講述到
[00:09:50.000 --> 00:09:52.000]  神賜給你和我
[00:09:52.000 --> 00:09:55.000]  是永遠的榮耀
[00:09:55.000 --> 00:09:56.000]  聖經沒有說
[00:09:56.000 --> 00:09:59.000]  祂將一些財富或者物業賜給你
[00:09:59.000 --> 00:10:00.000]  聖經說到
[00:10:00.000 --> 00:10:03.000]  將神自己的榮耀賜給你
[00:10:03.000 --> 00:10:04.000]  聖經說到榮耀
[00:10:04.000 --> 00:10:08.000]  就是在說上帝自己的聖潔
[00:10:08.000 --> 00:10:09.000]  聖經說到
[00:10:09.000 --> 00:10:14.000]  這位上帝祂住在人不能近的光明當中
[00:10:14.000 --> 00:10:18.000]  因為上帝與人是完全不同的
[00:10:18.000 --> 00:10:19.000]  但聖經卻是說
[00:10:19.000 --> 00:10:23.000]  當我們靠著主耶穌基督領受救恩之後
[00:10:23.000 --> 00:10:27.000]  神就讓我們分享祂的榮耀
[00:10:27.000 --> 00:10:30.000]  將永遠的同在
[00:10:30.000 --> 00:10:33.000]  神自己的同在賜給我們
[00:10:33.000 --> 00:10:35.000]  而那個的應許
[00:10:35.000 --> 00:10:37.000]  是真正的好處
[00:10:37.000 --> 00:10:40.000]  真正的祝福
[00:10:40.000 --> 00:10:41.000]  聖經說
[00:10:41.000 --> 00:10:45.000]  當人看到神給人將來的盼望的時候
[00:10:45.000 --> 00:10:48.000]  就可以歡歡喜喜
[00:10:48.000 --> 00:10:51.000]  就算沒有任何世上的其他
