
[00:00:00.000 --> 00:00:02.980]  讓我們再次同心低頭禱告
[00:00:02.980 --> 00:00:04.480]  求聖靈帶領我們
[00:00:04.480 --> 00:00:06.320]  在今天整個崇拜禱裡面
[00:00:06.320 --> 00:00:09.200]  能夠在祂的帶領當中明白主的心意
[00:00:09.200 --> 00:00:11.200]  讓我們同心低頭禱告
[00:00:11.200 --> 00:00:13.340]  慈悲的天父
[00:00:13.340 --> 00:00:15.940]  感謝祢給了我們能夠再次有生命
[00:00:15.940 --> 00:00:17.940]  有氣息來到祢的跟前
[00:00:17.940 --> 00:00:20.240]  在星期日的時間
[00:00:20.240 --> 00:00:23.600]  讓我們一起在祢的導領當中
[00:00:23.600 --> 00:00:25.600]  去蒙受主祢的教導
[00:00:25.600 --> 00:00:28.600]  要讓我們更加明白主祢的心腸
[00:00:28.600 --> 00:00:30.600]  求祢的帶領
[00:00:30.600 --> 00:00:32.600]  特別是祢賜予我們的聖靈
[00:00:32.600 --> 00:00:34.600]  我們懇求聖靈能夠再次誘導我們
[00:00:34.600 --> 00:00:36.600]  有一個謙卑受教的心
[00:00:36.600 --> 00:00:38.600]  也能夠有靈力
[00:00:38.600 --> 00:00:40.600]  在領受主祢的教訓之後
[00:00:40.600 --> 00:00:44.600]  有信心來面對和實踐
[00:00:44.600 --> 00:00:46.600]  求祢的幫助
[00:00:46.600 --> 00:00:48.600]  我們將這段時間完完全全
[00:00:48.600 --> 00:00:50.600]  獻在祢的手上
[00:00:50.600 --> 00:00:52.600]  讓我們能夠親近祢
[00:00:52.600 --> 00:00:54.600]  禱告奉教主耶穌基督
[00:00:54.600 --> 00:00:56.600]  德性的名字而求
[00:00:56.600 --> 00:00:58.600]  今天與大家一起思想
[00:00:58.600 --> 00:01:00.600]  在《馬太福音》中的教導
[00:01:00.600 --> 00:01:02.600]  讓我們一起再次預備打開
[00:01:02.600 --> 00:01:04.600]  《馬太福音》第六章
[00:01:04.600 --> 00:01:06.600]  第五至第八節
[00:01:06.600 --> 00:01:08.600]  今天與大家一起思想的
[00:01:08.600 --> 00:01:10.600]  一個題目叫做
[00:01:10.600 --> 00:01:12.600]  與父神貼心的交往
[00:01:12.600 --> 00:01:14.600]  與父神貼心的交往
[00:01:14.600 --> 00:01:16.600]  與父神貼心的交往
[00:01:16.600 --> 00:01:18.600]  與父神貼心的交往
[00:01:18.600 --> 00:01:20.600]  與父神貼心的交往
[00:01:20.600 --> 00:01:22.600]  與父神貼心的交往
[00:01:22.600 --> 00:01:24.600]  與父神貼心的交往
[00:01:24.600 --> 00:01:26.600]  與父神貼心的交往
[00:01:26.600 --> 00:01:28.600]  與父神貼心的交往
[00:01:28.600 --> 00:01:30.600]  與父神貼心的交往
[00:01:30.600 --> 00:01:32.600]  與父神貼心的交往
[00:01:32.600 --> 00:01:34.600]  與父神貼心的交往
[00:01:34.600 --> 00:01:36.600]  與父神貼心的交往
[00:01:36.600 --> 00:01:38.600]  與父神貼心的交往
[00:01:38.600 --> 00:01:40.600]  與父神貼心的交往
[00:01:40.600 --> 00:01:42.600]  與父神貼心的交往
[00:01:42.600 --> 00:01:44.600]  與父神貼心的交往
[00:01:44.600 --> 00:01:46.600]  與父神貼心的交往
[00:01:46.600 --> 00:01:48.600]  與父神貼心的交往
[00:01:48.600 --> 00:01:50.600]  與父神貼心的交往
[00:01:50.600 --> 00:01:52.600]  與父神貼心的交往
[00:01:52.600 --> 00:01:54.600]  與父神貼心的交往
[00:01:54.600 --> 00:01:56.600]  與父神貼心的交往
[00:01:56.600 --> 00:01:58.600]  與父神貼心的交往
[00:01:58.600 --> 00:02:00.600]  與父神貼心的交往
[00:02:00.600 --> 00:02:02.600]  與父神貼心的交往
