
[00:00:00.000 --> 00:00:04.880]  剛剛我們已經說了為了這個奉獻祈禱
[00:00:04.880 --> 00:00:10.560]  我對最後那首回應詩挺有感動的
[00:00:10.560 --> 00:00:13.120]  大家喜不喜歡聽那首回應詩
[00:00:13.120 --> 00:00:15.360]  我們一會兒那首回應詩叫做《靠主因》
[00:00:15.360 --> 00:00:17.600]  那個名字叫什麼名字 我忘記了
[00:00:17.600 --> 00:00:19.520]  《一生不走錯》
[00:00:19.520 --> 00:00:21.120]  為什麼我們要唱《一生不走錯》呢
[00:00:21.120 --> 00:00:23.840]  因為我們一生裡面經常都走錯
[00:00:23.840 --> 00:00:26.240]  我們經常都要靠主因
[00:00:26.240 --> 00:00:28.720]  大家看到這幅圖嗎
[00:00:28.720 --> 00:00:32.160]  這幅圖是一個海
[00:00:32.160 --> 00:00:34.960]  看到海面挺平靜的嗎
[00:00:34.960 --> 00:00:41.360]  但看到裡面有很多暗湧嗎
[00:00:41.360 --> 00:00:45.040]  我們一生裡面有很多暗湧
[00:00:45.040 --> 00:00:47.680]  在我們的所謂的潛意識裡面
[00:00:47.680 --> 00:00:50.560]  心底裡面有很多解釋不了的
[00:00:50.560 --> 00:00:52.080]  但是包圍著我們
[00:00:52.080 --> 00:00:53.440]  例如我們原生家庭
[00:00:53.440 --> 00:00:54.800]  我們的創傷
[00:00:54.800 --> 00:00:56.240]  我們的所有的罪
[00:00:56.240 --> 00:00:58.160]  各方面等等的事情
[00:00:58.160 --> 00:01:01.360]  你有沒有看到有些探測器在這裡
[00:01:01.360 --> 00:01:02.880]  是不是
[00:01:02.880 --> 00:01:05.600]  我們很多時候行事為人的時候
[00:01:05.600 --> 00:01:08.000]  我們裡面雖然有很多暗湧
[00:01:08.000 --> 00:01:11.680]  但我們是會探測著自己在別人面前
[00:01:11.680 --> 00:01:16.400]  我們表面上是比較平穩的
[00:01:16.400 --> 00:01:18.400]  這個如果你看心理學
[00:01:18.400 --> 00:01:20.480]  這個應該叫做人格的面具
[00:01:20.480 --> 00:01:22.320]  又或者面具
[00:01:22.320 --> 00:01:23.840]  有面具不代表不好
[00:01:23.840 --> 00:01:25.040]  因為適當的面具
[00:01:25.040 --> 00:01:27.520]  是可以令我們在人際關係裡面
[00:01:27.520 --> 00:01:28.800]  是不走錯的
[00:01:28.800 --> 00:01:33.280]  但是如果你不處理裡面的暗湧
[00:01:33.280 --> 00:01:36.400]  你就會很辛苦了
[00:01:36.400 --> 00:01:37.520]  有沒有聽過
[00:01:37.520 --> 00:01:41.360]  為什麼回家就發脾氣
[00:01:41.360 --> 00:01:44.160]  為什麼對別人比對我好
[00:01:44.160 --> 00:01:46.160]  就是因為回家
[00:01:46.160 --> 00:01:48.320]  回家的時候你就放鬆
[00:01:48.320 --> 00:01:51.600]  看到那些探測器沒有了嗎
[00:01:51.600 --> 00:01:53.440]  放鬆之後就決堤了
[00:01:53.440 --> 00:01:55.600]  很多時候我們裡面有很多暗湧
[00:01:55.600 --> 00:01:58.400]  用家庭這個單位來做一個例子
[00:01:58.400 --> 00:02:01.680]  就是你看心理醫生也好
[00:02:01.680 --> 00:02:03.280]  你去探測什麼也好
[00:02:03.280 --> 00:02:04.880]  你回去的時候
[00:02:04.880 --> 00:02:08.800]  他給了你一個像夫的面具
[00:02:08.800 --> 00:02:10.560]  讓你會好一陣子
[00:02:10.560 --> 00:02:13.360]  但是如果你裡面的暗湧不處理好
[00:02:13.360 --> 00:02:15.280]  當那個面具你都受不了
[00:02:15.280 --> 00:02:17.680]  你要決堤的時候
[00:02:17.680 --> 00:02:19.840]  一樣是有同樣的問題
[00:02:19.840 --> 00:02:22.240]  所以我們要一生不走錯
[00:02:22.240 --> 00:02:24.880]  我們真的要靠著神的恩典
[00:02:24.880 --> 00:02:28.640]  去慢慢醫治好我們裡面每一個暗湧
[00:02:28.640 --> 00:02:32.320]  或者我們可以說的是傷口
[00:02:32.320 --> 00:02:35.440]  我們很多時候戴著面具做人
[00:02:35.440 --> 00:02:39.760]  如果太多的時候就會很累
[00:02:39.760 --> 00:02:42.880]  相信大家都看過一套戲叫做《無間道》
[00:02:42.880 --> 00:02:44.240]  看過沒有
[00:02:44.240 --> 00:02:45.360]  都看過是吧
[00:02:45.360 --> 00:02:49.200]  希望我們今天一起不再無間道
[00:02:49.200 --> 00:02:52.080]  無間道的主角是哪兩個
[00:02:52.080 --> 00:02:54.800]  梁朝偉和劉德華
[00:02:54.800 --> 00:02:57.680]  梁朝偉和劉德華
[00:02:57.680 --> 00:03:00.880]  就是一個面具裡面的真實寫照
[00:03:00.880 --> 00:03:03.200]  劉德華本身是一個什麼
[00:03:03.200 --> 00:03:04.480]  賊來的
[00:03:04.480 --> 00:03:06.080]  但是他偏偏做警察
[00:03:06.080 --> 00:03:06.720]  是不是
[00:03:06.720 --> 00:03:07.840]  是很辛苦的
[00:03:07.840 --> 00:03:09.520]  又怕一樣又怕那樣
[00:03:09.520 --> 00:03:11.600]  梁朝偉本來是什麼
[00:03:11.600 --> 00:03:12.720]  警察來的
[00:03:12.720 --> 00:03:14.400]  他走去做賊
[00:03:14.400 --> 00:03:15.920]  做臥底
[00:03:15.920 --> 00:03:16.880]  也是很辛苦的
[00:03:16.880 --> 00:03:18.720]  如果你看《無間道》
[00:03:18.720 --> 00:03:19.760]  一二三
[00:03:19.760 --> 00:03:22.240]  你會看到他們兩個到最終都睡不著
[00:03:22.240 --> 00:03:26.400]  因為有很多事要處理 他們是受不了的
[00:03:26.400 --> 00:03:30.080]  記不記得在天台那場經典的戲
[00:03:30.080 --> 00:03:31.120]  文戲
[00:03:31.120 --> 00:03:33.200]  劉德華說
[00:03:33.200 --> 00:03:35.200]  可不可以給我一次機會
[00:03:35.200 --> 00:03:36.800]  我想做回一個好人
[00:03:36.800 --> 00:03:39.360]  你記不記得梁朝偉怎麼說
[00:03:39.360 --> 00:03:40.960]  跟法官說
[00:03:40.960 --> 00:03:42.880]  看他給不給你做個好人
[00:03:42.880 --> 00:03:43.840]  記不記得
[00:03:43.840 --> 00:03:45.360]  是吧
[00:03:45.360 --> 00:03:47.440]  想做但他又做不到
[00:03:47.440 --> 00:03:48.720]  因為很多東西纏累著
[00:03:48.720 --> 00:03:50.240]  很多暗湧在裡面
[00:03:50.240 --> 00:03:53.040]  但是如果你今天
[00:03:53.040 --> 00:03:55.520]  你問旁邊的弟兄姊妹
[00:03:55.520 --> 00:03:57.280]  可不可以給我一次機會
[00:03:57.280 --> 00:04:00.320]  我想做回一個好人
[00:04:00.320 --> 00:04:02.080]  弟兄姊妹這樣說
[00:04:02.080 --> 00:04:03.520]  跟上帝說
[00:04:03.520 --> 00:04:05.280]  他一定可以給你做好人
[00:04:05.280 --> 00:04:06.080]  是不是
[00:04:06.080 --> 00:04:07.680]  可不可以給我一次機會
[00:04:07.680 --> 00:04:10.080]  可不可以讓我跳
[00:04:10.080 --> 00:04:11.840]  可不可以讓我痊癒
[00:04:11.840 --> 00:04:13.280]  跟上帝說
[00:04:13.280 --> 00:04:15.520]  上帝恩典救理容
[00:04:15.520 --> 00:04:16.800]  靠著他
[00:04:16.800 --> 00:04:19.280]  將會一生都不走錯
[00:04:19.280 --> 00:04:22.160]  我們要靠著神的權能
[00:04:22.160 --> 00:04:23.440]  什麼是權能
[00:04:23.440 --> 00:04:25.440]  他的authority
[00:04:25.440 --> 00:04:27.440]  他的權柄
[00:04:27.440 --> 00:04:29.440]  權柄就是能力
[00:04:29.440 --> 00:04:30.560]  他的authority
[00:04:30.560 --> 00:04:33.040]  他的權柄能夠平息風浪
[00:04:33.040 --> 00:04:34.240]  記不記得
[00:04:34.240 --> 00:04:35.920]  在福音書裡面說
[00:04:35.920 --> 00:04:38.240]  他可以平息風浪
[00:04:38.240 --> 00:04:39.760]  就是我們的神
[00:04:39.760 --> 00:04:42.320]  神今天都可以在我們心裡面
[00:04:42.320 --> 00:04:44.640]  平息我們所有的風浪
[00:04:44.640 --> 00:04:46.000]  所有的暗湧
[00:04:46.000 --> 00:04:49.360]  希望我們可以靠著今天的經文
[00:04:49.360 --> 00:04:53.120]  讓我們都可以得以慢慢地痊癒
[00:04:53.120 --> 00:04:54.800]  慢慢地成性
[00:04:54.800 --> 00:04:57.600]  享受神給我們的恩典
[00:04:57.600 --> 00:04:59.600]  我們今天會讀馬可福音第一章
[00:04:59.600 --> 00:05:01.040]  幾節而已
[00:05:01.040 --> 00:05:02.240]  我們先一齊讀
[00:05:02.240 --> 00:05:04.240]  21至27節
[00:05:04.240 --> 00:05:05.040]  1,2,3
[00:05:05.040 --> 00:05:06.720]  「多了加伯隆
[00:05:06.720 --> 00:05:08.400]  耶穌就在安息日
[00:05:08.400 --> 00:05:10.400]  進了會堂教訓人
[00:05:10.400 --> 00:05:12.800]  眾人很稀奇他的教訓
[00:05:12.800 --> 00:05:14.640]  因為他教訓他們
[00:05:14.640 --> 00:05:16.640]  正像有權柄的人
[00:05:16.640 --> 00:05:18.000]  不像民事
[00:05:18.000 --> 00:05:20.000]  在會堂裡有一個人
[00:05:20.000 --> 00:05:21.760]  被污鬼附著
[00:05:21.760 --> 00:05:23.360]  他喊叫說
[00:05:23.360 --> 00:05:25.120]  那撒勒人耶穌
[00:05:25.120 --> 00:05:27.840]  我們與你有什麼相干
[00:05:27.840 --> 00:05:29.840]  你來滅我們嗎
[00:05:29.840 --> 00:05:31.200]  我知道你是誰
[00:05:31.200 --> 00:05:33.200]  乃是神的聖者
[00:05:33.200 --> 00:05:34.880]  耶穌責備他說
[00:05:34.880 --> 00:05:35.920]  不要作聲
[00:05:35.920 --> 00:05:38.160]  從這人身上出來吧
[00:05:38.160 --> 00:05:40.880]  污鬼叫那人抽了一陣風
[00:05:40.880 --> 00:05:43.440]  大聲喊叫就出來了
[00:05:43.440 --> 00:05:44.880]  眾人都驚訝
[00:05:44.880 --> 00:05:46.880]  以至彼此對問說
[00:05:46.880 --> 00:05:48.240]  這是什麼事
[00:05:48.240 --> 00:05:49.920]  是個新道理
[00:05:49.920 --> 00:05:51.440]  他用權柄
[00:05:51.440 --> 00:05:52.480]  吩咐污鬼
[00:05:52.480 --> 00:05:54.800]  連污鬼也聽從他」
[00:05:54.800 --> 00:05:57.920]  如果你看回這段經文裡面
[00:05:57.920 --> 00:05:59.200]  出現了兩次權柄
[00:05:59.200 --> 00:06:02.960]  在第一章裡面權柄出現了兩次
[00:06:02.960 --> 00:06:04.400]  成為一個開括號
[00:06:04.400 --> 00:06:05.440]  刪括號
[00:06:05.440 --> 00:06:06.960]  括著了驅魔
[00:06:06.960 --> 00:06:08.720]  有民事的驅魔
[00:06:08.720 --> 00:06:10.640]  我以前上一堂的教授
[00:06:10.640 --> 00:06:12.400]  就說他是驅過魔的
[00:06:12.400 --> 00:06:13.920]  他什麼時候驅魔
[00:06:13.920 --> 00:06:15.920]  就是當有人想決戰的時候
[00:06:15.920 --> 00:06:17.120]  突然間嘔吐
[00:06:17.120 --> 00:06:20.080]  嘔吐然後變聲
[00:06:20.080 --> 00:06:21.360]  然後驅魔
