
[00:00:00.000 --> 00:00:01.340]  大家卿卿 平安
[00:00:01.340 --> 00:00:03.840]  由你一齊我們有個禱告開始
[00:00:03.840 --> 00:00:09.540]  愛我們的天父 我們多謝祢
[00:00:09.540 --> 00:00:11.940]  多謝祢賜給我們有生命氣息
[00:00:11.940 --> 00:00:15.300]  在今日分別為聖的日子
[00:00:15.300 --> 00:00:17.900]  在祢的聖殿裏面去敬拜祢
[00:00:17.900 --> 00:00:19.200]  去讚美祢
[00:00:19.200 --> 00:00:20.940]  天父 我們多謝祢
[00:00:20.940 --> 00:00:22.700]  求神在當中的時候
[00:00:22.700 --> 00:00:24.300]  保守祢自己的僕人
[00:00:24.300 --> 00:00:26.400]  讓祂所講的祢自己的信息
[00:00:26.400 --> 00:00:27.800]  清楚明白
[00:00:27.800 --> 00:00:28.900]  同樣的
[00:00:28.900 --> 00:00:31.400]  都求神去幫助每一位孩子
[00:00:31.400 --> 00:00:34.000]  讓他們心裏感動
[00:00:34.000 --> 00:00:35.400]  聖靈啊 我們都求祢
[00:00:35.400 --> 00:00:37.400]  開啟我們的智慧
[00:00:37.400 --> 00:00:38.900]  開啟我們的心
[00:00:38.900 --> 00:00:41.600]  讓祢的話都成為我們腳前的燈
[00:00:41.600 --> 00:00:42.900]  路上的光
[00:00:42.900 --> 00:00:44.900]  去照亮我們的生命
[00:00:44.900 --> 00:00:47.300]  多謝祢每一天都與我們同在
[00:00:47.300 --> 00:00:49.400]  潔淨我們的心思意念
[00:00:49.400 --> 00:00:51.800]  我們都獻上我們的禱告
[00:00:51.800 --> 00:00:52.900]  仰望交託
[00:00:52.900 --> 00:00:55.700]  奉耶穌基督得聖的名字祈求
[00:00:55.700 --> 00:00:57.700]  阿們
[00:00:57.700 --> 00:00:59.800]  好了 今天又問一個問題
[00:00:59.800 --> 00:01:01.600]  不知道為什麼很喜歡問問題
[00:01:01.600 --> 00:01:02.600]  要想清楚才回答
[00:01:02.600 --> 00:01:04.100]  這個是私人問題
[00:01:04.100 --> 00:01:06.000]  你們有權不回答的
[00:01:06.000 --> 00:01:09.500]  好 誰有膽固醇的就舉手
[00:01:09.500 --> 00:01:12.000]  嘩 沒有舉手的
[00:01:12.000 --> 00:01:13.900]  就不知道什麼叫膽固醇
[00:01:13.900 --> 00:01:17.300]  你問問醫生 如果沒有膽固醇
[00:01:17.300 --> 00:01:19.700]  我們呢 這個是考人的
[00:01:19.700 --> 00:01:22.100]  其實呢 每個人都有膽固醇
[00:01:22.100 --> 00:01:24.000]  不過你是好的膽固醇
[00:01:24.000 --> 00:01:25.400]  壞的膽固醇
[00:01:25.400 --> 00:01:26.700]  腫的膽固醇
[00:01:26.700 --> 00:01:28.100]  即是人家問你有沒有血
[00:01:28.100 --> 00:01:29.800]  你不舉手的時候 嘩
[00:01:29.800 --> 00:01:30.800]  就是這樣
[00:01:30.800 --> 00:01:31.800]  好
[00:01:31.800 --> 00:01:33.300]  我們呢 生命裏面呢
[00:01:33.300 --> 00:01:35.300]  如果你有壞的膽固醇呢
[00:01:35.300 --> 00:01:36.800]  那你要小心了
[00:01:36.800 --> 00:01:39.500]  你有沒有光顧過夏威夷健康中心
[00:01:39.500 --> 00:01:41.800]  又沒有光顧了你們 是吧
[00:01:41.800 --> 00:01:43.400]  那時候又不用錢的
[00:01:43.400 --> 00:01:44.600]  你都不下去 是吧
[00:01:44.600 --> 00:01:46.200]  那醫生呢 就告訴你
[00:01:46.200 --> 00:01:48.300]  如果你有不好的膽固醇呢
[00:01:48.300 --> 00:01:49.400]  他幫你計算到
[00:01:49.400 --> 00:01:50.400]  你十年之內呢
[00:01:50.400 --> 00:01:52.000]  你中風的機會有多大
[00:01:52.000 --> 00:01:53.400]  嘩 你這麼好的東西
[00:01:53.400 --> 00:01:54.600]  你都走寶 真是
[00:01:54.600 --> 00:01:56.400]  下次記得留意了
[00:01:56.400 --> 00:01:57.100]  所以呢
[00:01:57.100 --> 00:01:59.300]  在我們的生命 肉體生命裏面呢
[00:01:59.300 --> 00:02:01.300]  即是如果我們有壞的膽固醇呢
[00:02:01.300 --> 00:02:02.800]  我們呢 就要小心了
[00:02:02.800 --> 00:02:04.600]  即是要控制你的食物
[00:02:04.600 --> 00:02:06.100]  不要吃肥豬肉
[00:02:06.100 --> 00:02:08.200]  不要吃那些肥到不吃
[00:02:08.200 --> 00:02:10.400]  燒鵝 燒鴨那些都不要吃了
[00:02:10.400 --> 00:02:11.600]  莫生都不會吃的
[00:02:11.600 --> 00:02:13.800]  你不用請我吃了
[00:02:13.800 --> 00:02:15.500]  不過在我們屬靈生命裏面呢
[00:02:15.500 --> 00:02:17.600]  我們同樣都有膽固醇
[00:02:17.600 --> 00:02:20.100]  今天呢 想跟大家去看這段經文
[00:02:20.100 --> 00:02:21.300]  在當中的時候呢
[00:02:21.300 --> 00:02:22.200]  我們明白
[00:02:22.200 --> 00:02:23.200]  我們屬靈生命
[00:02:23.200 --> 00:02:24.200]  或者昔日
[00:02:24.200 --> 00:02:25.300]  這一班以色列人
[00:02:25.300 --> 00:02:26.900]  他們的屬靈生命裏面
[00:02:26.900 --> 00:02:29.400]  他們的壞膽固醇是什麼呢
[00:02:29.400 --> 00:02:30.600]  我們都知道
[00:02:30.600 --> 00:02:31.100]  我們今天
[00:02:31.100 --> 00:02:32.700]  莫生當然不是在講膽固醇
[00:02:32.700 --> 00:02:34.400]  因為我又不是讀醫科
[00:02:34.400 --> 00:02:36.900]  留給做醫生的弟兄姊妹講
[00:02:36.900 --> 00:02:39.200]  剛才我們讀這段經文
[00:02:39.200 --> 00:02:40.900]  就講到以色列會中
[00:02:40.900 --> 00:02:43.300]  神將我們從圍爐之地
[00:02:43.300 --> 00:02:45.600]  一直帶到去流瀨與物之地
[00:02:45.600 --> 00:02:46.500]  當然
[00:02:46.500 --> 00:02:48.700]  在我們今天看舊約的時候
[00:02:48.700 --> 00:02:50.500]  我們就知道那個結果
[00:02:50.500 --> 00:02:51.600]  不過如果你想像
[00:02:51.600 --> 00:02:54.700]  如果你是昔日的以色列人
[00:02:54.700 --> 00:02:56.300]  你一直走的時候
[00:02:56.300 --> 00:02:59.600]  雖然神說我日間用文柱帶你
[00:02:59.600 --> 00:03:01.800]  夜間用火柱照耀你
[00:03:01.800 --> 00:03:04.100]  不過你仍然都是
[00:03:04.100 --> 00:03:06.400]  不知道前面的道路是怎樣
[00:03:06.400 --> 00:03:07.000]  是不是
[00:03:07.000 --> 00:03:09.800]  如果我們時光倒流
[00:03:09.800 --> 00:03:11.300]  去到舊約的時代的時候
[00:03:11.300 --> 00:03:13.800]  如果我們這一班都是以色列群體的時候
[00:03:13.800 --> 00:03:15.200]  那就一直走
[00:03:15.200 --> 00:03:17.900]  那你怎麼知道會不會去到流瀨與物之地呢
[00:03:17.900 --> 00:03:19.700]  你不會不知道的
[00:03:19.700 --> 00:03:21.500]  所以他們每次都是
[00:03:21.500 --> 00:03:23.700]  今天我們讀的經文
[00:03:23.700 --> 00:03:26.700]  就是這班以色列人去到那個信的地方
[00:03:26.700 --> 00:03:28.700]  叫做尼菲汀安營
[00:03:28.700 --> 00:03:29.700]  安營呢
[00:03:29.700 --> 00:03:31.700]  突然間這班人就會覺得
[00:03:31.700 --> 00:03:33.100]  沒有水喝
[00:03:33.100 --> 00:03:34.300]  很大件事的
[00:03:34.300 --> 00:03:35.300]  沒有水喝
[00:03:35.300 --> 00:03:37.300]  沙漠裡沒有水喝
[00:03:37.300 --> 00:03:38.300]  於是
[00:03:38.300 --> 00:03:41.100]  當然叫摩西來
[00:03:41.100 --> 00:03:42.500]  他是領袖
[00:03:42.500 --> 00:03:43.700]  等於我們什麼都沒有
[00:03:43.700 --> 00:03:44.700]  你家裡沒有
[00:03:44.700 --> 00:03:45.900]  阿爸沒有什麼
[00:03:45.900 --> 00:03:47.600]  媽媽沒有什麼
[00:03:47.600 --> 00:03:48.400]  於是
[00:03:48.400 --> 00:03:51.400]  他們就叫摩西來
[00:03:51.400 --> 00:03:55.200]  原來我們讀一下地理
[00:03:55.200 --> 00:03:57.000]  就是我們讀一下舊約地理的時候
[00:03:57.000 --> 00:04:00.200]  原來這個地方曠野是有一個特色的
[00:04:00.200 --> 00:04:02.700]  它在九月的時候是有一個旱季
[00:04:02.700 --> 00:04:05.500]  所以有些小溪都乾旱了
[00:04:05.500 --> 00:04:06.400]  好像我們現在
[00:04:06.400 --> 00:04:07.400]  不知道大家覺不覺得
[00:04:07.400 --> 00:04:08.900]  你的喉嚨有時候也會咳嗽的
[00:04:08.900 --> 00:04:11.600]  因為北風秋風來的時候
[00:04:11.600 --> 00:04:13.400]  你的喉嚨沒那麼滋潤
[00:04:13.400 --> 00:04:14.800]  所以
[00:04:14.800 --> 00:04:16.000]  摩西的時候
[00:04:16.000 --> 00:04:17.000]  沒有水喝
[00:04:17.000 --> 00:04:18.300]  於是就去罵摩西
[00:04:18.300 --> 00:04:19.200]  怎麼搞的
[00:04:19.200 --> 00:04:20.400]  沒有水喝
[00:04:20.400 --> 00:04:21.600]  帶領我們來
[00:04:21.600 --> 00:04:24.800]  你看看那個經文
[00:04:24.800 --> 00:04:25.800]  「真罵」
[00:04:25.800 --> 00:04:27.300]  「真罵」是什麼意思呢?
[00:04:27.300 --> 00:04:30.000]  「真罵」原來是在白萊文控告摩西
[00:04:30.000 --> 00:04:31.600]  不是說就這樣罵他算了
[00:04:31.600 --> 00:04:32.300]  不是說
[00:04:32.300 --> 00:04:33.500]  「幹什麼?沒有水喝啊」
[00:04:33.500 --> 00:04:34.400]  「快點拿水來」
[00:04:34.400 --> 00:04:35.400]  不是這樣的
[00:04:35.400 --> 00:04:37.600]  而是真的去控告摩西
[00:04:37.600 --> 00:04:39.800]  差點摩西也會被定罪
[00:04:39.800 --> 00:04:42.400]  所以你看看這個僕人多慘
[00:04:42.400 --> 00:04:44.200]  走到神的面前哭
[00:04:44.200 --> 00:04:45.300]  「真慘啊」
[00:04:45.300 --> 00:04:46.500]  「又說沒有水喝」
[00:04:46.500 --> 00:04:48.500]  「神啊,怎麼辦?」
[00:04:48.500 --> 00:04:49.300]  是不是?
[00:04:49.300 --> 00:04:53.400]  這一群人還跟摩西罵他
[00:04:53.400 --> 00:04:56.200]  「你為什麼帶我們來埃及?」
[00:04:56.200 --> 00:04:58.200]  「我們埃及雖然是奴隸」
[00:04:58.200 --> 00:04:59.700]  「但也有水喝」
[00:04:59.700 --> 00:05:01.100]  「有食物」
[00:05:01.100 --> 00:05:02.700]  「你帶我們來之後」
[00:05:02.700 --> 00:05:03.900]  「你看我們的兒女」
[00:05:03.900 --> 00:05:05.800]  「生畜死的死」
[00:05:05.800 --> 00:05:08.300]  「多麼淒涼啊」
[00:05:08.300 --> 00:05:09.200]  你想想
[00:05:09.200 --> 00:05:10.400]  一個人
[00:05:10.400 --> 00:05:12.000]  蒙神呼召出來的時候
[00:05:12.000 --> 00:05:13.900]  要受到這一群人
[00:05:13.900 --> 00:05:15.700]  不是第一次罵
[00:05:15.700 --> 00:05:17.700]  如果你看看《埃及記》
[00:05:17.700 --> 00:05:19.800]  沒有水喝就罵他
[00:05:19.800 --> 00:05:21.800]  沒有食物又罵他
[00:05:21.800 --> 00:05:23.100]  其實摩西也挺慘的
[00:05:23.100 --> 00:05:24.200]  一開始以為
[00:05:24.200 --> 00:05:25.500]  怪不得他說
[00:05:25.500 --> 00:05:28.700]  「我不行了,神,你不要呼召我」
[00:05:28.700 --> 00:05:30.100]  所以以色列人
[00:05:30.100 --> 00:05:32.100]  我們會去研究一下
[00:05:32.100 --> 00:05:33.900]  為什麼他會突然間
[00:05:33.900 --> 00:05:35.700]  對神失去信心呢?
[00:05:35.700 --> 00:05:37.100]  是發生什麼事呢?
[00:05:37.100 --> 00:05:38.900]  在他屬靈裡面的時候
[00:05:38.900 --> 00:05:41.800]  為什麼會這樣呢?
[00:05:41.800 --> 00:05:43.700]  有什麼原因
[00:05:43.700 --> 00:05:45.100]  令到這一群以色列人
[00:05:45.100 --> 00:05:47.100]  他對神那種屬靈的生命
[00:05:47.100 --> 00:05:48.900]  或者他的壞膽固醇
[00:05:48.900 --> 00:05:51.100]  令他們前濟不前呢?
[00:05:51.100 --> 00:05:52.700]  就是說我們今天的基督徒
[00:05:52.700 --> 00:05:53.700]  我們都會強調
[00:05:53.700 --> 00:05:55.600]  我們屬靈生命的成長
[00:05:55.600 --> 00:05:57.400]  究竟我們的成長裡面
[00:05:57.400 --> 00:05:59.300]  我們有什麼壞膽固醇
[00:05:59.300 --> 00:06:01.400]  令到我們不能夠成長
[00:06:01.400 --> 00:06:03.200]  或者成長得非常慢
[00:06:03.200 --> 00:06:05.300]  甚至退回頭
[00:06:05.300 --> 00:06:06.300]  這個第一
[00:06:06.300 --> 00:06:09.300]  就是以色列人的信心
[00:06:09.300 --> 00:06:12.300]  如果我們看回十五章和十六章
[00:06:12.300 --> 00:06:13.900]  我們今天讀第十七章
