
[00:00:00.000 --> 00:00:03.540]  羅馬書第五章一至十一節
[00:00:03.540 --> 00:00:05.680]  我們剛剛才講完舊約
[00:00:05.680 --> 00:00:07.600]  撒勿異常記
[00:00:07.600 --> 00:00:09.260]  一至十五章
[00:00:09.260 --> 00:00:12.000]  現在又回到新約
[00:00:12.000 --> 00:00:13.780]  舊約有很多故事
[00:00:13.780 --> 00:00:16.320]  新約又回來看神學
[00:00:16.320 --> 00:00:20.400]  今天要講的是七個信徒得救的確據
[00:00:20.400 --> 00:00:21.680]  保羅告訴我們
[00:00:21.680 --> 00:00:25.540]  我們得救是非常確定的
[00:00:25.540 --> 00:00:29.300]  我們是不會失去我們的救贖
[00:00:29.300 --> 00:00:32.840]  首先我們要回顧一下我們講過什麼
[00:00:32.840 --> 00:00:36.400]  因為我們已經很久沒有講羅馬書
[00:00:36.400 --> 00:00:39.100]  記不記得在羅馬書的第三章
[00:00:39.100 --> 00:00:40.600]  保羅告訴我們
[00:00:40.600 --> 00:00:42.640]  每個人都是罪人
[00:00:42.640 --> 00:00:45.640]  每個人都是虧欠了神的榮耀
[00:00:45.640 --> 00:00:49.600]  我們不能夠靠自己的行為來得救
[00:00:49.600 --> 00:00:51.800]  他說唯一得救的途徑
[00:00:51.800 --> 00:00:54.720]  就是本乎因 因著信
[00:00:54.720 --> 00:00:59.460]  這就是尹忽所書的二章八節至九節
[00:00:59.460 --> 00:01:03.220]  我們是因為我們的信能夠得救
[00:01:03.220 --> 00:01:05.920]  而在羅馬書的第四章
[00:01:05.920 --> 00:01:07.880]  給了我們一個實例
[00:01:07.880 --> 00:01:09.520]  這個就是我經常都講的
[00:01:09.520 --> 00:01:12.220]  我讀維基書就是
[00:01:12.220 --> 00:01:14.180]  首先教了你的理論
[00:01:14.180 --> 00:01:17.640]  然後有些實戰的例子給你
[00:01:17.640 --> 00:01:19.440]  保羅也是一樣
[00:01:19.440 --> 00:01:21.220]  在羅馬書的第四章
[00:01:21.220 --> 00:01:24.720]  他是用了阿伯拉罕來作為例子
[00:01:24.720 --> 00:01:25.720]  為什麼?
[00:01:25.720 --> 00:01:27.020]  因為阿伯拉罕
[00:01:27.020 --> 00:01:30.620]  就是以色列人最敬仰的那位
[00:01:30.620 --> 00:01:33.040]  希伯來人之父
[00:01:33.040 --> 00:01:35.920]  連阿伯拉罕都是因信稱義
[00:01:35.920 --> 00:01:37.920]  不是靠他的行為
[00:01:37.920 --> 00:01:39.320]  然後現在
[00:01:39.320 --> 00:01:42.120]  到了羅馬書的第五章
[00:01:42.120 --> 00:01:44.420]  保羅告訴我們
[00:01:44.420 --> 00:01:47.920]  如果我們不是因為我們的行為得救
[00:01:47.920 --> 00:01:53.420]  也不會因為我們的行為失去我們的救贖
[00:01:53.420 --> 00:01:58.020]  就是因為我們因信稱義
[00:01:58.020 --> 00:02:00.820]  以致我們能夠如神和好
[00:02:00.820 --> 00:02:03.920]  這是第五章的主題
[00:02:03.920 --> 00:02:08.720]  羅馬書是一部充滿邏輯的一部書
[00:02:08.720 --> 00:02:12.520]  所以也是充滿了「所以」這個字
[00:02:12.520 --> 00:02:15.520]  在羅馬書的三章二十節
[00:02:15.520 --> 00:02:18.320]  經文說 「所以凡有血氣的
[00:02:18.320 --> 00:02:20.520]  沒有一個因行律法
[00:02:20.520 --> 00:02:24.920]  能在神的面前稱義」
[00:02:24.920 --> 00:02:28.020]  然後到羅馬書的五章一節
[00:02:28.020 --> 00:02:29.520]  今天的經文
[00:02:29.520 --> 00:02:33.020]  「所以我們既因信稱義
[00:02:33.020 --> 00:02:36.720]  就得與神相和」
[00:02:36.720 --> 00:02:38.120]  是很合邏輯的
[00:02:38.120 --> 00:02:40.620]  我們不是因為我們的行為稱義
[00:02:40.620 --> 00:02:43.020]  所以我們是因信稱義
[00:02:43.020 --> 00:02:45.920]  而我們是能夠與神和好
[00:02:45.920 --> 00:02:49.420]  然後到羅馬書的八章一節
[00:02:49.420 --> 00:02:53.720]  雖然和合本沒有用「所以」這個字
[00:02:53.720 --> 00:02:56.620]  但是原文的希臘文是有的
[00:02:56.620 --> 00:03:01.020]  「所以如今那些在基督耶穌裡的
[00:03:01.020 --> 00:03:04.520]  就不定罪了」
[00:03:04.520 --> 00:03:06.520]  與神相和
[00:03:06.520 --> 00:03:09.520]  我們就不被神定罪
[00:03:09.520 --> 00:03:12.420]  沒有神的審判在我們身上
[00:03:12.420 --> 00:03:15.020]  然後到十二章的一節
[00:03:15.020 --> 00:03:17.220]  就要回應了
[00:03:17.220 --> 00:03:18.520]  所以經文說
[00:03:18.520 --> 00:03:23.120]  「所以將身體獻上當作活祭」
[00:03:23.120 --> 00:03:25.420]  有沒有看到保羅寫的羅馬書
[00:03:25.420 --> 00:03:27.520]  是非常之具邏輯性
[00:03:27.520 --> 00:03:30.020]  非常之有層次
[00:03:30.020 --> 00:03:32.220]  一個一個「所以」這樣
[00:03:32.220 --> 00:03:36.920]  來帶領我們明白他的話語
[00:03:36.920 --> 00:03:40.420]  保羅告訴我們
[00:03:40.420 --> 00:03:42.720]  我們有因信稱義
[00:03:42.720 --> 00:03:44.920]  救贖的確據
[00:03:44.920 --> 00:03:46.720]  有兩個目的
[00:03:46.720 --> 00:03:47.720]  第一個目的
[00:03:47.720 --> 00:03:49.020]  他要告訴我們
[00:03:49.020 --> 00:03:52.620]  做基督徒有什麼好處
[00:03:52.620 --> 00:03:55.320]  我們被神稱為異人
[00:03:55.320 --> 00:03:59.020]  不單止將來能夠進入天堂
[00:03:59.020 --> 00:04:00.720]  就算現在
[00:04:00.720 --> 00:04:05.220]  在世上仍然有很大的屬靈的福氣
[00:04:05.220 --> 00:04:08.020]  有很大的神的祝福
[00:04:08.020 --> 00:04:12.920]  這跟米爾弗所書第一章所說的很相似
[00:04:12.920 --> 00:04:14.220]  第二點
[00:04:14.220 --> 00:04:18.320]  他跟我們的讀者說
[00:04:18.320 --> 00:04:21.820]  稱義 因信稱義是永恆的
[00:04:21.820 --> 00:04:25.320]  我們永遠不會失去我們的救贖
[00:04:25.320 --> 00:04:29.520]  保羅寫的羅馬書
[00:04:29.520 --> 00:04:32.020]  是給羅馬的教會
[00:04:32.020 --> 00:04:37.220]  肯定羅馬的教會有很多猶太人的信徒
[00:04:37.220 --> 00:04:39.020]  這些猶太人的信徒
[00:04:39.020 --> 00:04:45.720]  他們都是習慣用行為來與神相和
[00:04:45.720 --> 00:04:47.220]  如果現在保羅說
[00:04:47.220 --> 00:04:51.320]  不需要遵守律法是能夠得救
[00:04:51.320 --> 00:04:54.920]  相信有很多猶太人的信徒
[00:04:54.920 --> 00:04:56.420]  他們會怎樣問呢
[00:04:56.420 --> 00:04:58.320]  他們會說
[00:04:58.320 --> 00:05:00.620]  不用守法就能夠得救
[00:05:00.620 --> 00:05:02.220]  這麼兒戲嗎
[00:05:02.220 --> 00:05:04.820]  我們會不會失去我們的救贖
[00:05:04.820 --> 00:05:10.720]  將來我們會不會仍然被神來審判
[00:05:10.720 --> 00:05:12.520]  他們亦都會問
[00:05:12.520 --> 00:05:14.220]  如果這麼兒戲的話
[00:05:14.220 --> 00:05:16.520]  將來如果我們有考驗
[00:05:16.520 --> 00:05:18.020]  有苦難的時候
[00:05:18.020 --> 00:05:20.920]  我們是否經得起這些苦難
[00:05:20.920 --> 00:05:23.520]  所以保羅就要告訴他們
[00:05:23.520 --> 00:05:27.020]  他們救贖的確據
[00:05:27.020 --> 00:05:28.920]  是非常確實
[00:05:28.920 --> 00:05:32.720]  他們是不會失去他們的救贖
[00:05:32.720 --> 00:05:36.920]  要跟大家說七個救贖的確據
[00:05:36.920 --> 00:05:38.620]  第一個就是
[00:05:38.620 --> 00:05:40.720]  每一個真正得救的人
[00:05:40.720 --> 00:05:42.520]  是與神和好
[00:05:42.520 --> 00:05:43.720]  第二點
[00:05:43.720 --> 00:05:46.420]  都能夠進入神的恩典
[00:05:46.420 --> 00:05:49.620]  能夠站立得穩在神的面前
[00:05:49.620 --> 00:05:51.020]  第三
[00:05:51.020 --> 00:05:52.720]  一個真正得救的人
[00:05:52.720 --> 00:05:54.420]  是有榮耀的盼望
[00:05:54.420 --> 00:05:58.820]  將來我們會有神的榮耀在我們身上
[00:05:58.820 --> 00:06:00.320]  第四點
[00:06:00.320 --> 00:06:03.120]  當苦難 當試煉來到
[00:06:03.120 --> 00:06:05.320]  我們是經得起考驗
[00:06:05.320 --> 00:06:06.720]  注意我不是說
[00:06:06.720 --> 00:06:11.120]  如果苦難會降臨在我們身上
[00:06:11.120 --> 00:06:12.620]  做基督徒
[00:06:12.620 --> 00:06:14.720]  這是一個given
[00:06:14.720 --> 00:06:16.020]  每一個人
[00:06:16.020 --> 00:06:17.420]  真正相信的
[00:06:17.420 --> 00:06:20.920]  都會有苦難臨到他們的身上
[00:06:20.920 --> 00:06:22.220]  第五點
[00:06:22.220 --> 00:06:24.720]  雖然我們有苦難在我們身上
[00:06:24.720 --> 00:06:27.420]  我們亦都有愛在我們身上
[00:06:27.420 --> 00:06:30.320]  這是第五點 是神的愛
[00:06:30.320 --> 00:06:31.520]  第六點
[00:06:31.520 --> 00:06:34.320]  我們是能夠避免神的憤怒
[00:06:34.320 --> 00:06:35.520]  這個憤怒
[00:06:35.520 --> 00:06:38.620]  不單止是我們接受耶穌基督
[00:06:38.620 --> 00:06:41.720]  祂赦免了我們的罪
[00:06:41.720 --> 00:06:44.620]  赦免了 避免了神的憤怒
[00:06:44.620 --> 00:06:47.420]  亦都是我們接受了耶穌基督之後
[00:06:47.420 --> 00:06:49.920]  我們仍然會犯罪
[00:06:49.920 --> 00:06:52.820]  但是耶穌基督現在不斷地為我們
[00:06:52.820 --> 00:06:56.020]  在父的面前來禱告祈求
[00:06:56.020 --> 00:07:00.220]  仍然是幫助我們避免神的憤怒
[00:07:00.220 --> 00:07:02.120]  還有最後第七點
[00:07:02.120 --> 00:07:04.320]  每一個真正得救的人
[00:07:04.320 --> 00:07:07.020]  都是會以神為樂
[00:07:07.020 --> 00:07:08.520]  在神的裡面
[00:07:08.520 --> 00:07:09.920]  在主的裡面
[00:07:09.920 --> 00:07:11.920]  我們是會有喜樂
[00:07:11.920 --> 00:07:13.820]  首先第一點
[00:07:13.820 --> 00:07:16.020]  就是與神和好
[00:07:16.020 --> 00:07:19.220]  有人說保羅寫羅馬書的第五章
[00:07:19.220 --> 00:07:23.020]  就是要信徒心裡面得到平安
[00:07:23.020 --> 00:07:24.720]  這個是真的
[00:07:24.720 --> 00:07:27.620]  但是不單止是心裡面的平安
[00:07:27.620 --> 00:07:30.820]  而是實實在在有平安
[00:07:30.820 --> 00:07:32.320]  為什麼?
[00:07:32.320 --> 00:07:35.220]  因為一個不接受耶穌基督的人
[00:07:35.220 --> 00:07:37.920]  是神的仇敵
[00:07:37.920 --> 00:07:41.420]  羅馬書的五章十節和八章七節
[00:07:41.420 --> 00:07:43.520]  是與神為敵的
[00:07:43.520 --> 00:07:46.420]  在《以塞亞書》裡面說得很清楚
[00:07:46.420 --> 00:07:49.220]  《以塞亞書》的四十八章二十二節
