
[00:00:00.000 --> 00:00:03.420]  各位電影節目的早晨
[00:00:03.420 --> 00:00:07.020]  有沒有想過2018年這麼快就結束了
[00:00:07.020 --> 00:00:09.280]  只剩下今天和明天
[00:00:09.280 --> 00:00:11.100]  那就再見了
[00:00:11.100 --> 00:00:13.960]  迎接2019年
[00:00:13.960 --> 00:00:17.140]  你2019年是不是大一歲
[00:00:17.140 --> 00:00:19.820]  當然了,全部人都大一歲
[00:00:19.820 --> 00:00:23.180]  特別有些人不知道1月幾號生日
[00:00:23.180 --> 00:00:25.380]  更加快就生日
[00:00:25.380 --> 00:00:30.940]  有時我們很怕問人你幾多歲
[00:00:30.940 --> 00:00:34.540]  但我發覺這些長者,越老的那些
[00:00:34.540 --> 00:00:36.160]  越肯告訴你幾多歲
[00:00:36.160 --> 00:00:39.300]  你知不知道我幾多歲,我88了
[00:00:39.300 --> 00:00:43.940]  他很開心告訴人,因為我88,多厲害
[00:00:43.940 --> 00:00:47.260]  年輕的那些年年都25歲
[00:00:47.260 --> 00:00:49.780]  譚校長那些年年都25歲
[00:00:49.780 --> 00:00:53.620]  劉德華那些不知道他幾多歲,年年三十幾
[00:00:53.620 --> 00:00:59.700]  劉德華演唱會唱到出不了聲
[00:00:59.700 --> 00:01:02.660]  我早兩個禮拜都出不了聲
[00:01:02.660 --> 00:01:06.380]  感謝神,我不是開演唱會
[00:01:06.380 --> 00:01:08.820]  感謝神讓我今天有聲
[00:01:08.820 --> 00:01:10.820]  我不知道你幾多歲
[00:01:10.820 --> 00:01:18.180]  我這個禮拜要出席兩個登陸的生日會
[00:01:18.180 --> 00:01:21.380]  入伍啦,登陸啦
[00:01:21.380 --> 00:01:23.500]  你知不知道70叫什麼
[00:01:23.500 --> 00:01:25.100]  71
[00:01:25.100 --> 00:01:27.820]  80叫八達通
[00:01:27.820 --> 00:01:31.300]  90叫九寨溝
[00:01:31.300 --> 00:01:33.380]  真的,不是開玩笑的
[00:01:33.380 --> 00:01:37.940]  71,八達通,九寨溝
[00:01:37.940 --> 00:01:40.500]  所以如果有個老人家跟你說
[00:01:40.500 --> 00:01:42.660]  他快要去九寨溝
[00:01:42.660 --> 00:01:46.220]  你不要相信,他快要90了
[00:01:46.220 --> 00:01:48.940]  九寨溝那裏很高的
[00:01:48.940 --> 00:01:50.620]  怎頂得住
[00:01:50.620 --> 00:01:52.980]  那裏有高山症
[00:01:52.980 --> 00:01:59.940]  好,宣媒的人大一年就大一歲
[00:01:59.940 --> 00:02:02.500]  開始有些律師跟我說
[00:02:02.500 --> 00:02:05.340]  他說劉牧師你都差不多了
[00:02:05.340 --> 00:02:07.500]  你有沒有立遺囑
[00:02:07.500 --> 00:02:09.100]  我心想是喎
[00:02:09.100 --> 00:02:11.500]  我都年紀越來越大了
[00:02:11.500 --> 00:02:12.740]  我都應該立遺囑
[00:02:12.740 --> 00:02:14.420]  因為如果不是
[00:02:14.420 --> 00:02:18.140]  一會兒我打尖上了去
[00:02:18.140 --> 00:02:21.660]  我的財產那些不知道怎樣處理
[00:02:21.660 --> 00:02:23.660]  所以你們最好不要打尖
[00:02:23.660 --> 00:02:25.020]  排著隊
[00:02:25.020 --> 00:02:29.540]  一九五幾一九四幾一路排隊
[00:02:29.540 --> 00:02:32.500]  排隊什麼時候回去上面
[00:02:32.500 --> 00:02:34.940]  全部都排著隊
[00:02:34.940 --> 00:02:37.740]  因為你一出生就開始排隊
[00:02:37.740 --> 00:02:39.140]  那些排到後來
[00:02:39.140 --> 00:02:41.420]  我們這些都排很前的
[00:02:41.420 --> 00:02:43.820]  隨時到期的
[00:02:43.820 --> 00:02:46.980]  所以他說你應該立遺囑
[00:02:46.980 --> 00:02:50.260]  我心想都應該立的
[00:02:50.260 --> 00:02:55.500]  我就發覺原來還未落幕
[00:02:55.500 --> 00:03:01.380]  原來最近開始都慢慢多人採用
[00:03:01.380 --> 00:03:06.420]  如果有些病人他如果有絕症
[00:03:06.420 --> 00:03:10.580]  他就會舉行一些叫做告別會
[00:03:10.580 --> 00:03:13.500]  即是說未離開世界之前
[00:03:13.500 --> 00:03:16.820]  就請所有家人好朋友
[00:03:16.820 --> 00:03:20.780]  那些人都離世了就預先告別
[00:03:20.780 --> 00:03:22.940]  那些人就會說些話給他聽
[00:03:22.940 --> 00:03:25.180]  你真是好了
[00:03:25.180 --> 00:03:27.820]  你對我的生命有很大的影響
[00:03:27.820 --> 00:03:29.300]  那多好
[00:03:29.300 --> 00:03:33.140]  日後我睡著了你說什麼我都聽不到
[00:03:33.140 --> 00:03:36.620]  趁我還沒睡著就聽你們說
[00:03:36.620 --> 00:03:38.620]  還有我可以反駁你
[00:03:38.620 --> 00:03:41.300]  你說得不對不應該這樣說
[00:03:41.300 --> 00:03:42.740]  所以多好
[00:03:42.740 --> 00:03:45.540]  所以給大家看看
[00:03:45.540 --> 00:03:49.380]  這位長者是一位老師
[00:03:49.380 --> 00:03:51.900]  很多學生他的家人
[00:03:51.900 --> 00:03:54.620]  就幫他搞了一個告別會
[00:03:54.620 --> 00:03:57.060]  有一個畫了幅圖畫來
[00:03:57.060 --> 00:03:58.820]  有些送花給他
[00:03:58.820 --> 00:04:02.020]  老師感謝你
[00:04:02.020 --> 00:04:04.260]  這位老師很好
[00:04:04.260 --> 00:04:05.620]  很多學生
[00:04:05.620 --> 00:04:08.740]  他就辦了一個告別會
[00:04:08.740 --> 00:04:13.980]  我將來如果我知道幾時就快不行
[00:04:13.980 --> 00:04:15.980]  我想我都開定告別會
[00:04:15.980 --> 00:04:17.980]  等你全部說給我聽
[00:04:17.980 --> 00:04:19.740]  不然我都聽不到你說什麼
[00:04:19.740 --> 00:04:20.980]  那浪費力氣了
[00:04:20.980 --> 00:04:23.380]  所以聽聽你說什麼
[00:04:23.380 --> 00:04:27.060]  所以有些人說要預先立定遺囑
[00:04:27.060 --> 00:04:29.220]  在我們基督教界有一位
[00:04:29.220 --> 00:04:32.100]  大家都很敬重的前輩
