
[00:00:00.000 --> 00:00:01.020]  曾幾何時
[00:00:01.020 --> 00:00:03.840]  我們崇拜完了之後
[00:00:03.840 --> 00:00:05.380]  就會
[00:00:05.380 --> 00:00:08.700]  移師到下面的休息室
[00:00:08.700 --> 00:00:10.500]  我們會在那裏
[00:00:10.500 --> 00:00:11.520]  喝杯茶
[00:00:11.520 --> 00:00:12.800]  吃件餅
[00:00:12.800 --> 00:00:14.840]  如果還有時間的話
[00:00:14.840 --> 00:00:18.440]  我們就會過去對面的教職員聯誼會
[00:00:18.440 --> 00:00:20.480]  在那裏
[00:00:20.480 --> 00:00:22.780]  大台小台
[00:00:22.780 --> 00:00:25.340]  開大的檯或者小的檯都無所謂
[00:00:25.340 --> 00:00:26.620]  大家在那裏
[00:00:26.620 --> 00:00:28.160]  暢所欲言
[00:00:28.420 --> 00:00:30.220]  或者評論一下
[00:00:30.220 --> 00:00:30.980]  剛剛
[00:00:30.980 --> 00:00:32.780]  崇拜的時候
[00:00:32.780 --> 00:00:35.340]  講到的內容有什麼啟發
[00:00:35.340 --> 00:00:37.640]  又或者談笑風生
[00:00:37.640 --> 00:00:38.920]  又或者
[00:00:38.920 --> 00:00:40.700]  評論時事
[00:00:40.700 --> 00:00:43.260]  總之各自各精彩
[00:00:43.260 --> 00:00:47.100]  在廣東話裏面
[00:00:47.100 --> 00:00:48.380]  我們叫這些做
[00:00:48.380 --> 00:00:49.420]  犯罪
[00:00:49.420 --> 00:00:50.940]  即是一起吃飯
[00:00:50.940 --> 00:00:52.220]  犯罪
[00:00:52.220 --> 00:00:54.020]  但是呢
[00:00:54.020 --> 00:00:56.840]  我們猜都猜不到
[00:00:58.120 --> 00:00:59.400]  在某些時空
[00:00:59.400 --> 00:01:01.200]  某些狀況底下
[00:01:01.200 --> 00:01:03.760]  犯罪即是一起吃飯
[00:01:03.760 --> 00:01:07.860]  是可以有犯罪的風險的
[00:01:07.860 --> 00:01:10.420]  我們以前想都沒有想到
[00:01:10.420 --> 00:01:13.480]  當這些情況出現的時候
[00:01:13.480 --> 00:01:15.280]  我們就會懷念從前
[00:01:15.280 --> 00:01:17.060]  就好像
[00:01:17.060 --> 00:01:20.140]  有首經典的日劇主題曲曾經這樣唱
[00:01:20.140 --> 00:01:21.940]  誰會珍惜
[00:01:21.940 --> 00:01:23.460]  當你還擁有
[00:01:23.460 --> 00:01:25.260]  當要逝去
[00:01:25.260 --> 00:01:27.060]  總想還留
[00:01:28.320 --> 00:01:30.380]  何時才可以一起
[00:01:30.380 --> 00:01:31.400]  犯罪呢
[00:01:31.400 --> 00:01:34.720]  何時才可以一起吃飯呢
[00:01:34.720 --> 00:01:37.800]  在這個時空裏面
[00:01:37.800 --> 00:01:41.120]  這個不單止是家人的問題
[00:01:41.120 --> 00:01:43.420]  其實都很要命的
[00:01:43.420 --> 00:01:44.960]  即是過時過節
[00:01:44.960 --> 00:01:46.240]  如果家裏有六個人
[00:01:46.240 --> 00:01:49.060]  一起出吃飯怎麼辦呢
[00:01:49.060 --> 00:01:51.880]  這個不單止是家人的問題
[00:01:51.880 --> 00:01:53.920]  這亦都是
[00:01:53.920 --> 00:01:55.720]  整個社會的問題
[00:01:56.480 --> 00:01:58.280]  其實都不單止是我們社會的問題
[00:01:58.280 --> 00:02:00.580]  這是全世界
[00:02:00.580 --> 00:02:03.400]  共同面對的難題
[00:02:03.400 --> 00:02:06.720]  可不可以一起吃飯呢
[00:02:06.720 --> 00:02:09.800]  一起吃飯行不行
[00:02:09.800 --> 00:02:12.620]  除了是社會的議題之外
[00:02:12.620 --> 00:02:15.180]  其實亦都可以是一個信仰的議題
[00:02:15.180 --> 00:02:17.740]  剛才大家讀
[00:02:17.740 --> 00:02:18.760]  聽
[00:02:18.760 --> 00:02:24.900]  書信經課、福音經課、教育經課、詩篇的時候
[00:02:25.920 --> 00:02:28.740]  你有沒有留意到裏面有好幾場
[00:02:28.740 --> 00:02:29.760]  犯罪
[00:02:29.760 --> 00:02:31.820]  有好幾場延籍
[00:02:31.820 --> 00:02:35.660]  基本上是用延籍這兩個字來說的
[00:02:35.660 --> 00:02:37.440]  今天
[00:02:37.440 --> 00:02:39.500]  讓我們一起看看
[00:02:39.500 --> 00:02:41.280]  在
[00:02:41.280 --> 00:02:44.860]  經課裏面所說的犯罪
[00:02:44.860 --> 00:02:47.940]  對我們有甚麼信仰的啟發
[00:02:47.940 --> 00:02:53.580]  現在很容易不用打開聖經你揭開程序表就有經文
[00:02:53.580 --> 00:02:54.600]  我們
[00:02:55.360 --> 00:02:56.380]  回到經文
[00:02:56.380 --> 00:03:01.760]  第一場延籍
[00:03:01.760 --> 00:03:04.060]  是出現在
[00:03:04.060 --> 00:03:08.160]  舊約經《霍爾策》書第25章第6節
[00:03:08.160 --> 00:03:11.480]  那裏說一場延籍
[00:03:11.480 --> 00:03:12.500]  不過呢
[00:03:12.500 --> 00:03:15.580]  其實是隱含著兩場的延籍
[00:03:15.580 --> 00:03:19.420]  我們試試看第25章第6節怎麽說
[00:03:19.420 --> 00:03:21.220]  在這山上
[00:03:21.720 --> 00:03:26.320]  萬軍之耶和華必為萬民用肥金設擺延籍
[00:03:26.320 --> 00:03:32.720]  用陳酒和滿水的肥金並澄清的陳酒設擺延籍
[00:03:32.720 --> 00:03:36.820]  你有沒有興趣來參加這場延籍
[00:03:36.820 --> 00:03:39.640]  這場延籍很特別
[00:03:39.640 --> 00:03:41.680]  這場延籍
[00:03:41.680 --> 00:03:43.740]  是在山上擺的
[00:03:43.740 --> 00:03:47.320]  即是說我們現在的說法就是野餐
[00:03:47.320 --> 00:03:51.420]  可能有些人會覺得
[00:03:52.440 --> 00:03:53.720]  不是吧
[00:03:53.720 --> 00:03:55.260]  嗤之以鼻
[00:03:55.260 --> 00:03:57.820]  一向都是這樣的
[00:03:57.820 --> 00:04:00.120]  因為他們
[00:04:00.120 --> 00:04:01.900]  正在皇宮裏面
[00:04:01.900 --> 00:04:03.700]  享受著盛宴
[00:04:03.700 --> 00:04:06.000]  何必長途跋涉
[00:04:06.000 --> 00:04:07.800]  走上山上野餐呢
[00:04:07.800 --> 00:04:09.080]  都不知道有什麽吃的
[00:04:09.080 --> 00:04:13.700]  在經文的歷史時空
[00:04:13.700 --> 00:04:16.500]  在那個歷史年代
[00:04:16.500 --> 00:04:18.800]  在大河的那一邊
[00:04:19.060 --> 00:04:22.900]  經文經常用大河的那一邊來形容
[00:04:22.900 --> 00:04:25.200]  在大河的那一邊
[00:04:25.200 --> 00:04:27.260]  就是巴比倫的皇宮裏面
[00:04:27.260 --> 00:04:30.580]  有一場宮廷盛宴正在進行中
[00:04:30.580 --> 00:04:32.880]  記載在
