
[00:00:00.000 --> 00:00:01.800]  好 弟兄姊妹主內平安
[00:00:01.800 --> 00:00:04.160]  家中的弟兄姊妹都平安
[00:00:04.160 --> 00:00:07.600]  好 我們一齊先有祈禱
[00:00:07.600 --> 00:00:09.400]  親愛的主 我們多謝祢
[00:00:09.400 --> 00:00:11.720]  祢留下寶貴的話語
[00:00:11.720 --> 00:00:14.360]  特別祢藉著舊約
[00:00:14.360 --> 00:00:16.400]  最後一卷《函瑪拉基書》
[00:00:16.400 --> 00:00:19.400]  都仍然對我們生命有很多提醒
[00:00:19.400 --> 00:00:21.280]  幫助我們明白舊約
[00:00:21.280 --> 00:00:24.400]  幫我們明白我們能夠活出新約
[00:00:24.400 --> 00:00:26.760]  讓我們能夠被祢幫助
[00:00:26.760 --> 00:00:30.200]  我們能夠成為一個有力的生命
[00:00:30.200 --> 00:00:31.960]  我們求祢聽我們祈禱
[00:00:31.960 --> 00:00:35.200]  奉耶穌的名字而救 阿們
[00:00:56.760 --> 00:01:09.440]  在演奏會中最關鍵的是指揮
[00:01:09.440 --> 00:01:11.160]  有一次有一個指揮
[00:01:11.160 --> 00:01:13.520]  在管弈樂團裡做指揮
[00:01:13.520 --> 00:01:16.440]  指著不同的樂器
[00:01:16.440 --> 00:01:21.280]  彈奏不同的聲量、音樂、大小聲等等
[00:01:21.280 --> 00:01:24.760]  那次的指揮很興奮
[00:01:24.760 --> 00:01:31.000]  很想帶動整個表演的高潮
[00:01:31.000 --> 00:01:35.200]  然後樂團就越來越大聲
[00:01:35.200 --> 00:01:37.160]  就抬高了
[00:01:37.160 --> 00:01:38.360]  見到別人看不到
[00:01:38.360 --> 00:01:42.480]  就再抬高一點
[00:01:42.480 --> 00:01:45.200]  結果抬得太高
[00:01:45.200 --> 00:01:47.200]  聲音一下子就掉到地上
[00:01:47.200 --> 00:01:52.360]  將整個演奏的高潮變成了冰點
[00:01:52.360 --> 00:02:01.840]  原來指揮帶領整個樂團到達音樂的高峰
[00:02:01.840 --> 00:02:05.080]  但因為指揮的跌倒
[00:02:05.080 --> 00:02:09.360]  令整個音樂成為了一個低點
[00:02:09.360 --> 00:02:11.560]  整個音樂就停頓了
[00:02:11.560 --> 00:02:15.200]  其實教會都是這樣的
[00:02:15.200 --> 00:02:17.000]  我們讀馬拉基斯
[00:02:17.000 --> 00:02:22.960]  一直說的是上樑不正下樑壞
[00:02:22.960 --> 00:02:26.680]  教會的領導出現問題
[00:02:26.680 --> 00:02:32.480]  就會帶動到下樑的會眾、百姓、神的子民
[00:02:32.480 --> 00:02:35.120]  同樣出現問題
[00:02:35.120 --> 00:02:38.480]  所以上次我們說到A4的敬拜
[00:02:38.480 --> 00:02:44.320]  當中說到回歸之後的神的子民
[00:02:44.320 --> 00:02:46.920]  他們的生命的狀況
[00:02:46.920 --> 00:02:51.000]  今天我們會繼續看多一點
[00:02:51.000 --> 00:02:53.080]  特別是上次說到上樑
[00:02:53.080 --> 00:02:54.960]  我們今天會看多一點上樑
[00:02:54.960 --> 00:02:57.360]  一些以色列領袖的問題
[00:02:57.360 --> 00:03:00.560]  我們下次會再看下樑
[00:03:00.560 --> 00:03:05.800]  今天我們用到的經文是
[00:03:05.800 --> 00:03:08.600]  馬拉基斯二章一至九節
[00:03:08.600 --> 00:03:12.440]  其實這個經文都有一個結構
[00:03:12.440 --> 00:03:18.200]  上次Alex講到三文治結構
[00:03:18.200 --> 00:03:19.560]  大家有印象嗎?
[00:03:19.560 --> 00:03:23.960]  不過上次Alex講的是日式三文治
[00:03:23.960 --> 00:03:27.400]  我今天是用港式三文治
[00:03:27.400 --> 00:03:31.240]  無論日式還是港式都是那一種
[00:03:31.240 --> 00:03:33.440]  重要的三文治本身就是
[00:03:33.440 --> 00:03:35.560]  有一塊麵包在上面
[00:03:35.560 --> 00:03:37.080]  一個餡在中間
[00:03:37.080 --> 00:03:39.400]  下面又有一塊麵包
[00:03:39.400 --> 00:03:42.080]  那個麵包是什麼呢?
[00:03:42.080 --> 00:03:43.880]  我們稍後會讀到的A段
[00:03:43.880 --> 00:03:45.960]  就是二章一至四節
[00:03:45.960 --> 00:03:49.680]  就是神警告祭司背若帶來的奏作
[00:03:49.680 --> 00:03:53.360]  而另一個麵包就是到了第八第九節
[00:03:53.360 --> 00:03:57.200]  神指控祭司背若必有後果
[00:03:57.200 --> 00:04:01.560]  而當中那個餡在二章五至七節
[00:04:01.560 --> 00:04:06.720]  回顧著若和神的應許和要求
[00:04:06.720 --> 00:04:10.000]  所以你看到我為什麼用港式三文治
[00:04:10.000 --> 00:04:11.680]  其中特色是什麼呢?
[00:04:11.680 --> 00:04:14.920]  我們是吃腿蛋治的
[00:04:14.920 --> 00:04:17.200]  腿蛋治不是只有蛋
[00:04:17.200 --> 00:04:18.400]  不是蛋治
