
[00:00:00.000 --> 00:00:05.400]  在昨天我們提到耶利米蘇是一本很難讀的書
[00:00:05.400 --> 00:00:09.200]  昨天我們提到耶利米蘇是一本很難讀的書
[00:00:09.200 --> 00:00:15.500]  我們很難找到它的連貫一致的形貌
[00:00:15.500 --> 00:00:19.300]  我們很難找到一個連貫一致的形貌
[00:00:19.300 --> 00:00:21.600]  我們說應該怎樣讀這本書呢?
[00:00:21.600 --> 00:00:23.900]  那我們要怎樣讀這本書呢?
[00:00:23.900 --> 00:00:26.000]  我們說可以從背景去讀
[00:00:26.000 --> 00:00:30.300]  然後就留意它的文學的特點
[00:00:30.300 --> 00:00:33.800]  然後就用神學的角度去理解
[00:00:33.800 --> 00:00:35.900]  我們說可以從背景看
[00:00:35.900 --> 00:00:38.500]  然後看它文學的特點
[00:00:38.500 --> 00:00:41.600]  然後再從神學來領受
[00:00:41.600 --> 00:00:47.000]  在昨天我們已經示範了一次
[00:00:47.000 --> 00:00:48.900]  我說這種閱讀的方式
[00:00:48.900 --> 00:00:53.800]  將會是一種正點評鑑的閱讀方式
[00:00:53.800 --> 00:00:57.800]  我說這是一種正點評鑑的方式
[00:00:57.800 --> 00:01:00.600]  在今天我們都是用類似的方式
[00:01:00.600 --> 00:01:03.900]  繼續很仔細地讀第三章
[00:01:03.900 --> 00:01:06.000]  今天我們也用類似的方式
[00:01:06.000 --> 00:01:08.300]  很仔細地讀第三章
[00:01:08.300 --> 00:01:10.600]  我們是一起吃小卷
[00:01:10.600 --> 00:01:13.100]  是細口細口地吃
[00:01:13.100 --> 00:01:15.100]  我們是一起來吃小卷
[00:01:15.100 --> 00:01:17.000]  是細口細口地來吃
[00:01:17.000 --> 00:01:20.600]  我們也會差不多看完這麼多節的經文
[00:01:20.600 --> 00:01:24.000]  我們也會差不多看完這麼多節的經文
[00:01:24.000 --> 00:01:27.500]  所以大家要好好使用你手上的聖經
[00:01:27.500 --> 00:01:30.000]  所以大家要好好使用你手上的聖經
[00:01:30.000 --> 00:01:33.800]  或者你的講道的經文的研習本
[00:01:33.800 --> 00:01:36.600]  或者你講道的經文研習本
[00:01:36.600 --> 00:01:39.900]  請留意是和修本的翻譯
[00:01:39.900 --> 00:01:42.500]  請留意是和修本的翻譯
[00:01:42.500 --> 00:01:44.600]  我會間中講到哪一節
[00:01:44.600 --> 00:01:47.600]  你的眼睛就去看那一節
[00:01:47.600 --> 00:01:49.300]  我中間會講是哪一節
[00:01:49.300 --> 00:01:51.900]  你的眼睛就要掃描一下哪一節
[00:01:51.900 --> 00:01:55.800]  當我們讀完整個第三章的時候
[00:01:55.800 --> 00:01:58.700]  我們在結束的部分
[00:01:58.700 --> 00:02:02.500]  我們會從新約的一些角度
[00:02:02.500 --> 00:02:06.500]  再去思考耶利米蘇的訊息
[00:02:06.500 --> 00:02:08.900]  我們讀完整個第三章以後
[00:02:08.900 --> 00:02:11.200]  我們再從新約聖經的角度
[00:02:11.200 --> 00:02:14.000]  來思考耶利米蘇的訊息
[00:02:14.000 --> 00:02:18.500]  我們同心禱告
[00:02:18.500 --> 00:02:20.800]  主啊懇求祢的靈
[00:02:20.800 --> 00:02:27.900]  澆灌在我們眾人的身上
[00:02:27.900 --> 00:02:33.900]  懇求祢在我們的當中
[00:02:33.900 --> 00:02:39.500]  懇求祢將祢的話給我們
[00:02:39.500 --> 00:02:41.900]  懇求祢將祢的話
[00:02:41.900 --> 00:02:46.900]  按在我們的口裡面
[00:02:46.900 --> 00:02:49.400]  我們要宣講以先
[00:02:49.400 --> 00:02:56.200]  我們吃用祢給我們的話語
[00:02:56.200 --> 00:03:01.600]  讓我們一同去相信和領受
[00:03:01.600 --> 00:03:06.900]  主啊求祢憐憫我們幫助我們
[00:03:06.900 --> 00:03:10.400]  我們這樣禱告祈求
[00:03:10.400 --> 00:03:13.300]  奉主耶穌基督的聖名
[00:03:13.300 --> 00:03:17.300]  祈求祢在我們眾人的身上
[00:03:17.300 --> 00:03:20.900]  讓我們一同去相信和領受
[00:03:20.900 --> 00:03:25.300]  今天是我們出席第二天的言經會
[00:03:25.300 --> 00:03:28.100]  今天出席第二天的言經會
[00:03:28.100 --> 00:03:30.100]  大家的心情怎麼樣?
[00:03:30.100 --> 00:03:33.300]  最近的生活怎麼樣?
[00:03:33.300 --> 00:03:37.300]  是不是很快樂呢?
[00:03:37.300 --> 00:03:40.300]  我看到有些人很快樂
[00:03:40.300 --> 00:03:43.300]  在痛苦的當中
[00:03:43.300 --> 00:03:45.300]  或者有的人在哀傷痛苦的當中
[00:03:45.300 --> 00:03:47.300]  在哀傷的當中
[00:03:47.300 --> 00:03:50.300]  更希望去親近主
[00:03:50.300 --> 00:03:53.300]  能夠聽到祂的話語
[00:03:53.300 --> 00:03:54.300]  在哀傷的當中
[00:03:54.300 --> 00:03:57.300]  更希望聽到主祂的話語
[00:03:57.300 --> 00:03:59.300]  這種的哀傷裡面
[00:03:59.300 --> 00:04:00.300]  可不可以有喜樂呢?
[00:04:00.300 --> 00:04:01.300]  這種哀傷裡面
[00:04:01.300 --> 00:04:03.300]  可不可以有喜樂呢?
[00:04:03.300 --> 00:04:05.300]  或者剛才我們有些弟兄姊妹
[00:04:05.300 --> 00:04:08.300]  去表現得是很喜樂
[00:04:08.300 --> 00:04:10.300]  當中也會不會著實
[00:04:10.300 --> 00:04:12.300]  根本有哀傷呢?
[00:04:12.300 --> 00:04:13.300]  或者剛才有的弟兄姊妹
[00:04:13.300 --> 00:04:14.300]  表現得很喜樂
[00:04:14.300 --> 00:04:15.300]  但喜樂裡面
[00:04:15.300 --> 00:04:17.300]  會不會也有哀傷呢?
[00:04:17.300 --> 00:04:18.300]  無論怎麼樣
[00:04:18.300 --> 00:04:19.300]  不少的時候
[00:04:19.300 --> 00:04:22.300]  我們都會痛苦哀傷的
[00:04:22.300 --> 00:04:23.300]  無論怎樣
[00:04:23.300 --> 00:04:24.300]  不少的時候
[00:04:24.300 --> 00:04:26.300]  我們都會痛苦哀傷的
[00:04:26.300 --> 00:04:27.300]  因為我們的世界
[00:04:27.300 --> 00:04:28.300]  我們的社會
[00:04:28.300 --> 00:04:29.300]  我們的家庭
[00:04:29.300 --> 00:04:30.300]  我們工作的地方
[00:04:30.300 --> 00:04:32.300]  甚至我們的教會
[00:04:32.300 --> 00:04:34.300]  都叫我們去哀傷
[00:04:34.300 --> 00:04:35.300]  因為我們的社會
[00:04:35.300 --> 00:04:36.300]  工作、家庭
[00:04:36.300 --> 00:04:37.300]  甚至我們的教會
[00:04:37.300 --> 00:04:39.300]  都會叫我們哀傷
[00:04:39.300 --> 00:04:41.300]  講起哀傷
[00:04:41.300 --> 00:04:43.300]  就是講起天災人禍
[00:04:43.300 --> 00:04:44.300]  講起哀傷
[00:04:44.300 --> 00:04:46.300]  就講到天災人禍
[00:04:46.300 --> 00:04:48.300]  我們想起二十世紀
[00:04:48.300 --> 00:04:50.300]  血腥的歷史
[00:04:50.300 --> 00:04:51.300]  我們想起二十世紀
[00:04:51.300 --> 00:04:53.300]  血腥的歷史
[00:04:53.300 --> 00:04:55.300]  當中有亞美尼亞人的
[00:04:55.300 --> 00:04:57.300]  種族的屠殺
[00:04:57.300 --> 00:04:59.300]  當中有亞美尼亞人的
[00:04:59.300 --> 00:05:00.300]  種族屠殺
[00:05:00.300 --> 00:05:02.300]  兩次世界大戰
[00:05:02.300 --> 00:05:03.300]  兩次世界大戰
[00:05:03.300 --> 00:05:06.300]  廣島和長崎的原子彈
[00:05:06.300 --> 00:05:08.300]  廣島和長崎的原子彈
[00:05:08.300 --> 00:05:10.300]  剛果羅旺達
[00:05:10.300 --> 00:05:12.300]  波斯尼亞的戰爭
[00:05:12.300 --> 00:05:14.300]  和殘暴的事件
[00:05:14.300 --> 00:05:16.300]  剛果羅旺達和波斯尼亞
[00:05:16.300 --> 00:05:18.300]  他們的殘暴的事件
[00:05:18.300 --> 00:05:21.300]  最叫我們哀傷的
[00:05:21.300 --> 00:05:25.300]  就是猶太人的被大屠殺
[00:05:25.300 --> 00:05:26.300]  最叫我們哀傷的
[00:05:26.300 --> 00:05:29.300]  還有猶太人的被大屠殺
[00:05:29.300 --> 00:05:32.300]  納粹主義在第二次世界大戰
[00:05:32.300 --> 00:05:37.300]  是對歐洲的猶太人進行全盤的擊殺
[00:05:37.300 --> 00:05:39.300]  在納粹主義之下
[00:05:39.300 --> 00:05:41.300]  在第二次世界大戰的時候
[00:05:41.300 --> 00:05:45.300]  將全歐洲的猶太人全部屠殺
[00:05:45.300 --> 00:05:51.300]  我們的國家也曾經被列強列國瓜分
[00:05:51.300 --> 00:05:54.300]  我們的國家也曾經被列強列國瓜分
[00:05:54.300 --> 00:05:58.300]  我們的人民也曾經被屠殺
[00:05:58.300 --> 00:06:01.300]  我們的人民也曾經被屠殺
[00:06:01.300 --> 00:06:04.300]  這些傷害帶來受害的人
[00:06:04.300 --> 00:06:09.300]  和受害人的子子孫孫的創傷
[00:06:09.300 --> 00:06:11.300]  這些屠殺帶來受害人
[00:06:11.300 --> 00:06:15.300]  和受害人的子子孫孫的哀傷
[00:06:15.300 --> 00:06:19.300]  當生命被破壞災難發生的時候
[00:06:19.300 --> 00:06:24.300]  受害的人生還的人會問為什麼
[00:06:24.300 --> 00:06:26.300]  當生命被破壞受害的人
[00:06:26.300 --> 00:06:28.300]  他會問為什麼
[00:06:28.300 --> 00:06:31.300]  為什麼這些事情會發生
[00:06:31.300 --> 00:06:33.300]  為什麼這樣的事情會發生
