
[00:00:00.000 --> 00:00:04.280]  有人說人生如電影,做人如演戲
[00:00:04.280 --> 00:00:07.680]  這句話其實也有一些真理在裏面
[00:00:07.680 --> 00:00:09.180]  不過我覺得有一個很大的分別
[00:00:09.180 --> 00:00:11.760]  分別就是當拍戲的時候,大家都知道
[00:00:11.760 --> 00:00:13.820]  拍某一幕的時候,拍得不好又如何?
[00:00:13.820 --> 00:00:15.120]  可以「take two」你這個
[00:00:15.120 --> 00:00:18.000]  一直拍拍拍,拍到自己滿意為止
[00:00:18.000 --> 00:00:20.420]  不過在現實的人生裏面
[00:00:20.420 --> 00:00:24.000]  當我們犯了錯,做了一些不應該做
[00:00:24.000 --> 00:00:25.800]  做得不夠好的事情的時候
[00:00:25.800 --> 00:00:28.800]  當然我們也可以「take two」,再來多一次,是不是?
[00:00:28.800 --> 00:00:32.240]  不過,我們總是犯做錯的事情
[00:00:32.240 --> 00:00:37.200]  總是會留在我們人生的痕跡裏面
[00:00:37.200 --> 00:00:40.680]  總會成為我們一個遺憾
[00:00:40.680 --> 00:00:44.880]  有時候,甚至是午夜夢迴的時候
[00:00:44.880 --> 00:00:47.280]  總是令我們睡得不舒服
[00:00:47.280 --> 00:00:50.960]  希望大家都不會活在這些痛苦裏面
[00:00:50.960 --> 00:00:52.960]  今天我們看過一個故事
[00:00:52.960 --> 00:00:56.200]  就是關於一個聖經人物,叫做「拉合」
[00:00:56.900 --> 00:00:59.940]  他有一個相當不光彩的過去
[00:00:59.940 --> 00:01:01.540]  不過很有趣,聖經告訴我們
[00:01:01.540 --> 00:01:06.100]  這個雖然過去好像不是很令人感到羨慕的人生
[00:01:06.100 --> 00:01:09.340]  但卻是成為以色列人歷史裏面一個很
[00:01:09.340 --> 00:01:13.120]  受他們尊重的一個人物
[00:01:13.120 --> 00:01:14.120]  甚至是他們的英雄
[00:01:14.120 --> 00:01:18.220]  如果我們要理解、去明白這個故事的時候
[00:01:18.220 --> 00:01:20.380]  我們需要回過頭去看
[00:01:20.380 --> 00:01:24.060]  波西年代究竟發生過什麼事情
[00:01:24.320 --> 00:01:27.420]  當波西死了之後
[00:01:27.420 --> 00:01:30.460]  以色列人為他哀傷三十天
[00:01:30.460 --> 00:01:33.760]  在蜜日子滿足之後
[00:01:33.760 --> 00:01:38.440]  在約書亞的帶領之下
[00:01:38.440 --> 00:01:44.220]  以色列人如箭在弦,準備好進入加南
[00:01:44.220 --> 00:01:46.020]  神所應許他們的地方
[00:01:46.020 --> 00:01:51.720]  他們在十平這個地方紮營
[00:01:52.020 --> 00:01:57.360]  那個地方距離耶利哥城大約二十四公里左右
[00:01:57.360 --> 00:01:59.660]  相隔著一條約旦河
[00:01:59.660 --> 00:02:04.640]  約書亞派了兩個探主去到耶利哥城
[00:02:04.640 --> 00:02:08.840]  一探那裡的地方,究竟是什麼環境呢?
[00:02:08.840 --> 00:02:17.420]  耶利哥就是他們進入加南英海之地的第一個要攻打的城鎮
[00:02:18.420 --> 00:02:22.320]  而在他們攻打這個城鎮的時間裡面
[00:02:22.320 --> 00:02:27.520]  所發生的事蹟就是我們今天要看的拉合這個人物
[00:02:27.520 --> 00:02:29.560]  究竟拉合是誰呢?
[00:02:29.560 --> 00:02:32.000]  拉合絕對不是一個大人物
[00:02:32.000 --> 00:02:33.900]  但是根據聖經的記載
[00:02:33.900 --> 00:02:38.460]  我們可以看到他有三個很重要的身份
[00:02:38.460 --> 00:02:39.200]  我們需要理解
[00:02:39.200 --> 00:02:41.800]  第一個,他並不是加南人
[00:02:41.800 --> 00:02:45.240]  他是加南人,他不是猶太人
[00:02:45.240 --> 00:02:46.940]  他住在加南美地
[00:02:47.740 --> 00:02:51.240]  加南人當時可以說是以色列人的敵人
[00:02:51.240 --> 00:02:51.520]  為什麼?
[00:02:51.520 --> 00:02:53.620]  因為他要進入這個地方
[00:02:53.620 --> 00:02:55.460]  來攻打這個地方
[00:02:55.460 --> 00:03:00.920]  這個地方裡面有很多的民族在裡面居住
[00:03:00.920 --> 00:03:03.520]  根據神的意思
[00:03:03.520 --> 00:03:10.860]  當時的以色列人是需要按城的意思去消滅這些加南人
[00:03:10.860 --> 00:03:12.860]  加南人裡面有很多的民族已經說了
[00:03:12.860 --> 00:03:13.400]  有什麼人呢?
[00:03:13.400 --> 00:03:16.080]  有客人、阿摩利人、加南人、比利斯人等等
[00:03:16.080 --> 00:03:18.640]  很多不同民族的人
[00:03:18.640 --> 00:03:21.840]  而神就要這些以色列人進入加南美地的時候
[00:03:21.840 --> 00:03:27.880]  要把所有的加南人滅絕、靜、靜、靜
[00:03:27.880 --> 00:03:30.720]  為什麼要這樣做呢?
[00:03:30.720 --> 00:03:32.420]  原因就在第十八節那裡說
[00:03:32.420 --> 00:03:34.260]  第十八節神就跟他們說
[00:03:34.260 --> 00:03:40.900]  免得這些加南人教導我的子民學習一切可憎惡的事
[00:03:40.900 --> 00:03:42.000]  有什麼是這麼憎惡的?
[00:03:42.000 --> 00:03:45.800]  有兩件最重要令神極為憎惡的事情
[00:03:45.800 --> 00:03:48.880]  第一就是他們敬拜假神偶像
[00:03:48.880 --> 00:03:50.140]  聖經講得很清楚了
[00:03:50.140 --> 00:03:51.140]  十誡是什麼呢?
[00:03:51.140 --> 00:03:53.440]  除我以外不可有別的神
[00:03:53.440 --> 00:03:58.880]  但是這個加南地上的所有民族都是敬拜假神偶像
[00:03:58.880 --> 00:03:59.780]  第二呢?
[00:03:59.780 --> 00:04:01.320]  第二可憎惡的事情
[00:04:01.320 --> 00:04:04.320]  在他們敬拜假神偶像是用什麼方式呢?
[00:04:04.320 --> 00:04:07.020]  用一些神極為邪惡的方式
[00:04:07.020 --> 00:04:09.060]  神所厭惡的方式
[00:04:09.060 --> 00:04:12.960]  例如將他們的兒女獻上
[00:04:12.960 --> 00:04:17.040]  在敬拜假神的地方裡面設立廟祭
[00:04:17.040 --> 00:04:22.540]  通過行邪淫來敬拜當時的假神偶像
[00:04:22.540 --> 00:04:26.480]  這些所有神足不羈的事情
[00:04:26.480 --> 00:04:28.880]  使得神憤怒
[00:04:28.880 --> 00:04:31.320]  最終帶來神的審判
[00:04:31.320 --> 00:04:34.260]  而神審判這些加南人的方式
[00:04:34.260 --> 00:04:38.620]  就是通過他的子民以色列人進入這個地方
[00:04:38.620 --> 00:04:42.620]  將他們滅絕正盡
[00:04:42.620 --> 00:04:47.040]  那麼你說為什麼神這麼殘忍呢?
[00:04:47.040 --> 00:04:50.460]  要這樣殺光這些加南人呢?
[00:04:50.460 --> 00:04:53.600]  有一個歷史學家這麼說
[00:04:53.600 --> 00:04:55.900]  當時邪惡的加南人
[00:04:55.900 --> 00:04:57.400]  其實今天也是
[00:04:57.400 --> 00:04:59.140]  邪惡的人
[00:04:59.140 --> 00:05:00.720]  或者是民族
[00:05:00.720 --> 00:05:04.540]  是人類文化的一個好像癌細胞一樣
[00:05:04.540 --> 00:05:05.520]  如果你不處理它
[00:05:05.520 --> 00:05:06.520]  你不清理它的時候
[00:05:06.520 --> 00:05:07.860]  它就會慢慢地擴張
[00:05:07.860 --> 00:05:13.660]  而影響所有一切的神的創造
[00:05:13.660 --> 00:05:15.160]  而神的審判
[00:05:15.160 --> 00:05:16.000]  你可以說
[00:05:16.000 --> 00:05:16.860]  這個學歷史的角度
[00:05:16.860 --> 00:05:19.360]  神的審判你可以從另一個角度看
[00:05:19.360 --> 00:05:21.360]  是神的恩典
[00:05:21.360 --> 00:05:23.000]  神的慈愛
[00:05:23.000 --> 00:05:28.280]  將人類文化的毒瘤清除
[00:05:28.280 --> 00:05:32.640]  但是從神的審判或者懲罰的角度來說
[00:05:32.640 --> 00:05:34.440]  神其實無論是舊弱還是新弱
[00:05:34.440 --> 00:05:36.440]  從來沒有改變
[00:05:36.440 --> 00:05:38.180]  神從來沒有改變就是說
[00:05:38.180 --> 00:05:40.720]  當人犯罪的時候
[00:05:40.720 --> 00:05:42.620]  神必審判
[00:05:42.620 --> 00:05:44.260]  神必懲罰
[00:05:44.260 --> 00:05:46.800]  而當人願意承認他的罪過
[00:05:46.800 --> 00:05:48.420]  當人願意悔改的時候
[00:05:48.420 --> 00:05:50.100]  神必拯救
[00:05:50.100 --> 00:05:52.640]  這個從舊弱到新弱
[00:05:52.640 --> 00:05:54.360]  神從來都沒有改變
[00:05:54.360 --> 00:05:54.660]  好了
[00:05:54.660 --> 00:05:55.740]  第二個
[00:05:55.740 --> 00:05:58.600]  我們可以認定這個
[00:05:58.600 --> 00:05:59.340]  哈娜
[00:05:59.340 --> 00:06:02.480]  她是一個女人
[00:06:02.480 --> 00:06:03.440]  她是一個女人
[00:06:03.440 --> 00:06:04.780]  你說做女人有什麼問題?
[00:06:04.780 --> 00:06:06.640]  為什麼有什麼問題?
[00:06:06.640 --> 00:06:07.980]  當然沒有問題
[00:06:07.980 --> 00:06:08.720]  但是
[00:06:08.720 --> 00:06:09.780]  如果大家都知道
[00:06:09.780 --> 00:06:14.360]  在一個極度以男性為主導的社會裡面
[00:06:14.360 --> 00:06:16.560]  女性你可以說是沒有地位
[00:06:16.560 --> 00:06:17.160]  被人
[00:06:17.160 --> 00:06:18.060]  被社會
[00:06:18.060 --> 00:06:20.860]  被當時的文化所看不起的
[00:06:20.860 --> 00:06:24.360]  甚至在以色列人的文化裡面
[00:06:24.360 --> 00:06:26.200]  有一套這樣的禱告
[00:06:26.200 --> 00:06:27.900]  以色列的男人會這樣禱告
[00:06:27.900 --> 00:06:29.840]  神啊我多謝你
[00:06:29.840 --> 00:06:31.740]  因為我不是外邦人
[00:06:31.740 --> 00:06:33.040]  神啊我多謝你
[00:06:33.040 --> 00:06:34.400]  因為我不是女人
[00:06:34.400 --> 00:06:36.000]  所以大家可以想象
[00:06:36.000 --> 00:06:37.680]  在以色列人的文化裡面
[00:06:37.680 --> 00:06:39.240]  女性的地位
[00:06:39.240 --> 00:06:42.540]  特別在那個時候
[00:06:42.540 --> 00:06:46.280]  女性的地位可以說是極為的卑微
[00:06:46.280 --> 00:06:47.260]  第三
[00:06:47.260 --> 00:06:48.080]  拉合
[00:06:48.080 --> 00:06:49.160]  是一個妓女
[00:06:49.160 --> 00:06:50.320]  聖經告訴我
[00:06:50.320 --> 00:06:52.320]  她是一個妓女
[00:06:52.320 --> 00:06:54.220]  有些解經學家
[00:06:54.220 --> 00:06:59.860]  就將妓女這個希伯萊文
[00:06:59.860 --> 00:07:01.660]  稍為說
[00:07:01.660 --> 00:07:03.240]  可能不是指妓女的
[00:07:03.240 --> 00:07:05.240]  我們也可以解作這個字
[00:07:05.240 --> 00:07:10.880]  也可以解作是一個旅館的營運者
[00:07:10.880 --> 00:07:12.080]  這樣的時候
[00:07:12.080 --> 00:07:15.480]  拉合其實不是那麼差而已
[00:07:15.480 --> 00:07:17.080]  不過更加多的事實
[00:07:17.080 --> 00:07:18.680]  更加多的資料
[00:07:18.680 --> 00:07:19.880]  告訴我們
[00:07:19.880 --> 00:07:23.460]  這個字應該在那個地方
[00:07:23.460 --> 00:07:24.820]  是解作妓女
[00:07:24.820 --> 00:07:26.100]  你說為什麼
[00:07:26.100 --> 00:07:30.960]  有些解經家要將這個字淡化了
[00:07:30.960 --> 00:07:35.560]  來處理去明白拉合的身份呢?
[00:07:35.560 --> 00:07:37.200]  拉合聖經說是一個妓女
[00:07:37.200 --> 00:07:39.000]  有什麼問題呢?
[00:07:39.000 --> 00:07:41.280]  我相信人總是覺得
[00:07:41.280 --> 00:07:42.540]  很難接受
[00:07:42.540 --> 00:07:46.440]  神怎麼會使用一個罪人呢?
[00:07:46.440 --> 00:07:48.940]  神怎麼會用一個妓女
[00:07:48.940 --> 00:07:51.080]  來幫助以色列人
[00:07:51.080 --> 00:07:52.520]  去幫助神的子民呢?
[00:07:52.520 --> 00:07:53.780]  不僅如此
[00:07:53.780 --> 00:07:55.160]  如果我們看《新約》的時候
[00:07:55.160 --> 00:07:57.120]  《新約》的作者
[00:07:57.120 --> 00:07:59.720]  甚至是讚揚她的
[00:07:59.720 --> 00:08:01.220]  《希伯來書》是這麼說的
[00:08:01.220 --> 00:08:03.560]  妓女拉合因著信
[00:08:03.560 --> 00:08:06.700]  曾和和平平的接待探子
[00:08:06.700 --> 00:08:09.240]  就是幫助當時的以色列人
[00:08:09.240 --> 00:08:10.400]  在《雅各書》
[00:08:10.400 --> 00:08:12.400]  妓女拉合接待使者
[00:08:12.400 --> 00:08:15.700]  又放他們從別的路上出去
[00:08:15.700 --> 00:08:16.900]  就會因為這樣
[00:08:16.900 --> 00:08:18.080]  讓我們看到
[00:08:18.080 --> 00:08:21.240]  她的行為讓她得清為義
