
[00:00:00.000 --> 00:00:03.080]  第一次會平安的先一齊祈禱
[00:00:03.080 --> 00:00:05.080]  秋天我們感謝祢的恩典
[00:00:05.080 --> 00:00:07.080]  讓我們在主日的清晨
[00:00:07.080 --> 00:00:09.080]  可以一同來敬拜祢
[00:00:09.080 --> 00:00:11.080]  可以思想祢的話語
[00:00:11.080 --> 00:00:13.080]  有祢的話語與我們同在
[00:00:13.080 --> 00:00:15.080]  就是神的同在
[00:00:15.080 --> 00:00:17.080]  我們感謝祢
[00:00:17.080 --> 00:00:19.080]  能夠在我們中間與我們同在
[00:00:19.080 --> 00:00:21.080]  祈求聖靈感動帶領我們
[00:00:21.080 --> 00:00:23.080]  讓我們一同學習祢的話語
[00:00:23.080 --> 00:00:25.080]  好好來進行
[00:00:25.080 --> 00:00:27.080]  奉耶穌基督的名祈禱
[00:00:27.080 --> 00:00:31.080]  上個星期我都提過
[00:00:31.080 --> 00:00:33.080]  當主耶穌
[00:00:33.080 --> 00:00:35.080]  考問了門徒
[00:00:35.080 --> 00:00:37.080]  有關祂的身份之後
[00:00:37.080 --> 00:00:40.080]  就開始將祂要去到耶路撒冷
[00:00:40.080 --> 00:00:42.080]  受苦受死
[00:00:42.080 --> 00:00:44.080]  和在第三天復活的時候
[00:00:44.080 --> 00:00:46.080]  教導他們
[00:00:46.080 --> 00:00:48.080]  不過當年那些門徒的思想
[00:00:48.080 --> 00:00:50.080]  是比較遲鈍的
[00:00:50.080 --> 00:00:52.080]  是主耶穌在八章十七節說的
[00:00:52.080 --> 00:00:54.080]  不是我說他們遲鈍
[00:00:54.080 --> 00:00:57.080]  所以他們是不明白
[00:00:57.080 --> 00:00:59.080]  耶穌的說話
[00:00:59.080 --> 00:01:01.080]  為什麼耶穌的說話
[00:01:01.080 --> 00:01:03.080]  這麼難明白呢
[00:01:03.080 --> 00:01:05.080]  對我們來說
[00:01:05.080 --> 00:01:07.080]  我們覺得沒有問題
[00:01:07.080 --> 00:01:08.080]  很容易明白
[00:01:08.080 --> 00:01:09.080]  去受苦受死
[00:01:09.080 --> 00:01:11.080]  第三天復活
[00:01:11.080 --> 00:01:13.080]  但是門徒覺得很難明白
[00:01:13.080 --> 00:01:15.080]  我相信因為在歷史上
[00:01:15.080 --> 00:01:18.080]  從來沒有一個人
[00:01:18.080 --> 00:01:20.080]  是死了之後復活的
[00:01:20.080 --> 00:01:22.080]  我們現在就看到了
[00:01:22.080 --> 00:01:24.080]  他們以前就沒有看過
[00:01:24.080 --> 00:01:27.080]  耶穌要去耶路撒冷受苦受死
[00:01:27.080 --> 00:01:29.080]  已經很難明白了
[00:01:29.080 --> 00:01:32.080]  祂只不過是33歲
[00:01:32.080 --> 00:01:35.080]  祂傳道又很成功
[00:01:35.080 --> 00:01:37.080]  祂所行的神蹟
[00:01:37.080 --> 00:01:39.080]  是沒有人能夠行的
[00:01:39.080 --> 00:01:43.080]  祂的事業只不過是剛剛開始
[00:01:43.080 --> 00:01:47.080]  為什麼這麼快就要去耶路撒冷死呢
[00:01:47.080 --> 00:01:50.080]  當門徒這樣想的時候
[00:01:50.080 --> 00:01:52.080]  他們又自作聰明
[00:01:52.080 --> 00:01:55.080]  想著耶穌的說話
[00:01:55.080 --> 00:01:59.080]  可能我們不能按照表面的意思去理解
[00:01:59.080 --> 00:02:02.080]  當耶穌說祂要去死的時候
[00:02:02.080 --> 00:02:06.080]  可能是說祂要去羅馬造反
[00:02:06.080 --> 00:02:08.080]  去推翻羅馬政權
[00:02:08.080 --> 00:02:12.080]  因為祂只有去造反才有可能死
[00:02:12.080 --> 00:02:15.080]  祂傳福音是不會死的
[00:02:15.080 --> 00:02:18.080]  復活可能是暗示
[00:02:18.080 --> 00:02:19.080]  當祂造反成功之後
[00:02:19.080 --> 00:02:22.080]  過幾天以色列國就會復活了
[00:02:22.080 --> 00:02:25.080]  就會復國了
[00:02:25.080 --> 00:02:27.080]  可能他們有這樣的錯誤思想
[00:02:27.080 --> 00:02:29.080]  所以在路上的時候
[00:02:29.080 --> 00:02:30.080]  一路走的時候
[00:02:30.080 --> 00:02:35.080]  那位門徒就開始爭做大哥
[00:02:35.080 --> 00:02:37.080]  他們有12個門徒
[00:02:37.080 --> 00:02:38.080]  耶穌復國之後
[00:02:38.080 --> 00:02:39.080]  誰大呢
[00:02:39.080 --> 00:02:41.080]  他們就開始爭了
[00:02:41.080 --> 00:02:44.080]  耶穌已經教訓了他們一次
[00:02:44.080 --> 00:02:46.080]  不要只顧爭做大哥
[00:02:46.080 --> 00:02:49.080]  他們有沒有悔改呢
[00:02:49.080 --> 00:02:50.080]  沒有
[00:02:50.080 --> 00:02:51.080]  在第十章
[00:02:51.080 --> 00:02:54.080]  雅各和約翰還去見耶穌
[00:02:54.080 --> 00:02:55.080]  要求耶穌
[00:02:55.080 --> 00:02:56.080]  你做王之後
[00:02:56.080 --> 00:02:58.080]  我們兩兄弟一個坐你右邊
[00:02:58.080 --> 00:03:02.080]  一個坐你左邊
[00:03:02.080 --> 00:03:04.080]  耶穌對他們說
[00:03:04.080 --> 00:03:10.080]  坐他左邊右邊是由上帝決定的
[00:03:10.080 --> 00:03:12.080]  但是當其他門徒聽到
[00:03:12.080 --> 00:03:16.080]  這兩兄弟向耶穌求這件事的時候
[00:03:16.080 --> 00:03:21.080]  他們就對雅各和約翰很不滿
[00:03:21.080 --> 00:03:27.080]  故此耶穌教導他們說
[00:03:27.080 --> 00:03:28.080]  你們知道
[00:03:28.080 --> 00:03:31.080]  世上那些被認為是統治者的
[00:03:31.080 --> 00:03:33.080]  有權管轄人民
[00:03:33.080 --> 00:03:36.080]  領袖也有權支配人民
[00:03:36.080 --> 00:03:39.080]  但是你們卻不是這樣
[00:03:39.080 --> 00:03:42.080]  你們當中誰要做大人物
[00:03:42.080 --> 00:03:44.080]  誰就得做你們的僕人
[00:03:44.080 --> 00:03:46.080]  誰要居守
[00:03:46.080 --> 00:03:49.080]  誰就得做大眾的奴僕
[00:03:49.080 --> 00:03:54.080]  因為人子來不是受人服侍
[00:03:54.080 --> 00:03:56.080]  而是來侍候人
[00:03:56.080 --> 00:03:59.080]  並且為了救贖眾人
[00:03:59.080 --> 00:04:03.080]  而獻出自己的生命
[00:04:03.080 --> 00:04:05.080]  在天國裡面的秩序
[00:04:05.080 --> 00:04:08.080]  和世界的秩序是很不同的
[00:04:08.080 --> 00:04:10.080]  在世界上的秩序
[00:04:10.080 --> 00:04:14.080]  是由領袖去支配人民的
[00:04:14.080 --> 00:04:17.080]  統治者就高高在上
[00:04:17.080 --> 00:04:19.080]  我記得很多年前
[00:04:19.080 --> 00:04:23.080]  當美國總統克林頓訪問中國的時候
[00:04:23.080 --> 00:04:26.080]  他有一次去到大學演講
[00:04:26.080 --> 00:04:29.080]  演講之後就歡迎學生發文
[00:04:29.080 --> 00:04:32.080]  其中一位中國學生就問
[00:04:32.080 --> 00:04:35.080]  我們的國家元首去到美國的時候
[00:04:35.080 --> 00:04:38.080]  也有人遊行抗議
[00:04:38.080 --> 00:04:41.080]  如果你在中國也有很多人抗議你
[00:04:41.080 --> 00:04:43.080]  你有什麼感受呢?
[00:04:43.080 --> 00:04:47.080]  克林頓總統滿面笑容地回答他
[00:04:47.080 --> 00:04:49.080]  如果有這樣的情況
[00:04:49.080 --> 00:04:52.080]  我就會停下來和他們聊聊天
[00:04:52.080 --> 00:04:55.080]  了解一下他們的意見
[00:04:55.080 --> 00:04:58.080]  美國和中國在政治上
[00:04:58.080 --> 00:05:00.080]  是兩個很不同的制度
[00:05:00.080 --> 00:05:04.080]  中國人仍然非常敬畏國家元首
[00:05:04.080 --> 00:05:08.080]  不敢把官員當作人民公僕
[00:05:08.080 --> 00:05:13.080]  但是美國總統就一定要親民
[00:05:13.080 --> 00:05:16.080]  希望人民肯選他
[00:05:16.080 --> 00:05:19.080]  他才可以做總統
[00:05:19.080 --> 00:05:21.080]  在天國裏面
[00:05:21.080 --> 00:05:24.080]  上主雖然是最有權力的
[00:05:24.080 --> 00:05:27.080]  但是天國裏面的秩序
[00:05:27.080 --> 00:05:30.080]  卻是倒轉過來的
[00:05:30.080 --> 00:05:32.080]  正如主耶穌說
[00:05:32.080 --> 00:05:35.080]  人子不是來受人的時候
[00:05:35.080 --> 00:05:37.080]  而是來侍候人
[00:05:37.080 --> 00:05:40.080]  並且為了救贖眾人
[00:05:40.080 --> 00:05:43.080]  而獻出自己的生命
[00:05:43.080 --> 00:05:47.080]  這是耶穌的言教
[00:05:47.080 --> 00:05:50.080]  他用說話教導了他們的門徒
[00:05:50.080 --> 00:05:52.080]  讓我們看看今天的經文
[00:05:52.080 --> 00:05:54.080]  我相信耶穌是用身教
[00:05:54.080 --> 00:05:56.080]  用他的行動
[00:05:56.080 --> 00:05:58.080]  教導他的使徒
[00:05:58.080 --> 00:06:01.080]  怎樣做天國的僕人
[00:06:01.080 --> 00:06:03.080]  第一段的經文
[00:06:03.080 --> 00:06:07.080]  是有關主耶穌騎驢進入耶路撒冷
[00:06:07.080 --> 00:06:11.080]  這一次不是耶穌第一次去耶路撒冷
[00:06:11.080 --> 00:06:14.080]  他已經去過耶路撒冷很多次
[00:06:14.080 --> 00:06:16.080]  聖經有記載
[00:06:16.080 --> 00:06:19.080]  他十二歲的時候跟父母一起去過
[00:06:19.080 --> 00:06:22.080]  他出來傳道之後
[00:06:22.080 --> 00:06:24.080]  起碼去過幾次
[00:06:24.080 --> 00:06:29.080]  不過這一次是他最後一次去耶路撒冷
[00:06:29.080 --> 00:06:32.080]  故此他做了一個特別的安排
[00:06:32.080 --> 00:06:36.080]  要門徒去拉一隻小驢過來
[00:06:36.080 --> 00:06:39.080]  讓他騎驢進城
[00:06:39.080 --> 00:06:42.080]  為什麼要這樣做呢?
[00:06:42.080 --> 00:06:45.080]  因為這一次他要向群眾
[00:06:45.080 --> 00:06:49.080]  表明他的真實身份
[00:06:49.080 --> 00:06:52.080]  表明他是大衛的後裔
