
[00:00:00.000 --> 00:00:01.600]  詩篇九十九篇
[00:00:01.600 --> 00:00:03.000]  這裡這樣說
[00:00:03.000 --> 00:00:05.560]  耶和華作王萬民當戰鬥
[00:00:05.560 --> 00:00:08.680]  他在在以基督派上帝當動搖
[00:00:08.680 --> 00:00:10.760]  當這篇詩篇一開頭
[00:00:10.760 --> 00:00:13.400]  他講到上帝那種作王那種大能
[00:00:13.400 --> 00:00:16.000]  接著他說王有能力喜愛公平
[00:00:16.000 --> 00:00:17.120]  建立公正
[00:00:17.120 --> 00:00:19.720]  在雅各宗施行公平和公義
[00:00:19.720 --> 00:00:22.200]  接著他提醒我們要尊崇耶和華
[00:00:22.200 --> 00:00:23.960]  在腳凳前下拜
[00:00:23.960 --> 00:00:26.160]  然後聖經裡面提了幾個人物
[00:00:26.160 --> 00:00:28.480]  是上帝在他那種王權
[00:00:28.480 --> 00:00:29.760]  那種大能裡面
[00:00:29.760 --> 00:00:31.280]  興起的一些僕人
[00:00:31.280 --> 00:00:34.560]  他說在他的祭司中有摩西和阿倫
[00:00:34.560 --> 00:00:38.160]  在求告祂名的人當中有撒姆爾
[00:00:38.160 --> 00:00:40.600]  他說這一群人求告耶和華的名
[00:00:40.600 --> 00:00:42.240]  上帝就應允他們
[00:00:42.240 --> 00:00:44.880]  他在民主裡面向他們說話
[00:00:44.880 --> 00:00:46.880]  神也都按著他們的禱告
[00:00:46.880 --> 00:00:49.280]  按著他們為上帝所作的作為
[00:00:49.280 --> 00:00:52.360]  去饒恕他們並且聽他們禱告
[00:00:52.360 --> 00:00:57.280]  在求告祂的名當中有撒姆爾
[00:00:58.760 --> 00:01:00.520]  今天我們會看撒姆爾
[00:01:00.520 --> 00:01:02.520]  帶給以色列民族的一個復興
[00:01:02.520 --> 00:01:07.080]  撒姆爾是從哈拿的禱告而生出來的一個人
[00:01:07.080 --> 00:01:10.200]  我相信他的媽媽
[00:01:10.200 --> 00:01:13.400]  自他能夠懂事就應該不斷告訴他
[00:01:13.400 --> 00:01:15.200]  你是從禱告而生
[00:01:15.200 --> 00:01:19.320]  原來這個人在他一生的侍奉裡面
[00:01:19.320 --> 00:01:22.720]  他沒有忘記禱告帶給那種大能
[00:01:22.720 --> 00:01:25.600]  就能夠叫一個不辱的婦人生產
[00:01:25.600 --> 00:01:27.840]  並且他都相信
[00:01:27.840 --> 00:01:31.800]  在撒姆爾起頭的一個很黑暗的世代
[00:01:31.800 --> 00:01:36.440]  他仍然可以透過禱告去改變這個國家的黑暗
[00:01:36.440 --> 00:01:39.480]  撒姆爾記第七章
[00:01:39.480 --> 00:01:41.480]  今天我們會仔細去看
[00:01:41.480 --> 00:01:43.160]  第七章之前
[00:01:43.160 --> 00:01:46.440]  正正也是另一個屬靈裡面的黑暗浪潮
[00:01:46.440 --> 00:01:48.840]  因為當時的祭司叫做爾利
[00:01:48.840 --> 00:01:53.040]  爾利是一個聽不到上帝聲音的大領者
[00:01:53.040 --> 00:01:57.640]  他兩個兒子在會幕裡面去侍候上帝
[00:01:57.640 --> 00:01:59.480]  但卻是侍候自己的土福
[00:01:59.480 --> 00:02:01.640]  他將上帝的祭物
[00:02:01.640 --> 00:02:03.080]  他選擇了一些好的
[00:02:03.080 --> 00:02:04.400]  去滿足自己的土福
[00:02:04.400 --> 00:02:05.920]  他沒有燒在祭壇上
[00:02:05.920 --> 00:02:07.840]  反而是將祭物用叉刺了
[00:02:07.840 --> 00:02:09.240]  然後拿給自己吃
[00:02:09.240 --> 00:02:10.960]  不僅如此
[00:02:10.960 --> 00:02:13.680]  他在會幕當中的婦女有很多的仁恨
[00:02:13.680 --> 00:02:15.480]  以至於他得罪上帝
[00:02:15.480 --> 00:02:18.600]  在撒姆爾記第七章之前
[00:02:18.600 --> 00:02:20.760]  更加有一件很可笑的事
[00:02:20.760 --> 00:02:25.480]  當他們不斷和他們的敵人菲利士人爭戰
[00:02:25.840 --> 00:02:28.800]  在那個時候他們有連場的失敗
[00:02:28.800 --> 00:02:30.840]  爾利這兩個兒子
[00:02:30.840 --> 00:02:33.320]  他卻是將任何的約會
[00:02:33.320 --> 00:02:35.280]  這個代表神同在的約會
[00:02:35.280 --> 00:02:37.040]  帶到戰場上
[00:02:37.040 --> 00:02:38.840]  他們沒有真正在心裡面
[00:02:38.840 --> 00:02:40.320]  所以他們做了一些
[00:02:40.320 --> 00:02:42.520]  某程度上是很傻的事
[00:02:42.520 --> 00:02:44.720]  他以為約會代表神的同在
[00:02:44.720 --> 00:02:46.680]  如果我將約會擺在戰場上
[00:02:46.680 --> 00:02:48.680]  神的同在不就叫我能夠贏了嗎
[00:02:48.680 --> 00:02:51.440]  但是神的同在
[00:02:51.440 --> 00:02:53.480]  原來不是在於那個形式
[00:02:53.480 --> 00:02:54.760]  或者那個物件
[00:02:54.760 --> 00:02:58.440]  是在於那個聖災和同在的生天
[00:02:58.440 --> 00:03:00.640]  所以當約會去到戰場上
[00:03:00.640 --> 00:03:02.680]  見到的也是再一次的失敗
[00:03:02.680 --> 00:03:05.120]  於是就有七千人死亡
[00:03:05.120 --> 00:03:07.600]  後來這個約會流浪在菲利士地
[00:03:07.600 --> 00:03:08.920]  有七個月之久
[00:03:08.920 --> 00:03:10.720]  但是很奇怪
[00:03:10.720 --> 00:03:15.200]  這個在戰場上沒有顯示任何奇妙神跡的約會
[00:03:15.200 --> 00:03:17.200]  它是因為走到菲利士地
[00:03:17.200 --> 00:03:19.040]  那些人是怎麼藐視的
[00:03:19.040 --> 00:03:20.800]  約會去到一個地方
[00:03:20.800 --> 00:03:22.680]  那些人就受到災難
[00:03:22.800 --> 00:03:25.440]  約會再去另一個地方也都受到懲罰
[00:03:25.440 --> 00:03:28.440]  所以菲利士人很快就將這個約會
[00:03:28.440 --> 00:03:30.120]  快快運回給以色列
[00:03:30.120 --> 00:03:33.200]  就停留在基列耶林這個地方
[00:03:33.200 --> 00:03:36.560]  《聖母記》上第七章
[00:03:36.560 --> 00:03:39.000]  就是基列耶林這個地方
[00:03:39.000 --> 00:03:41.040]  停留了約會二十年
[00:03:41.040 --> 00:03:44.680]  聖母以起來去帶領著她的百姓
[00:03:44.680 --> 00:03:46.800]  這個土固的先知
[00:03:46.800 --> 00:03:50.880]  在帶領了以色列民二十年後
[00:03:50.880 --> 00:03:52.680]  帶來一個新的復興
[00:03:52.920 --> 00:03:56.120]  讓我們一同去看這個復興的浪是怎麼發生
[00:03:56.120 --> 00:03:57.960]  並且其中我們有所學習
[00:03:57.960 --> 00:04:00.880]  我們看《聖母記》上第七章一至第三節
[00:04:00.880 --> 00:04:03.560]  等下我邀請你們跟我一起去讀出這段經文
[00:04:03.560 --> 00:04:04.200]  請讀
[00:04:04.200 --> 00:04:06.880]  基列耶林人就下來
[00:04:06.880 --> 00:04:09.400]  將耶和華的約會接上去
[00:04:09.400 --> 00:04:12.360]  放在山上阿比拿達的家中
[00:04:12.360 --> 00:04:16.720]  分派他兒子伊利亞撒看守耶和華的約會
[00:04:16.720 --> 00:04:19.320]  約會在基列耶林許久
[00:04:19.320 --> 00:04:20.760]  過了二十年
[00:04:20.960 --> 00:04:23.640]  以色列全家都傾向耶和華
[00:04:23.640 --> 00:04:26.120]  聖母以對以色列全家說
[00:04:26.120 --> 00:04:28.920]  你們若一心歸順耶和華
[00:04:28.920 --> 00:04:34.120]  就要把外方的神華阿斯他祿從你們中間除掉
[00:04:34.120 --> 00:04:36.200]  專心歸向耶和華
[00:04:36.200 --> 00:04:38.080]  單單地侍奉他
[00:04:38.080 --> 00:04:41.640]  他必救你們脫離非利士人的手
[00:04:41.640 --> 00:04:44.320]  聖母這裡說到的復興
[00:04:44.320 --> 00:04:49.160]  就是以色列全家都傾向耶和華
[00:04:49.880 --> 00:04:52.400]  揭幕復興的浪能的開展
[00:04:52.400 --> 00:04:55.400]  是因為人的心先歸向耶和華
[00:04:55.400 --> 00:04:57.880]  在英文譯本裡面有一個翻譯
[00:04:57.880 --> 00:05:01.840]  讓我們看到復興全家歸向耶和華
[00:05:01.840 --> 00:05:03.280]  是一個大福地
[00:05:03.280 --> 00:05:06.040]  是一個敬畏的動作
[00:05:06.040 --> 00:05:08.120]  或者是一個敬賢的運動
[00:05:08.120 --> 00:05:10.200]  向著上帝去發聲
[00:05:10.200 --> 00:05:17.520]  原來罪惡是先由一伙願意回轉上帝的心開始
[00:05:19.600 --> 00:05:22.080]  陶鼠這位上一代的復興家
[00:05:22.080 --> 00:05:23.840]  他有一句話
[00:05:23.840 --> 00:05:27.320]  他說靈性復興常在午夜以後會發生
[00:05:27.320 --> 00:05:32.000]  他說不是因為午夜有什麼神奇的功效
[00:05:32.000 --> 00:05:35.000]  所以我們這群教徒不會歌頌苦難
[00:05:35.000 --> 00:05:36.600]  不會說你給我多點苦難
[00:05:36.600 --> 00:05:38.520]  好讓我能夠經歷那種復興
[00:05:38.520 --> 00:05:39.600]  不是
[00:05:39.600 --> 00:05:42.360]  是人有些很麻煩的地方就是
[00:05:42.360 --> 00:05:45.360]  當我們不在黑夜裡面
[00:05:45.360 --> 00:05:49.840]  我們就看不到哪裡才是真正的亮光
[00:05:49.840 --> 00:05:51.400]  就好像一個地方
[00:05:51.400 --> 00:05:52.720]  如果我們開了燈
[00:05:52.720 --> 00:05:56.200]  我們總是要找很久才能看到出路在哪裡
[00:05:56.200 --> 00:05:57.720]  但如果關了燈
[00:05:57.720 --> 00:06:00.520]  我們只能看到出路的牌
[00:06:00.520 --> 00:06:03.160]  我們就很快能夠找到方向
[00:06:03.160 --> 00:06:06.000]  午夜帶來
[00:06:06.000 --> 00:06:09.680]  有時是人生裡面一個痛苦的時刻
[00:06:09.680 --> 00:06:13.200]  午夜可能是很多地方很多處境
[00:06:13.480 --> 00:06:15.360]  是我們正在受苦的時候
[00:06:15.360 --> 00:06:19.600]  午夜也可能同時發生在我們平順安穩的日子
[00:06:19.600 --> 00:06:22.480]  只不過我們心裡面很清晰的那個亮燈
[00:06:22.480 --> 00:06:25.160]  是我們對上帝的那種飢渴
[00:06:25.160 --> 00:06:28.240]  人有時經歷的困難
[00:06:28.240 --> 00:06:29.840]  去到一個狀況
[00:06:29.840 --> 00:06:31.640]  他心裡面對上帝唯一的依靠
[00:06:31.640 --> 00:06:33.200]  有一種很大的渴望
[00:06:33.200 --> 00:06:34.880]  或者你裡面有一個亮光
[00:06:34.880 --> 00:06:37.160]  你很知道這個就是唯一的依靠
[00:06:37.160 --> 00:06:41.080]  以此連人全家都傾向耶和華
[00:06:41.760 --> 00:06:45.600]  在女鄭宗牧師這位中國牧師的譯本裡面
[00:06:45.600 --> 00:06:46.800]  她的翻譯是說
[00:06:46.800 --> 00:06:48.680]  「傷心回轉神」
[00:06:48.680 --> 00:06:51.400]  伊斯利文為什麼會傷心
[00:06:51.400 --> 00:06:54.560]  我相信其中有一個原因是
[00:06:54.560 --> 00:06:55.760]  正如剛才她所說
[00:06:55.760 --> 00:06:58.840]  約瑰停留在基列耶林這個地方
[00:06:58.840 --> 00:07:02.720]  但是那些伊斯利文敬拜的中心
[00:07:02.720 --> 00:07:03.920]  是在示羅之地
[00:07:03.920 --> 00:07:05.280]  會莫在示羅
[00:07:05.280 --> 00:07:07.200]  我想對這群伊斯利文來說
[00:07:07.200 --> 00:07:10.160]  是一個很大的慚愧和羞恥
[00:07:10.280 --> 00:07:12.840]  他們日日或時時去到會莫
[00:07:12.840 --> 00:07:14.040]  去到示羅去敬拜
[00:07:14.040 --> 00:07:15.600]  但是上帝的同在
[00:07:15.600 --> 00:07:17.640]  這個約瑰卻不在當中
[00:07:17.640 --> 00:07:19.680]  你想象一下
[00:07:19.680 --> 00:07:21.000]  如果我們每天去敬拜
[00:07:21.000 --> 00:07:23.480]  或者每天做一些雕圖應該有的動作
[00:07:23.480 --> 00:07:24.840]  它是沒有上帝的同在
[00:07:24.840 --> 00:07:28.320]  你說這種狀態是多麼淒涼
[00:07:28.320 --> 00:07:32.080]  會莫要展開
[00:07:32.080 --> 00:07:34.200]  是從那火機殼
[00:07:34.200 --> 00:07:36.920]  對上帝的機殼的心開始
[00:07:38.760 --> 00:07:42.720]  撒姆爾知道這個伊斯利文全家都傾向耶和華
[00:07:42.720 --> 00:07:45.760]  但是這位常常向上帝討告的撒姆爾
[00:07:45.760 --> 00:07:46.880]  他不是停留在那裡
[00:07:46.880 --> 00:07:49.120]  以為那個伏興的浪就夠了
[00:07:49.120 --> 00:07:50.680]  他召集這群人
[00:07:50.680 --> 00:07:52.960]  並且向他們宣告一個信息
[00:07:52.960 --> 00:07:55.240]  他說你們如果一心去歸順耶和華
[00:07:55.240 --> 00:07:58.840]  就要將外邦的神和阿斯塔羅從你們中間除掉
[00:07:58.840 --> 00:08:00.800]  專心去歸向耶和華
[00:08:00.800 --> 00:08:02.360]  單單侍奉祂
[00:08:02.360 --> 00:08:05.200]  祂就必救你們脫離非理士人的手
[00:08:05.200 --> 00:08:07.360]  這群伊斯利文
[00:08:07.360 --> 00:08:09.200]  當他們深落在憂傷的地步
