
[00:00:00.000 --> 00:00:10.000]  尖沙咀國語信信會顧名思義,我們是屬於信信會的中派
[00:00:10.000 --> 00:00:20.000]  我有兩次機會在信信會受訓
[00:00:20.000 --> 00:00:24.000]  我的案例也是在信信會
[00:00:24.000 --> 00:00:29.000]  但我絕對不是一個中派主義的人
[00:00:29.000 --> 00:00:34.000]  我以身為信信會的牧師為榮
[00:00:34.000 --> 00:00:39.000]  但我同樣尊重其他的中派
[00:00:39.000 --> 00:00:41.000]  向他們學習
[00:00:41.000 --> 00:00:47.000]  我觀察不少的頂尖會對信信會的體制和信仰不太熟悉
[00:00:47.000 --> 00:00:53.000]  我發現有不少的弟兄姊妹對信信會的體制是不太清楚的
[00:00:53.000 --> 00:00:56.000]  簡單到我們不叫受洗,我們叫受浸
[00:00:56.000 --> 00:01:01.000]  我們不叫聖餐,我們叫主餐
[00:01:01.000 --> 00:01:06.000]  背後都有一些信仰原則
[00:01:06.000 --> 00:01:11.000]  所以早上我跟大家簡單回顧什麼是信信會
[00:01:11.000 --> 00:01:14.000]  或者信信會的信仰有什麼特色
[00:01:14.000 --> 00:01:19.000]  所以今天早上我簡單回顧什麼叫金心會,跟金心會的特色
[00:01:19.000 --> 00:01:26.000]  我記得以前師母的教會有一年寫了一份年刊
[00:01:26.000 --> 00:01:31.000]  我記得師母以前的教會有一年寫了一份年刊
[00:01:31.000 --> 00:01:34.000]  她真的裡面有一些這樣的說話這樣寫的
[00:01:34.000 --> 00:01:36.000]  她裡面有一些話這樣說的
[00:01:36.000 --> 00:01:39.000]  她說師公一無進展,會議開個不停
[00:01:39.000 --> 00:01:42.000]  師公一無進展,會議開個不停
[00:01:42.000 --> 00:01:46.000]  所以有人笑浸信會就是要浸,要信,要開會
[00:01:46.000 --> 00:01:50.000]  所以有人笑浸信會就是要浸,要信,要開會
[00:01:50.000 --> 00:01:54.000]  浸信會實行一套我們叫做匯中制的體制
[00:01:54.000 --> 00:01:57.000]  浸信會實行一套名為匯中制的體制
[00:01:57.000 --> 00:01:58.000]  如果應用在尖閣陣
[00:01:58.000 --> 00:02:00.000]  如果應用在尖閣陣
[00:02:00.000 --> 00:02:02.000]  我們稱為三級議會
[00:02:02.000 --> 00:02:04.000]  我們就叫為三級會議
[00:02:04.000 --> 00:02:07.000]  比如第一個我們叫執事會
[00:02:07.000 --> 00:02:11.000]  執事會是管理人事
[00:02:11.000 --> 00:02:12.000]  執事會管理人事
[00:02:12.000 --> 00:02:13.000]  財務
[00:02:13.000 --> 00:02:14.000]  財務
[00:02:14.000 --> 00:02:15.000]  教會的資產
[00:02:15.000 --> 00:02:16.000]  教會的資產
[00:02:16.000 --> 00:02:17.000]  和教會重大的方向
[00:02:17.000 --> 00:02:19.000]  和教會重大的方向
[00:02:19.000 --> 00:02:20.000]  我們的執事分兩種
[00:02:20.000 --> 00:02:22.000]  我們的執事分兩種
[00:02:22.000 --> 00:02:24.000]  一種是案立,是終身的
[00:02:24.000 --> 00:02:26.000]  一種是案立,是終身的
[00:02:26.000 --> 00:02:29.000]  在我們教會的會章有另一種是選立
[00:02:29.000 --> 00:02:33.000]  在我們教會的會章有另一種叫選立
[00:02:33.000 --> 00:02:36.000]  是三年一任,連選連任
[00:02:36.000 --> 00:02:39.000]  是三年一任,連選連任
[00:02:39.000 --> 00:02:42.000]  執事也是在香港的公司法之下
[00:02:42.000 --> 00:02:45.000]  執事也是在香港的公司法之下
[00:02:45.000 --> 00:02:49.000]  某程度上他們就好像一家公司的董事一樣
[00:02:49.000 --> 00:02:53.000]  某程度上他們就好像一家公司的董事一樣
[00:02:53.000 --> 00:02:55.000]  所以他們是要承擔一些責任的
[00:02:55.000 --> 00:02:58.000]  所以他們是要承擔一些責任的
[00:02:58.000 --> 00:03:01.000]  另外我們之下有一個叫聯席會議
[00:03:01.000 --> 00:03:03.000]  另外我們之下有一個叫聯席會議
[00:03:03.000 --> 00:03:05.000]  有些教會叫直理會
[00:03:05.000 --> 00:03:07.000]  有些教會稱它為直理會
[00:03:07.000 --> 00:03:09.000]  英文就叫Council Meeting
[00:03:09.000 --> 00:03:10.000]  英文就叫Council Meeting
[00:03:10.000 --> 00:03:15.000]  在這個架構之下有不同的施工部門
[00:03:15.000 --> 00:03:18.000]  在這個架構之下有不同的施工部門
[00:03:18.000 --> 00:03:22.000]  我們定期去商討協調教會施工的運作
[00:03:22.000 --> 00:03:25.000]  我們定期去商討教會各種的施工運作
[00:03:25.000 --> 00:03:27.000]  應對各種突發的情況
[00:03:27.000 --> 00:03:30.000]  應對各種突發的情況
[00:03:30.000 --> 00:03:32.000]  部門與部門之間的協調
[00:03:32.000 --> 00:03:34.000]  部門與部門之間的協調
[00:03:34.000 --> 00:03:36.000]  不是各自為政
[00:03:36.000 --> 00:03:37.000]  不是各自為政
[00:03:37.000 --> 00:03:40.000]  然後我們有一個叫會友大會
[00:03:40.000 --> 00:03:42.000]  我們還有一個叫會友大會
[00:03:42.000 --> 00:03:45.000]  這個會友大會以幾種形式去出現
[00:03:45.000 --> 00:03:47.000]  這個會友大會以幾種的方式出現
[00:03:47.000 --> 00:03:49.000]  比如上個星期的年會
[00:03:49.000 --> 00:03:51.000]  比如說上星期的年會
[00:03:51.000 --> 00:03:54.000]  我們每兩個月一次的月會
[00:03:54.000 --> 00:03:56.000]  我們每兩個月一次的月會
[00:03:56.000 --> 00:03:58.000]  或者一些重大緊急的事項
[00:03:58.000 --> 00:04:00.000]  我們會召開臨時會友大會
[00:04:00.000 --> 00:04:03.000]  或許我們遇到重大緊急的事要討論
[00:04:03.000 --> 00:04:06.000]  我們會開一個臨時會友大會
[00:04:06.000 --> 00:04:08.000]  而被人誤會的就是這個會友大會
[00:04:08.000 --> 00:04:09.000]  而被人誤會的就是這個會友大會
[00:04:09.000 --> 00:04:11.000]  而被人誤會的就是這個會友大會
[00:04:11.000 --> 00:04:15.000]  大家覺得這個是教會最高決策的架構
[00:04:15.000 --> 00:04:18.000]  大家覺得這個是教會最高決策的架構
[00:04:18.000 --> 00:04:20.000]  大家覺得這個是教會最高決策的架構
[00:04:20.000 --> 00:04:23.000]  要在這裏同意或不同意去推行一些施工
[00:04:23.000 --> 00:04:24.000]  要在這裏同意或不同意去推行一些施工
[00:04:24.000 --> 00:04:26.000]  在這個會友大會裏面要同意或不同意
[00:04:26.000 --> 00:04:27.000]  一些教會的施工
[00:04:27.000 --> 00:04:29.000]  這樣的看法不太全面理解
[00:04:29.000 --> 00:04:30.000]  一些教會的施工
[00:04:30.000 --> 00:04:31.000]  這樣的看法不太全面理解
[00:04:31.000 --> 00:04:32.000]  一些教會的施工
[00:04:32.000 --> 00:04:33.000]  這樣的看法不太全面理解
[00:04:33.000 --> 00:04:36.000]  在進行會的體制之下
[00:04:36.000 --> 00:04:37.000]  在進行會的體制之下
[00:04:37.000 --> 00:04:38.000]  在進行會的體制之下
[00:04:38.000 --> 00:04:39.000]  無論是執事會
[00:04:39.000 --> 00:04:40.000]  無論是執事會
[00:04:40.000 --> 00:04:41.000]  無論是聯席會議
[00:04:41.000 --> 00:04:42.000]  無論是聯席會議
