
[00:00:00.000 --> 00:00:03.540]  我們再一次祈求聖靈幫助我們
[00:00:03.540 --> 00:00:06.640]  是讓主親自向我們每一個心靈去說話
[00:00:06.640 --> 00:00:14.700]  愛我們的主耶穌
[00:00:14.700 --> 00:00:18.140]  多謝贊美祢
[00:00:18.140 --> 00:00:21.740]  在臨頂十字架之前
[00:00:21.740 --> 00:00:24.740]  祢為我們眾人祈求
[00:00:25.700 --> 00:00:31.400]  祢求父 父就另外賜給我們一位保衛師
[00:00:31.400 --> 00:00:34.400]  就是真理的聖靈
[00:00:34.400 --> 00:00:39.300]  真理的聖靈是要永遠與我們同住
[00:00:39.300 --> 00:00:44.600]  叫我們能夠曉得耶穌所說過的話
[00:00:44.600 --> 00:00:47.800]  又想起耶穌所說過的道
[00:00:47.800 --> 00:00:50.800]  叫我們因曉得真理
[00:00:50.800 --> 00:00:53.200]  我們得著自由
[00:00:53.800 --> 00:00:59.100]  願真理的聖靈在我們心裡現在大能的運行
[00:00:59.100 --> 00:01:03.700]  叫我們眾人不再聽見人說的話
[00:01:03.700 --> 00:01:08.200]  乃是聽盡耶穌所說生命的道
[00:01:08.200 --> 00:01:12.100]  叫我們眾人是空空來到這裡
[00:01:12.100 --> 00:01:17.100]  但卻飽飽得著耶穌所說的生命而離開這裡
[00:01:17.100 --> 00:01:18.900]  願祢得榮耀
[00:01:18.900 --> 00:01:20.600]  願祢被高舉
[00:01:20.900 --> 00:01:24.500]  奉主耶穌超乎萬民之上的名祈禱
[00:01:24.500 --> 00:01:25.700]  阿們
[00:01:50.900 --> 00:01:54.700]  宣講的時候提到耶穌剛剛說完
[00:01:54.700 --> 00:01:56.500]  他潔淨聖殿的意思
[00:01:56.500 --> 00:01:57.600]  其實就是在說
[00:01:57.600 --> 00:02:00.900]  他要怎樣透過他的身體
[00:02:00.900 --> 00:02:03.400]  釘十字架去復活
[00:02:03.400 --> 00:02:06.000]  去成為一個真正
[00:02:06.000 --> 00:02:07.500]  是真實永遠的殿
[00:02:07.500 --> 00:02:09.200]  這個是我們上一次說到的
[00:02:09.200 --> 00:02:12.500]  其實如果你有機會一直思考楊福音
[00:02:12.500 --> 00:02:14.000]  你就會看到耶穌
[00:02:14.000 --> 00:02:18.200]  祂是逐步向人啟示自己
[00:02:19.100 --> 00:02:21.700]  我們那幾堂講楊福音你都看到的
[00:02:21.700 --> 00:02:23.000]  一開始是講道
[00:02:23.000 --> 00:02:24.000]  祂是太初的道
[00:02:24.000 --> 00:02:25.800]  祂是道成肉身的
[00:02:25.800 --> 00:02:28.300]  祂是充充滿滿有恩典有真理
[00:02:28.300 --> 00:02:29.800]  第二章我們也提到
[00:02:29.800 --> 00:02:30.800]  祂是好酒
[00:02:30.800 --> 00:02:32.900]  祂是好酒流到如今
[00:02:32.900 --> 00:02:35.000]  祂是要帶來一個新藥
[00:02:35.000 --> 00:02:37.300]  接著我們上一次也說到
[00:02:37.300 --> 00:02:38.700]  祂的身體是殿
[00:02:38.700 --> 00:02:40.800]  都是在啟示祂自己
[00:02:40.800 --> 00:02:42.900]  無論是祂自己的身份
[00:02:42.900 --> 00:02:44.400]  或者祂自己的職事
[00:02:44.400 --> 00:02:45.500]  一直這樣啟示
[00:02:45.500 --> 00:02:47.000]  不過到了這裡
[00:02:47.200 --> 00:02:49.300]  有一個結束的時候這樣去描述
[00:02:49.300 --> 00:02:50.800]  所以我們一起留意一下
[00:02:50.800 --> 00:02:53.000]  剛才主席也讀到的
[00:02:53.000 --> 00:02:53.700]  和你一起
[00:02:53.700 --> 00:02:55.000]  就是23節開始
[00:02:55.000 --> 00:02:57.300]  好像完成了一個
[00:02:57.300 --> 00:02:59.300]  水變酒之神蹟之後
[00:02:59.300 --> 00:03:01.400]  也都在潔淨聖殿之後
[00:03:01.400 --> 00:03:03.300]  這裡就描述到23節
[00:03:03.300 --> 00:03:06.600]  祂說耶穌繼續在耶路撒冷過如雨節
[00:03:06.600 --> 00:03:09.500]  因為祂是想耶路撒冷過如雨節
[00:03:09.500 --> 00:03:11.000]  的時候
[00:03:11.000 --> 00:03:13.500]  那時候有些人的反應是怎樣的呢?
[00:03:13.500 --> 00:03:15.800]  這裡表面上是挺好的
[00:03:15.800 --> 00:03:16.400]  你看著
[00:03:16.600 --> 00:03:18.300]  是有許多人
[00:03:18.300 --> 00:03:19.500]  是怎樣的呢?
[00:03:19.500 --> 00:03:22.600]  看見祂所行的神蹟
[00:03:22.600 --> 00:03:23.700]  其中一個
[00:03:23.700 --> 00:03:25.100]  如果最簡單而言
[00:03:25.100 --> 00:03:26.200]  他們看到了什麼神蹟呢?
[00:03:26.200 --> 00:03:28.700]  他們看到了什麼神蹟呢?
[00:03:28.700 --> 00:03:32.900]  第二章行了一個什麼神蹟呢?
[00:03:32.900 --> 00:03:35.200]  是啊,水變酒的神蹟
[00:03:35.200 --> 00:03:37.000]  起碼他們看到這個神蹟的時候
[00:03:37.000 --> 00:03:37.900]  他們看見
[00:03:37.900 --> 00:03:40.200]  有很多人看見這些神蹟的時候
[00:03:40.200 --> 00:03:42.900]  他們就信了耶穌的名字
[00:03:42.900 --> 00:03:45.100]  如果你只是停在這裡
[00:03:45.300 --> 00:03:46.900]  你覺得這件事是不是好事呢?
[00:03:46.900 --> 00:03:50.100]  大家睡醒了
[00:03:50.100 --> 00:03:51.400]  好像沒什麼反應
[00:03:51.400 --> 00:03:53.200]  是不是好事呢?
[00:03:53.200 --> 00:03:56.600]  我們作為基督徒是不是歡喜呢?
[00:03:56.600 --> 00:03:58.600]  剛剛有人信耶穌
[00:03:58.600 --> 00:04:00.600]  很多人信耶穌,是不是?
[00:04:00.600 --> 00:04:02.200]  是不是?
[00:04:02.200 --> 00:04:04.200]  好
[00:04:04.200 --> 00:04:07.100]  但是24節呢
[00:04:07.100 --> 00:04:08.000]  我們就要看了
[00:04:08.000 --> 00:04:09.900]  有時候看聖經我們就要看下去
[00:04:09.900 --> 00:04:11.400]  你會覺得很有趣
[00:04:11.400 --> 00:04:13.700]  這裡又描述耶穌是怎樣的呢?
[00:04:13.700 --> 00:04:14.700]  很多人信
[00:04:14.900 --> 00:04:15.400]  那我就覺得
[00:04:15.400 --> 00:04:17.700]  哇,耶穌應該是歡天喜地
[00:04:17.700 --> 00:04:19.300]  祂一出手
[00:04:19.300 --> 00:04:20.300]  一行第一個神蹟
[00:04:20.300 --> 00:04:22.100]  馬上那麼多人蜂擁而信
[00:04:22.100 --> 00:04:23.900]  但是耶穌是怎樣的呢?
[00:04:23.900 --> 00:04:28.800]  「耶穌卻不將自己交託他們
[00:04:28.800 --> 00:04:31.700]  因為祂知道萬人
[00:04:31.700 --> 00:04:35.700]  也用不著誰見證人怎樣
[00:04:35.700 --> 00:04:39.500]  因祂知道人心裡所存的」
[00:04:39.500 --> 00:04:41.700]  其實這裡說的是什麼呢?
[00:04:41.700 --> 00:04:44.700]  其實祂知道這一幫人信
[00:04:44.900 --> 00:04:45.900]  是因為什麼呢?
[00:04:45.900 --> 00:04:49.500]  是因為看見神蹟
[00:04:49.500 --> 00:04:52.300]  等下節目有時候我們也在這裡暫停一下
[00:04:52.300 --> 00:04:54.100]  因為我們還沒有到重點之前
[00:04:54.100 --> 00:04:55.700]  也要看看背景
[00:04:55.700 --> 00:04:59.100]  原來有時候我們信仰的開始
[00:04:59.100 --> 00:05:00.500]  是因為看到神蹟
[00:05:00.500 --> 00:05:03.100]  又或者我們初信的時候
[00:05:03.100 --> 00:05:04.900]  也是因為經驗、神蹟
[00:05:04.900 --> 00:05:06.900]  我自己在預備這篇
[00:05:06.900 --> 00:05:08.100]  我突然想起一個
[00:05:08.100 --> 00:05:10.100]  我小時候很喜歡說的見證
[00:05:10.100 --> 00:05:11.200]  就是我有一次
[00:05:11.200 --> 00:05:12.800]  真的跪在床邊,錢包不見了
[00:05:12.800 --> 00:05:14.300]  我跪在床邊
[00:05:14.900 --> 00:05:17.500]  其實這些也不知是不是神蹟
[00:05:17.500 --> 00:05:19.500]  不過總之我跪在床邊
[00:05:19.500 --> 00:05:20.500]  我祈禱很害怕
[00:05:20.500 --> 00:05:21.600]  因為小時候錢包不見了
[00:05:21.600 --> 00:05:22.800]  你知道小時候也很少錢
[00:05:22.800 --> 00:05:24.300]  又不見錢包
[00:05:24.300 --> 00:05:26.500]  那就更加沒錢,很慘
[00:05:26.500 --> 00:05:27.900]  我就跪在床邊祈禱
[00:05:27.900 --> 00:05:30.300]  「主啊,如果你可以就幫我找回錢包吧」
[00:05:30.300 --> 00:05:31.200]  我很記得的
[00:05:31.200 --> 00:05:32.700]  那一次是很特別的
[00:05:32.700 --> 00:05:34.600]  祈完禱,你知道是怎樣的嗎?
[00:05:34.600 --> 00:05:37.100]  就好像感受到膝蓋
[00:05:37.100 --> 00:05:39.100]  好像壓著一些東西
[00:05:39.100 --> 00:05:43.300]  你信不信也好,真的是這樣的
[00:05:43.700 --> 00:05:46.700]  壓著東西,然後就「咦,就是我的錢包了」
[00:05:46.700 --> 00:05:49.100]  我小時候真的會說這個見證的
[00:05:49.100 --> 00:05:51.500]  所以我想說,弟兄姊妹們
[00:05:51.500 --> 00:05:53.300]  我們也不要覺得好奇
[00:05:53.300 --> 00:05:55.700]  因為有很多人是因為神蹟信耶穌
[00:05:55.700 --> 00:05:56.800]  對不對?
[00:05:56.800 --> 00:05:59.100]  不過我想,你看看耶穌
[00:05:59.100 --> 00:06:01.600]  為什麼祂說祂不把自己交付給這些
[00:06:01.600 --> 00:06:03.800]  看見神蹟而信耶穌的人呢?
[00:06:03.800 --> 00:06:06.300]  因為人心裡所存的
[00:06:06.300 --> 00:06:11.000]  他心裡是不是真實地在信耶穌呢?
[00:06:11.500 --> 00:06:14.100]  我想你看看前一點的兩節
[00:06:14.100 --> 00:06:15.400]  就是22節
[00:06:15.400 --> 00:06:16.600]  或者22節就可以了
[00:06:16.600 --> 00:06:17.200]  22節
[00:06:17.200 --> 00:06:19.000]  你讀一讀可以嗎?
[00:06:19.000 --> 00:06:20.000]  你們讀一讀可以嗎?
[00:06:20.000 --> 00:06:22.400]  是第二章22節
[00:06:22.400 --> 00:06:24.200]  這裡程序表沒有寫的
[00:06:24.200 --> 00:06:39.100]  我想問這裡呢
[00:06:39.100 --> 00:06:41.000]  你見不見到一個特別的支柱就是
[00:06:41.400 --> 00:06:43.000]  其實那些門徒是一直跟著的
