
[00:00:00.000 --> 00:00:08.000]  這段經文我給了它一個題目叫「神最大,神的話最正確」
[00:00:08.000 --> 00:00:16.000]  當然如果大家有留意一下社會上的一些新聞也好
[00:00:16.000 --> 00:00:19.000]  大家也有時看電視劇的時候
[00:00:19.000 --> 00:00:24.000]  很反映到人生白太裡面人的心態是怎樣
[00:00:24.000 --> 00:00:28.000]  其中一個最近在新聞、電視劇提到
[00:00:28.000 --> 00:00:31.000]  有所謂「誰夠大」
[00:00:31.000 --> 00:00:34.000]  這個不知道是不是在你的生活圈子裡
[00:00:34.000 --> 00:00:35.000]  或者你自己也經歷過
[00:00:35.000 --> 00:00:40.000]  有時在一些場合說著說著就說誰夠大呢
[00:00:40.000 --> 00:00:43.000]  其中一個我想有一點是很可惜的
[00:00:43.000 --> 00:00:46.000]  也是發生在一間中學的新聞
[00:00:46.000 --> 00:00:47.000]  不知道大家有沒有留意
[00:00:47.000 --> 00:00:52.000]  說到有一班學生欺凌另外一個學生
[00:00:52.000 --> 00:00:57.000]  將他打一下甚至做一些很不雅的行為
[00:00:57.000 --> 00:01:01.000]  這個新聞出現的時候有一個訪問
[00:01:01.000 --> 00:01:06.000]  這個訪問是訪問曾經在這間中學讀過的學生
[00:01:06.000 --> 00:01:09.000]  他以前也曾經被欺凌
[00:01:09.000 --> 00:01:11.000]  電視台訪問他
[00:01:11.000 --> 00:01:14.000]  這個學生說了一句話
[00:01:14.000 --> 00:01:20.000]  我也覺得可能會不會是現在有些社會人的心態
[00:01:20.000 --> 00:01:27.000]  他說到為什麼這班欺凌人的學生那麼有膽量呢
[00:01:27.000 --> 00:01:31.000]  原來他說這班都是讀中六的學生
[00:01:31.000 --> 00:01:35.000]  大家都知道中六學生在那間學校是最大的
[00:01:35.000 --> 00:01:39.000]  因為他們覺得自己最大
[00:01:39.000 --> 00:01:43.000]  讀到中六、中一、中五的學生都是師弟、師妹那些
[00:01:43.000 --> 00:01:46.000]  所以他們可以有一點為所欲為
[00:01:46.000 --> 00:01:48.000]  或者恃著最大
[00:01:48.000 --> 00:01:50.000]  所以這個是不是真的有時候我們都覺得
[00:01:50.000 --> 00:01:53.000]  我們自己遇到的情況
[00:01:53.000 --> 00:01:55.000]  甚至如果真的不是那麼好
[00:01:55.000 --> 00:01:57.000]  會不會有時候我都覺得我都夠大
[00:01:57.000 --> 00:01:59.000]  可以做些什麼呢
[00:01:59.000 --> 00:02:02.000]  當然說到誰夠大之外
[00:02:02.000 --> 00:02:04.000]  其實還有一樣東西要說的
[00:02:04.000 --> 00:02:05.000]  除了夠大都未必可以的
[00:02:05.000 --> 00:02:07.000]  還要夠什麼
[00:02:07.000 --> 00:02:09.000]  夠兇都很厲害
[00:02:09.000 --> 00:02:10.000]  你除了夠大
[00:02:10.000 --> 00:02:12.000]  可能有時候就要說一下你夠不夠兇
[00:02:12.000 --> 00:02:13.000]  你雖然大
[00:02:13.000 --> 00:02:15.000]  但可能你不是很兇
[00:02:15.000 --> 00:02:17.000]  都未必可以做到什麼
[00:02:17.000 --> 00:02:20.000]  所以今時今日有時候人的心態都是這樣
[00:02:20.000 --> 00:02:23.000]  或者甚至有些人傳下傳下
[00:02:23.000 --> 00:02:26.000]  有些電視文化出現
[00:02:26.000 --> 00:02:29.000]  都是在說誰夠大、誰夠兇
[00:02:29.000 --> 00:02:30.000]  是不是就是這樣
[00:02:30.000 --> 00:02:33.000]  我們社會或者是我們的生活會遇到呢
[00:02:33.000 --> 00:02:35.000]  遇到又如何呢
[00:02:35.000 --> 00:02:36.000]  或者我們又可以看看
[00:02:36.000 --> 00:02:41.000]  基督徒會不會其實都是類似這樣的心態呢
[00:02:41.000 --> 00:02:43.000]  我不知道大家有沒有想過
[00:02:43.000 --> 00:02:48.000]  這些夠大或者誰夠大會不會發生在教會裏面
[00:02:48.000 --> 00:02:51.000]  發生在基督徒的群體當中呢
[00:02:51.000 --> 00:02:54.000]  當然我們覺得如果是這樣
[00:02:54.000 --> 00:02:58.000]  教會其實都真的都有少少艱難
[00:02:58.000 --> 00:03:02.000]  但原來我們可以從聖經裏面先學習
[00:03:02.000 --> 00:03:05.000]  如果大家仍然有參與教會這個
[00:03:05.000 --> 00:03:09.000]  落響聖言的運動參與的時候
[00:03:09.000 --> 00:03:11.000]  我們最近在看什麼書卷呢
[00:03:11.000 --> 00:03:14.000]  哥倫多前書
[00:03:14.000 --> 00:03:16.000]  其實哥倫多的教會呢
[00:03:16.000 --> 00:03:19.000]  無論是透過哥倫多前書或者哥倫多後書
[00:03:19.000 --> 00:03:22.000]  都是在說教會當時一個很艱難的狀況
[00:03:22.000 --> 00:03:27.000]  所以剛剛看這段經文這篇書卷的時候
[00:03:27.000 --> 00:03:30.000]  其實就發現原來真是在教會當時
[00:03:30.000 --> 00:03:32.000]  哥倫多教會出現的狀況
[00:03:32.000 --> 00:03:37.000]  和我們今日這個社會現況可能都有點相似
[00:03:37.000 --> 00:03:40.000]  所以這個哥倫多教會其實是一個成為
[00:03:40.000 --> 00:03:42.000]  我們很多時候提醒弟兄姊妹
[00:03:42.000 --> 00:03:44.000]  當我們去看的時候
[00:03:44.000 --> 00:03:48.000]  可以多些從哥倫多教會來警醒
[00:03:48.000 --> 00:03:49.000]  提醒我們自己
[00:03:49.000 --> 00:03:52.000]  今日我們自己的教會
[00:03:52.000 --> 00:03:54.000]  今日我們香港的教會
[00:03:54.000 --> 00:03:56.000]  我們作為基督徒會不會都好像
[00:03:56.000 --> 00:03:59.000]  哥倫多教會的信徒有這些問題
[00:03:59.000 --> 00:04:01.000]  所以我想和大家看看
[00:04:01.000 --> 00:04:05.000]  如果你有看落響聖言
[00:04:05.000 --> 00:04:07.000]  你就會比較熟悉一點
[00:04:07.000 --> 00:04:09.000]  我們看幾節經文
[00:04:09.000 --> 00:04:11.000]  這幾節經文成為一個
[00:04:11.000 --> 00:04:14.000]  保羅怎樣去教導和提醒
[00:04:14.000 --> 00:04:16.000]  這班哥倫多教會的信徒
[00:04:16.000 --> 00:04:18.000]  我們一起來讀這幾節經文
[00:04:18.000 --> 00:04:20.000]  四章的六節和八到九節
[00:04:20.000 --> 00:04:22.000]  看到的我們一起讀完這幾節經文
[00:04:22.000 --> 00:04:23.000]  預備起
[00:04:23.000 --> 00:04:27.000]  弟兄們,我為你們的緣故
[00:04:27.000 --> 00:04:31.000]  拿這些事轉給自己和阿波羅
[00:04:31.000 --> 00:04:33.000]  叫你們效法我們
[00:04:33.000 --> 00:04:36.000]  不可過於聖經所記
[00:04:36.000 --> 00:04:39.000]  免得你們自高自大
[00:04:39.000 --> 00:04:42.000]  貴重這個興旱那國
[00:04:42.000 --> 00:04:47.000]  其實這裡本來就很清楚提醒這班弟兄姐妹
[00:04:47.000 --> 00:04:49.000]  最重要是要他們小心
[00:04:49.000 --> 00:04:51.000]  不要自高自大
[00:04:51.000 --> 00:04:54.000]  在教會出現了這種情況
[00:04:54.000 --> 00:04:57.000]  我們再看第八第九節
[00:04:57.000 --> 00:04:58.000]  我們一起來讀
[00:04:58.000 --> 00:04:59.000]  預備起
[00:04:59.000 --> 00:05:01.000]  你們已經飽足了
[00:05:01.000 --> 00:05:03.000]  已經豐富了
[00:05:03.000 --> 00:05:07.000]  不用我們自己就作王了
[00:05:07.000 --> 00:05:10.000]  我願意你們果真作王
[00:05:10.000 --> 00:05:14.000]  叫我們也得與你們一同作王
[00:05:14.000 --> 00:05:16.000]  我相信把我們使徒
[00:05:16.000 --> 00:05:19.000]  明明列在幕後
[00:05:19.000 --> 00:05:22.000]  保障定死罪的囚犯
[00:05:22.000 --> 00:05:25.000]  因為我們成了一台戲
[00:05:25.000 --> 00:05:28.000]  給世人和天使觀看
[00:05:28.000 --> 00:05:30.000]  這裡本來就提
[00:05:30.000 --> 00:05:33.000]  教會裡面可能有些人
[00:05:33.000 --> 00:05:35.000]  但他們覺得自己可以作王
[00:05:35.000 --> 00:05:37.000]  所以前面剛才提他們自高自大
