
[00:00:00.000 --> 00:00:03.000]  4. 馬可福音
[00:00:03.000 --> 00:00:07.000]  各位弟兄姊妹平安,聖經向你説話
[00:00:07.000 --> 00:00:12.000]  今日我要介紹的是四福音裏面的馬可福音
[00:00:12.000 --> 00:00:16.000]  馬可福音是四卷福音書裏面最短的
[00:00:16.000 --> 00:00:21.000]  但亦都是最簡潔,很精彩的一卷福音書
[00:00:21.000 --> 00:00:24.000]  當你掀開馬可福音來讀的時候
[00:00:24.000 --> 00:00:30.000]  你就會發覺很快被一些動詞捉住
[00:00:30.000 --> 00:00:34.000]  一個是隨即,一個是立刻
[00:00:34.000 --> 00:00:38.000]  耶穌去完哪裏就隨即去哪裏
[00:00:38.000 --> 00:00:41.000]  祂又隨即往哪裏去
[00:00:41.000 --> 00:00:43.000]  然後立刻又怎樣
[00:00:43.000 --> 00:00:46.000]  這卷書好像很急促
[00:00:46.000 --> 00:00:49.000]  因為祂要在最短的篇幅裏面
[00:00:49.000 --> 00:00:52.000]  將耶穌的一生描寫出來
[00:00:52.000 --> 00:00:57.000]  所以這卷書很活潑、很生動
[00:00:57.000 --> 00:01:01.000]  將耶穌的事蹟、將耶穌的教導
[00:01:01.000 --> 00:01:07.000]  祂是將教導和事蹟並排去描寫出來
[00:01:07.000 --> 00:01:10.000]  而且這卷書講最多的是
[00:01:10.000 --> 00:01:12.000]  耶穌所行的神蹟
[00:01:12.000 --> 00:01:16.000]  一共有十八個神蹟
[00:01:16.000 --> 00:01:19.000]  耶穌一共行了三十幾個神蹟
[00:01:19.000 --> 00:01:25.000]  其中一半都在馬可福音裏面有記載
[00:01:25.000 --> 00:01:30.000]  那到底這卷書的作者馬可是誰呢
[00:01:30.000 --> 00:01:34.000]  根據馬可福音十四章裏面
[00:01:34.000 --> 00:01:37.000]  當耶穌被賣的時候
[00:01:37.000 --> 00:01:39.000]  這裏就有一段小插曲
[00:01:39.000 --> 00:01:41.000]  他說有一個少年人
[00:01:41.000 --> 00:01:44.000]  他只有一塊麻布
[00:01:44.000 --> 00:01:47.000]  誰知道那些人就想捉拿他
[00:01:47.000 --> 00:01:51.000]  他就丟了麻布赤身走了
[00:01:51.000 --> 00:01:54.000]  有很多人就說這個少年人是誰
[00:01:54.000 --> 00:01:56.000]  就是作者馬可
[00:01:56.000 --> 00:01:58.000]  那到底馬可是誰呢
[00:01:58.000 --> 00:02:02.000]  在彼得後書裏面說
[00:02:02.000 --> 00:02:05.000]  作我兒子的馬可
[00:02:05.000 --> 00:02:11.000]  原來這個馬可是彼得一個很好的門徒
[00:02:11.000 --> 00:02:16.000]  還有馬可的媽媽就叫做瑪利亞
[00:02:16.000 --> 00:02:19.000]  所以當《使徒行傳》第一章
[00:02:19.000 --> 00:02:23.000]  記載他們在馬可樓上祈禱
[00:02:23.000 --> 00:02:25.000]  而聖靈降臨的時候
[00:02:25.000 --> 00:02:29.000]  那個的馬可就是馬可福音的馬可
[00:02:29.000 --> 00:02:32.000]  而他媽媽瑪利亞是耶穌
[00:02:32.000 --> 00:02:35.000]  服侍耶穌一個很重要的人物
[00:02:35.000 --> 00:02:38.000]  他就將他的房子奉獻出來
[00:02:38.000 --> 00:02:44.000]  成為他們活動的一個很主要的地方
[00:02:44.000 --> 00:02:46.000]  因此有很多人說
[00:02:46.000 --> 00:02:49.000]  馬可福音最主要的來源
[00:02:49.000 --> 00:02:51.000]  是從彼得而來
[00:02:51.000 --> 00:02:53.000]  所以馬可福音所描寫
[00:02:53.000 --> 00:02:56.000]  和彼得的個性又很像
[00:02:56.000 --> 00:02:58.000]  因為彼得很率直
[00:02:58.000 --> 00:03:00.000]  彼得很快
[00:03:00.000 --> 00:03:02.000]  彼得耶穌問什麼
[00:03:02.000 --> 00:03:04.000]  他當然第一個答
[00:03:04.000 --> 00:03:06.000]  所以馬可福音就將
[00:03:06.000 --> 00:03:10.000]  彼得這種個性表露無遺
[00:03:10.000 --> 00:03:14.000]  他說話很快很敏捷
[00:03:14.000 --> 00:03:17.000]  而且描寫得很準確
[00:03:17.000 --> 00:03:20.000]  馬可福音寫給什麼人看呢
[00:03:20.000 --> 00:03:23.000]  是寫給非猶太人看的
[00:03:23.000 --> 00:03:25.000]  因此有很多時候
[00:03:25.000 --> 00:03:28.000]  就將一些猶太的習俗
[00:03:28.000 --> 00:03:30.000]  猶太的用語
[00:03:30.000 --> 00:03:33.000]  他會翻譯出來的
[00:03:33.000 --> 00:03:35.000]  譬如有時
[00:03:35.000 --> 00:03:40.000]  耶穌是說一句阿蘭文的
[00:03:40.000 --> 00:03:42.000]  譬如什麼耶和耶大
[00:03:42.000 --> 00:03:44.000]  馬可就會立刻翻譯
[00:03:44.000 --> 00:03:46.000]  耶和耶大的意思
[00:03:46.000 --> 00:03:49.000]  就是閨女你起來什麼什麼
[00:03:49.000 --> 00:03:51.000]  會教你的
[00:03:51.000 --> 00:03:54.000]  因為他知道讀這本書的人
[00:03:54.000 --> 00:03:56.000]  可能不是猶太人
[00:03:56.000 --> 00:03:58.000]  連阿蘭文都不懂
[00:03:58.000 --> 00:04:00.000]  因為阿蘭文是他們日常
[00:04:00.000 --> 00:04:03.000]  口頭的語言
[00:04:03.000 --> 00:04:06.000]  所以馬可就是這樣
[00:04:06.000 --> 00:04:11.000]  去描寫耶穌的一個簡介
[00:04:11.000 --> 00:04:16.000]  馬可福音代表耶穌是什麼呢
[00:04:16.000 --> 00:04:19.000]  代表耶穌是僕人
[00:04:19.000 --> 00:04:22.000]  所以他真是風塵僕僕
[00:04:22.000 --> 00:04:24.000]  去完這裡又去那裡
[00:04:24.000 --> 00:04:26.000]  去完這裡又去那裡
[00:04:26.000 --> 00:04:28.000]  做完這件事又做那件事
[00:04:28.000 --> 00:04:32.000]  他沒有停止工作
[00:04:32.000 --> 00:04:35.000]  馬可福音第一第二章
[00:04:35.000 --> 00:04:37.000]  是講僕人的出現
[00:04:37.000 --> 00:04:40.000]  第三到第八章是講
[00:04:40.000 --> 00:04:45.000]  僕人有很多敵對的群體
[00:04:45.000 --> 00:04:48.000]  然後由第九到十章
[00:04:48.000 --> 00:04:51.000]  是這個僕人的教導
[00:04:51.000 --> 00:04:54.000]  然後由十一到十五章
[00:04:54.000 --> 00:04:57.000]  是僕人被拒絕
[00:04:57.000 --> 00:05:02.000]  然後十六章就是僕人的復活
[00:05:02.000 --> 00:05:03.000]  在馬可福音裡面
[00:05:03.000 --> 00:05:06.000]  差不多佔了三分之一
[00:05:06.000 --> 00:05:10.000]  是描寫耶穌最後的七天
[00:05:10.000 --> 00:05:13.000]  通常我們都叫做最後一週
[00:05:13.000 --> 00:05:15.000]  耶穌最後的七天
[00:05:15.000 --> 00:05:18.000]  其實就是他生平裡面
[00:05:18.000 --> 00:05:21.000]  最重要的一個時期
[00:05:21.000 --> 00:05:24.000]  所以馬可就用了
[00:05:24.000 --> 00:05:27.000]  很多的篇幅去描寫
[00:05:27.000 --> 00:05:31.000]  去介紹耶穌最後的七天
[00:05:31.000 --> 00:05:34.000]  做了些什麼
[00:05:34.000 --> 00:05:38.000]  而這本書最重要的一章
[00:05:38.000 --> 00:05:41.000]  就在第八章那裡
[00:05:41.000 --> 00:05:45.000]  而最主要的約節
[00:05:45.000 --> 00:05:46.000]  有很多人說
[00:05:46.000 --> 00:05:52.000]  就是第八章的三十四到三十五節
[00:05:52.000 --> 00:05:54.000]  若有人要跟從我
[00:05:54.000 --> 00:05:57.000]  就當寫幾
[00:05:57.000 --> 00:05:59.000]  背起祂的十字架
[00:05:59.000 --> 00:06:02.000]  來跟從我
[00:06:02.000 --> 00:06:09.000]  因為凡要求自己生命的
[00:06:09.000 --> 00:06:11.000]  是必喪掉生命
[00:06:11.000 --> 00:06:14.000]  凡為我喪掉生命的
[00:06:14.000 --> 00:06:16.000]  必得著生命
[00:06:16.000 --> 00:06:19.000]  原來我們今天需要寫幾
[00:06:19.000 --> 00:06:23.000]  背起十字架來跟隨耶穌
[00:06:23.000 --> 00:06:27.000]  馬可就描寫耶穌就是一個僕人
[00:06:27.000 --> 00:06:29.000]  謙卑的僕人
[00:06:29.000 --> 00:06:31.000]  祂不斷的服侍人
[00:06:31.000 --> 00:06:32.000]  不斷的工作
[00:06:32.000 --> 00:06:35.000]  讓我們今天都效法
[00:06:35.000 --> 00:06:38.000]  耶穌這個形象
[00:06:38.000 --> 00:06:40.000]  非以逆人
[00:06:40.000 --> 00:06:42.000]  我們不是要受人的服侍
[00:06:42.000 --> 00:06:45.000]  我們乃是要去服侍人
[00:06:45.000 --> 00:06:47.000]  作眾人的僕人
[00:06:47.000 --> 00:06:50.000]  我也提過四卷福音書
[00:06:50.000 --> 00:06:54.000]  可以用四種動物來代表
[00:06:54.000 --> 00:06:57.000]  馬太福音就以獅子來代表
[00:06:57.000 --> 00:06:59.000]  因為祂是一位王
[00:06:59.000 --> 00:07:03.000]  馬可福音就用牛來代表
[00:07:03.000 --> 00:07:08.000]  因為牛是一種很謙卑的動物
[00:07:08.000 --> 00:07:11.000]  祂是默默工作的
[00:07:11.000 --> 00:07:13.000]  牛出去耕田
[00:07:13.000 --> 00:07:14.000]  牛拉車
[00:07:14.000 --> 00:07:16.000]  牛做些什麼
[00:07:16.000 --> 00:07:21.000]  所以牛是一種很靜默工作的動物
