
[00:00:00.000 --> 00:00:02.000]  我們再次低頭禱告
[00:00:02.000 --> 00:00:08.360]  主耶穌多謝祢設立聖餐
[00:00:08.360 --> 00:00:11.320]  讓我們順順思念祢的愛
[00:00:11.320 --> 00:00:15.360]  主我們領受了聖餐
[00:00:15.360 --> 00:00:20.000]  慰養我們屬靈的生命
[00:00:20.000 --> 00:00:23.120]  現今我們又將祢的話語
[00:00:23.120 --> 00:00:24.640]  一同的去思想
[00:00:24.640 --> 00:00:26.560]  教主也同樣的
[00:00:26.560 --> 00:00:29.280]  慰養我們屬靈的生命
[00:00:30.400 --> 00:00:35.040]  祢的話語對我們生命產生作用
[00:00:35.040 --> 00:00:38.960]  聖靈在我們整個會場當中
[00:00:38.960 --> 00:00:42.360]  祢指教我們
[00:00:42.360 --> 00:00:44.880]  我們誠心禱告
[00:00:44.880 --> 00:00:47.640]  奉靠耶穌基督最寶貴的明智祈求
[00:00:47.640 --> 00:00:48.760]  阿們
[00:00:48.760 --> 00:00:51.560]  第二節我想問問你
[00:00:51.560 --> 00:00:53.480]  你覺得
[00:00:57.080 --> 00:01:01.600]  別人會透過你很清楚的講解聖經
[00:01:01.600 --> 00:01:03.400]  而令他信主嗎?
[00:01:03.400 --> 00:01:06.040]  抑或你看見人
[00:01:06.040 --> 00:01:11.040]  看見你信主的生命改變而信主多呢?
[00:01:11.040 --> 00:01:17.400]  而你又屬於哪一種呢?
[00:01:17.400 --> 00:01:24.160]  每一個正式的統計
[00:01:25.520 --> 00:01:27.520]  我是負責長者事工的
[00:01:27.520 --> 00:01:29.520]  我經常問長者
[00:01:29.520 --> 00:01:32.640]  長者當然也不會說
[00:01:32.640 --> 00:01:34.480]  我明白了聖經所有的道理
[00:01:34.480 --> 00:01:35.560]  我才相信耶穌
[00:01:35.560 --> 00:01:40.120]  他會否看見家人的生命改變
[00:01:40.120 --> 00:01:42.800]  基督徒的生命改變
[00:01:42.800 --> 00:01:45.800]  以致他來到教會
[00:01:45.800 --> 00:01:47.800]  去認識這個真理
[00:01:47.800 --> 00:01:51.280]  不知道你的生命
[00:01:51.280 --> 00:01:53.280]  是否同樣的
[00:01:53.960 --> 00:01:56.560]  可以成為一個道
[00:01:56.560 --> 00:01:58.280]  去告訴別人呢?
[00:01:58.280 --> 00:02:00.560]  今天
[00:02:00.560 --> 00:02:04.320]  《使徒行傳》這一篇的經文
[00:02:04.320 --> 00:02:05.360]  是說
[00:02:05.360 --> 00:02:09.560]  這群的使徒們
[00:02:09.560 --> 00:02:13.000]  他們被捉拿坐牢
[00:02:13.000 --> 00:02:16.560]  和合本提到
[00:02:16.560 --> 00:02:19.760]  在第十七節開始之前的標題
[00:02:19.760 --> 00:02:23.360]  是說到使徒第二次被囚
[00:02:24.840 --> 00:02:26.600]  第一次在第四章
[00:02:26.600 --> 00:02:31.040]  當時因為晚上他們被收監
[00:02:31.040 --> 00:02:32.040]  因為太晚了
[00:02:32.040 --> 00:02:33.840]  所以留他們一晚在監獄裡
[00:02:33.840 --> 00:02:35.840]  第二天就放他們出來
[00:02:35.840 --> 00:02:37.480]  放他們出來的時候
[00:02:37.480 --> 00:02:39.360]  大祭司等人
[00:02:39.360 --> 00:02:41.240]  就吩咐他們
[00:02:41.240 --> 00:02:44.040]  叫他們不准再奉主耶穌的名
[00:02:44.040 --> 00:02:45.360]  來講論福音
[00:02:45.360 --> 00:02:49.760]  但是彼得和約翰就說
[00:02:49.760 --> 00:02:51.800]  聽從你們
[00:02:51.800 --> 00:02:53.200]  不聽從神
[00:02:54.080 --> 00:02:56.080]  這個在神的面前是合理
[00:02:56.080 --> 00:02:56.680]  不合理嗎?
[00:02:56.680 --> 00:02:58.400]  這個在第四章裡面所說的
[00:02:58.400 --> 00:03:00.080]  你們自己卓量吧
[00:03:00.080 --> 00:03:03.080]  我們所看見所聽見的
[00:03:03.080 --> 00:03:04.360]  不能夠不講
[00:03:04.360 --> 00:03:07.720]  來到第五章的時候
[00:03:07.720 --> 00:03:08.800]  很明顯的
[00:03:08.800 --> 00:03:11.760]  這群的使徒沒有聽大祭司的命令
[00:03:11.760 --> 00:03:14.920]  繼續將主的福音傳講出去
[00:03:14.920 --> 00:03:19.320]  這個第五章第二十八節這樣描述
[00:03:19.320 --> 00:03:23.680]  我們嚴厲地吩咐過你們
[00:03:23.680 --> 00:03:25.880]  不准再奉這名師教
[00:03:25.880 --> 00:03:27.320]  看看
[00:03:27.320 --> 00:03:29.880]  你們的道理
[00:03:29.880 --> 00:03:30.920]  全變了
[00:03:30.920 --> 00:03:32.280]  耶路撒冷
[00:03:32.280 --> 00:03:37.480]  不知道是不是因為這樣
[00:03:37.480 --> 00:03:41.960]  大祭司和撒都該人
[00:03:41.960 --> 00:03:45.080]  經文裡有提到他們
[00:03:45.080 --> 00:03:47.800]  滿心的忌恨
[00:03:47.800 --> 00:03:52.320]  他們恨這群
[00:03:53.720 --> 00:03:56.280]  他們稱為耶穌的狂熱分子
[00:03:56.280 --> 00:04:01.680]  正正在百姓的人群當中
[00:04:01.680 --> 00:04:04.560]  繼續有很大的影響力
[00:04:04.560 --> 00:04:08.920]  所以除了抓他們坐牢
[00:04:08.920 --> 00:04:12.560]  他們也不知道怎樣去對付這群使徒
[00:04:12.560 --> 00:04:15.280]  於是抓他們坐牢
[00:04:15.280 --> 00:04:17.520]  鎖在牢裡
[00:04:17.520 --> 00:04:19.920]  但是在那一晚
[00:04:19.920 --> 00:04:22.360]  經文裡也提到
[00:04:22.720 --> 00:04:24.200]  主的使者
[00:04:24.200 --> 00:04:26.520]  令他們出監
[00:04:26.520 --> 00:04:29.080]  然後叫他們做甚麼
[00:04:29.080 --> 00:04:32.000]  我們一起讀第二十節
[00:04:32.000 --> 00:04:36.640]  「你們去站在殿裡
[00:04:36.640 --> 00:04:40.440]  把一切有關這生命的道」
[00:04:40.440 --> 00:04:42.880]  「都講給眾民聽」
[00:04:42.880 --> 00:04:47.720]  把這生命的道
[00:04:47.720 --> 00:04:50.080]  都講給百姓聽
[00:04:51.800 --> 00:04:53.080]  甚麼是生命的道?
[00:04:53.080 --> 00:04:59.520]  這裡很特別的就是主的使者
[00:04:59.520 --> 00:05:04.080]  把基督的真道、真理
[00:05:04.080 --> 00:05:06.400]  講成「這生命」
[00:05:06.400 --> 00:05:11.000]  原本使者可以說
[00:05:11.000 --> 00:05:13.080]  「你們去站在殿裡
[00:05:13.080 --> 00:05:16.560]  宣講耶穌基督的福音或真理」
[00:05:16.560 --> 00:05:17.600]  但這裡說
[00:05:17.600 --> 00:05:19.240]  「把這生命的道
[00:05:19.240 --> 00:05:21.600]  講給百姓聽」
[00:05:22.800 --> 00:05:23.560]  沒錯
[00:05:23.560 --> 00:05:27.000]  福音不單是一種信念
[00:05:27.000 --> 00:05:29.280]  一套教條
[00:05:29.280 --> 00:05:31.760]  一套教義
[00:05:31.760 --> 00:05:35.040]  福音是一種生命
[00:05:35.040 --> 00:05:39.240]  是主耶穌復活的新生命
