
[00:00:00.000 --> 00:00:03.000]  高興看到大家都是很健康
[00:00:03.000 --> 00:00:05.000]  無論你在家很健康
[00:00:05.000 --> 00:00:09.000]  或者聚集在神樂中心健康
[00:00:09.000 --> 00:00:11.000]  都是很感恩大家健康
[00:00:11.000 --> 00:00:16.000]  今天就繼續戴這個面具
[00:00:16.000 --> 00:00:19.000]  有些弟兄姊妹告訴我
[00:00:19.000 --> 00:00:23.000]  因為這裡神樂中心的燈很光
[00:00:23.000 --> 00:00:26.000]  所以我戴了這個面具
[00:00:26.000 --> 00:00:31.000]  我的臉很光,因為有很多燈的反光
[00:00:31.000 --> 00:00:35.000]  所以看到我的臉就發光
[00:00:35.000 --> 00:00:39.000]  請大家忍耐一下
[00:00:39.000 --> 00:00:43.000]  雖然我的臉很光
[00:00:43.000 --> 00:00:46.000]  都希望大家看得清楚
[00:00:46.000 --> 00:00:58.000]  那個困難是戴著口罩很難講得清楚
[00:00:58.000 --> 00:01:00.000]  很難呼吸
[00:01:00.000 --> 00:01:04.000]  戴著這個面具稍微好一點
[00:01:04.000 --> 00:01:08.000]  今天我們講馬可福音第八章
[00:01:08.000 --> 00:01:13.000]  也是跟我們預備復活節的紀念很重要
[00:01:13.000 --> 00:01:19.000]  這幾個禮拜是御虎期
[00:01:19.000 --> 00:01:25.000]  幫助我們迎接特別的節期
[00:01:25.000 --> 00:01:28.000]  復活節的時間
[00:01:28.000 --> 00:01:35.000]  幫助我們大家一起有很好的預備
[00:01:35.000 --> 00:01:41.000]  來紀念主耶穌為我們受苦受死的時間
[00:01:41.000 --> 00:01:43.000]  我們一起祈禱
[00:02:11.000 --> 00:02:14.000]  這幾個禮拜的恩典
[00:02:14.000 --> 00:02:17.000]  帶來給我們生命的豐盛
[00:02:17.000 --> 00:02:20.000]  這些講得多聽得多
[00:02:20.000 --> 00:02:22.000]  唱歌唱得多
[00:02:22.000 --> 00:02:25.000]  好像很耳熟能詳
[00:02:25.000 --> 00:02:28.000]  主我們在這幾個禮拜裡面
[00:02:28.000 --> 00:02:30.000]  重新再師
[00:02:30.000 --> 00:02:33.000]  祢為我們死在十字架上
[00:02:33.000 --> 00:02:37.000]  對我們的生命帶來的意義
[00:02:37.000 --> 00:02:41.000]  給受教的心給聖靈在我們的心裡面
[00:02:41.000 --> 00:02:46.000]  對我們講清楚的訊息
[00:02:46.000 --> 00:02:48.000]  也給我們的生命
[00:02:48.000 --> 00:02:53.000]  按著救恩而生活
[00:02:53.000 --> 00:02:56.000]  圓主祢今天幫助我們
[00:02:56.000 --> 00:02:58.000]  祈禱奉耶穌基督的名
[00:02:58.000 --> 00:03:00.000]  阿們
[00:03:00.000 --> 00:03:05.000]  在御虎期的時候提醒我們
[00:03:05.000 --> 00:03:09.000]  復活節不只是星期五的
[00:03:09.000 --> 00:03:13.000]  受苦節所謂
[00:03:13.000 --> 00:03:18.000]  以及復活節所謂復活的主日
[00:03:18.000 --> 00:03:24.000]  有些教會在受苦節之前那一晚
[00:03:24.000 --> 00:03:26.000]  星期四晚
[00:03:26.000 --> 00:03:29.000]  也有些特別的聚會
[00:03:29.000 --> 00:03:31.000]  有些不同的教會
[00:03:31.000 --> 00:03:34.000]  不同的宗派
[00:03:34.000 --> 00:03:39.000]  教會很著重蒙灰日
[00:03:39.000 --> 00:03:42.000]  我們叫做 Ash Wednesday
[00:03:42.000 --> 00:03:44.000]  通常是星期三
[00:03:44.000 --> 00:03:46.000]  紀念蒙灰日
[00:03:46.000 --> 00:03:48.000]  今天其實是什麼呢
[00:03:48.000 --> 00:03:52.000]  今天是受苦節之前最後的主日
[00:03:52.000 --> 00:03:56.000]  通常教會會叫做中旅主日
[00:03:56.000 --> 00:04:00.000]  因為用這一天紀念主耶穌
[00:04:00.000 --> 00:04:03.000]  進入耶路撒冷城
[00:04:03.000 --> 00:04:05.000]  大家記得那個記載
[00:04:05.000 --> 00:04:08.000]  耶穌騎著一隻驢子
[00:04:08.000 --> 00:04:10.000]  進入耶路撒冷城
[00:04:10.000 --> 00:04:12.000]  今天我們所說的
[00:04:12.000 --> 00:04:15.000]  這一段《馬可福音》第八章
[00:04:15.000 --> 00:04:18.000]  就是耶穌告訴祂的門徒
[00:04:18.000 --> 00:04:20.000]  祂會去耶路撒冷
[00:04:20.000 --> 00:04:22.000]  以及祂會去耶路撒冷
[00:04:22.000 --> 00:04:24.000]  會發生什麼事情
[00:04:24.000 --> 00:04:30.000]  在祂進入耶路撒冷的過程裡
[00:04:30.000 --> 00:04:32.000]  騎著那隻驢子
[00:04:32.000 --> 00:04:38.000]  是一種和平平安的象徵
[00:04:38.000 --> 00:04:43.000]  因為當時的軍兵打仗
[00:04:43.000 --> 00:04:46.000]  騎著馬進城
[00:04:46.000 --> 00:04:48.000]  但是很多時候
[00:04:48.000 --> 00:04:51.000]  元帥將軍打勝仗之後
[00:04:51.000 --> 00:04:53.000]  騎著驢子
[00:04:53.000 --> 00:04:55.000]  不再騎馬進城
[00:04:55.000 --> 00:04:56.000]  為什麼呢
[00:04:56.000 --> 00:04:59.000]  因為馬代表他們征戰
[00:04:59.000 --> 00:05:03.000]  打贏了我就統治你
[00:05:03.000 --> 00:05:05.000]  但是耶穌騎著驢子
[00:05:05.000 --> 00:05:09.000]  帶來一個平安的意思
[00:05:09.000 --> 00:05:12.000]  祂要為人帶來平安
[00:05:12.000 --> 00:05:14.000]  這是很重要的象徵
[00:05:14.000 --> 00:05:17.000]  但是在現在的世情時代
[00:05:17.000 --> 00:05:19.000]  上次我們也說
[00:05:19.000 --> 00:05:21.000]  用八個字來形容
[00:05:21.000 --> 00:05:22.000]  似乎是最適合的
[00:05:22.000 --> 00:05:23.000]  這八個字就是
[00:05:23.000 --> 00:05:25.000]  天災人禍
[00:05:25.000 --> 00:05:27.000]  疫情戰爭
[00:05:27.000 --> 00:05:29.000]  大家都很體會到
[00:05:29.000 --> 00:05:33.000]  我們在這種世界裡
[00:05:33.000 --> 00:05:37.000]  所以在遇苦期的時候
[00:05:37.000 --> 00:05:39.000]  幫助我們再重新去想
[00:05:39.000 --> 00:05:41.000]  再深入的去想
[00:05:41.000 --> 00:05:43.000]  耶穌為我們帶來的
[00:05:43.000 --> 00:05:45.000]  其實是什麼呢
[00:05:45.000 --> 00:05:46.000]  耶穌沒有說
[00:05:46.000 --> 00:05:47.000]  祂來到的時候
[00:05:47.000 --> 00:05:49.000]  以後都不會打仗了
[00:05:49.000 --> 00:05:53.000]  所有的人都長命百歲了
[00:05:53.000 --> 00:05:54.000]  甚至回去
[00:05:54.000 --> 00:05:57.000]  好像舊約那樣幾百歲了
[00:05:57.000 --> 00:06:00.000]  耶穌不是帶來這種的希望
[00:06:00.000 --> 00:06:02.000]  耶穌帶來的那種盼望
[00:06:02.000 --> 00:06:05.000]  甚至遠遠超過這些
[00:06:05.000 --> 00:06:07.000]  所以仍然都是一樣
[00:06:07.000 --> 00:06:09.000]  耶穌騎著驢子
[00:06:09.000 --> 00:06:11.000]  進入耶路撒冷城
[00:06:11.000 --> 00:06:14.000]  都是帶來平安
[00:06:14.000 --> 00:06:17.000]  帶來給我們心裡的平安
[00:06:17.000 --> 00:06:20.000]  帶來給我們和周圍的人
[00:06:20.000 --> 00:06:22.000]  平安的關係
[00:06:22.000 --> 00:06:25.000]  帶來給我們和神之間
[00:06:25.000 --> 00:06:29.000]  回復一種和好平安的關係
[00:06:29.000 --> 00:06:31.000]  所以有很多的教會
[00:06:31.000 --> 00:06:34.000]  都會特別提醒大家
[00:06:34.000 --> 00:06:37.000]  在遇苦期這段時間
[00:06:37.000 --> 00:06:40.000]  要比起平時來講
[00:06:40.000 --> 00:06:44.000]  多一點時間去思想神的說話
[00:06:44.000 --> 00:06:46.000]  平時我們都會
[00:06:46.000 --> 00:06:48.000]  希望每天都可以做到
[00:06:48.000 --> 00:06:51.000]  在遇苦期這段時間裡
[00:06:51.000 --> 00:06:53.000]  更加有一些教會
[00:06:53.000 --> 00:06:57.000]  鼓勵弟兄姊妹禁食祈禱
[00:06:57.000 --> 00:07:00.000]  這樣的操練
[00:07:00.000 --> 00:07:03.000]  很多時候都已經忘記了
[00:07:03.000 --> 00:07:06.000]  不太知道究竟是什麼
[00:07:06.000 --> 00:07:08.000]  我們要重新學習
[00:07:08.000 --> 00:07:11.000]  而在這些所有操練裡
[00:07:11.000 --> 00:07:15.000]  其實就是再次讓我們思想到
[00:07:15.000 --> 00:07:18.000]  我們作為耶穌的門徒
[00:07:18.000 --> 00:07:21.000]  應該是怎樣生活的呢
[00:07:21.000 --> 00:07:23.000]  在遇苦期的時候
[00:07:23.000 --> 00:07:25.000]  我說這個馬可福音第八章
[00:07:25.000 --> 00:07:28.000]  也特別是很重要的
[00:07:28.000 --> 00:07:30.000]  還有一個原因就是
[00:07:30.000 --> 00:07:34.000]  因為第八章這裡就說給我們聽
[00:07:34.000 --> 00:07:37.000]  是耶穌問祂的門徒
[00:07:37.000 --> 00:07:40.000]  其他人說我是誰
[00:07:40.000 --> 00:07:42.000]  然後耶穌就問
[00:07:42.000 --> 00:07:45.000]  那你們說我是誰
[00:07:45.000 --> 00:07:48.000]  這樣問完之後
[00:07:48.000 --> 00:07:52.000]  彼得就說了一句很重要的說話
