
[00:00:00.000 --> 00:00:03.400]  神的工作是不會停止的
[00:00:03.400 --> 00:00:04.500]  所以弟兄姊妹
[00:00:04.500 --> 00:00:05.900]  我們大家一起的
[00:00:05.900 --> 00:00:07.700]  同心合意
[00:00:07.700 --> 00:00:11.200]  在現在這個時候
[00:00:11.200 --> 00:00:14.000]  當你看到香港近日發生的事情
[00:00:14.000 --> 00:00:16.200]  當你看到世界發生的事情的時候
[00:00:16.200 --> 00:00:19.000]  你就知道我們是在末後的日子生活
[00:00:19.000 --> 00:00:21.300]  我們是在末世的時代生活
[00:00:21.300 --> 00:00:25.400]  也是福音必須要傳開的時候生活
[00:00:25.400 --> 00:00:29.200]  我們要警醒
[00:00:29.200 --> 00:00:31.900]  我們要站穩
[00:00:31.900 --> 00:00:34.200]  我們為主來發光
[00:00:34.200 --> 00:00:35.500]  大家記不記得
[00:00:35.500 --> 00:00:41.400]  上次我和大家看的那一節聖經
[00:00:41.400 --> 00:00:42.900]  馬拉福音第五章十二節
[00:00:42.900 --> 00:00:45.200]  它說你們是世上的炎
[00:00:45.200 --> 00:00:48.400]  就提到炎其實是我們基督徒生命的
[00:00:48.400 --> 00:00:50.200]  一個可以說是內涵
[00:00:50.200 --> 00:00:51.500]  生命的本質
[00:00:51.500 --> 00:00:53.200]  一個比喻
[00:00:53.200 --> 00:00:54.600]  炎之所以為炎
[00:00:54.600 --> 00:01:01.000]  因為它是鹹
[00:01:01.000 --> 00:01:05.600]  所以我們基督徒是很鹹的
[00:01:05.600 --> 00:01:08.600]  所以它說如果你炎失去了鹹味
[00:01:08.600 --> 00:01:10.600]  還怎麼可以叫它做炎呢
[00:01:10.600 --> 00:01:11.800]  所以今天我們基督徒
[00:01:11.800 --> 00:01:13.800]  我們的生命是怎麼樣
[00:01:13.800 --> 00:01:15.300]  是很重要的
[00:01:15.300 --> 00:01:18.500]  炎是說我們生命的一個內涵
[00:01:18.500 --> 00:01:23.200]  我們要有耶穌基督在我們裡面活著
[00:01:23.200 --> 00:01:25.400]  我們就有基督的生命
[00:01:25.400 --> 00:01:28.500]  我們要有神的說話在我們的心裡面
[00:01:28.500 --> 00:01:32.400]  我們就能夠活出神的樣式
[00:01:32.400 --> 00:01:38.500]  炎是說我們生命裡面是怎麼樣
[00:01:38.500 --> 00:01:41.100]  我們的生命的素質是怎麼樣
[00:01:41.100 --> 00:01:42.400]  因為說到素質
[00:01:42.400 --> 00:01:44.600]  或者說到我們裡面的生命
[00:01:44.600 --> 00:01:47.700]  正如我們古老人說
[00:01:47.700 --> 00:01:51.300]  有之內形之外
[00:01:51.300 --> 00:01:54.700]  所以今天當我們看第十三節到第十六節的時候
[00:01:54.700 --> 00:01:55.600]  我們就看到
[00:01:55.600 --> 00:01:56.700]  你們又是什麼
[00:01:56.700 --> 00:01:58.900]  是世上的光
[00:01:58.900 --> 00:02:02.900]  人點燈是不會放在斗底下的
[00:02:02.900 --> 00:02:04.400]  是要放在燈台上面
[00:02:04.400 --> 00:02:06.100]  那就照亮一家了
[00:02:06.100 --> 00:02:08.400]  這個世上的光好比什麼
[00:02:08.400 --> 00:02:12.700]  好比是城建造在山上面
[00:02:12.700 --> 00:02:15.100]  人人都看得到的
[00:02:15.100 --> 00:02:16.300]  我們住在香港
[00:02:16.300 --> 00:02:18.500]  我們就很明白這個比喻
[00:02:18.500 --> 00:02:20.700]  當你望上去扯旗山那裡
[00:02:20.700 --> 00:02:26.800]  你就會看到那些斷億才買得到的樓房
[00:02:26.800 --> 00:02:28.900]  他們都不想這間屋子收起來
[00:02:28.900 --> 00:02:33.100]  一看到就知道那裡很值錢
[00:02:33.100 --> 00:02:35.100]  今天我們作為基督徒
[00:02:35.100 --> 00:02:36.300]  我們的生命
[00:02:36.300 --> 00:02:37.200]  我們作為基督徒
[00:02:37.200 --> 00:02:38.600]  我們是世上的光
[00:02:38.600 --> 00:02:39.300]  換言之
[00:02:39.300 --> 00:02:41.900]  其實我們的生命應該要被人看到的
[00:02:41.900 --> 00:02:48.200]  人家應該是看得到我們是基督徒的
[00:02:48.200 --> 00:02:50.300]  我們的一舉一動
[00:02:50.300 --> 00:02:52.900]  我們的一言一語
[00:02:52.900 --> 00:02:55.100]  人應該是感受到的
[00:02:55.100 --> 00:02:57.500]  是沒辦法隱藏的
[00:02:57.500 --> 00:02:59.200]  或者說沒辦法隱藏的時候
[00:02:59.200 --> 00:03:01.800]  生命沒辦法隱藏
[00:03:01.800 --> 00:03:02.600]  就讓我想到
[00:03:02.600 --> 00:03:06.100]  其實很多時候我們看到有些基督徒
[00:03:06.100 --> 00:03:07.300]  他們說自己是基督徒
[00:03:07.300 --> 00:03:11.100]  但是你感受不到的
[00:03:11.100 --> 00:03:14.700]  基督徒的生命不能假裝的
[00:03:14.700 --> 00:03:18.500]  不是你可以假裝的
[00:03:18.500 --> 00:03:21.700]  很多人以為我星期天九點到十點
[00:03:21.700 --> 00:03:23.700]  或者十點到
[00:03:23.700 --> 00:03:24.500]  這堂課長一點
[00:03:24.500 --> 00:03:25.700]  叫做十一點九個字
[00:03:25.700 --> 00:03:26.500]  我在這裡
[00:03:26.500 --> 00:03:27.500]  我就是基督徒了
[00:03:27.500 --> 00:03:28.300]  你們唱詩
[00:03:28.300 --> 00:03:29.300]  我和你們一起唱詩
[00:03:29.300 --> 00:03:30.000]  你們聽到嗎
[00:03:30.000 --> 00:03:33.400]  我都坐在這裡
[00:03:33.400 --> 00:03:36.000]  我做足了所有的事情
[00:03:36.000 --> 00:03:37.300]  祈禱我是低頭的
[00:03:37.300 --> 00:03:38.200]  我是閉上眼睛的
[00:03:38.200 --> 00:03:38.800]  奉獻的
[00:03:38.800 --> 00:03:40.900]  我是拿錢出來等下去的
[00:03:40.900 --> 00:03:43.600]  聽到嗎
[00:03:43.600 --> 00:03:45.600]  我都會點頭的
[00:03:45.600 --> 00:03:46.800]  我做了這些事情
[00:03:46.800 --> 00:03:48.000]  我是一個基督徒了
[00:03:48.000 --> 00:03:50.800]  但是當我走到門口的時候
[00:03:50.800 --> 00:03:52.400]  走到街上
[00:03:52.400 --> 00:03:57.200]  剛好有人撞過來
[00:03:57.200 --> 00:04:03.900]  我突然間想起一個這樣的比喻
[00:04:03.900 --> 00:04:06.000]  最近我看陳在意寫的那本
[00:04:06.000 --> 00:04:08.600]  《香港回歸庇民之旅》
[00:04:08.600 --> 00:04:09.100]  那本書
[00:04:09.100 --> 00:04:10.900]  我看書不看書名
[00:04:10.900 --> 00:04:19.600]  就說到他和Chris Patton
[00:04:19.600 --> 00:04:20.600]  彭定康
[00:04:20.600 --> 00:04:26.000]  彭定康有一次開會之後
[00:04:26.000 --> 00:04:28.800]  遇到一件事情
[00:04:28.800 --> 00:04:30.800]  他說不知道怎麼樣
[00:04:30.800 --> 00:04:32.800]  在餐廳那裡
[00:04:32.800 --> 00:04:35.400]  看到一件事
[00:04:35.400 --> 00:04:39.100]  本來很溫和的彭定康
[00:04:39.100 --> 00:04:41.700]  其實那天的談判不是太順利
[00:04:41.700 --> 00:04:43.000]  不過他也很溫和
[00:04:43.000 --> 00:04:44.700]  一看到他的時候
[00:04:44.700 --> 00:04:47.400]  馬上就動了起身
[00:04:47.400 --> 00:04:50.800]  誰知道起身的侍子就撞到他
[00:04:50.800 --> 00:04:53.300]  整個身體都弄髒了
[00:04:53.300 --> 00:04:56.400]  蛋糕、忌廉都弄髒了
[00:04:56.400 --> 00:04:59.700]  他說他寫得很妙
[00:04:59.700 --> 00:05:01.100]  我就看到他的臉
[00:05:01.100 --> 00:05:02.500]  從一個很歡喜
[00:05:02.500 --> 00:05:06.400]  忽然間就轉成很憤怒的
[00:05:06.400 --> 00:05:08.000]  怎樣怎樣6點
[00:05:08.000 --> 00:05:09.900]  即是說是關節了
[00:05:09.900 --> 00:05:12.700]  很快的他馬上平和
[00:05:12.700 --> 00:05:13.800]  接著就說
[00:05:13.800 --> 00:05:15.700]  我記得我的老闆
[00:05:15.700 --> 00:05:17.300]  他有一次也是這樣撞到他
[00:05:17.300 --> 00:05:19.400]  於是他就跳啊跳啊跳啊跳啊跳
[00:05:19.400 --> 00:05:21.300]  整個身體
[00:05:21.300 --> 00:05:24.700]  他的面容就寬了
[00:05:24.700 --> 00:05:25.700]  意思是什麼
[00:05:25.700 --> 00:05:27.900]  他變化得很快
[00:05:27.900 --> 00:05:29.200]  他也有評語
[00:05:29.200 --> 00:05:30.000]  陳俊宇說
[00:05:30.000 --> 00:05:31.400]  彭定康這個人
[00:05:31.400 --> 00:05:34.700]  真是不愧是外交政治高手
[00:05:34.700 --> 00:05:36.100]  可以這麼快
[00:05:36.100 --> 00:05:39.800]  他的情緒控制種種變化得這麼快
[00:05:39.800 --> 00:05:41.900]  其實我們基督徒也是這樣的
[00:05:41.900 --> 00:05:43.100]  正如剛才我說的
