
[00:00:00.000 --> 00:00:02.120]  好 我們做一個簡短的禱告
[00:00:02.120 --> 00:00:08.560]  天父 我們來到您的面前
[00:00:08.560 --> 00:00:12.960]  真的 這是2014年最後一次
[00:00:12.960 --> 00:00:15.260]  禮拜六的崇拜
[00:00:15.260 --> 00:00:18.900]  我們在這裏再次思想
[00:00:18.900 --> 00:00:20.620]  禰賜給我們的救恩
[00:00:20.620 --> 00:00:23.820]  再次思想 禰透過我主耶穌基督
[00:00:23.820 --> 00:00:26.780]  帶給我們這種美妙的恩典
[00:00:26.780 --> 00:00:29.840]  讓我們透過這樣思想的恩典
[00:00:29.840 --> 00:00:32.440]  讓我們的人生在新的一年裏面
[00:00:32.440 --> 00:00:33.740]  能夠蒙福
[00:00:33.740 --> 00:00:36.120]  帶來力量和盼望
[00:00:36.120 --> 00:00:39.080]  禱告奉耶穌基督得勝的罪名
[00:00:39.080 --> 00:00:47.060]  今天的主題呢
[00:00:47.060 --> 00:00:49.780]  說是全新的人生
[00:00:49.780 --> 00:00:53.640]  大家有沒有
[00:00:53.640 --> 00:00:56.060]  想過
[00:00:56.060 --> 00:00:58.360]  如果你得到什麼
[00:00:58.360 --> 00:01:01.660]  你會覺得你的人生會全新的不一樣呢
[00:01:01.660 --> 00:01:06.360]  有沒有想過
[00:01:06.360 --> 00:01:09.360]  有沒有曾經想過
[00:01:09.360 --> 00:01:11.980]  哎呀 我的生活現在是一塌糊塗
[00:01:11.980 --> 00:01:15.800]  如果我能夠有什麼樣
[00:01:15.800 --> 00:01:18.360]  我會不一樣呢
[00:01:18.360 --> 00:01:23.020]  有沒有想過
[00:01:23.020 --> 00:01:25.500]  你極大的想改變你的生命
[00:01:25.500 --> 00:01:27.240]  改變你生活的狀態
[00:01:27.240 --> 00:01:29.960]  讓你的生命能夠重新來過
[00:01:29.960 --> 00:01:38.240]  哦 可能大家都過得比較不錯
[00:01:38.240 --> 00:01:43.960]  在開始之前我先講一下
[00:01:43.960 --> 00:01:45.960]  真的我個人的一點經歷
[00:01:45.960 --> 00:01:51.360]  我雖然我是從小生在
[00:01:51.360 --> 00:01:53.200]  算是基督徒的家庭
[00:01:53.200 --> 00:01:54.560]  因爲我從小
[00:01:54.560 --> 00:01:56.240]  我爸媽
[00:01:56.240 --> 00:01:57.960]  那時候我爸雖然信了
[00:01:57.960 --> 00:01:59.320]  不怎麼進教會
[00:01:59.320 --> 00:02:01.320]  基本上是我媽帶着我進教會
[00:02:01.320 --> 00:02:03.320]  經常出入教會
[00:02:03.320 --> 00:02:06.080]  對教會呢
[00:02:06.080 --> 00:02:08.080]  肯定是很熟悉了
[00:02:08.080 --> 00:02:09.520]  但是呢
[00:02:09.520 --> 00:02:12.760]  實際上對你信什麼你根本不明白
[00:02:12.760 --> 00:02:16.560]  只是知道那裏有一位神
[00:02:16.560 --> 00:02:17.720]  但是
[00:02:17.720 --> 00:02:20.000]  因爲不像現在的教會
[00:02:20.000 --> 00:02:22.680]  各種的主日學 兒童program
[00:02:22.680 --> 00:02:23.800]  都組織得很好
[00:02:23.800 --> 00:02:25.360]  那時候我們都是鄉下
[00:02:25.360 --> 00:02:28.960]  所有的講道基本上都是對着成人的
[00:02:28.960 --> 00:02:30.360]  我們小夥根本都不知道
[00:02:30.360 --> 00:02:31.560]  就是到那裏面
[00:02:31.560 --> 00:02:33.240]  一道聚會有好喫的
[00:02:33.240 --> 00:02:36.200]  我們就跑到那裏面很開心地去喫東西
[00:02:36.200 --> 00:02:39.680]  那裏大人對小孩都特別nice 特別好
[00:02:39.680 --> 00:02:41.680]  我們就喜歡去教會
[00:02:41.680 --> 00:02:43.680]  但是具體
[00:02:43.680 --> 00:02:45.680]  講的是什麼信什麼我根本不明白
[00:02:45.680 --> 00:02:49.680]  實際上慢慢上了初中
[00:02:49.680 --> 00:02:51.080]  我們就離開了家
[00:02:51.080 --> 00:02:52.480]  離開了老家
[00:02:52.480 --> 00:02:54.000]  然後我們離開老家
[00:02:54.000 --> 00:02:56.000]  一星期回來一次
[00:02:56.000 --> 00:02:59.040]  回到家也是整天就是什麼
[00:02:59.040 --> 00:03:01.160]  好累了 整天要玩
[00:03:01.160 --> 00:03:03.160]  基本上不怎麼去教會了
[00:03:03.160 --> 00:03:07.000]  基本不怎麼去教會了
[00:03:07.000 --> 00:03:08.200]  慢慢地發現
[00:03:08.200 --> 00:03:10.200]  我雖然口頭上對別人說
[00:03:10.200 --> 00:03:11.640]  我是個基督徒
[00:03:11.640 --> 00:03:12.680]  我真的信
[00:03:12.680 --> 00:03:14.680]  信上帝
[00:03:14.680 --> 00:03:16.680]  信耶穌
[00:03:16.680 --> 00:03:18.680]  但是我發現
[00:03:18.680 --> 00:03:21.080]  從初中開始
[00:03:21.080 --> 00:03:22.600]  慢慢地我的人生
[00:03:22.600 --> 00:03:24.200]  我的人生的規矩
[00:03:24.200 --> 00:03:25.880]  我的人生的生活方式
[00:03:25.880 --> 00:03:29.240]  我人生夢中所要追求的
[00:03:29.240 --> 00:03:31.240]  和別人沒有什麼特別
[00:03:31.240 --> 00:03:34.240]  沒有什麼特別
[00:03:34.240 --> 00:03:36.760]  當我高考的時候
[00:03:36.760 --> 00:03:39.120]  我也像很多新興學子一樣
[00:03:39.120 --> 00:03:43.760]  我也很想考一個名牌大學
[00:03:43.760 --> 00:03:47.320]  那時候我也非常自負
[00:03:47.320 --> 00:03:49.560]  我覺得我一定能考好大學
[00:03:49.560 --> 00:03:50.920]  大家都覺得我可以
[00:03:50.920 --> 00:03:52.920]  我也覺得自己可以考好大學
[00:03:52.920 --> 00:03:57.680]  可是結果下來是什麼
[00:03:57.680 --> 00:04:01.840]  我沒有考上
[00:04:01.840 --> 00:04:03.520]  而我在報考志願的時候
[00:04:03.520 --> 00:04:06.640]  我就只寫第一個志願
[00:04:06.640 --> 00:04:09.440]  下面我就畫一個大叉
[00:04:09.440 --> 00:04:11.360]  人家都把所有的志願
[00:04:11.360 --> 00:04:12.160]  不管怎麼樣
[00:04:12.160 --> 00:04:14.160]  所有的志願都填滿了
[00:04:14.160 --> 00:04:15.960]  我就填第一志願
[00:04:15.960 --> 00:04:17.680]  第一項和第二項
[00:04:17.680 --> 00:04:20.280]  之後我下面全部就是這樣
[00:04:20.280 --> 00:04:21.200]  我真的不偏心
[00:04:21.200 --> 00:04:22.720]  我就是這樣畫一個大叉
[00:04:22.720 --> 00:04:23.920]  因爲在我的心裏面
[00:04:23.920 --> 00:04:27.520]  我一定可以考上我想去的那個學校
[00:04:27.520 --> 00:04:34.040]  但是事實並不是這樣
[00:04:34.040 --> 00:04:38.520]  我真的考得好慘
[00:04:38.520 --> 00:04:43.840]  當我看到這個風俗榜的時候
[00:04:43.840 --> 00:04:48.120]  我連三本風俗線都夠不上
[00:04:48.120 --> 00:04:49.480]  你想我考得多慘
[00:04:49.480 --> 00:04:51.040]  我連三本風俗線
[00:04:51.040 --> 00:04:52.480]  我們在國內來都知道
[00:04:52.480 --> 00:04:54.560]  有一本二本三本是不是
[00:04:54.560 --> 00:04:56.960]  我連三本風俗線都夠不到
[00:04:56.960 --> 00:04:59.320]  還想說我要考第一本
[00:04:59.320 --> 00:05:00.840]  第一志願第七本
[00:05:00.840 --> 00:05:02.800]  我嚇得
[00:05:02.800 --> 00:05:05.600]  那時候我一方面我失落
[00:05:05.600 --> 00:05:07.120]  一方面我的感覺羞愧
[00:05:07.120 --> 00:05:09.840]  另一方面我感覺的迷茫
[00:05:09.840 --> 00:05:11.120]  我真的不知道幹什麼
[00:05:11.120 --> 00:05:17.280]  我不知道我要幹什麼去了
[00:05:20.480 --> 00:05:22.200]  那時候徹底迷茫
[00:05:22.200 --> 00:05:23.920]  我一個人走到大街上
[00:05:23.920 --> 00:05:25.280]  就真的
[00:05:25.280 --> 00:05:26.800]  腦袋整個變成空白
[00:05:26.800 --> 00:05:28.240]  我一個人走到大街上
[00:05:28.240 --> 00:05:28.760]  走到大街上
[00:05:28.760 --> 00:05:30.720]  哎呀 這我往哪裏去呢
[00:05:30.720 --> 00:05:32.240]  往哪裏去呢
[00:05:32.240 --> 00:05:35.040]  那天也沒有回家
[00:05:35.040 --> 00:05:36.320]  我又幹什麼
[00:05:36.320 --> 00:05:37.440]  我跑到那時候
[00:05:37.440 --> 00:05:41.760]  現在大家都有DVD是不是
[00:05:41.760 --> 00:05:42.760]  都可以家庭影院
[00:05:42.760 --> 00:05:43.800]  都在家裏自己看
[00:05:43.800 --> 00:05:46.720]  那時候我平生第一次
[00:05:46.720 --> 00:05:51.440]  我買了一張通宵的錄像廳
