
[00:00:00.000 --> 00:00:03.140]  我不知道你有沒有試過偷聽別人說話
[00:00:03.140 --> 00:00:05.900]  不是那些故意去偷聽別人
[00:00:05.900 --> 00:00:08.880]  而是被逼的去偷聽別人
[00:00:08.880 --> 00:00:12.220]  好像你搭地鐵的時候
[00:00:12.220 --> 00:00:14.440]  隔壁有個大聲工
[00:00:14.440 --> 00:00:17.320]  很大大聲聲在那裏說電話
[00:00:17.320 --> 00:00:19.680]  於是你逼於無奈
[00:00:19.680 --> 00:00:21.680]  就算你很不喜歡
[00:00:21.680 --> 00:00:24.200]  你都要去聽他的僞論
[00:00:24.200 --> 00:00:25.800]  聽他的謬論
[00:00:25.800 --> 00:00:28.880]  我有一個朋友有一次搭地鐵的時候
[00:00:28.880 --> 00:00:30.620]  就聽到以下的對話
[00:00:30.620 --> 00:00:33.320]  當然這不是一個雙向的對話
[00:00:33.320 --> 00:00:34.600]  是這個人在說電話
[00:00:34.600 --> 00:00:37.160]  所以是一個單向的對話
[00:00:37.160 --> 00:00:40.600]  他聽到的對話是這樣說
[00:00:40.600 --> 00:00:42.120]  是咯
[00:00:42.120 --> 00:00:44.720]  就好像一個農夫出去殺種
[00:00:44.720 --> 00:00:49.120]  有些種子都沒落地就被鱷魚叼走了
[00:00:49.120 --> 00:00:51.560]  有些開頭飆得很快
[00:00:51.560 --> 00:00:54.920]  不過第二天太陽一曬又香了
[00:00:55.920 --> 00:00:59.880]  還有些起初穩定有些看頭
[00:00:59.880 --> 00:01:03.480]  不過隔了一陣間又經不起風雨
[00:01:03.480 --> 00:01:09.000]  好彩總有一些開花結果幾十倍的回報
[00:01:09.000 --> 00:01:12.520]  不過真是少之又少
[00:01:12.520 --> 00:01:14.520]  一點都不容易穩
[00:01:14.520 --> 00:01:17.280]  如果你聽了這麼多之後
[00:01:17.280 --> 00:01:19.760]  你猜這個人究竟在說什麼
[00:01:19.760 --> 00:01:22.240]  如果你平時去開教會
[00:01:22.240 --> 00:01:25.360]  你可能想不用問阿貴
[00:01:25.360 --> 00:01:27.360]  他當然是在預備查經
[00:01:27.360 --> 00:01:29.080]  我還知道哪一段經文
[00:01:29.080 --> 00:01:33.320]  是耶穌所說的那個很出名的殺種的比喻
[00:01:33.320 --> 00:01:36.160]  於是你心裏會心微笑
[00:01:36.160 --> 00:01:40.840]  甚至你很想和這位弟兄打個招呼
[00:01:40.840 --> 00:01:42.840]  點點頭鼓勵一下他
[00:01:42.840 --> 00:01:44.560]  就在這個時候
[00:01:44.560 --> 00:01:46.560]  你的車就靠近站
[00:01:46.560 --> 00:01:51.080]  這個弟兄就急急忙忙地走出車廂
[00:01:51.080 --> 00:01:53.080]  最後沒走出去之前
[00:01:53.080 --> 00:01:55.080]  他爆了一句粗口
[00:01:56.080 --> 00:01:57.080]  接着他說
[00:01:57.080 --> 00:02:00.520]  唉,在大陸做生意就是這樣的了
[00:02:00.520 --> 00:02:06.400]  林牧師,爲什麼要和我們說這個爛劇呢?
[00:02:06.400 --> 00:02:09.160]  爲什麼要和我們說這個爛劇呢?
[00:02:09.160 --> 00:02:10.920]  因爲我想告訴你們
[00:02:10.920 --> 00:02:13.640]  羅馬書第十四和第十五章
[00:02:13.640 --> 00:02:17.480]  就好像你偷聽一個人的單向對話
[00:02:17.480 --> 00:02:21.080]  你聽起來好像很容易明白
[00:02:21.080 --> 00:02:23.080]  每個字你都懂的
[00:02:23.080 --> 00:02:25.320]  有些東西經常在教會講的
[00:02:25.320 --> 00:02:28.200]  但其實這段聖經是很難明白
[00:02:28.200 --> 00:02:31.560]  很容易誤解
[00:02:31.560 --> 00:02:34.760]  很容易錯誤地應用
[00:02:34.760 --> 00:02:35.760]  所以我告訴你
[00:02:35.760 --> 00:02:37.240]  你今天聽這篇道理
[00:02:37.240 --> 00:02:39.240]  你要特別地小心
[00:02:39.240 --> 00:02:43.040]  否則你很容易走回你那條舊路
[00:02:43.040 --> 00:02:45.520]  就錯誤地明白
[00:02:45.520 --> 00:02:47.520]  應用這段聖經
[00:02:47.520 --> 00:02:49.800]  聖經學者告訴我們
[00:02:49.800 --> 00:02:53.800]  羅馬書第十四和第十五章是一個整體
[00:02:53.800 --> 00:02:57.360]  當中記載了兩羣基督徒
[00:02:57.360 --> 00:02:58.520]  他們正在對峙
[00:02:58.520 --> 00:03:02.840]  一羣基督徒叫做信心堅定的、堅強的基督徒
[00:03:02.840 --> 00:03:08.000]  另外一羣基督徒叫做信心軟弱的基督徒
[00:03:08.000 --> 00:03:11.240]  你聽起來覺得很簡單
[00:03:11.240 --> 00:03:13.440]  但聽下去你又發現
[00:03:13.440 --> 00:03:15.440]  其實是錯綜複雜的
[00:03:15.440 --> 00:03:18.240]  這兩章聖經
[00:03:18.240 --> 00:03:19.320]  聖經學者告訴我們
[00:03:19.320 --> 00:03:22.160]  有一個很清晰的結構
[00:03:22.160 --> 00:03:24.440]  一個ABBA的結構
[00:03:24.440 --> 00:03:27.360]  一個前後呼應的結構
[00:03:27.360 --> 00:03:29.920]  今天我們要講的是羅馬書第十四章
[00:03:29.920 --> 00:03:31.560]  就是A和B
[00:03:31.560 --> 00:03:34.960]  下個星期我們再回來看下半集
[00:03:34.960 --> 00:03:38.440]  就是羅馬書第十五章B和A
[00:03:38.440 --> 00:03:43.440]  但你要記住這兩章聖經實際上是一個整體
[00:03:43.440 --> 00:03:46.400]  如果你慢慢去看保羅的思路
[00:03:46.400 --> 00:03:48.160]  你會有一個感覺
[00:03:48.160 --> 00:03:52.280]  感覺就是保羅開始的時候是紅燈的
[00:03:52.280 --> 00:03:54.640]  接着他想將它轉成黃燈
[00:03:54.640 --> 00:03:56.240]  再轉成綠燈
[00:03:56.240 --> 00:03:58.840]  最後就想他們一飛沖天
